Region,Hour of year,Airspace 'business',Cumulative contrail warming
Paris FIR,41.1159,57.0901,42.279
Paris FIR,42.2271,56.5758,44.0098
Paris FIR,43.3383,55.97,46.0
Paris FIR,44.4496,55.4439,47.7063
Paris FIR,45.5608,54.8975,50.5579
Paris FIR,46.6721,54.2393,52.2489
Paris FIR,47.7833,53.6911,53.9733
Paris FIR,48.8945,53.1042,55.4011
Paris FIR,50.0058,52.5145,57.5549
Paris FIR,51.117,51.6983,59.5098
Paris FIR,52.2283,51.0549,62.1646
Paris FIR,53.3395,50.4134,63.6567
Paris FIR,54.4507,49.7326,65.2955
Paris FIR,55.562,48.9317,66.7922
Paris FIR,56.6732,48.1052,69.0255
Paris FIR,57.7845,47.2936,70.9641
Paris FIR,58.8957,46.248,72.6417
Paris FIR,60.0069,45.1231,74.576
Paris FIR,61.1182,43.9743,76.8759
Paris FIR,62.2294,42.5726,78.0159
Paris FIR,63.3407,41.0015,79.9484
Paris FIR,64.4519,39.2292,81.8704
Paris FIR,65.5631,36.9656,83.4626
Paris FIR,66.6744,33.379,86.0532
Paris FIR,67.7856,30.2737,87.491
Paris FIR,68.8969,26.7587,88.8108
Paris FIR,70.0081,23.7075,89.8208
Paris FIR,71.1193,21.777,90.2442
Paris FIR,72.2306,19.8252,90.4965
Paris FIR,73.3418,18.071,91.0744
Paris FIR,74.4531,16.7154,91.9165
Paris FIR,75.5643,15.3001,92.5285
Paris FIR,76.6755,14.0821,93.3485
Paris FIR,77.7868,13.1279,93.8444
Paris FIR,78.898,12.0798,94.4815
Paris FIR,80.0093,11.1336,94.8827
Paris FIR,81.1205,10.3503,95.2609
Paris FIR,82.2317,9.7902,95.5622
Paris FIR,83.343,9.0719,96.0423
Paris FIR,84.4542,8.4319,96.449
Paris FIR,85.5655,7.7316,96.9937
Paris FIR,86.6767,6.8483,97.4303
Paris FIR,87.7879,5.8972,97.8907
Paris FIR,88.8992,5.2099,98.1651
Paris FIR,90.0104,4.6766,98.4066
Paris FIR,91.1217,4.1797,98.5635
Paris FIR,92.2329,3.7273,98.8669
Paris FIR,93.3441,3.4047,99.1734
Paris FIR,94.4554,2.9869,99.3036
Paris FIR,95.5666,2.6158,99.5349
Paris FIR,96.6779,2.3002,99.7138
Paris FIR,97.7891,1.9821,99.8061
Paris FIR,98.9003,1.3983,99.9133
Marseille FIR,0.0,100.0,-0.0066
Marseille FIR,1.1114,86.1409,-0.3405
Marseille FIR,2.2227,82.6698,-0.8914
Marseille FIR,3.3341,80.3411,-1.613
Marseille FIR,4.4455,78.4078,-2.0717
Marseille FIR,5.5568,76.7753,-0.7866
Marseille FIR,6.6682,75.3201,-1.5443
Marseille FIR,7.7796,74.2111,-2.1512
Marseille FIR,8.8909,73.1396,-2.7995
Marseille FIR,10.0023,71.9327,-2.5637
Marseille FIR,11.1137,70.8839,-1.4495
Marseille FIR,12.2251,69.6584,-0.7831
Marseille FIR,13.3364,68.6234,-0.0341
Marseille FIR,14.4478,67.6005,0.6998
Marseille FIR,15.5592,66.4264,1.1557
Marseille FIR,16.6705,65.5436,1.4823
Marseille FIR,17.7819,64.6076,1.3664
Marseille FIR,18.8933,63.7002,2.0087
Marseille FIR,20.0046,62.6971,3.5017
Marseille FIR,21.116,61.891,5.5732
Marseille FIR,22.2274,61.0501,6.7042
Marseille FIR,23.3387,60.2657,9.1528
Marseille FIR,24.4501,59.5262,12.0359
Marseille FIR,25.5615,58.8008,13.3856
Marseille FIR,26.6728,58.0058,15.3394
Marseille FIR,27.7842,57.2085,15.6044
Marseille FIR,28.8956,56.4118,16.7834
Marseille FIR,30.0069,55.7048,18.9459
Marseille FIR,31.1183,55.0506,21.1984
Marseille FIR,32.2297,54.4241,23.4125
Marseille FIR,33.3411,53.651,24.6565
Marseille FIR,34.4524,52.9079,28.2785
Marseille FIR,35.5638,52.1182,30.9159
Marseille FIR,36.6752,51.4704,32.8591
Marseille FIR,37.7865,50.7734,34.7385
Marseille FIR,38.8979,50.1379,37.0401
Marseille FIR,40.0093,49.4301,37.8052
Marseille FIR,41.1206,48.827,39.5339
Marseille FIR,42.232,48.0944,41.6083
Marseille FIR,43.3434,47.4657,44.0942
Marseille FIR,44.4547,46.8292,46.4928
Marseille FIR,45.5661,45.9982,48.0398
Marseille FIR,46.6775,45.4015,49.3362
Marseille FIR,47.7888,44.7528,52.0434
Marseille FIR,48.9002,43.9323,53.3211
Marseille FIR,50.0116,43.1948,55.8002
Marseille FIR,51.1229,42.3691,56.5839
Marseille FIR,52.2343,41.6451,59.0218
Marseille FIR,53.3457,40.7313,61.1332
Marseille FIR,54.4571,39.8699,64.1148
Marseille FIR,55.5684,38.9479,66.2762
Marseille FIR,56.6798,38.1214,67.4151
Marseille FIR,57.7912,37.3346,69.3125
Marseille FIR,58.9025,36.4724,70.4417
Marseille FIR,60.0139,35.6079,71.5513
Marseille FIR,61.1253,34.5844,72.4025
Marseille FIR,62.2366,33.5162,73.3623
Marseille FIR,63.348,32.3445,74.532
Marseille FIR,64.4594,31.2339,76.2448
Marseille FIR,65.5707,30.2132,77.773
Marseille FIR,66.6821,29.0163,79.4837
Marseille FIR,67.7935,27.6287,80.7212
Marseille FIR,68.9048,25.8051,83.0153
Marseille FIR,70.0162,23.7811,84.2767
Marseille FIR,71.1276,21.0131,85.2057
Marseille FIR,72.2389,17.7406,86.9451
Marseille FIR,73.3503,15.5745,88.2492
Marseille FIR,74.4617,14.3048,88.8478
Marseille FIR,75.573,13.3866,89.5303
Marseille FIR,76.6844,12.7414,90.1662
Marseille FIR,77.7958,12.0183,90.657
Marseille FIR,78.9072,11.5688,91.5327
Marseille FIR,80.0185,11.0369,92.0463
Marseille FIR,81.1299,10.5994,92.3443
Marseille FIR,82.2413,10.229,92.8172
Marseille FIR,83.3526,9.648,93.2997
Marseille FIR,84.464,9.0619,93.77
Marseille FIR,85.5754,8.4219,94.2744
Marseille FIR,86.6867,7.6638,94.9276
Marseille FIR,87.7981,6.8214,95.426
Marseille FIR,88.9095,6.2387,95.9666
Marseille FIR,90.0208,5.6714,96.6651
Marseille FIR,91.1322,5.1381,97.1498
Marseille FIR,92.2436,4.6754,97.7031
Marseille FIR,93.3549,4.2522,98.1178
Marseille FIR,94.4663,3.8684,98.5363
Marseille FIR,95.5777,3.4451,98.9123
Marseille FIR,96.689,3.0383,99.2795
Marseille FIR,97.8004,2.5363,99.6419
Marseille FIR,98.9118,1.9863,99.856
Brest FIR,0.0,100.0,-0.0716
Brest FIR,1.1116,75.5203,-1.3003
Brest FIR,2.2233,72.5329,-1.3984
Brest FIR,3.3349,69.7639,-1.1701
Brest FIR,4.4465,68.2244,-1.0869
Brest FIR,5.5581,66.6501,-1.3407
Brest FIR,6.6698,65.4477,-1.4938
Brest FIR,7.7814,64.5575,-1.336
Brest FIR,8.893,63.6306,-1.1726
Brest FIR,10.0046,62.8127,-0.6983
Brest FIR,11.1163,61.9515,0.2423
Brest FIR,12.2279,61.0076,0.5527
Brest FIR,13.3395,60.328,1.0081
Brest FIR,14.4511,59.522,1.6598
Brest FIR,15.5628,58.6592,2.0994
Brest FIR,16.6744,57.9511,2.8295
Brest FIR,17.786,57.1765,3.5805
Brest FIR,18.8976,56.5014,4.6487
Brest FIR,20.0093,55.9267,5.4076
Brest FIR,21.1209,55.2406,7.111
Brest FIR,22.2325,54.6234,8.1194
Brest FIR,23.3441,54.0127,9.2566
Brest FIR,24.4558,53.3924,10.2717
Brest FIR,25.5674,52.8387,10.8698
Brest FIR,26.679,52.2586,11.7698
Brest FIR,27.7906,51.6432,13.3923
Brest FIR,28.9023,51.0321,15.1407
Brest FIR,30.0139,50.4777,16.8782
Brest FIR,31.1255,49.9853,18.533
Brest FIR,32.2371,49.498,20.6
Brest FIR,33.3488,48.961,22.407
Brest FIR,34.4604,48.535,25.0552
Brest FIR,35.572,47.9755,27.3427
Brest FIR,36.6836,47.4771,30.0397
Brest FIR,37.7953,46.9719,31.8873
Brest FIR,38.9069,46.4669,34.446
Brest FIR,40.0185,46.0611,36.2195
Brest FIR,41.1302,45.6056,37.6302
Brest FIR,42.2418,45.0799,39.3759
Brest FIR,43.3534,44.5818,41.7919
Brest FIR,44.465,44.0241,43.5863
Brest FIR,45.5767,43.4937,44.4746
Brest FIR,46.6883,42.9824,46.8988
Brest FIR,47.7999,42.4527,48.6006
Brest FIR,48.9115,41.8918,49.7395
Brest FIR,50.0232,41.3896,51.4466
Brest FIR,51.1348,40.7903,53.942
Brest FIR,52.2464,40.1157,56.1193
Brest FIR,53.358,39.5335,57.8332
Brest FIR,54.4697,38.8183,60.3965
Brest FIR,55.5813,38.1985,62.281
Brest FIR,56.6929,37.4581,64.2979
Brest FIR,57.8045,36.6318,65.0938
Brest FIR,58.9162,35.7586,66.4677
Brest FIR,60.0278,34.8414,68.7262
Brest FIR,61.1394,33.6831,70.534
Brest FIR,62.251,32.7764,73.0355
Brest FIR,63.3627,31.7698,74.8789
Brest FIR,64.4743,30.5598,76.9045
Brest FIR,65.5859,29.512,78.7894
Brest FIR,66.6975,28.2703,80.8634
Brest FIR,67.8092,26.4218,82.0797
Brest FIR,68.9208,24.761,84.0483
Brest FIR,70.0324,23.1392,84.8313
Brest FIR,71.144,21.4513,86.29
Brest FIR,72.2557,19.931,87.4155
Brest FIR,73.3673,18.579,88.7126
Brest FIR,74.4789,17.1123,89.8124
Brest FIR,75.5906,15.9254,91.3439
Brest FIR,76.7022,14.7227,91.8012
Brest FIR,77.8138,13.5871,92.6548
Brest FIR,78.9254,12.6729,93.3668
Brest FIR,80.0371,11.5545,94.0762
Brest FIR,81.1487,10.6123,94.679
Brest FIR,82.2603,9.6721,95.2302
Brest FIR,83.3719,8.9055,95.768
Brest FIR,84.4836,8.1214,96.1194
Brest FIR,85.5952,7.6349,96.5263
Brest FIR,86.7068,7.0398,96.8807
Brest FIR,87.8184,6.4308,97.3735
Brest FIR,88.9301,5.8065,97.6858
Brest FIR,90.0417,5.3706,97.9184
Brest FIR,91.1533,4.9333,98.2474
Brest FIR,92.2649,4.4147,98.5568
Brest FIR,93.3766,3.9425,98.9787
Brest FIR,94.4882,3.4151,99.2019
Brest FIR,95.5998,2.8984,99.4681
Brest FIR,96.7114,2.4566,99.6607
Brest FIR,97.8231,1.8778,99.8244
Brest FIR,98.9347,1.3891,99.9419
Athinai FIR,0.0,100.0,0.0
Athinai FIR,1.1112,85.0462,0.026
Athinai FIR,2.2225,81.1752,0.0716
Athinai FIR,3.3337,78.5613,0.8627
Athinai FIR,4.445,76.5371,0.9805
Athinai FIR,5.5562,74.5116,1.3945
Athinai FIR,6.6674,72.7431,1.8337
Athinai FIR,7.7787,71.4335,2.3617
Athinai FIR,8.8899,70.0968,4.1692
Athinai FIR,10.0012,69.0302,5.1405
Athinai FIR,11.1124,67.7923,5.8696
Athinai FIR,12.2236,66.4609,6.4335
Athinai FIR,13.3349,65.3956,6.7217
Athinai FIR,14.4461,64.3771,7.1202
Athinai FIR,15.5574,63.301,7.7538
Athinai FIR,16.6686,62.2584,8.6657
Athinai FIR,17.7798,61.0837,9.743
Athinai FIR,18.8911,59.9678,10.1684
Athinai FIR,20.0023,58.7851,11.5779
Athinai FIR,21.1136,57.7532,12.7239
Athinai FIR,22.2248,56.7056,13.9508
Athinai FIR,23.336,55.6113,15.4116
Athinai FIR,24.4473,54.4956,16.7278
Athinai FIR,25.5585,53.3581,17.3608
Athinai FIR,26.6698,52.3416,18.1762
Athinai FIR,27.781,51.2711,19.3432
Athinai FIR,28.8922,50.2394,21.1599
Athinai FIR,30.0035,49.1315,23.5682
Athinai FIR,31.1147,48.0492,25.1439
Athinai FIR,32.226,46.887,26.8681
Athinai FIR,33.3372,45.9952,29.372
Athinai FIR,34.4484,45.0505,30.6747
Athinai FIR,35.5597,44.2024,33.5648
Athinai FIR,36.6709,43.1976,35.7958
Athinai FIR,37.7822,42.3797,38.8564
Athinai FIR,38.8934,41.5939,41.7313
Athinai FIR,40.0046,40.7505,44.2948
Athinai FIR,41.1159,40.096,47.0175
Athinai FIR,42.2271,39.4214,50.1847
Athinai FIR,43.3383,38.7989,52.5968
Athinai FIR,44.4496,38.1251,54.8012
Athinai FIR,45.5608,37.497,55.5933
Athinai FIR,46.6721,36.9454,57.1335
Athinai FIR,47.7833,36.4634,58.9136
Athinai FIR,48.8945,35.8876,61.0979
Athinai FIR,50.0058,35.2864,63.3364
Athinai FIR,51.117,34.8663,64.6038
Athinai FIR,52.2283,34.3485,66.3816
Athinai FIR,53.3395,33.8682,67.8013
Athinai FIR,54.4507,33.3287,68.448
Athinai FIR,55.562,32.7917,69.2102
Athinai FIR,56.6732,32.0536,70.5672
Athinai FIR,57.7845,31.5315,71.4567
Athinai FIR,58.8957,30.9489,73.4642
Athinai FIR,60.0069,30.3627,75.4547
Athinai FIR,61.1182,29.8141,76.3729
Athinai FIR,62.2294,29.2845,77.3759
Athinai FIR,63.3407,28.672,77.6592
Athinai FIR,64.4519,28.0799,79.1942
Athinai FIR,65.5631,27.5587,78.8736
Athinai FIR,66.6744,26.9867,78.6632
Athinai FIR,67.7856,26.4545,78.5468
Athinai FIR,68.8969,25.8449,78.4022
Athinai FIR,70.0081,25.2824,78.9034
Athinai FIR,71.1193,24.6388,79.548
Athinai FIR,72.2306,24.0134,79.9941
Athinai FIR,73.3418,23.4851,80.6691
Athinai FIR,74.4531,22.8131,81.6647
Athinai FIR,75.5643,22.157,82.098
Athinai FIR,76.6755,21.5857,82.6753
Athinai FIR,77.7868,20.9175,83.5937
Athinai FIR,78.898,20.1441,84.3411
Athinai FIR,80.0093,19.4689,85.3469
Athinai FIR,81.1205,18.8696,86.1588
Athinai FIR,82.2317,18.2509,87.0862
Athinai FIR,83.343,17.5906,87.9563
Athinai FIR,84.4542,16.9606,89.2714
Athinai FIR,85.5655,16.4868,90.4256
Athinai FIR,86.6767,15.9815,91.6881
Athinai FIR,87.7879,15.4918,92.5494
Athinai FIR,88.8992,15.0103,93.1312
Athinai FIR,90.0104,14.587,94.3172
Athinai FIR,91.1217,14.1225,95.0511
Athinai FIR,92.2329,13.6703,95.7022
Athinai FIR,93.3441,13.1629,96.327
Athinai FIR,94.4554,12.6799,97.0252
Athinai FIR,95.5666,12.1174,98.0713
Athinai FIR,96.6779,11.5416,98.4106
Athinai FIR,97.7891,10.8547,98.8736
Athinai FIR,98.9003,9.7322,99.518
Budapest FIR,0.0,100.0,-0.0
Budapest FIR,1.1112,76.3055,0.3992
Budapest FIR,2.2225,73.8672,1.2323
Budapest FIR,3.3337,71.9241,1.6977
Budapest FIR,4.445,70.3115,2.0745
Budapest FIR,5.5562,68.8266,2.7757
Budapest FIR,6.6674,67.5083,3.4832
Budapest FIR,7.7787,66.3465,4.1529
Budapest FIR,8.8899,65.4635,5.0306
Budapest FIR,10.0012,64.275,6.4537
Budapest FIR,11.1124,63.2435,8.0048
Budapest FIR,12.2236,62.3822,9.5572
Budapest FIR,13.3349,61.5629,10.8771
Budapest FIR,14.4461,60.7033,12.6958
Budapest FIR,15.5574,59.9064,14.8462
Budapest FIR,16.6686,59.1498,16.5962
Budapest FIR,17.7798,58.5234,17.7202
Budapest FIR,18.8911,57.7367,19.0475
Budapest FIR,20.0023,56.9228,20.0868
Budapest FIR,21.1136,56.1837,21.3232
Budapest FIR,22.2248,55.3796,23.1962
Budapest FIR,23.336,54.5752,24.3245
Budapest FIR,24.4473,53.9362,25.731
Budapest FIR,25.5585,53.2504,27.7041
Budapest FIR,26.6698,52.5241,30.7453
Budapest FIR,27.781,51.897,32.4583
Budapest FIR,28.8922,51.2235,33.7239
Budapest FIR,30.0035,50.6705,34.9987
Budapest FIR,31.1147,50.1279,35.7645
Budapest FIR,32.226,49.4853,37.2779
Budapest FIR,33.3372,48.9587,38.0995
Budapest FIR,34.4484,48.4256,39.2675
Budapest FIR,35.5597,47.9825,40.8082
Budapest FIR,36.6709,47.485,42.5627
Budapest FIR,37.7822,47.009,44.1539
Budapest FIR,38.8934,46.5131,45.6508
Budapest FIR,40.0046,46.0837,46.8471
Budapest FIR,41.1159,45.6069,48.373
Budapest FIR,42.2271,45.1569,49.5196
Budapest FIR,43.3383,44.6906,50.6577
Budapest FIR,44.4496,44.1664,51.6845
Budapest FIR,45.5608,43.6014,52.6903
Budapest FIR,46.6721,43.067,53.3275
Budapest FIR,47.7833,42.5355,54.8915
Budapest FIR,48.8945,41.9061,55.5582
Budapest FIR,50.0058,41.354,56.6546
Budapest FIR,51.117,40.765,57.7121
Budapest FIR,52.2283,40.0769,59.1906
Budapest FIR,53.3395,39.4486,60.4446
Budapest FIR,54.4507,38.7309,61.2276
Budapest FIR,55.562,38.0531,62.3723
Budapest FIR,56.6732,37.4139,63.3659
Budapest FIR,57.7845,36.6974,64.3234
Budapest FIR,58.8957,36.1147,65.7866
Budapest FIR,60.0069,35.5134,67.3188
Budapest FIR,61.1182,34.8523,68.4499
Budapest FIR,62.2294,34.2668,69.7373
Budapest FIR,63.3407,33.7585,70.972
Budapest FIR,64.4519,33.1269,71.2876
Budapest FIR,65.5631,32.4321,72.6793
Budapest FIR,66.6744,31.8999,72.8692
Budapest FIR,67.7856,31.3285,73.673
Budapest FIR,68.8969,30.704,75.2975
Budapest FIR,70.0081,30.1754,76.7283
Budapest FIR,71.1193,29.519,77.9606
Budapest FIR,72.2306,28.9895,78.9347
Budapest FIR,73.3418,28.3792,79.7181
Budapest FIR,74.4531,27.8437,80.5015
Budapest FIR,75.5643,27.2557,81.8479
Budapest FIR,76.6755,26.6704,82.8436
Budapest FIR,77.7868,25.9801,84.3765
Budapest FIR,78.898,25.4331,85.8726
Budapest FIR,80.0093,24.6923,86.8339
Budapest FIR,81.1205,23.9752,87.6987
Budapest FIR,82.2317,23.1885,88.7028
Budapest FIR,83.343,22.4144,89.8646
Budapest FIR,84.4542,21.4045,90.9443
Budapest FIR,85.5655,20.3039,92.46
Budapest FIR,86.6767,19.0655,93.2519
Budapest FIR,87.7879,17.9188,93.8158
Budapest FIR,88.8992,16.6328,94.5848
Budapest FIR,90.0104,15.203,95.3563
Budapest FIR,91.1217,13.8577,96.2789
Budapest FIR,92.2329,12.3345,96.8504
Budapest FIR,93.3441,10.3011,97.5185
Budapest FIR,94.4554,9.0481,98.1296
Budapest FIR,95.5666,7.8623,98.7207
Budapest FIR,96.6779,6.629,99.1927
Budapest FIR,97.7891,5.4716,99.5511
Budapest FIR,98.9003,4.168,99.8785
Brindisi FIR,0.0,100.0,0.0
Brindisi FIR,1.1115,78.7628,0.0871
Brindisi FIR,2.223,72.9577,1.2687
Brindisi FIR,3.3345,69.7878,1.5701
Brindisi FIR,4.446,66.2184,2.432
Brindisi FIR,5.5575,63.6866,3.6384
Brindisi FIR,6.669,61.4646,3.6297
Brindisi FIR,7.7805,59.3375,4.2393
Brindisi FIR,8.892,57.6904,4.3131
Brindisi FIR,10.0035,55.9884,4.4235
Brindisi FIR,11.115,54.2622,5.1852
Brindisi FIR,12.2265,52.3774,5.571
Brindisi FIR,13.338,50.6,6.2888
Brindisi FIR,14.4495,49.2788,6.5618
Brindisi FIR,15.561,47.6633,6.9842
Brindisi FIR,16.6725,46.1486,9.0921
Brindisi FIR,17.784,44.9208,10.4428
Brindisi FIR,18.8954,43.236,12.2687
Brindisi FIR,20.0069,42.2149,12.7581
Brindisi FIR,21.1184,40.8543,13.477
Brindisi FIR,22.2299,39.7787,14.5915
Brindisi FIR,23.3414,38.9646,15.6855
Brindisi FIR,24.4529,37.9834,16.0187
Brindisi FIR,25.5644,37.1287,16.3234
Brindisi FIR,26.6759,36.0513,18.1703
Brindisi FIR,27.7874,35.2411,19.5427
Brindisi FIR,28.8989,34.5212,22.3279
Brindisi FIR,30.0104,33.7593,24.1464
Brindisi FIR,31.1219,33.011,26.5283
Brindisi FIR,32.2334,32.1085,28.2867
Brindisi FIR,33.3449,31.4458,29.5467
Brindisi FIR,34.4564,30.8147,31.0988
Brindisi FIR,35.5679,30.1983,34.0366
Brindisi FIR,36.6794,29.6121,35.2894
Brindisi FIR,37.7909,29.1049,36.9056
Brindisi FIR,38.9024,28.5294,38.0653
Brindisi FIR,40.0139,28.0563,40.3438
Brindisi FIR,41.1254,27.5378,42.9694
Brindisi FIR,42.2369,27.0802,45.4138
Brindisi FIR,43.3484,26.5931,49.0152
Brindisi FIR,44.4599,26.1711,51.3608
Brindisi FIR,45.5714,25.7295,53.3208
Brindisi FIR,46.6829,25.2563,54.8417
Brindisi FIR,47.7944,24.7828,56.3203
Brindisi FIR,48.9059,24.3528,57.8242
Brindisi FIR,50.0174,23.8885,59.022
Brindisi FIR,51.1289,23.4867,60.1542
Brindisi FIR,52.2404,23.024,61.5292
Brindisi FIR,53.3519,22.6599,65.2949
Brindisi FIR,54.4634,22.2509,67.0106
Brindisi FIR,55.5749,21.8297,68.6161
Brindisi FIR,56.6863,21.425,70.0053
Brindisi FIR,57.7978,21.0061,71.2268
Brindisi FIR,58.9093,20.5613,71.1218
Brindisi FIR,60.0208,20.089,72.7946
Brindisi FIR,61.1323,19.6308,74.3451
Brindisi FIR,62.2438,19.1534,75.3933
Brindisi FIR,63.3553,18.7461,76.7534
Brindisi FIR,64.4668,18.3046,77.8581
Brindisi FIR,65.5783,17.8286,78.0393
Brindisi FIR,66.6898,17.3105,78.7939
Brindisi FIR,67.8013,16.8395,80.0365
Brindisi FIR,68.9128,16.2161,80.936
Brindisi FIR,70.0243,15.6957,82.5977
Brindisi FIR,71.1358,15.1443,84.5164
Brindisi FIR,72.2473,14.5793,85.2792
Brindisi FIR,73.3588,13.9678,85.9162
Brindisi FIR,74.4703,13.4008,87.6814
Brindisi FIR,75.5818,12.8412,88.3496
Brindisi FIR,76.6933,12.2068,89.6622
Brindisi FIR,77.8048,11.6558,90.2351
Brindisi FIR,78.9163,11.1355,90.7125
Brindisi FIR,80.0278,10.6611,91.3704
Brindisi FIR,81.1393,10.1055,91.85
Brindisi FIR,82.2508,9.6527,92.4627
Brindisi FIR,83.3623,9.1823,92.8124
Brindisi FIR,84.4738,8.6551,93.3508
Brindisi FIR,85.5853,8.1401,94.1446
Brindisi FIR,86.6968,7.5917,94.5732
Brindisi FIR,87.8083,7.1101,94.9119
Brindisi FIR,88.9198,6.5514,95.541
Brindisi FIR,90.0313,6.1112,96.0746
Brindisi FIR,91.1428,5.6445,96.7078
Brindisi FIR,92.2543,5.2623,97.3852
Brindisi FIR,93.3658,4.7755,97.6667
Brindisi FIR,94.4772,4.406,98.2609
Brindisi FIR,95.5887,3.9739,98.6684
Brindisi FIR,96.7002,3.4463,99.0167
Brindisi FIR,97.8117,2.8113,99.469
Brindisi FIR,98.9232,2.0568,99.9327
Milano FIR,0.0,100.0,0.0039
Milano FIR,1.1112,86.4629,0.1903
Milano FIR,2.2225,83.4032,-0.3457
Milano FIR,3.3337,81.0722,0.6875
Milano FIR,4.445,79.3647,0.3486
Milano FIR,5.5562,77.859,0.8488
Milano FIR,6.6674,76.4024,0.5935
Milano FIR,7.7787,75.0202,0.711
Milano FIR,8.8899,73.5421,0.7663
Milano FIR,10.0012,72.4382,1.2329
Milano FIR,11.1124,71.2158,1.9502
Milano FIR,12.2236,70.0622,2.938
Milano FIR,13.3349,68.7372,4.2429
Milano FIR,14.4461,67.7011,4.5711
Milano FIR,15.5574,66.6261,5.729
Milano FIR,16.6686,65.6823,5.8636
Milano FIR,17.7798,64.5738,6.7998
Milano FIR,18.8911,63.6165,7.821
Milano FIR,20.0023,62.5818,10.0116
Milano FIR,21.1136,61.4645,12.07
Milano FIR,22.2248,60.5028,14.3072
Milano FIR,23.336,59.6335,15.7488
Milano FIR,24.4473,58.7786,16.7381
Milano FIR,25.5585,58.0465,17.9249
Milano FIR,26.6698,57.2381,19.8981
Milano FIR,27.781,56.2823,21.2568
Milano FIR,28.8922,55.4838,23.3715
Milano FIR,30.0035,54.7377,25.5691
Milano FIR,31.1147,53.9229,27.4145
Milano FIR,32.226,53.1707,28.8116
Milano FIR,33.3372,52.4508,31.0646
Milano FIR,34.4484,51.6708,31.6965
Milano FIR,35.5597,50.9725,34.0263
Milano FIR,36.6709,50.1347,36.0488
Milano FIR,37.7822,49.337,38.5189
Milano FIR,38.8934,48.6413,40.7998
Milano FIR,40.0046,48.0089,43.1898
Milano FIR,41.1159,47.3752,44.4477
Milano FIR,42.2271,46.6928,46.9602
Milano FIR,43.3383,46.0079,48.778
Milano FIR,44.4496,45.2437,50.3375
Milano FIR,45.5608,44.554,51.918
Milano FIR,46.6721,43.8455,53.1273
Milano FIR,47.7833,43.2785,55.4157
Milano FIR,48.8945,42.6415,56.538
Milano FIR,50.0058,42.0416,58.1806
Milano FIR,51.117,41.4146,59.9221
Milano FIR,52.2283,40.6878,61.8443
Milano FIR,53.3395,40.0637,64.2579
Milano FIR,54.4507,39.3561,66.8213
Milano FIR,55.562,38.6127,69.118
Milano FIR,56.6732,37.8729,72.3512
Milano FIR,57.7845,37.1525,73.8074
Milano FIR,58.8957,36.451,76.3411
Milano FIR,60.0069,35.7983,77.5952
Milano FIR,61.1182,34.9944,78.9986
Milano FIR,62.2294,34.2143,80.0271
Milano FIR,63.3407,33.3536,81.6888
Milano FIR,64.4519,32.4733,83.1184
Milano FIR,65.5631,31.2713,84.0123
Milano FIR,66.6744,30.2441,85.0002
Milano FIR,67.7856,28.7138,85.6617
Milano FIR,68.8969,26.7615,86.352
Milano FIR,70.0081,25.159,87.409
Milano FIR,71.1193,22.4513,88.6481
Milano FIR,72.2306,18.919,89.3916
Milano FIR,73.3418,16.9984,90.2204
Milano FIR,74.4531,15.1078,90.9512
Milano FIR,75.5643,13.2822,91.8179
Milano FIR,76.6755,11.8522,92.605
Milano FIR,77.7868,10.6815,93.1021
Milano FIR,78.898,9.8601,93.6247
Milano FIR,80.0093,9.1314,94.0306
Milano FIR,81.1205,8.4407,94.4565
Milano FIR,82.2317,7.7489,94.8043
Milano FIR,83.343,7.0778,95.3401
Milano FIR,84.4542,6.6061,95.7827
Milano FIR,85.5655,6.207,96.2235
Milano FIR,86.6767,5.8167,96.7239
Milano FIR,87.7879,5.4703,97.157
Milano FIR,88.8992,5.0234,97.5064
Milano FIR,90.0104,4.631,97.9725
Milano FIR,91.1217,4.1962,98.2301
Milano FIR,92.2329,3.751,98.4746
Milano FIR,93.3441,3.345,98.9104
Milano FIR,94.4554,2.9492,99.2113
Milano FIR,95.5666,2.559,99.4238
Milano FIR,96.6779,2.2178,99.6554
Milano FIR,97.7891,1.9022,99.7821
Milano FIR,98.9003,1.5308,99.9398
Roma FIR,0.0,100.0,0.0
Roma FIR,1.1114,85.635,0.0426
Roma FIR,2.2227,82.605,-0.3808
Roma FIR,3.3341,80.5404,-0.7157
Roma FIR,4.4455,78.9841,-1.4861
Roma FIR,5.5568,77.4872,-1.67
Roma FIR,6.6682,76.1684,-1.9035
Roma FIR,7.7796,75.067,-0.6379
Roma FIR,8.8909,74.0861,0.0306
Roma FIR,10.0023,72.9802,0.138
Roma FIR,11.1137,71.8437,0.5574
Roma FIR,12.2251,70.5649,0.9592
Roma FIR,13.3364,69.5223,1.5298
Roma FIR,14.4478,68.4235,3.3603
Roma FIR,15.5592,67.5323,3.8906
Roma FIR,16.6705,66.6234,4.8926
Roma FIR,17.7819,65.7795,5.4187
Roma FIR,18.8933,64.8861,7.3779
Roma FIR,20.0046,64.1237,9.9356
Roma FIR,21.116,63.2703,9.7613
Roma FIR,22.2274,62.4885,9.2164
Roma FIR,23.3387,61.8072,10.2894
Roma FIR,24.4501,60.9404,10.3556
Roma FIR,25.5615,60.0849,11.0927
Roma FIR,26.6728,59.2455,12.0345
Roma FIR,27.7842,58.3208,13.4868
Roma FIR,28.8956,57.6267,14.2449
Roma FIR,30.0069,56.8275,15.7053
