Region,Hour of year,Airspace 'business',Cumulative contrail warming
Sofia FIR,74.4531,28.0237,77.0946
Sofia FIR,75.5643,27.504,78.9961
Sofia FIR,76.6755,26.9056,80.1633
Sofia FIR,77.7868,26.3404,81.6987
Sofia FIR,78.898,25.7718,82.5292
Sofia FIR,80.0093,25.233,83.8291
Sofia FIR,81.1205,24.6733,84.64
Sofia FIR,82.2317,24.1075,86.0529
Sofia FIR,83.343,23.4713,86.9447
Sofia FIR,84.4542,22.9329,88.5138
Sofia FIR,85.5655,22.2626,90.0896
Sofia FIR,86.6767,21.6113,90.7535
Sofia FIR,87.7879,20.9285,91.9167
Sofia FIR,88.8992,20.1106,92.7185
Sofia FIR,90.0104,19.3629,93.3959
Sofia FIR,91.1217,18.6475,94.2748
Sofia FIR,92.2329,17.937,94.7708
Sofia FIR,93.3441,17.1902,95.6709
Sofia FIR,94.4554,16.3511,96.3782
Sofia FIR,95.5666,15.4838,97.0779
Sofia FIR,96.6779,14.2032,98.3114
Sofia FIR,97.7891,12.6927,98.874
Sofia FIR,98.9003,10.2915,99.3942
Nicosia FIR,0.0,100.0,0.0
Nicosia FIR,1.1112,80.9762,-0.8976
Nicosia FIR,2.2225,77.3484,-0.8036
Nicosia FIR,3.3337,74.8051,-0.8343
Nicosia FIR,4.445,72.5384,4.2631
Nicosia FIR,5.5562,71.1135,5.0333
Nicosia FIR,6.6674,69.5622,6.392
Nicosia FIR,7.7787,68.2416,9.0809
Nicosia FIR,8.8899,67.1239,10.2064
Nicosia FIR,10.0012,66.1413,10.8945
Nicosia FIR,11.1124,65.1313,12.2576
Nicosia FIR,12.2236,64.3501,13.533
Nicosia FIR,13.3349,63.4761,15.2235
Nicosia FIR,14.4461,62.7379,16.6924
Nicosia FIR,15.5574,62.0382,20.609
Nicosia FIR,16.6686,61.379,23.4348
Nicosia FIR,17.7798,60.492,24.9062
Nicosia FIR,18.8911,59.9183,26.3932
Nicosia FIR,20.0023,59.1534,26.5049
Nicosia FIR,21.1136,58.4687,27.5726
Nicosia FIR,22.2248,57.8119,29.5899
Nicosia FIR,23.336,57.1207,29.3344
Nicosia FIR,24.4473,56.5951,31.6849
Nicosia FIR,25.5585,55.9006,32.2966
Nicosia FIR,26.6698,55.3032,32.9225
Nicosia FIR,27.781,54.7387,34.8685
Nicosia FIR,28.8922,54.265,35.8495
Nicosia FIR,30.0035,53.7163,37.5918
Nicosia FIR,31.1147,53.2063,40.2861
Nicosia FIR,32.226,52.6478,42.7795
Nicosia FIR,33.3372,52.1721,43.4645
Nicosia FIR,34.4484,51.6029,44.9438
Nicosia FIR,35.5597,51.0991,46.7337
Nicosia FIR,36.6709,50.4977,48.4511
Nicosia FIR,37.7822,49.9824,49.2807
Nicosia FIR,38.8934,49.592,50.3246
Nicosia FIR,40.0046,49.0899,52.2871
Nicosia FIR,41.1159,48.5872,53.8412
Nicosia FIR,42.2271,48.1433,55.869
Nicosia FIR,43.3383,47.7166,59.2451
Nicosia FIR,44.4496,47.2397,60.8515
Nicosia FIR,45.5608,46.7578,62.7317
Nicosia FIR,46.6721,46.2809,64.2809
Nicosia FIR,47.7833,45.7923,64.5408
Nicosia FIR,48.8945,45.3585,64.9647
Nicosia FIR,50.0058,44.8927,67.1417
Nicosia FIR,51.117,44.4426,68.841
Nicosia FIR,52.2283,43.9973,69.0618
Nicosia FIR,53.3395,43.5219,68.7822
Nicosia FIR,54.4507,43.1244,68.6335
Nicosia FIR,55.562,42.7511,69.4749
Nicosia FIR,56.6732,42.3133,69.7072
Nicosia FIR,57.7845,41.894,72.5153
Nicosia FIR,58.8957,41.3718,73.6316
Nicosia FIR,60.0069,40.8619,73.4302
Nicosia FIR,61.1182,40.4765,73.5192
Nicosia FIR,62.2294,40.046,74.4405
Nicosia FIR,63.3407,39.5791,74.5055
Nicosia FIR,64.4519,39.1925,74.7612
Nicosia FIR,65.5631,38.7395,75.3166
Nicosia FIR,66.6744,38.2778,75.7811
Nicosia FIR,67.7856,37.7923,75.4308
Nicosia FIR,68.8969,37.3286,76.0428
Nicosia FIR,70.0081,36.7662,76.2027
Nicosia FIR,71.1193,36.2357,76.1248
Nicosia FIR,72.2306,35.764,78.1631
Nicosia FIR,73.3418,35.2969,78.7331
Nicosia FIR,74.4531,34.8188,81.1933
Nicosia FIR,75.5643,34.3445,81.9926
Nicosia FIR,76.6755,33.7019,82.0787
Nicosia FIR,77.7868,33.0704,83.3537
Nicosia FIR,78.898,32.4678,83.6445
Nicosia FIR,80.0093,31.86,85.2332
Nicosia FIR,81.1205,31.2995,85.7562
Nicosia FIR,82.2317,30.7306,87.5607
Nicosia FIR,83.343,30.0172,87.8636
Nicosia FIR,84.4542,29.3229,88.6979
Nicosia FIR,85.5655,28.6633,89.2854
Nicosia FIR,86.6767,27.7245,91.5395
Nicosia FIR,87.7879,26.9819,92.7511
Nicosia FIR,88.8992,26.3065,93.4616
Nicosia FIR,90.0104,25.4165,95.4226
Nicosia FIR,91.1217,24.65,96.3027
Nicosia FIR,92.2329,23.6907,96.6008
Nicosia FIR,93.3441,22.7363,97.0762
Nicosia FIR,94.4554,21.8211,97.6637
Nicosia FIR,95.5666,20.9097,98.3458
Nicosia FIR,96.6779,19.9043,98.5442
Nicosia FIR,97.7891,18.6835,98.7131
Nicosia FIR,98.9003,16.7612,99.5636
Zagreb FIR,0.0,100.0,-0.0002
Zagreb FIR,1.1114,78.5315,0.246
Zagreb FIR,2.2227,74.9727,0.0769
Zagreb FIR,3.3341,72.3787,-0.1852
Zagreb FIR,4.4455,70.5466,0.1867
Zagreb FIR,5.5568,68.9926,0.2712
Zagreb FIR,6.6682,67.5944,1.2208
Zagreb FIR,7.7796,66.2025,2.0632
Zagreb FIR,8.8909,64.9031,2.651
Zagreb FIR,10.0023,63.4784,3.736
Zagreb FIR,11.1137,62.0398,5.0084
Zagreb FIR,12.2251,60.8748,6.281
Zagreb FIR,13.3364,59.8148,7.5423
Zagreb FIR,14.4478,58.6229,9.3749
Zagreb FIR,15.5592,57.4894,10.345
Zagreb FIR,16.6705,56.4482,11.6031
Zagreb FIR,17.7819,55.1971,12.4158
Zagreb FIR,18.8933,53.9853,13.4481
Zagreb FIR,20.0046,52.9079,16.0737
Zagreb FIR,21.116,51.7704,17.6348
Zagreb FIR,22.2274,50.6554,19.1773
Zagreb FIR,23.3387,49.4641,20.8052
Zagreb FIR,24.4501,48.3186,23.5757
Zagreb FIR,25.5615,47.0946,25.6485
Zagreb FIR,26.6728,46.0385,27.2056
Zagreb FIR,27.7842,44.9241,28.6761
Zagreb FIR,28.8956,43.9818,30.1227
Zagreb FIR,30.0069,42.84,31.0483
Zagreb FIR,31.1183,41.8094,31.621
Zagreb FIR,32.2297,40.8585,33.457
Zagreb FIR,33.3411,40.0251,34.5352
Zagreb FIR,34.4524,39.1072,36.5249
Zagreb FIR,35.5638,38.3577,39.4251
Zagreb FIR,36.6752,37.394,41.2445
Zagreb FIR,37.7865,36.6784,43.5745
Zagreb FIR,38.8979,35.9429,44.9327
Zagreb FIR,40.0093,35.1509,46.7868
Zagreb FIR,41.1206,34.4069,47.8879
Zagreb FIR,42.232,33.6239,50.0493
Zagreb FIR,43.3434,32.8504,50.7941
Zagreb FIR,44.4547,32.0606,53.2792
Zagreb FIR,45.5661,31.3133,55.5953
Zagreb FIR,46.6775,30.6913,56.7142
Zagreb FIR,47.7888,30.0758,57.9834
Zagreb FIR,48.9002,29.4727,59.7432
Zagreb FIR,50.0116,28.8082,61.8688
Zagreb FIR,51.1229,28.069,64.3483
Zagreb FIR,52.2343,27.4258,66.5095
Zagreb FIR,53.3457,26.7589,69.0293
Zagreb FIR,54.4571,26.1677,70.4256
Zagreb FIR,55.5684,25.565,72.2783
Zagreb FIR,56.6798,25.0289,73.2111
Zagreb FIR,57.7912,24.4605,75.0231
Zagreb FIR,58.9025,23.9266,76.7646
Zagreb FIR,60.0139,23.3707,77.849
Zagreb FIR,61.1253,22.7486,79.3273
Zagreb FIR,62.2366,22.1241,80.0374
Zagreb FIR,63.348,21.5467,82.2477
Zagreb FIR,64.4594,20.8976,83.4595
Zagreb FIR,65.5707,20.1477,83.7061
Zagreb FIR,66.6821,19.6179,84.8252
Zagreb FIR,67.7935,18.8696,85.7104
Zagreb FIR,68.9048,18.2039,86.3728
Zagreb FIR,70.0162,17.5798,87.0555
Zagreb FIR,71.1276,16.9488,87.6167
Zagreb FIR,72.2389,16.196,88.5843
Zagreb FIR,73.3503,15.5058,89.6514
Zagreb FIR,74.4617,14.8753,90.7623
Zagreb FIR,75.573,14.2563,91.2488
Zagreb FIR,76.6844,13.4749,91.753
Zagreb FIR,77.7958,12.6949,92.4491
Zagreb FIR,78.9072,12.0677,93.1093
Zagreb FIR,80.0185,11.3613,93.6223
Zagreb FIR,81.1299,10.7072,94.1779
Zagreb FIR,82.2413,10.0774,94.4001
Zagreb FIR,83.3526,9.4426,94.6699
Zagreb FIR,84.464,9.047,95.1834
Zagreb FIR,85.5754,8.5439,95.7693
Zagreb FIR,86.6867,8.0284,96.1226
Zagreb FIR,87.7981,7.6437,96.4558
Zagreb FIR,88.9095,7.1496,96.8009
Zagreb FIR,90.0208,6.6662,97.1451
Zagreb FIR,91.1322,6.1113,97.5754
Zagreb FIR,92.2436,5.6819,97.9857
Zagreb FIR,93.3549,5.2187,98.4827
Zagreb FIR,94.4663,4.7682,98.8469
Zagreb FIR,95.5777,4.258,99.1906
Zagreb FIR,96.689,3.7947,99.4913
Zagreb FIR,97.8004,3.162,99.7264
Zagreb FIR,98.9118,2.3523,99.9199
Barcelona FIR,0.0,100.0,0.0
Barcelona FIR,1.1112,87.9323,-0.9108
Barcelona FIR,2.2225,85.0448,-2.2219
Barcelona FIR,3.3337,82.7392,-1.9007
Barcelona FIR,4.445,80.995,-2.1996
Barcelona FIR,5.5562,79.4923,-2.0768
Barcelona FIR,6.6674,77.902,-2.6585
Barcelona FIR,7.7787,76.5919,-3.2493
Barcelona FIR,8.8899,75.5529,-3.4108
Barcelona FIR,10.0012,74.6805,-3.0628
Barcelona FIR,11.1124,73.8371,-2.0867
Barcelona FIR,12.2236,72.8657,-2.7419
Barcelona FIR,13.3349,71.937,-2.1244
Barcelona FIR,14.4461,70.9276,-2.0429
Barcelona FIR,15.5574,69.8891,-2.0045
Barcelona FIR,16.6686,69.0488,-0.1658
Barcelona FIR,17.7798,68.3649,1.4311
Barcelona FIR,18.8911,67.4467,5.4126
Barcelona FIR,20.0023,66.5005,7.7518
Barcelona FIR,21.1136,65.6557,11.4907
Barcelona FIR,22.2248,64.8479,11.8849
Barcelona FIR,23.336,63.9284,12.576
Barcelona FIR,24.4473,62.9915,11.7145
Barcelona FIR,25.5585,62.0677,13.4509
Barcelona FIR,26.6698,61.0703,14.8975
Barcelona FIR,27.781,60.1866,16.1571
Barcelona FIR,28.8922,59.1573,16.462
Barcelona FIR,30.0035,58.0909,19.251
Barcelona FIR,31.1147,57.2716,21.8821
Barcelona FIR,32.226,56.1521,26.5399
Barcelona FIR,33.3372,55.1045,27.6075
Barcelona FIR,34.4484,54.1046,29.1922
Barcelona FIR,35.5597,53.0303,31.3198
Barcelona FIR,36.6709,52.1755,31.9915
Barcelona FIR,37.7822,51.3065,35.0361
Barcelona FIR,38.8934,50.6668,37.4897
Barcelona FIR,40.0046,49.7917,38.6398
Barcelona FIR,41.1159,48.9905,42.8091
Barcelona FIR,42.2271,48.1627,44.1997
Barcelona FIR,43.3383,47.3821,45.8786
Barcelona FIR,44.4496,46.6206,47.8685
Barcelona FIR,45.5608,45.973,49.0849
Barcelona FIR,46.6721,45.2277,49.3166
Barcelona FIR,47.7833,44.5693,52.7795
Barcelona FIR,48.8945,43.8005,51.3675
Barcelona FIR,50.0058,43.1232,52.1871
Barcelona FIR,51.117,42.4819,55.2131
Barcelona FIR,52.2283,41.8902,55.5533
Barcelona FIR,53.3395,41.161,54.7214
Barcelona FIR,54.4507,40.5718,60.1746
Barcelona FIR,55.562,39.8425,60.8652
Barcelona FIR,56.6732,39.1137,63.8026
Barcelona FIR,57.7845,38.3666,64.6916
Barcelona FIR,58.8957,37.4891,66.5398
Barcelona FIR,60.0069,36.5272,67.2796
Barcelona FIR,61.1182,35.6483,67.2892
Barcelona FIR,62.2294,34.2892,68.9138
Barcelona FIR,63.3407,33.3327,70.3412
Barcelona FIR,64.4519,32.0498,73.3518
Barcelona FIR,65.5631,30.7026,74.7864
Barcelona FIR,66.6744,29.2528,76.0616
Barcelona FIR,67.7856,27.9093,77.9378
Barcelona FIR,68.8969,26.156,78.6352
Barcelona FIR,70.0081,24.0833,78.9467
Barcelona FIR,71.1193,21.6925,80.8655
Barcelona FIR,72.2306,19.4544,82.0969
Barcelona FIR,73.3418,17.6992,84.0939
Barcelona FIR,74.4531,15.7861,85.677
Barcelona FIR,75.5643,14.202,86.5345
Barcelona FIR,76.6755,12.1354,87.7034
Barcelona FIR,77.7868,10.5445,88.603
Barcelona FIR,78.898,9.4124,89.0001
Barcelona FIR,80.0093,8.2758,89.777
Barcelona FIR,81.1205,7.4241,91.0946
Barcelona FIR,82.2317,6.7808,91.9843
Barcelona FIR,83.343,6.1018,92.6566
Barcelona FIR,84.4542,5.5984,93.5028
Barcelona FIR,85.5655,5.1802,94.425
Barcelona FIR,86.6767,4.7842,95.0861
Barcelona FIR,87.7879,4.4023,95.6002
Barcelona FIR,88.8992,4.13,96.2787
Barcelona FIR,90.0104,3.8712,96.7698
Barcelona FIR,91.1217,3.5605,97.0527
Barcelona FIR,92.2329,3.2884,97.6034
Barcelona FIR,93.3441,3.0255,98.122
Barcelona FIR,94.4554,2.758,98.5866
Barcelona FIR,95.5666,2.5066,98.8214
Barcelona FIR,96.6779,2.2142,99.1453
Barcelona FIR,97.7891,1.8776,99.5986
Barcelona FIR,98.9003,1.4485,99.8224
Madrid FIR,0.0,100.0,0.0013
Madrid FIR,1.1112,76.0793,0.2123
Madrid FIR,2.2225,73.9662,1.0731
Madrid FIR,3.3337,72.4454,0.7862
Madrid FIR,4.445,71.4804,1.747
Madrid FIR,5.5562,70.6196,1.7332
Madrid FIR,6.6674,69.8898,1.8503
Madrid FIR,7.7787,69.2636,1.8988
Madrid FIR,8.8899,68.7897,2.8901
Madrid FIR,10.0012,68.2576,3.8417
Madrid FIR,11.1124,67.7655,4.2015
Madrid FIR,12.2236,67.2601,4.8745
Madrid FIR,13.3349,66.7657,5.1118
Madrid FIR,14.4461,66.3243,5.3985
Madrid FIR,15.5574,65.9196,6.3039
Madrid FIR,16.6686,65.5243,6.9043
Madrid FIR,17.7798,65.1073,8.1865
Madrid FIR,18.8911,64.7144,8.5978
Madrid FIR,20.0023,64.2979,9.0243
Madrid FIR,21.1136,63.9007,9.7068
Madrid FIR,22.2248,63.4758,10.743
Madrid FIR,23.336,63.0677,11.4376
Madrid FIR,24.4473,62.6779,12.322
Madrid FIR,25.5585,62.2054,12.6035
Madrid FIR,26.6698,61.8386,13.6602
Madrid FIR,27.781,61.4961,14.7844
Madrid FIR,28.8922,61.1095,15.3379
Madrid FIR,30.0035,60.7385,15.7697
Madrid FIR,31.1147,60.3764,16.5581
Madrid FIR,32.226,59.9823,17.4753
Madrid FIR,33.3372,59.625,18.1407
Madrid FIR,34.4484,59.1533,19.4502
Madrid FIR,35.5597,58.7256,21.5511
Madrid FIR,36.6709,58.1575,22.8724
Madrid FIR,37.7822,57.7971,23.935
Madrid FIR,38.8934,57.3266,24.6445
Madrid FIR,40.0046,56.7634,26.5536
Madrid FIR,41.1159,56.1746,27.9865
Madrid FIR,42.2271,55.6396,29.5297
Madrid FIR,43.3383,55.157,30.7676
Madrid FIR,44.4496,54.6356,34.0272
Madrid FIR,45.5608,54.1076,36.9511
Madrid FIR,46.6721,53.4968,39.053
Madrid FIR,47.7833,52.9101,41.8146
Madrid FIR,48.8945,52.3184,42.844
Madrid FIR,50.0058,51.6013,45.4049
Madrid FIR,51.117,50.8679,48.1062
Madrid FIR,52.2283,50.0574,50.258
Madrid FIR,53.3395,49.2796,53.0253
Madrid FIR,54.4507,48.3643,54.2735
Madrid FIR,55.562,47.5084,56.8817
Madrid FIR,56.6732,46.5793,58.9235
Madrid FIR,57.7845,45.5854,62.6191
Madrid FIR,58.8957,44.3646,64.46
Madrid FIR,60.0069,43.192,67.043
Madrid FIR,61.1182,42.2623,69.2535
Madrid FIR,62.2294,41.1629,71.2089
Madrid FIR,63.3407,39.6226,72.8447
Madrid FIR,64.4519,38.0066,74.9889
Madrid FIR,65.5631,36.3834,76.8494
Madrid FIR,66.6744,33.7691,79.8478
Madrid FIR,67.7856,31.2516,82.1865
Madrid FIR,68.8969,28.7131,82.8146
Madrid FIR,70.0081,26.3688,83.6817
Madrid FIR,71.1193,23.2836,85.3786
Madrid FIR,72.2306,19.7226,87.8988
Madrid FIR,73.3418,15.9409,89.6802
Madrid FIR,74.4531,14.1097,90.5159
Madrid FIR,75.5643,12.6375,91.1936
Madrid FIR,76.6755,11.5455,91.6742
Madrid FIR,77.7868,10.5014,92.1582
Madrid FIR,78.898,9.8349,92.7252
Madrid FIR,80.0093,9.2228,93.3699
Madrid FIR,81.1205,8.6199,93.8271
Madrid FIR,82.2317,8.1596,94.3454
Madrid FIR,83.343,7.6639,94.5927
Madrid FIR,84.4542,7.1857,95.0763
Madrid FIR,85.5655,6.7088,95.6307
Madrid FIR,86.6767,6.2971,95.9225
Madrid FIR,87.7879,5.8289,96.42
Madrid FIR,88.8992,5.4806,96.7796
Madrid FIR,90.0104,5.201,97.1342
Madrid FIR,91.1217,4.8844,97.4673
Madrid FIR,92.2329,4.5081,97.7466
Madrid FIR,93.3441,4.1815,98.0782
Madrid FIR,94.4554,3.8233,98.4427
Madrid FIR,95.5666,3.5027,98.8557
Madrid FIR,96.6779,3.0024,99.1648
Madrid FIR,97.7891,2.6069,99.5414
Madrid FIR,98.9003,2.1959,99.758
Bordeaux FIR,0.0,100.0,0.102
Bordeaux FIR,1.1114,76.6532,0.124
Bordeaux FIR,2.2227,74.0412,0.2142
Bordeaux FIR,3.3341,72.2491,1.3041
Bordeaux FIR,4.4455,70.9999,2.7789
Bordeaux FIR,5.5568,70.1269,4.7463
Bordeaux FIR,6.6682,69.1207,5.5848
Bordeaux FIR,7.7796,68.3759,6.7876
Bordeaux FIR,8.8909,67.5409,7.6997
Bordeaux FIR,10.0023,66.733,9.2916
Bordeaux FIR,11.1137,66.1269,11.5305
Bordeaux FIR,12.2251,65.479,12.1795
Bordeaux FIR,13.3364,64.7268,13.5156
Bordeaux FIR,14.4478,64.1279,15.5476
Bordeaux FIR,15.5592,63.4541,16.9029
Bordeaux FIR,16.6705,62.8231,18.6901
Bordeaux FIR,17.7819,62.292,20.2827
Bordeaux FIR,18.8933,61.7772,21.6028
Bordeaux FIR,20.0046,61.2647,23.0771
Bordeaux FIR,21.116,60.6931,24.4874
Bordeaux FIR,22.2274,60.0854,25.9761
Bordeaux FIR,23.3387,59.5464,27.496
Bordeaux FIR,24.4501,58.9262,28.3223
Bordeaux FIR,25.5615,58.2816,28.7615
Bordeaux FIR,26.6728,57.645,31.3888
Bordeaux FIR,27.7842,56.9471,32.9436
Bordeaux FIR,28.8956,56.2323,34.2483
Bordeaux FIR,30.0069,55.5398,35.2901
Bordeaux FIR,31.1183,54.7767,37.9415
Bordeaux FIR,32.2297,54.0376,39.1904
Bordeaux FIR,33.3411,53.3501,39.7029
Bordeaux FIR,34.4524,52.6095,40.3096
Bordeaux FIR,35.5638,51.8861,40.7044
Bordeaux FIR,36.6752,51.1984,41.6864
Bordeaux FIR,37.7865,50.622,42.9533
Bordeaux FIR,38.8979,49.8798,43.5413
Bordeaux FIR,40.0093,49.1671,44.6766
Bordeaux FIR,41.1206,48.5467,46.0217
Bordeaux FIR,42.232,47.948,48.3636
Bordeaux FIR,43.3434,47.2593,50.3451
Bordeaux FIR,44.4547,46.5869,52.0233
Bordeaux FIR,45.5661,45.9346,52.4326
Bordeaux FIR,46.6775,45.0545,53.8547
Bordeaux FIR,47.7888,44.4545,56.1374
Bordeaux FIR,48.9002,43.6726,58.2978
Bordeaux FIR,50.0116,42.9798,60.1374
Bordeaux FIR,51.1229,42.3596,61.3233
Bordeaux FIR,52.2343,41.6701,62.3753
Bordeaux FIR,53.3457,40.8105,63.7533
Bordeaux FIR,54.4571,40.1144,66.2893
Bordeaux FIR,55.5684,39.3656,68.6868
Bordeaux FIR,56.6798,38.4698,70.5711
Bordeaux FIR,57.7912,37.6444,71.9551
Bordeaux FIR,58.9025,36.761,74.6362
Bordeaux FIR,60.0139,36.0768,74.9997
Bordeaux FIR,61.1253,35.2229,76.1238
Bordeaux FIR,62.2366,34.2509,77.8646
Bordeaux FIR,63.348,33.3375,80.2446
Bordeaux FIR,64.4594,32.0911,81.6096
Bordeaux FIR,65.5707,30.6404,82.6029
Bordeaux FIR,66.6821,28.7215,83.6922
Bordeaux FIR,67.7935,26.3497,85.9326
Bordeaux FIR,68.9048,22.296,87.518
Bordeaux FIR,70.0162,19.2649,88.5641
Bordeaux FIR,71.1276,17.1955,89.3283
Bordeaux FIR,72.2389,15.6035,89.7667
Bordeaux FIR,73.3503,14.0799,90.5047
Bordeaux FIR,74.4617,12.5179,91.4035
Bordeaux FIR,75.573,10.9177,92.689
Bordeaux FIR,76.6844,9.7226,93.3334
Bordeaux FIR,77.7958,8.6147,93.7079
Bordeaux FIR,78.9072,7.8786,94.1033
Bordeaux FIR,80.0185,7.0385,94.5734
Bordeaux FIR,81.1299,6.5817,95.0358
Bordeaux FIR,82.2413,6.0444,95.6071
Bordeaux FIR,83.3526,5.5581,95.9855
Bordeaux FIR,84.464,5.1801,96.3195
Bordeaux FIR,85.5754,4.8706,96.6271
Bordeaux FIR,86.6867,4.5188,97.167
Bordeaux FIR,87.7981,4.2179,97.5288
Bordeaux FIR,88.9095,3.879,97.7777
Bordeaux FIR,90.0208,3.5792,98.2437
Bordeaux FIR,91.1322,3.2324,98.5727
Bordeaux FIR,92.2436,2.902,98.7654
Bordeaux FIR,93.3549,2.6022,98.9644
Bordeaux FIR,94.4663,2.2336,99.262
Bordeaux FIR,95.5777,1.9247,99.4349
Bordeaux FIR,96.689,1.6873,99.6082
Bordeaux FIR,97.8004,1.3713,99.8645
Bordeaux FIR,98.9118,1.025,99.9518
Reims FIR,0.0,100.0,0.0001
Reims FIR,1.1116,78.2049,0.1007
Reims FIR,2.2233,74.9765,0.1724
Reims FIR,3.3349,73.0623,1.3039
Reims FIR,4.4465,71.3188,1.6888
Reims FIR,5.5581,70.0214,2.803
Reims FIR,6.6698,68.9385,2.7397
Reims FIR,7.7814,67.8171,3.3906
Reims FIR,8.893,66.7101,4.2754
Reims FIR,10.0046,65.896,5.9332
Reims FIR,11.1163,65.105,6.666
Reims FIR,12.2279,64.1763,7.0834
Reims FIR,13.3395,63.3411,8.6847
Reims FIR,14.4511,62.5953,10.3947
Reims FIR,15.5628,61.844,11.9409
Reims FIR,16.6744,61.1056,12.9753
Reims FIR,17.786,60.1113,14.6596
Reims FIR,18.8976,59.4062,14.9751
Reims FIR,20.0093,58.6773,16.68
Reims FIR,21.1209,58.0922,17.3874
Reims FIR,22.2325,57.4143,19.8823
Reims FIR,23.3441,56.7017,20.9251
Reims FIR,24.4558,56.1623,22.0423
Reims FIR,25.5674,55.6031,23.4416
Reims FIR,26.679,54.9821,24.9161
Reims FIR,27.7906,54.4112,26.9395
Reims FIR,28.9023,53.7171,29.6879
Reims FIR,30.0139,53.1814,32.0252
Reims FIR,31.1255,52.6163,33.3366
Reims FIR,32.2371,52.0304,34.4023
Reims FIR,33.3488,51.5456,36.3187
Reims FIR,34.4604,51.0525,38.3809
Reims FIR,35.572,50.4261,39.6523
Reims FIR,36.6836,49.7714,41.3339
Reims FIR,37.7953,49.2314,42.8033
Reims FIR,38.9069,48.5695,45.3888
Reims FIR,40.0185,47.9606,47.3694
Reims FIR,41.1302,47.409,48.8819
Reims FIR,42.2418,46.8687,50.0949
Reims FIR,43.3534,46.281,51.2786
Reims FIR,44.465,45.6456,53.3307
Reims FIR,45.5767,45.055,55.3628
Reims FIR,46.6883,44.4901,56.2585
Reims FIR,47.7999,43.9103,57.6321
Reims FIR,48.9115,43.3188,58.6432
Reims FIR,50.0232,42.7427,60.1982
Reims FIR,51.1348,42.0951,61.0039
Reims FIR,52.2464,41.3771,63.1126
Reims FIR,53.358,40.6508,65.2856
Reims FIR,54.4697,39.7501,67.0101
Reims FIR,55.5813,38.9394,68.4478
Reims FIR,56.6929,37.9645,69.1834
Reims FIR,57.8045,37.1331,70.753
Reims FIR,58.9162,36.272,72.4354
Reims FIR,60.0278,35.2994,73.6465
Reims FIR,61.1394,34.4513,75.385
Reims FIR,62.251,33.4,76.5382
Reims FIR,63.3627,32.1584,77.3334
Reims FIR,64.4743,30.5388,79.5007
Reims FIR,65.5859,29.0548,80.5708
Reims FIR,66.6975,26.9064,82.4558
Reims FIR,67.8092,25.3575,83.527
Reims FIR,68.9208,22.9903,84.2613
Reims FIR,70.0324,21.0354,85.4891
Reims FIR,71.144,19.0763,86.8166
Reims FIR,72.2557,17.3573,87.7272
Reims FIR,73.3673,16.2419,88.7502
Reims FIR,74.4789,15.344,89.3408
Reims FIR,75.5906,14.4719,90.2053
Reims FIR,76.7022,13.7463,90.8627
Reims FIR,77.8138,12.984,91.4871
Reims FIR,78.9254,12.35,92.1138
Reims FIR,80.0371,11.522,92.8671
Reims FIR,81.1487,10.682,93.7323
Reims FIR,82.2603,9.9973,94.1696
Reims FIR,83.3719,9.2255,94.6671
Reims FIR,84.4836,8.5054,95.3243
Reims FIR,85.5952,7.8364,95.7867
Reims FIR,86.7068,7.1655,96.324
Reims FIR,87.8184,6.594,96.8707
Reims FIR,88.9301,5.9793,97.2745
Reims FIR,90.0417,5.3466,97.6197
Reims FIR,91.1533,4.6506,98.0916
Reims FIR,92.2649,4.0495,98.6573
Reims FIR,93.3766,3.5272,98.9724
Reims FIR,94.4882,2.982,99.3431
Reims FIR,95.5998,2.434,99.5784
Reims FIR,96.7114,1.9035,99.7534
Reims FIR,97.8231,1.3638,99.8878
Reims FIR,98.9347,0.9577,99.9623
Paris FIR,0.0,100.0,0.15
Paris FIR,1.1112,78.6187,0.0978
Paris FIR,2.2225,76.3679,0.0137
Paris FIR,3.3337,74.9346,0.2185
Paris FIR,4.445,74.0083,0.7714
Paris FIR,5.5562,73.0876,1.184
Paris FIR,6.6674,72.2776,1.9367
Paris FIR,7.7787,71.473,2.4611
Paris FIR,8.8899,70.8965,2.6909
Paris FIR,10.0012,70.3213,2.9988
Paris FIR,11.1124,69.7439,4.3272
Paris FIR,12.2236,69.205,5.1552
Paris FIR,13.3349,68.6525,5.9944
Paris FIR,14.4461,68.1508,7.3977
Paris FIR,15.5574,67.6981,9.1562
Paris FIR,16.6686,67.3023,10.1259
Paris FIR,17.7798,66.8349,10.5325
Paris FIR,18.8911,66.4806,11.6058
Paris FIR,20.0023,66.0891,13.0468
Paris FIR,21.1136,65.6709,13.8137
Paris FIR,22.2248,65.1663,14.7282
Paris FIR,23.336,64.7178,15.5553
Paris FIR,24.4473,64.2999,16.8814
Paris FIR,25.5585,63.7779,18.3008
Paris FIR,26.6698,63.3614,20.1335
Paris FIR,27.781,62.9303,21.0018
Paris FIR,28.8922,62.4248,23.0375
Paris FIR,30.0035,61.9721,25.2802
Paris FIR,31.1147,61.4553,26.9593
Paris FIR,32.226,60.9084,28.4218
Paris FIR,33.3372,60.4574,29.8856
Paris FIR,34.4484,60.043,31.2295
Paris FIR,35.5597,59.5507,32.9009
Paris FIR,36.6709,59.1392,34.0132
Paris FIR,37.7822,58.6177,36.204
Paris FIR,38.8934,58.1493,38.2179
Paris FIR,40.0046,57.6185,39.9097
