Hour,Flight distance,Contrail warming,Warming per flight distance,Region
14,0.0008413,0.00010327,0.12274667,Recife FIR
15,0.00084066,0.00012868,0.153073,Recife FIR
16,0.00081946,0.00010715,0.13076144,Recife FIR
17,0.00092394,7.001e-05,0.07577086,Recife FIR
18,0.00112973,0.00018368,0.16258439,Recife FIR
19,0.00121475,0.00050609,0.41661845,Recife FIR
20,0.00123428,0.00079486,0.64398844,Recife FIR
21,0.00113595,0.0008682,0.76429216,Recife FIR
22,0.00109303,0.00085742,0.78444937,Recife FIR
23,0.00085858,0.0007142,0.83184554,Recife FIR
0,0.00079794,0.00063134,0.79121892,Recife FIR
1,0.00070468,0.00047867,0.67927538,Recife FIR
2,0.00070087,0.00061176,0.87285834,Recife FIR
3,0.00090511,0.00086716,0.95807483,Recife FIR
4,0.00095912,0.00088588,0.9236325,Recife FIR
5,0.00088844,0.00071349,0.80307694,Recife FIR
6,8.79e-06,2.268e-05,2.58072521,Punta Arenas FIR
7,1.222e-05,4.625e-05,3.78505902,Punta Arenas FIR
8,1.887e-05,8.149e-05,4.31779607,Punta Arenas FIR
9,1.384e-05,3.765e-05,2.71962187,Punta Arenas FIR
10,8.37e-06,6e-07,0.07133564,Punta Arenas FIR
11,1.998e-05,-4.75e-06,-0.23792171,Punta Arenas FIR
12,2.585e-05,-9.16e-06,-0.35450073,Punta Arenas FIR
13,3.129e-05,-2.47e-06,-0.078827,Punta Arenas FIR
14,3.147e-05,-5.76e-06,-0.18292162,Punta Arenas FIR
15,2.052e-05,-3.96e-06,-0.19279655,Punta Arenas FIR
16,1.815e-05,1.52e-06,0.08368439,Punta Arenas FIR
17,2.04e-05,2.17e-06,0.1064978,Punta Arenas FIR
18,1.703e-05,4.21e-06,0.24737526,Punta Arenas FIR
19,1.13e-05,6.38e-06,0.56453771,Punta Arenas FIR
20,1.666e-05,7.3e-07,0.04356725,Punta Arenas FIR
21,2.084e-05,3.264e-05,1.5659693,Punta Arenas FIR
22,2.324e-05,5.594e-05,2.40752647,Punta Arenas FIR
23,2.034e-05,5.332e-05,2.62161867,Punta Arenas FIR
0,1.319e-05,3.222e-05,2.44242933,Punta Arenas FIR
1,1.321e-05,3.076e-05,2.32796735,Punta Arenas FIR
2,8.73e-06,1.849e-05,2.11807113,Punta Arenas FIR
3,6.47e-06,1.383e-05,2.13642597,Punta Arenas FIR
4,9.23e-06,1.326e-05,1.43727858,Punta Arenas FIR
5,8.83e-06,2.131e-05,2.4120813,Punta Arenas FIR
6,0.00012667,5.49e-05,0.43340911,Santiago FIR
7,7.672e-05,1.595e-05,0.2078909,Santiago FIR
8,8.194e-05,1.961e-05,0.23933378,Santiago FIR
9,0.00018225,2.122e-05,0.1164239,Santiago FIR
10,0.00025386,2.606e-05,0.10263848,Santiago FIR
11,0.00024683,-3.56e-06,-0.01442767,Santiago FIR
12,0.00025732,-2.128e-05,-0.08269478,Santiago FIR
13,0.00023444,-2.073e-05,-0.08843642,Santiago FIR
14,0.00023726,-1.594e-05,-0.0671912,Santiago FIR
15,0.00027028,-9.45e-06,-0.03495621,Santiago FIR
16,0.00032319,-1.678e-05,-0.05193394,Santiago FIR
17,0.00031189,-7.27e-06,-0.02331901,Santiago FIR
18,0.00026632,-1.28e-06,-0.0048141,Santiago FIR
19,0.00028939,6.49e-06,0.02243401,Santiago FIR
20,0.00031675,8.69e-06,0.02744896,Santiago FIR
21,0.00030352,2.226e-05,0.07333358,Santiago FIR
22,0.00027856,4.683e-05,0.16811428,Santiago FIR
23,0.00028684,5.836e-05,0.20346743,Santiago FIR
0,0.00028892,7.639e-05,0.26439487,Santiago FIR
1,0.0002619,8.987e-05,0.34315792,Santiago FIR
2,0.00028069,7.442e-05,0.26513066,Santiago FIR
3,0.00028304,7.553e-05,0.26684584,Santiago FIR
4,0.00019874,6.163e-05,0.3101111,Santiago FIR
5,0.0001071,3.543e-05,0.3307815,Santiago FIR
6,0.00023582,0.00010548,0.44731124,Antofagasta FIR
7,0.00026799,0.00014678,0.54769858,Antofagasta FIR
8,0.00028463,0.00012661,0.4448357,Antofagasta FIR
9,0.00023423,8.292e-05,0.35403361,Antofagasta FIR
10,0.00027073,3.645e-05,0.1346194,Antofagasta FIR
11,0.00038401,2.683e-05,0.06987189,Antofagasta FIR
12,0.00033954,-5.7e-06,-0.0167951,Antofagasta FIR
13,0.00026062,-2.48e-06,-0.00953134,Antofagasta FIR
14,0.00026752,2.21e-06,0.00826475,Antofagasta FIR
15,0.00022322,6.87e-06,0.03075872,Antofagasta FIR
16,0.000209,3.64e-06,0.01742495,Antofagasta FIR
17,0.00021193,2.32e-06,0.01092841,Antofagasta FIR
18,0.00016263,-8.7e-07,-0.00535857,Antofagasta FIR
19,0.00018004,-1.31e-06,-0.00727945,Antofagasta FIR
20,0.00029258,1.094e-05,0.03738579,Antofagasta FIR
21,0.00027558,2.735e-05,0.09922932,Antofagasta FIR
22,0.00023459,6.444e-05,0.27470114,Antofagasta FIR
23,0.00026101,5.941e-05,0.22762313,Antofagasta FIR
0,0.00022897,2.759e-05,0.12048675,Antofagasta FIR
1,0.00027428,7.289e-05,0.2657511,Antofagasta FIR
2,0.00036599,0.0001639,0.44782935,Antofagasta FIR
3,0.0002833,7.735e-05,0.27304079,Antofagasta FIR
4,0.0002348,5.65e-05,0.24064052,Antofagasta FIR
5,0.00030808,0.00014629,0.47485734,Antofagasta FIR
6,2.17e-06,9.5e-07,0.43662042,Isla De Pascua FIR
7,5.84e-06,1.339e-05,2.2951877,Isla De Pascua FIR
