Hour,Flight distance,Contrail warming,Warming per flight distance,Region
9,7.153e-05,-7.46e-06,-0.10425632,Tripoli FIR
10,7.327e-05,-4.07e-06,-0.05553843,Tripoli FIR
11,7.121e-05,-4.6e-06,-0.06456721,Tripoli FIR
12,6.929e-05,2.11e-06,0.03050496,Tripoli FIR
13,9.673e-05,-1.83e-06,-0.01887518,Tripoli FIR
14,8.717e-05,5.08e-06,0.05828416,Tripoli FIR
15,8.076e-05,1.672e-05,0.20706182,Tripoli FIR
16,8.938e-05,1.923e-05,0.21510002,Tripoli FIR
17,8.903e-05,3.165e-05,0.35551024,Tripoli FIR
18,8.955e-05,2.685e-05,0.29981702,Tripoli FIR
19,7.909e-05,2.427e-05,0.30688787,Tripoli FIR
20,5.985e-05,1.914e-05,0.3198294,Tripoli FIR
21,6.986e-05,2.304e-05,0.32975151,Tripoli FIR
22,8.863e-05,2.88e-05,0.32499641,Tripoli FIR
23,0.00011531,2.848e-05,0.24699378,Tripoli FIR
0,0.00014149,4.445e-05,0.31418629,Tripoli FIR
1,0.00017842,5.035e-05,0.28217786,Tripoli FIR
2,0.00016866,8.071e-05,0.4785203,Tripoli FIR
3,0.00013437,4.441e-05,0.33051828,Tripoli FIR
4,9.604e-05,1.411e-05,0.14687705,Tripoli FIR
5,6.907e-05,6.3e-07,0.0091332,Tripoli FIR
6,3.52e-06,-1.55e-06,-0.43965529,Kigali FIR
7,1.41e-06,-6.7e-07,-0.47758059,Kigali FIR
8,1.48e-06,4.1e-07,0.2805108,Kigali FIR
9,1.1e-06,-8.3e-07,-0.75666505,Kigali FIR
10,9.5e-07,-3.6e-07,-0.37773591,Kigali FIR
11,3.69e-06,-3.6e-07,-0.0962976,Kigali FIR
12,2.22e-06,-3.4e-07,-0.15178621,Kigali FIR
13,6e-07,-1e-08,-0.01195471,Kigali FIR
14,4.1e-07,1.04e-06,2.5468318,Kigali FIR
15,2.05e-06,4e-08,0.01976392,Kigali FIR
16,2.55e-06,2.87e-06,1.12555475,Kigali FIR
17,3.18e-06,2.31e-06,0.72598357,Kigali FIR
18,3.41e-06,1.5e-06,0.44008001,Kigali FIR
19,1.37e-06,1.32e-06,0.96138134,Kigali FIR
20,2.33e-06,3.75e-06,1.61076979,Kigali FIR
21,2.7e-06,9.79e-06,3.62014721,Kigali FIR
22,1.63e-06,1.24e-06,0.76429277,Kigali FIR
23,2.06e-06,1.49e-06,0.72275259,Kigali FIR
0,2.89e-06,3.5e-06,1.21286865,Kigali FIR
1,7e-07,1.24e-06,1.76538895,Kigali FIR
2,9.4e-07,1.34e-06,1.42022084,Kigali FIR
3,1.01e-06,4.29e-06,4.25951397,Kigali FIR
4,9.8e-07,-2e-08,-0.02306909,Kigali FIR
5,3.53e-06,-1.08e-06,-0.30614671,Kigali FIR
6,0.00012943,1.142e-05,0.08823754,Khartoum FIR
7,0.00013995,5.59e-06,0.03993443,Khartoum FIR
8,0.00027997,1.418e-05,0.05065215,Khartoum FIR
9,0.00026398,2.627e-05,0.09953248,Khartoum FIR
10,0.0002303,3.294e-05,0.14302455,Khartoum FIR
11,0.00018192,1.419e-05,0.07799025,Khartoum FIR
12,0.00014286,2.094e-05,0.14658689,Khartoum FIR
13,0.00011526,3.583e-05,0.31088858,Khartoum FIR
14,0.00013321,0.00010903,0.81847209,Khartoum FIR
15,0.00024862,0.00025872,1.04061608,Khartoum FIR
16,0.00031029,0.00039079,1.25944637,Khartoum FIR
17,0.00024725,0.0004239,1.71447185,Khartoum FIR
18,0.00011907,0.00016065,1.34918994,Khartoum FIR
19,8.88e-05,7.815e-05,0.88009735,Khartoum FIR
20,0.00014316,7.531e-05,0.5260174,Khartoum FIR
21,0.0002851,0.00031435,1.10259876,Khartoum FIR
22,0.00043256,0.00041069,0.94944126,Khartoum FIR
23,0.00059237,0.00034865,0.58857369,Khartoum FIR
0,0.00057577,0.00030053,0.52197286,Khartoum FIR
1,0.00041802,0.00029794,0.7127319,Khartoum FIR
2,0.00036049,0.00017497,0.48536957,Khartoum FIR
3,0.00034308,0.00011312,0.32972627,Khartoum FIR
4,0.00027674,3.28e-05,0.11853052,Khartoum FIR
5,0.00020835,6.4e-06,0.03071539,Khartoum FIR
6,0.00012423,-2.572e-05,-0.20702195,Dar-Es-Salaam FIR
7,6.041e-05,-1.388e-05,-0.2296992,Dar-Es-Salaam FIR
8,7.827e-05,2.1e-06,0.02686584,Dar-Es-Salaam FIR
9,0.00010205,-7.27e-06,-0.07123134,Dar-Es-Salaam FIR
10,0.00011166,-1.749e-05,-0.15664238,Dar-Es-Salaam FIR
11,0.00013721,-9.46e-06,-0.06892137,Dar-Es-Salaam FIR
12,0.00020606,-1.565e-05,-0.07595375,Dar-Es-Salaam FIR
13,8.633e-05,5.15e-06,0.05965785,Dar-Es-Salaam FIR
14,0.00011487,2.406e-05,0.20945578,Dar-Es-Salaam FIR
15,0.00017375,0.00018518,1.06576477,Dar-Es-Salaam FIR
16,0.00019823,0.00028094,1.41727026,Dar-Es-Salaam FIR
17,0.00010105,0.00015241,1.50829238,Dar-Es-Salaam FIR
18,8.228e-05,9.255e-05,1.12472763,Dar-Es-Salaam FIR
19,8.613e-05,0.00010716,1.24415691,Dar-Es-Salaam FIR
20,0.00011162,0.00011823,1.05923887,Dar-Es-Salaam FIR
21,0.00014667,0.00020996,1.43152951,Dar-Es-Salaam FIR
22,8.461e-05,0.00010915,1.28999168,Dar-Es-Salaam FIR
23,7.368e-05,9.043e-05,1.22725688,Dar-Es-Salaam FIR
0,9.821e-05,0.00011881,1.2097249,Dar-Es-Salaam FIR
1,8.151e-05,5.898e-05,0.72353695,Dar-Es-Salaam FIR
2,5.729e-05,6.601e-05,1.15222239,Dar-Es-Salaam FIR
3,5.604e-05,4.357e-05,0.77753806,Dar-Es-Salaam FIR
4,6.984e-05,2.24e-06,0.03201529,Dar-Es-Salaam FIR
5,0.00010152,-1.254e-05,-0.12351922,Dar-Es-Salaam FIR
6,1.626e-05,-5.77e-06,-0.35513539,Entebbe FIR
7,4.603e-05,-3.501e-05,-0.7605951,Entebbe FIR
8,1.245e-05,-1.69e-06,-0.13588801,Entebbe FIR
9,1.188e-05,-2.98e-06,-0.25085909,Entebbe FIR
10,8.13e-06,-1.33e-06,-0.16370642,Entebbe FIR
11,3.282e-05,-2.97e-06,-0.09041802,Entebbe FIR
12,1.292e-05,2.3e-07,0.0176397,Entebbe FIR
13,7.1e-06,-2.9e-07,-0.0414475,Entebbe FIR
14,7.12e-06,5.72e-06,0.80324537,Entebbe FIR
15,9.09e-06,8.17e-06,0.89836334,Entebbe FIR
16,1.316e-05,2.554e-05,1.94037048,Entebbe FIR
17,2.411e-05,4.143e-05,1.71806567,Entebbe FIR
18,1.542e-05,1.112e-05,0.72140786,Entebbe FIR
19,5.98e-06,1.109e-05,1.85434527,Entebbe FIR
20,1.27e-05,1.678e-05,1.32071973,Entebbe FIR
21,2.31e-05,2.946e-05,1.27533032,Entebbe FIR
22,3.812e-05,4.256e-05,1.11629484,Entebbe FIR
23,1.527e-05,1.528e-05,1.000482,Entebbe FIR
0,2.18e-05,7.046e-05,3.23165664,Entebbe FIR
1,1.478e-05,2.982e-05,2.01707482,Entebbe FIR
2,3.334e-05,6.441e-05,1.93217363,Entebbe FIR
3,1.47e-05,1.133e-05,0.77096937,Entebbe FIR
4,9.81e-06,8.7e-07,0.08890448,Entebbe FIR
5,1.243e-05,-5.26e-06,-0.42290874,Entebbe FIR
6,0.00182713,0.00162798,0.89100446,Albuquerque FIR
7,0.00131583,0.00114173,0.86769243,Albuquerque FIR
8,0.00109498,0.0010506,0.95946372,Albuquerque FIR
9,0.00091453,0.00088655,0.96940396,Albuquerque FIR
10,0.00073888,0.00076278,1.03233571,Albuquerque FIR
11,0.00043408,0.00041436,0.95456497,Albuquerque FIR
12,0.00038768,0.00014198,0.3662373,Albuquerque FIR
13,0.00098069,-6.82e-05,-0.0695387,Albuquerque FIR
14,0.00207367,-0.00030936,-0.14918676,Albuquerque FIR
15,0.00345931,-0.00068996,-0.1994511,Albuquerque FIR
16,0.00418011,-0.00078679,-0.18822296,Albuquerque FIR
17,0.00443594,-0.00064233,-0.14480112,Albuquerque FIR
18,0.00460183,-0.00065308,-0.14191768,Albuquerque FIR
19,0.00452835,-0.00060891,-0.13446705,Albuquerque FIR
20,0.00413859,-0.00041879,-0.10119189,Albuquerque FIR
21,0.00400653,-0.00017974,-0.04486257,Albuquerque FIR
22,0.00399906,0.00035407,0.08853697,Albuquerque FIR
23,0.00386045,0.00117019,0.30312376,Albuquerque FIR
0,0.00367946,0.00190744,0.51840307,Albuquerque FIR
1,0.00340094,0.00230283,0.67711642,Albuquerque FIR
2,0.00323467,0.00235651,0.72851611,Albuquerque FIR
3,0.0030849,0.00237788,0.77081261,Albuquerque FIR
4,0.00302945,0.00236034,0.77913298,Albuquerque FIR
5,0.00245022,0.00210404,0.85871304,Albuquerque FIR
6,0.00265646,0.00382534,1.44001567,Oakland Oceanic FIR
7,0.00224016,0.00329084,1.46901816,Oakland Oceanic FIR
8,0.00238011,0.00351626,1.47735099,Oakland Oceanic FIR
9,0.00282942,0.00498621,1.76227363,Oakland Oceanic FIR
10,0.00349189,0.00698512,2.00038435,Oakland Oceanic FIR
11,0.00402491,0.00841305,2.09024777,Oakland Oceanic FIR
12,0.00409193,0.00853438,2.08565884,Oakland Oceanic FIR
13,0.00384065,0.00737697,1.92075953,Oakland Oceanic FIR
14,0.00352314,0.00580018,1.64630676,Oakland Oceanic FIR
15,0.00336357,0.00432737,1.28654204,Oakland Oceanic FIR
16,0.0033403,0.00264964,0.7932348,Oakland Oceanic FIR
17,0.00335077,0.00128711,0.38412353,Oakland Oceanic FIR
18,0.00347375,0.00052034,0.14979282,Oakland Oceanic FIR
19,0.00362005,-5.044e-05,-0.01393395,Oakland Oceanic FIR
20,0.0038813,-0.00012999,-0.03349061,Oakland Oceanic FIR
21,0.0041471,-0.00032611,-0.07863538,Oakland Oceanic FIR
22,0.00440665,-6.717e-05,-0.01524336,Oakland Oceanic FIR
23,0.0044762,0.00053222,0.11889929,Oakland Oceanic FIR
0,0.00447123,0.00150559,0.33672815,Oakland Oceanic FIR
1,0.00439096,0.0024199,0.55110906,Oakland Oceanic FIR
2,0.00433032,0.00401999,0.92833412,Oakland Oceanic FIR
3,0.00418185,0.00535987,1.28169871,Oakland Oceanic FIR
4,0.00372923,0.00531558,1.42538489,Oakland Oceanic FIR
5,0.00316947,0.00456804,1.44126476,Oakland Oceanic FIR
6,0.00063241,0.00096993,1.53370298,Chicago FIR
7,0.00037839,0.00069107,1.82633229,Chicago FIR
8,0.00044632,0.00109109,2.44461904,Chicago FIR
9,0.00064578,0.00138636,2.1467835,Chicago FIR
10,0.0008097,0.00110809,1.36850662,Chicago FIR
11,0.00090763,0.000648,0.71395495,Chicago FIR
12,0.0015697,8.095e-05,0.05156988,Chicago FIR
13,0.00242867,-0.00030338,-0.1249159,Chicago FIR
14,0.00286837,-0.00070502,-0.24579066,Chicago FIR
15,0.00289576,-0.0008718,-0.30106003,Chicago FIR
16,0.00295043,-0.0007579,-0.25687603,Chicago FIR
17,0.00313403,-0.00065919,-0.21033178,Chicago FIR
18,0.0033819,-0.00066518,-0.19668829,Chicago FIR
19,0.00363664,-0.00052451,-0.1442295,Chicago FIR
20,0.00341705,4.11e-06,0.00120402,Chicago FIR
21,0.00336395,0.00061043,0.18146219,Chicago FIR
22,0.00346341,0.00148912,0.42995734,Chicago FIR
23,0.00343413,0.00262183,0.76346366,Chicago FIR
0,0.00333952,0.00384817,1.1523127,Chicago FIR
1,0.00314183,0.00411277,1.30903491,Chicago FIR
2,0.00301537,0.00468954,1.55521489,Chicago FIR
3,0.00252084,0.00432959,1.717523,Chicago FIR
4,0.00191172,0.00295342,1.54490474,Chicago FIR
5,0.00121789,0.00184459,1.51457733,Chicago FIR
6,0.00057064,0.00136839,2.39800132,Boston FIR
7,0.00035366,0.000787,2.22528012,Boston FIR
8,0.00024158,0.00042854,1.7738947,Boston FIR
9,0.00028819,0.00028103,0.97515012,Boston FIR
10,0.0004369,0.00014955,0.34228902,Boston FIR
11,0.00100895,5.221e-05,0.05175092,Boston FIR
12,0.0013695,-2.732e-05,-0.01994958,Boston FIR
13,0.00150517,-0.00014018,-0.09313576,Boston FIR
14,0.00168832,-0.00017496,-0.10362781,Boston FIR
15,0.00188723,-0.0002292,-0.12144566,Boston FIR
16,0.0023259,-0.00042066,-0.18085858,Boston FIR
17,0.00249833,-0.0004744,-0.18988609,Boston FIR
18,0.0025893,-0.00025987,-0.10036463,Boston FIR
19,0.00250854,0.00013273,0.05291089,Boston FIR
20,0.00236931,0.00060283,0.25443502,Boston FIR
21,0.00226229,0.00109058,0.48207156,Boston FIR
22,0.00232093,0.00198024,0.85320918,Boston FIR
23,0.00260199,0.00344228,1.3229418,Boston FIR
0,0.0026502,0.00467214,1.76293486,Boston FIR
1,0.00239658,0.00493909,2.06089651,Boston FIR
2,0.00210777,0.00419363,1.98960416,Boston FIR
3,0.00185467,0.00352305,1.89955717,Boston FIR
4,0.00161255,0.00326009,2.02169021,Boston FIR
5,0.00109039,0.00223911,2.05349841,Boston FIR
6,0.00064424,0.00114322,1.77451981,Washington FIR
7,0.00033863,0.00056082,1.65612951,Washington FIR
8,0.0002921,0.00035201,1.20508452,Washington FIR
9,0.00037055,0.00037312,1.00695981,Washington FIR
10,0.00058215,0.00027259,0.4682446,Washington FIR
11,0.00162978,-1.91e-06,-0.00117087,Washington FIR
12,0.00298472,-0.00038192,-0.12795811,Washington FIR
13,0.00408309,-0.00080099,-0.19617305,Washington FIR
14,0.0047067,-0.001067,-0.22669778,Washington FIR
15,0.00465436,-0.00088173,-0.18944116,Washington FIR
16,0.00469351,-0.00077244,-0.16457627,Washington FIR
17,0.00464657,-0.00060749,-0.1307405,Washington FIR
18,0.00483476,-0.00034181,-0.07069735,Washington FIR
19,0.00468524,0.00017263,0.03684529,Washington FIR
20,0.00484581,0.00092382,0.19064235,Washington FIR
21,0.00492292,0.00220732,0.44837709,Washington FIR
22,0.00477497,0.00364707,0.763789,Washington FIR
23,0.00470334,0.00469638,0.99852042,Washington FIR
0,0.00432623,0.00530132,1.22539136,Washington FIR
1,0.00386309,0.0049019,1.26890833,Washington FIR
2,0.00349076,0.00441515,1.26481046,Washington FIR
3,0.00317477,0.00404569,1.27432511,Washington FIR
4,0.00256237,0.00345739,1.34929205,Washington FIR
5,0.00139744,0.00213871,1.53044534,Washington FIR
6,0.00193303,0.00274586,1.4204918,Denver FIR
7,0.00146977,0.00239092,1.62673803,Denver FIR
8,0.00145264,0.00252701,1.73960321,Denver FIR
9,0.00134779,0.00235081,1.7441994,Denver FIR
10,0.000978,0.00165318,1.69036797,Denver FIR
11,0.00063142,0.00090905,1.43970449,Denver FIR
12,0.00054938,0.00032885,0.59859106,Denver FIR
13,0.00133257,-1.013e-05,-0.00760484,Denver FIR
14,0.00237716,-0.00035756,-0.15041635,Denver FIR
15,0.00388904,-0.00064828,-0.16669439,Denver FIR
16,0.00518431,-0.00059191,-0.11417369,Denver FIR
17,0.00534882,-0.00052119,-0.09744036,Denver FIR
18,0.0057422,-0.00046873,-0.08162944,Denver FIR
19,0.00512509,-0.00033052,-0.06449086,Denver FIR
20,0.00459736,-3e-05,-0.00652479,Denver FIR
21,0.00483919,0.00036826,0.07610003,Denver FIR
22,0.00480027,0.00158461,0.3301083,Denver FIR
23,0.00477808,0.00304553,0.63739525,Denver FIR
0,0.00456062,0.00467793,1.02572271,Denver FIR
1,0.0045855,0.00616121,1.34362907,Denver FIR
2,0.00411177,0.00641154,1.55931412,Denver FIR
3,0.00394949,0.00592799,1.50094989,Denver FIR
4,0.00364674,0.00543431,1.49018272,Denver FIR
5,0.00272049,0.00412421,1.51598246,Denver FIR
6,0.00078933,0.00072175,0.91438029,Fort Worth FIR
7,0.00039785,0.00030232,0.75990082,Fort Worth FIR
8,0.00040712,0.00036766,0.90309506,Fort Worth FIR
9,0.00048784,0.00041191,0.84436684,Fort Worth FIR
10,0.00054747,0.00044326,0.80965388,Fort Worth FIR
11,0.00061236,0.00031965,0.52198872,Fort Worth FIR
12,0.00091621,0.00011293,0.12325953,Fort Worth FIR
13,0.00199337,-2.496e-05,-0.01252202,Fort Worth FIR
14,0.00272867,-0.00023781,-0.08715215,Fort Worth FIR
15,0.00306127,-0.00016125,-0.05267453,Fort Worth FIR
16,0.00341969,-1.629e-05,-0.00476334,Fort Worth FIR
17,0.00355105,-2.616e-05,-0.00736586,Fort Worth FIR
18,0.0035775,-8.198e-05,-0.02291447,Fort Worth FIR
19,0.0035979,-6.88e-05,-0.01912354,Fort Worth FIR
20,0.00339341,6.996e-05,0.020616,Fort Worth FIR
21,0.00354089,0.00018815,0.05313636,Fort Worth FIR
22,0.00356353,0.00061773,0.1733477,Fort Worth FIR
23,0.00358752,0.00133986,0.37347663,Fort Worth FIR
0,0.00320699,0.00195655,0.61008938,Fort Worth FIR
1,0.00304935,0.00203902,0.66867383,Fort Worth FIR
2,0.00283223,0.00209962,0.74132918,Fort Worth FIR
3,0.00239783,0.00188031,0.78417199,Fort Worth FIR
4,0.00203534,0.00167951,0.8251724,Fort Worth FIR
5,0.00161712,0.0014955,0.92479159,Fort Worth FIR
6,0.00060929,0.00041726,0.68484071,Houston FIR
7,0.00040398,0.00025216,0.62419587,Houston FIR
8,0.00042205,0.00032278,0.764808,Houston FIR
9,0.00047225,0.00049384,1.04573448,Houston FIR
10,0.00053067,0.00041416,0.78044364,Houston FIR
11,0.00061154,0.00027635,0.45189597,Houston FIR
12,0.00121534,0.0001432,0.11782331,Houston FIR
13,0.0021888,4.775e-05,0.02181431,Houston FIR
14,0.00273897,-9.701e-05,-0.03541755,Houston FIR
15,0.00284285,-4.604e-05,-0.01619504,Houston FIR
16,0.00346285,-1.772e-05,-0.00511851,Houston FIR
17,0.00346922,2.929e-05,0.00844241,Houston FIR
18,0.00363169,-9.16e-06,-0.00252333,Houston FIR
19,0.0035367,5.292e-05,0.01496361,Houston FIR
20,0.00351036,0.00014204,0.04046351,Houston FIR
21,0.00362028,0.000354,0.09778195,Houston FIR
22,0.00368761,0.00105675,0.28656666,Houston FIR
23,0.00367565,0.00180845,0.49200706,Houston FIR
0,0.00345879,0.00255673,0.73919783,Houston FIR
1,0.0031676,0.00271657,0.85761029,Houston FIR
2,0.00291056,0.00276551,0.9501633,Houston FIR
3,0.00220637,0.00222918,1.01033771,Houston FIR
4,0.00176328,0.00162763,0.92307184,Houston FIR
5,0.00122483,0.00104941,0.85678206,Houston FIR
6,0.00069307,0.00075125,1.08395011,Indianapolis FIR
7,0.00037542,0.00039196,1.0440582,Indianapolis FIR
8,0.00033057,0.00048872,1.47842858,Indianapolis FIR
9,0.00060891,0.0006972,1.14499138,Indianapolis FIR
10,0.00100982,0.00083856,0.83040864,Indianapolis FIR
11,0.00133484,0.00052184,0.39093759,Indianapolis FIR
12,0.00194633,-5.743e-05,-0.02950778,Indianapolis FIR
13,0.00258182,-0.00048178,-0.18660364,Indianapolis FIR
14,0.0030706,-0.00081291,-0.26474115,Indianapolis FIR
15,0.00321289,-0.00078539,-0.24445093,Indianapolis FIR
16,0.00294435,-0.00072683,-0.24685616,Indianapolis FIR
17,0.00286591,-0.00046552,-0.16243495,Indianapolis FIR
18,0.00295639,-0.00036739,-0.12426978,Indianapolis FIR
19,0.0030207,4.51e-06,0.00149421,Indianapolis FIR
20,0.00323713,0.00053476,0.1651963,Indianapolis FIR
21,0.00327583,0.00145007,0.44265611,Indianapolis FIR
22,0.00318934,0.00245601,0.77006845,Indianapolis FIR
23,0.00324868,0.00336625,1.03618926,Indianapolis FIR
0,0.00291785,0.00392838,1.34632719,Indianapolis FIR
1,0.0026397,0.00360709,1.36647684,Indianapolis FIR
2,0.00242927,0.00363272,1.49539781,Indianapolis FIR
3,0.0021045,0.00314783,1.49576139,Indianapolis FIR
4,0.00196413,0.0027788,1.41477779,Indianapolis FIR
5,0.00131043,0.00176983,1.35056477,Indianapolis FIR
6,0.00046187,0.00095787,2.07390319,Jacksonville FIR
7,0.00024487,0.00044704,1.82560862,Jacksonville FIR
8,0.0002189,0.0003169,1.4476921,Jacksonville FIR
9,0.00037425,0.00041902,1.11964169,Jacksonville FIR
10,0.00054615,0.0003521,0.64469211,Jacksonville FIR
11,0.00117477,0.00013271,0.11296617,Jacksonville FIR
12,0.0024749,-0.00026694,-0.10785818,Jacksonville FIR
13,0.0036685,-0.00051387,-0.1400774,Jacksonville FIR
14,0.00411871,-0.00058758,-0.14266158,Jacksonville FIR
15,0.00457901,-0.00055234,-0.12062384,Jacksonville FIR
16,0.00475528,-0.00054512,-0.11463385,Jacksonville FIR
17,0.00496788,-0.00053241,-0.10717105,Jacksonville FIR
18,0.00485199,-0.00029689,-0.06118889,Jacksonville FIR
19,0.00456077,-6.353e-05,-0.01393068,Jacksonville FIR
20,0.00455914,0.00051836,0.11369666,Jacksonville FIR
21,0.00459718,0.00166699,0.36261214,Jacksonville FIR
22,0.0045565,0.00307124,0.67403499,Jacksonville FIR
23,0.00437196,0.00439628,1.00556121,Jacksonville FIR
0,0.0039415,0.00479949,1.21768153,Jacksonville FIR
1,0.00353649,0.00507161,1.4340807,Jacksonville FIR
2,0.00309135,0.00468803,1.51650258,Jacksonville FIR
3,0.00285884,0.00462347,1.61725365,Jacksonville FIR
4,0.00214468,0.00351186,1.63747166,Jacksonville FIR
5,0.00110558,0.00201344,1.82115986,Jacksonville FIR
6,0.00116678,0.00242012,2.07418089,Kansas City FIR
7,0.00072523,0.00146669,2.0223602,Kansas City FIR
8,0.00084333,0.00177847,2.10885873,Kansas City FIR
9,0.00115274,0.00228588,1.98299762,Kansas City FIR
10,0.00118435,0.00222691,1.88027937,Kansas City FIR
11,0.00084388,0.00113042,1.33956138,Kansas City FIR
12,0.0012717,0.0002626,0.20649435,Kansas City FIR
13,0.00216974,-0.00025239,-0.11632364,Kansas City FIR
14,0.00289909,-0.00082241,-0.28367759,Kansas City FIR
15,0.00317449,-0.0008169,-0.2573313,Kansas City FIR
16,0.00335393,-0.00067586,-0.20151447,Kansas City FIR
17,0.00369506,-0.00055355,-0.14980889,Kansas City FIR
18,0.00382581,-0.00053248,-0.13918169,Kansas City FIR
19,0.00390219,-0.00022454,-0.05754273,Kansas City FIR
20,0.00378611,0.00042183,0.11141408,Kansas City FIR
21,0.00379642,0.00108567,0.28597259,Kansas City FIR
22,0.00392816,0.00230807,0.5875696,Kansas City FIR
23,0.00381708,0.00382904,1.0031335,Kansas City FIR
0,0.00347167,0.00481633,1.38732363,Kansas City FIR
1,0.00325273,0.00525646,1.61601432,Kansas City FIR
2,0.00304009,0.00542182,1.78343923,Kansas City FIR
3,0.00251658,0.00458437,1.82166783,Kansas City FIR
4,0.00215394,0.00384176,1.78359324,Kansas City FIR
5,0.00185338,0.00347116,1.8728852,Kansas City FIR
6,0.00231274,0.00110584,0.47815125,Los Angeles FIR
7,0.00175272,0.00095023,0.54214808,Los Angeles FIR
8,0.00121064,0.00074653,0.61664696,Los Angeles FIR
9,0.00081962,0.00060309,0.73582185,Los Angeles FIR
10,0.00045261,0.00033638,0.74321378,Los Angeles FIR
11,0.00031327,0.00020723,0.66151416,Los Angeles FIR
12,0.00031725,0.00013994,0.44111317,Los Angeles FIR
13,0.00042505,5.676e-05,0.13354609,Los Angeles FIR
14,0.00146279,-9.076e-05,-0.06204758,Los Angeles FIR
15,0.0028561,-0.00026107,-0.09140713,Los Angeles FIR
16,0.00362684,-0.00031533,-0.08694359,Los Angeles FIR
17,0.00390042,-0.00028374,-0.0727455,Los Angeles FIR
18,0.00423533,-0.00023295,-0.05500153,Los Angeles FIR
19,0.00423878,-0.00022311,-0.05263634,Los Angeles FIR
20,0.004064,-0.00020207,-0.0497227,Los Angeles FIR
21,0.00400814,-0.00016851,-0.04204302,Los Angeles FIR
22,0.00390958,-2.86e-05,-0.00731482,Los Angeles FIR
23,0.00373281,0.00029849,0.07996267,Los Angeles FIR
0,0.00370463,0.00071338,0.19256314,Los Angeles FIR
1,0.00369026,0.00116108,0.3146345,Los Angeles FIR
2,0.00344476,0.00138752,0.40279061,Los Angeles FIR
3,0.00319455,0.00138365,0.43312954,Los Angeles FIR
4,0.00312538,0.00136915,0.43807451,Los Angeles FIR
5,0.00283053,0.00131042,0.4629596,Los Angeles FIR
6,0.0016631,0.00421179,2.53249633,Salt Lake City FIR
7,0.00135571,0.00412801,3.04490024,Salt Lake City FIR
8,0.00116026,0.00387869,3.34295976,Salt Lake City FIR
9,0.00085621,0.00268665,3.13782674,Salt Lake City FIR
10,0.00045653,0.00121719,2.66615195,Salt Lake City FIR
11,0.00040635,0.00068139,1.67686946,Salt Lake City FIR
12,0.00050293,0.00046303,0.92067326,Salt Lake City FIR
13,0.00065611,0.00022835,0.34803955,Salt Lake City FIR
14,0.00126704,-0.00011219,-0.08854243,Salt Lake City FIR
15,0.00271386,-0.00047143,-0.1737129,Salt Lake City FIR
16,0.00359196,-0.00029585,-0.08236413,Salt Lake City FIR
17,0.00375099,-0.00010973,-0.02925488,Salt Lake City FIR
18,0.00385125,1.524e-05,0.00395789,Salt Lake City FIR
19,0.00378181,-8.01e-06,-0.00211911,Salt Lake City FIR
20,0.00351032,-2.755e-05,-0.00784849,Salt Lake City FIR
21,0.00347462,0.00029364,0.0845099,Salt Lake City FIR
22,0.00355586,0.00110396,0.31046223,Salt Lake City FIR
23,0.00334852,0.00213427,0.63737845,Salt Lake City FIR
0,0.00319825,0.00343768,1.0748631,Salt Lake City FIR
1,0.00312043,0.00506493,1.62314985,Salt Lake City FIR
2,0.00292814,0.00631258,2.15583137,Salt Lake City FIR
3,0.00308462,0.00750339,2.43251539,Salt Lake City FIR
4,0.00292089,0.00722764,2.47446356,Salt Lake City FIR
5,0.0022004,0.00554012,2.51777478,Salt Lake City FIR
6,0.00066463,0.00056458,0.84947047,Miami FIR/UIR
7,0.00052543,0.00049907,0.94983188,Miami FIR/UIR
8,0.0005497,0.00048936,0.89023007,Miami FIR/UIR
9,0.00067895,0.00040397,0.59498588,Miami FIR/UIR
10,0.00072805,0.00018277,0.25103731,Miami FIR/UIR
11,0.00098597,2.404e-05,0.02438414,Miami FIR/UIR
12,0.001488,-0.00015841,-0.10646143,Miami FIR/UIR
13,0.00219608,-0.00026255,-0.11955447,Miami FIR/UIR
14,0.00266898,-0.00024832,-0.0930401,Miami FIR/UIR
15,0.00314571,-0.00026396,-0.08391244,Miami FIR/UIR
16,0.00379896,-0.00039711,-0.10453109,Miami FIR/UIR
17,0.00421384,-0.00048472,-0.11503126,Miami FIR/UIR
18,0.00402781,-0.0004162,-0.1033318,Miami FIR/UIR
19,0.00378622,-0.00023349,-0.06166901,Miami FIR/UIR
20,0.00377164,-2.397e-05,-0.00635532,Miami FIR/UIR
21,0.00381388,0.00058552,0.15352277,Miami FIR/UIR
22,0.00370704,0.00126413,0.34100803,Miami FIR/UIR
23,0.00346507,0.00181097,0.52263652,Miami FIR/UIR
0,0.00298289,0.00166769,0.55908743,Miami FIR/UIR
1,0.00261569,0.00148838,0.56901834,Miami FIR/UIR
2,0.00226977,0.00127903,0.56350946,Miami FIR/UIR
3,0.00202119,0.00147157,0.7280703,Miami FIR/UIR
4,0.00151735,0.00115835,0.76340584,Miami FIR/UIR
5,0.00100667,0.00080899,0.80363271,Miami FIR/UIR
6,0.00078857,0.00078302,0.99296656,Memphis FIR
7,0.00035195,0.00037672,1.07040318,Memphis FIR
8,0.000362,0.00038107,1.05267428,Memphis FIR
9,0.00074275,0.00063301,0.85224413,Memphis FIR
10,0.00106502,0.00084395,0.79242881,Memphis FIR
11,0.00082415,0.00051648,0.62667558,Memphis FIR
