Region,Hour of year,Traffic,Cumulative contrail warming,Subset
Continental Europe,70.433,22.0028,63.9103,Winter (Oct–Mar)
Continental Europe,72.7252,20.5255,64.7056,Winter (Oct–Mar)
Continental Europe,74.9942,18.0059,65.5657,Winter (Oct–Mar)
Continental Europe,77.2633,14.9539,66.3459,Winter (Oct–Mar)
Continental Europe,79.5323,13.104,67.1526,Winter (Oct–Mar)
Continental Europe,81.8013,11.2952,67.896,Winter (Oct–Mar)
Continental Europe,84.0704,10.4709,68.6643,Winter (Oct–Mar)
Continental Europe,86.3626,9.2482,69.2951,Winter (Oct–Mar)
Continental Europe,88.6316,7.1425,69.9206,Winter (Oct–Mar)
Continental Europe,90.9007,5.8146,70.437,Winter (Oct–Mar)
Continental Europe,93.1697,5.165,70.8586,Winter (Oct–Mar)
Continental Europe,95.4388,4.5916,71.2624,Winter (Oct–Mar)
Continental Europe,97.7078,3.736,71.643,Winter (Oct–Mar)
Continental Europe,100.0,0.8846,71.8952,Winter (Oct–Mar)
Continental Europe,0.0,86.0505,0.0435,Night (20h–04h)
Continental Europe,3.1182,61.9275,3.0224,Night (20h–04h)
Continental Europe,6.2365,58.5301,5.6014,Night (20h–04h)
Continental Europe,9.3547,55.4459,8.4616,Night (20h–04h)
Continental Europe,12.473,51.4039,11.8013,Night (20h–04h)
Continental Europe,15.6221,47.8227,14.766,Night (20h–04h)
Continental Europe,18.7404,45.4205,17.5349,Night (20h–04h)
Continental Europe,21.8586,42.8067,19.8692,Night (20h–04h)
Continental Europe,24.9768,40.869,22.7112,Night (20h–04h)
Continental Europe,28.0951,37.6446,25.3048,Night (20h–04h)
Continental Europe,31.2442,33.5043,27.7735,Night (20h–04h)
Continental Europe,34.3625,28.6177,29.504,Night (20h–04h)
Continental Europe,37.4807,24.4758,31.1225,Night (20h–04h)
Continental Europe,40.599,21.4971,32.7787,Night (20h–04h)
Continental Europe,43.7481,19.3856,33.88,Night (20h–04h)
Continental Europe,46.8663,17.6578,34.6334,Night (20h–04h)
Continental Europe,49.9846,16.1527,35.3781,Night (20h–04h)
Continental Europe,53.1028,14.4008,36.0884,Night (20h–04h)
Continental Europe,56.2211,12.9506,36.6568,Night (20h–04h)
Continental Europe,59.3702,11.8843,37.2937,Night (20h–04h)
Continental Europe,62.4884,11.1468,37.888,Night (20h–04h)
Continental Europe,65.6067,10.5563,38.6076,Night (20h–04h)
Continental Europe,68.7249,9.9149,39.1961,Night (20h–04h)
Continental Europe,71.874,9.2699,39.7437,Night (20h–04h)
Continental Europe,74.9923,8.7558,40.2294,Night (20h–04h)
Continental Europe,78.1105,8.0993,40.6742,Night (20h–04h)
Continental Europe,81.2288,7.0551,41.0814,Night (20h–04h)
Continental Europe,84.347,6.0551,41.5533,Night (20h–04h)
Continental Europe,87.4961,5.5103,41.9299,Night (20h–04h)
Continental Europe,90.6144,5.0396,42.2946,Night (20h–04h)
Continental Europe,93.7326,4.5721,42.6764,Night (20h–04h)
Continental Europe,96.8509,3.7602,43.0617,Night (20h–04h)
Continental Europe,100.0,0.8846,43.3291,Night (20h–04h)
Continental Europe,0.0,67.6693,0.0331,Winter & Night
Continental Europe,6.609,50.3453,3.9278,Winter & Night
Continental Europe,13.2798,46.077,7.4744,Winter & Night
Continental Europe,19.9506,41.8949,10.4473,Winter & Night
Continental Europe,26.6214,37.6382,13.9184,Winter & Night
Continental Europe,33.2922,27.5535,16.5854,Winter & Night
Continental Europe,39.9629,21.1302,18.7144,Winter & Night
Continental Europe,46.6337,14.5515,20.0354,Winter & Night
Continental Europe,53.3045,11.1123,21.101,Winter & Night
Continental Europe,59.9753,9.971,21.9054,Winter & Night
Continental Europe,66.6461,8.5508,22.5981,Winter & Night
Continental Europe,73.3169,6.2624,23.2447,Winter & Night
Continental Europe,79.9876,5.3425,23.7239,Winter & Night
Continental Europe,86.6584,4.6699,24.1686,Winter & Night
Continental Europe,93.3292,3.7907,24.6081,Winter & Night
Continental Europe,100.0,0.8846,24.8864,Winter & Night
Global,0.0,100.0,0.0043,All hours
Global,1.1074,91.0905,0.8107,All hours
Global,2.2149,88.2362,1.5495,All hours
Global,3.3223,86.3826,2.3554,All hours
Global,4.4411,84.7397,3.2115,All hours
Global,5.5486,83.5316,4.0798,All hours
Global,6.656,82.4529,5.0194,All hours
Global,7.7749,81.5156,6.0036,All hours
Global,8.8823,80.6654,6.8619,All hours
Global,9.9897,79.8748,8.0266,All hours
Global,11.1086,79.1628,9.2125,All hours
Global,12.216,78.4847,10.3895,All hours
Global,13.3234,77.9609,11.5227,All hours
Global,14.4423,77.4136,12.8862,All hours
Global,15.5497,76.8913,14.1518,All hours
Global,16.6572,76.3643,15.6083,All hours
Global,17.776,75.9498,16.9584,All hours
Global,18.8834,75.4428,18.2156,All hours
Global,19.9909,75.056,19.552,All hours
Global,21.1097,74.646,21.1048,All hours
Global,22.2171,74.2443,22.6381,All hours
Global,23.3246,73.7721,24.036,All hours
Global,24.4434,73.3499,25.4495,All hours
Global,25.5509,72.9831,26.8966,All hours
Global,26.6583,72.6491,28.399,All hours
Global,27.7771,72.2954,29.8213,All hours
Global,28.8846,71.9343,31.2502,All hours
Global,29.992,71.554,32.5376,All hours
Global,31.1109,71.1815,34.0618,All hours
Global,32.2183,70.8436,35.457,All hours
Global,33.3257,70.5674,37.0356,All hours
Global,34.4332,70.2559,38.2887,All hours
Global,35.552,69.9233,39.598,All hours
Global,36.6594,69.5438,40.9221,All hours
Global,37.7669,69.2253,42.2228,All hours
Global,38.8857,68.9195,43.588,All hours
Global,39.9931,68.6285,44.8945,All hours
Global,41.1006,68.3411,46.2347,All hours
Global,42.2194,68.0546,47.4518,All hours
Global,43.3269,67.7563,48.7508,All hours
Global,44.4343,67.5073,50.0042,All hours
Global,45.5531,67.2269,51.2669,All hours
Global,46.6606,66.9386,52.3609,All hours
Global,47.768,66.6906,53.5023,All hours
Global,48.8869,66.3968,54.5319,All hours
Global,49.9943,66.1677,55.7882,All hours
Global,51.1017,65.9184,56.9101,All hours
Global,52.2206,65.6684,58.1149,All hours
Global,53.328,65.4365,59.2231,All hours
Global,54.4354,65.1695,60.3655,All hours
Global,55.5543,64.9247,61.6196,All hours
Global,56.6617,64.6534,62.7026,All hours
Global,57.7692,64.3964,63.8903,All hours
Global,58.888,64.1892,64.9611,All hours
Global,59.9954,63.9585,66.024,All hours
Global,61.1029,63.7663,67.0994,All hours
Global,62.2217,63.518,68.1495,All hours
Global,63.3291,63.2998,69.1214,All hours
Global,64.4366,63.0968,70.1609,All hours
Global,65.5554,62.8523,71.2829,All hours
Global,66.6629,62.6444,72.3591,All hours
Global,67.7703,62.4368,73.3034,All hours
Global,68.8777,62.2033,74.3859,All hours
Global,69.9966,61.9887,75.3352,All hours
Global,71.104,61.7722,76.4676,All hours
Global,72.2114,61.51,77.6217,All hours
Global,73.3303,61.2665,78.6953,All hours
Global,74.4377,61.0382,79.784,All hours
Global,75.5452,60.7796,80.7915,All hours
Global,76.664,60.5234,81.7527,All hours
Global,77.7714,60.205,82.7342,All hours
Global,78.8789,59.9445,83.6249,All hours
Global,79.9977,59.699,84.6302,All hours
Global,81.1051,59.4123,85.5515,All hours
Global,82.2126,59.1647,86.4949,All hours
Global,83.3314,58.9177,87.4307,All hours
Global,84.4389,58.7036,88.3699,All hours
Global,85.5463,58.4429,89.2956,All hours
Global,86.6651,58.2173,90.0842,All hours
Global,87.7726,58.0044,91.0023,All hours
Global,88.88,57.7564,91.8114,All hours
Global,89.9989,57.463,92.6755,All hours
Global,91.1063,57.1666,93.4934,All hours
Global,92.2137,56.8412,94.2117,All hours
Global,93.3326,56.5306,94.9106,All hours
Global,94.44,56.1422,95.7234,All hours
Global,95.5474,55.7068,96.525,All hours
Global,96.6663,55.149,97.3437,All hours
Global,97.7737,54.4297,98.33,All hours
Global,98.8812,53.0318,99.1292,All hours
Global,100.0,14.1054,100.0,All hours
Global,0.0,99.9056,0.0139,Winter (Oct–Mar)
Global,2.267,79.376,1.9415,Winter (Oct–Mar)
Global,4.534,77.5448,3.8851,Winter (Oct–Mar)
Global,6.801,76.3732,5.8069,Winter (Oct–Mar)
Global,9.0909,75.3736,7.6,Winter (Oct–Mar)
Global,11.3579,74.6255,9.6318,Winter (Oct–Mar)
Global,13.6249,73.8631,11.4976,Winter (Oct–Mar)
Global,15.8919,73.0783,13.4184,Winter (Oct–Mar)
Global,18.1818,72.5242,15.3796,Winter (Oct–Mar)
Global,20.4488,71.8893,17.1686,Winter (Oct–Mar)
Global,22.7158,71.1611,19.221,Winter (Oct–Mar)
Global,24.9828,70.6348,21.075,Winter (Oct–Mar)
Global,27.2727,70.0545,22.911,Winter (Oct–Mar)
Global,29.5397,69.408,24.7175,Winter (Oct–Mar)
Global,31.8067,68.8049,26.5989,Winter (Oct–Mar)
Global,34.0737,68.2512,28.4865,Winter (Oct–Mar)
Global,36.3636,67.699,30.2381,Winter (Oct–Mar)
Global,38.6306,67.0925,31.9198,Winter (Oct–Mar)
Global,40.8976,66.3917,33.5619,Winter (Oct–Mar)
Global,43.1646,65.8809,35.2392,Winter (Oct–Mar)
Global,45.4545,65.3765,36.887,Winter (Oct–Mar)
Global,47.7215,64.8704,38.3828,Winter (Oct–Mar)
Global,49.9886,64.3185,39.9223,Winter (Oct–Mar)
Global,52.2556,63.8177,41.3904,Winter (Oct–Mar)
Global,54.5455,63.2962,42.827,Winter (Oct–Mar)
Global,56.8125,62.833,44.2209,Winter (Oct–Mar)
Global,59.0795,62.3956,45.6381,Winter (Oct–Mar)
Global,61.3465,61.9574,46.9819,Winter (Oct–Mar)
Global,63.6364,61.5099,48.5261,Winter (Oct–Mar)
Global,65.9034,61.0248,49.8814,Winter (Oct–Mar)
Global,68.1704,60.5068,51.2718,Winter (Oct–Mar)
Global,70.4374,59.9957,52.3965,Winter (Oct–Mar)
Global,72.7273,59.5414,53.6939,Winter (Oct–Mar)
Global,74.9943,59.0734,54.9125,Winter (Oct–Mar)
Global,77.2613,58.6637,56.0502,Winter (Oct–Mar)
Global,79.5283,58.291,57.0872,Winter (Oct–Mar)
Global,81.8182,57.9134,58.1605,Winter (Oct–Mar)
Global,84.0852,57.4808,59.2214,Winter (Oct–Mar)
Global,86.3522,57.0568,60.1406,Winter (Oct–Mar)
Global,88.6192,56.6062,60.9496,Winter (Oct–Mar)
Global,90.9091,56.075,61.8363,Winter (Oct–Mar)
Global,93.1761,55.4737,62.7115,Winter (Oct–Mar)
Global,95.4431,54.6957,63.6992,Winter (Oct–Mar)
Global,97.7101,53.4973,64.6216,Winter (Oct–Mar)
Global,100.0,14.1054,65.5492,Winter (Oct–Mar)
Global,0.0,94.5087,0.0239,Night (20h–04h)
Global,3.0146,78.9497,1.4287,Night (20h–04h)
Global,6.0597,75.8126,2.8681,Night (20h–04h)
Global,9.0743,74.3021,4.156,Night (20h–04h)
Global,12.1194,73.0414,5.6397,Night (20h–04h)
Global,15.134,72.1432,7.2237,Night (20h–04h)
Global,18.179,71.3023,8.6847,Night (20h–04h)
Global,21.1937,70.6012,10.156,Night (20h–04h)
Global,24.2387,69.9876,11.5909,Night (20h–04h)
Global,27.2533,69.362,13.0668,Night (20h–04h)
Global,30.2984,68.8385,14.5128,Night (20h–04h)
Global,33.313,68.2994,16.086,Night (20h–04h)
Global,36.3581,67.8144,17.5045,Night (20h–04h)
Global,39.3727,67.3521,19.023,Night (20h–04h)
Global,42.4178,66.8881,20.4285,Night (20h–04h)
Global,45.4324,66.4069,21.6734,Night (20h–04h)
Global,48.4775,66.0553,23.0714,Night (20h–04h)
Global,51.4921,65.6554,24.4389,Night (20h–04h)
Global,54.5371,65.1962,25.8662,Night (20h–04h)
Global,57.5518,64.8057,27.2474,Night (20h–04h)
Global,60.5968,64.3926,28.6281,Night (20h–04h)
Global,63.6114,64.0235,30.0031,Night (20h–04h)
Global,66.6565,63.658,31.3524,Night (20h–04h)
Global,69.6711,63.2553,32.6389,Night (20h–04h)
Global,72.7162,62.8599,33.9335,Night (20h–04h)
Global,75.7308,62.4544,35.3036,Night (20h–04h)
Global,78.7759,62.0036,36.6417,Night (20h–04h)
Global,81.7905,61.5636,38.0033,Night (20h–04h)
Global,84.8356,61.1263,39.3539,Night (20h–04h)
Global,87.8502,60.4651,40.6916,Night (20h–04h)
Global,90.8952,59.6697,42.0436,Night (20h–04h)
Global,93.9099,58.6763,43.3852,Night (20h–04h)
Global,96.9549,57.4518,44.773,Night (20h–04h)
Global,100.0,14.1054,46.1171,Night (20h–04h)
Global,0.0,93.7464,0.0257,Winter & Night
Global,6.2309,73.0524,2.3077,Winter & Night
Global,12.4618,71.1358,4.3449,Winter & Night
Global,18.6927,69.7791,6.3164,Winter & Night
Global,24.9847,68.636,8.3732,Winter & Night
Global,31.2156,67.6593,10.3406,Winter & Night
Global,37.4465,66.5974,12.1704,Winter & Night
Global,43.7385,65.7622,13.9225,Winter & Night
Global,49.9695,64.9347,15.6727,Winter & Night
Global,56.2004,64.1705,17.3115,Winter & Night
Global,62.4924,63.4041,18.8517,Winter & Night
Global,68.7233,62.6683,20.3429,Winter & Night
Global,74.9542,62.0036,21.8597,Winter & Night
Global,81.2462,61.2088,23.5187,Winter & Night
Global,87.4771,60.0352,25.061,Winter & Night
Global,93.708,58.2528,26.6377,Winter & Night
Global,100.0,14.1054,28.3188,Winter & Night
USA,0.0,100.0,0.0052,All hours
USA,1.1228,87.1264,1.3382,All hours
USA,2.2456,84.8387,2.3342,All hours
USA,3.3684,83.3376,3.1079,All hours
USA,4.4913,82.4346,3.845,All hours
USA,5.6141,81.6481,4.4978,All hours
USA,6.7369,80.8979,5.2152,All hours
USA,7.8597,80.2701,6.1561,All hours
USA,8.9825,79.5557,6.803,All hours
USA,10.1053,79.0478,7.1946,All hours
USA,11.2282,78.4502,7.7161,All hours
USA,12.351,77.8757,8.3019,All hours
USA,13.4738,77.2394,9.002,All hours
USA,14.5966,76.7624,9.6406,All hours
USA,15.7194,76.1835,10.4664,All hours
USA,16.8538,75.587,11.0015,All hours
USA,17.9766,75.0869,11.8861,All hours
USA,19.0994,74.5605,12.7457,All hours
USA,20.2222,74.0336,13.2992,All hours
USA,21.3451,73.4005,13.6071,All hours
USA,22.4679,72.8459,14.149,All hours
USA,23.5907,72.307,14.9997,All hours
USA,24.7135,71.8044,15.5389,All hours
USA,25.8363,71.2664,16.2475,All hours
USA,26.9591,70.8264,17.3032,All hours
USA,28.082,70.2023,18.5952,All hours
USA,29.2048,69.6095,20.0599,All hours
USA,30.3276,69.1038,21.0516,All hours
USA,31.4504,68.5256,22.5577,All hours
USA,32.5732,67.8658,23.7109,All hours
USA,33.7076,67.2079,25.1116,All hours
USA,34.8304,66.5998,26.7748,All hours
USA,35.9532,66.0055,27.6714,All hours
USA,37.0761,65.4654,29.0638,All hours
USA,38.1989,64.7203,30.744,All hours
USA,39.3217,63.99,32.486,All hours
USA,40.4445,63.32,33.9923,All hours
USA,41.5673,62.687,35.4629,All hours
USA,42.6901,62.0116,37.1907,All hours
USA,43.8129,61.3752,38.6699,All hours
USA,44.9358,60.5119,40.342,All hours
USA,46.0586,59.7872,41.9897,All hours
USA,47.1814,58.9428,43.8407,All hours
USA,48.3042,57.9728,45.9383,All hours
USA,49.427,56.9458,48.3947,All hours
USA,50.5614,55.9172,50.6663,All hours
USA,51.6842,54.8242,52.7743,All hours
USA,52.807,53.6363,54.9133,All hours
USA,53.9299,52.7096,57.0289,All hours
USA,55.0527,51.6481,58.7958,All hours
USA,56.1755,50.6024,60.5987,All hours
USA,57.2983,49.6572,62.1432,All hours
USA,58.4211,48.4162,63.4182,All hours
USA,59.5439,47.1174,65.0887,All hours
USA,60.6667,45.5982,67.3902,All hours
USA,61.7896,44.0969,68.7448,All hours
USA,62.9124,42.0806,70.9632,All hours
USA,64.0352,40.3172,72.201,All hours
USA,65.158,38.1197,73.1742,All hours
USA,66.2808,36.1286,74.0298,All hours
USA,67.4152,34.5955,74.8591,All hours
USA,68.538,33.3033,75.6369,All hours
USA,69.6608,31.4524,76.8143,All hours
USA,70.7837,29.7966,78.194,All hours
USA,71.9065,28.0994,79.2407,All hours
USA,73.0293,26.414,80.2347,All hours
USA,74.1521,24.425,81.0644,All hours
USA,75.2749,22.5906,81.7396,All hours
USA,76.3977,21.5193,82.4114,All hours
USA,77.5205,20.4324,83.1014,All hours
USA,78.6434,19.4884,83.7833,All hours
USA,79.7662,18.4991,84.617,All hours
USA,80.889,17.8169,85.4021,All hours
USA,82.0118,17.2347,86.1388,All hours
USA,83.1346,16.715,87.0857,All hours
USA,84.269,16.2456,87.9234,All hours
USA,85.3918,15.7852,88.8976,All hours
USA,86.5146,15.3554,89.7888,All hours
USA,87.6375,14.9272,90.6731,All hours
USA,88.7603,14.5138,91.4219,All hours
USA,89.8831,14.0174,92.3257,All hours
USA,91.0059,13.619,93.1364,All hours
USA,92.1287,13.1923,94.0179,All hours
USA,93.2515,12.8074,94.9959,All hours
USA,94.3743,12.462,95.8437,All hours
USA,95.4972,12.0531,96.6513,All hours
USA,96.62,11.5556,97.6285,All hours
USA,97.7428,10.9886,98.5026,All hours
USA,98.8656,10.1819,99.2701,All hours
USA,100.0,7.2481,100.0,All hours
USA,0.0,98.5316,0.0128,Winter (Oct–Mar)
USA,2.269,83.7152,3.0624,Winter (Oct–Mar)
USA,4.5381,81.3794,5.0044,Winter (Oct–Mar)
USA,6.8071,79.8054,6.8191,Winter (Oct–Mar)
USA,9.0762,78.2208,7.8409,Winter (Oct–Mar)
USA,11.3452,76.8936,9.1598,Winter (Oct–Mar)
USA,13.6143,75.491,10.584,Winter (Oct–Mar)
USA,15.9065,74.1843,11.9242,Winter (Oct–Mar)
USA,18.1755,72.783,12.7871,Winter (Oct–Mar)
USA,20.4445,71.6775,13.9514,Winter (Oct–Mar)
USA,22.7136,70.7505,15.1165,Winter (Oct–Mar)
USA,24.9826,69.7088,16.9779,Winter (Oct–Mar)
USA,27.2517,68.644,18.5465,Winter (Oct–Mar)
USA,29.5439,67.3742,20.102,Winter (Oct–Mar)
USA,31.8129,66.1796,21.4778,Winter (Oct–Mar)
USA,34.082,64.8965,22.7726,Winter (Oct–Mar)
USA,36.351,63.7178,24.5139,Winter (Oct–Mar)
USA,38.6201,62.3939,26.3824,Winter (Oct–Mar)
USA,40.8891,61.2876,28.0431,Winter (Oct–Mar)
USA,43.1813,59.7929,29.8396,Winter (Oct–Mar)
USA,45.4503,57.9672,31.9841,Winter (Oct–Mar)
USA,47.7194,56.0821,33.9709,Winter (Oct–Mar)
USA,49.9884,53.9382,36.5094,Winter (Oct–Mar)
USA,52.2575,52.0717,38.3636,Winter (Oct–Mar)
USA,54.5265,49.9885,40.0503,Winter (Oct–Mar)
USA,56.7956,47.8109,41.9547,Winter (Oct–Mar)
USA,59.0878,45.2276,43.7776,Winter (Oct–Mar)
USA,61.3568,42.0424,45.7038,Winter (Oct–Mar)
USA,63.6258,38.5138,46.859,Winter (Oct–Mar)
USA,65.8949,34.7585,47.9251,Winter (Oct–Mar)
USA,68.1639,31.4524,49.073,Winter (Oct–Mar)
USA,70.433,28.2273,50.0981,Winter (Oct–Mar)
USA,72.7252,25.2933,51.1931,Winter (Oct–Mar)
USA,74.9942,21.7165,52.0926,Winter (Oct–Mar)
USA,77.2633,19.1234,52.9741,Winter (Oct–Mar)
USA,79.5323,17.3327,53.8996,Winter (Oct–Mar)
USA,81.8013,16.3341,54.8804,Winter (Oct–Mar)
USA,84.0704,15.4396,56.0002,Winter (Oct–Mar)
USA,86.3626,14.5037,56.903,Winter (Oct–Mar)
USA,88.6316,13.6337,57.825,Winter (Oct–Mar)
USA,90.9007,12.8561,58.714,Winter (Oct–Mar)
USA,93.1697,12.2319,59.5497,Winter (Oct–Mar)
USA,95.4388,11.3774,60.5452,Winter (Oct–Mar)
USA,97.7078,10.4039,61.3886,Winter (Oct–Mar)
USA,100.0,7.2481,62.1993,Winter (Oct–Mar)
USA,0.0,96.5314,0.0369,Night (20h–04h)
USA,3.1182,83.8894,3.1995,Night (20h–04h)
USA,6.2365,81.934,4.6359,Night (20h–04h)
USA,9.3547,80.6252,6.2864,Night (20h–04h)
USA,12.473,79.471,7.7153,Night (20h–04h)
USA,15.6221,78.3082,8.8863,Night (20h–04h)
USA,18.7404,77.1884,10.5101,Night (20h–04h)
USA,21.8586,76.1344,11.9829,Night (20h–04h)
USA,24.9768,75.0694,13.8602,Night (20h–04h)
USA,28.0951,74.0373,15.5091,Night (20h–04h)
USA,31.2442,72.8305,16.8693,Night (20h–04h)
USA,34.3625,71.7892,18.7052,Night (20h–04h)
USA,37.4807,70.8422,20.8807,Night (20h–04h)
USA,40.599,69.9455,23.2529,Night (20h–04h)
USA,43.7481,68.9752,25.3448,Night (20h–04h)
USA,46.8663,67.8468,28.095,Night (20h–04h)
USA,49.9846,66.7815,30.8822,Night (20h–04h)
USA,53.1028,65.7954,33.1071,Night (20h–04h)
USA,56.2211,64.7397,35.7204,Night (20h–04h)
USA,59.3702,63.621,38.6598,Night (20h–04h)
USA,62.4884,62.593,41.4646,Night (20h–04h)
USA,65.6067,61.4074,44.3876,Night (20h–04h)
USA,68.7249,60.0434,47.5021,Night (20h–04h)
USA,71.874,58.6072,50.7057,Night (20h–04h)
