Month,Flight distance,Contrail warming,Warming per flight distance ,Region
Nov,2.7,0.15,57.17,Ljubljana FIR
Nov,14.52,0.75,51.6,Praha FIR
Nov,1.79,0.0,0.32,Tel-Aviv FIR
Nov,4.08,0.08,19.73,Malta FIR
Nov,18.34,0.71,38.93,Wien FIR
Nov,25.51,0.51,19.88,Lisboa FIR
Nov,21.01,0.82,39.06,Santa Maria FIR
Nov,5.25,0.35,65.72,Sarajevo FIR
Nov,21.92,2.09,95.27,Bucarest FIR
Nov,9.94,0.2,19.96,Switzerland FIR
Nov,52.55,1.61,30.55,Ankara FIR
Nov,25.62,0.56,22.03,Istanbul FIR
Nov,0.62,0.09,149.15,Chisinau FIR
Nov,1.6,0.16,102.85,Skopje FIR
Nov,12.09,0.86,71.46,Beograd FIR
Nov,5.45,0.3,54.75,Bratislava  FIR
Nov,2.86,0.0,0.54,Santo Domingo FIR
Nov,14.29,0.09,6.33,Central America FIR
Nov,5.38,0.02,4.36,Kingston FIR
Nov,0.18,-0.0,-8.83,Oceanica Mazatlan FIR
Nov,75.62,0.58,7.69,Mexico FIR
Nov,9.3,0.1,10.81,Panama FIR
Nov,0.59,0.0,1.07,Port-Au-Prince FIR
Nov,10.04,0.04,3.86,Habana FIR/UIR
Nov,6.0,0.04,7.07,Nadi FIR
Nov,1.2,0.0,2.97,Tahiti Oceanic FIR
Nov,10.02,0.01,1.13,New Zealand FIR
Nov,8.36,0.11,12.81,Auckland Oceanic FIR
Nov,6.59,0.07,10.8,Kabul FIR
Nov,16.56,0.0,0.12,Bahrain FIR
Nov,43.7,0.04,0.89,Jeddah FIR
Nov,34.78,0.08,2.31,Tehran FIR
Nov,1.44,0.0,0.73,Amman FIR
Nov,4.9,0.0,0.26,Kuwait FIR
Nov,0.57,0.0,0.14,Beirut FIR
Nov,14.54,0.0,0.18,Emirates FIR
Nov,27.81,0.06,2.3,Muscat FIR
Nov,18.81,0.08,4.47,Karachi FIR
Nov,6.68,0.05,8.23,Lahore FIR
Nov,17.93,0.06,3.27,Baghdad FIR
Nov,2.23,0.02,7.44,Damascus FIR
Nov,3.44,0.05,14.18,Sanaa FIR
Nov,31.09,1.0,32.26,Alaska FIR
Nov,34.91,0.15,4.36,Taipei FIR
Nov,144.58,1.09,7.51,Fukuoka FIR
Nov,34.62,0.1,2.82,Incheon FIR
Nov,42.53,0.51,11.92,Manila FIR
Nov,3.97,0.01,3.33,Cordoba FIR
Nov,5.92,0.01,1.76,Ezeiza FIR
Nov,1.54,0.0,0.81,Mendoza FIR
Nov,1.55,0.01,5.17,Resistencia FIR
Nov,1.57,0.0,0.45,Comodoro Rivadavia FIR
Nov,6.36,0.19,29.3,Atlantico FIR
Nov,14.81,0.39,26.04,Amazonica FIR
Nov,24.34,0.2,8.35,Brasilia FIR
Nov,23.25,0.14,5.92,Curitiba FIR
Nov,22.25,0.27,12.22,Recife FIR
Nov,0.42,0.0,5.8,Punta Arenas FIR
Nov,6.8,0.0,0.16,Santiago FIR
Nov,7.32,0.01,0.78,Antofagasta FIR
Nov,0.61,0.03,50.7,Isla De Pascua FIR
Nov,1.42,0.02,11.37,Puerto Montt FIR
Nov,4.62,0.03,6.1,Guayaquil FIR/UIR
Nov,1.0,0.01,9.0,Asuncion FIR/UIR
Nov,6.19,0.12,19.83,Barranquilla FIR
Nov,13.07,0.14,10.64,Bogota FIR
Nov,3.27,0.04,13.29,La Paz FIR
Nov,0.73,0.02,27.09,Paramaribo FIR
Nov,0.57,0.02,42.26,Cayenne FIR
Nov,17.72,0.16,9.27,Lima FIR
Nov,1.52,0.0,0.63,Montevideo FIR
Nov,2.24,0.06,25.69,Maiquetia FIR
Nov,1.16,0.02,20.85,Georgetown FIR
Nov,7.75,0.0,0.37,San Juan Oceanic FIR/UIR
Nov,1.99,0.03,13.81,Curacao FIR
Nov,5.96,0.07,11.35,Piarco FIR
Nov,4.43,0.17,37.26,Almaty FIR
Nov,5.83,0.31,53.61,Nur-Sultan FIR
Nov,5.34,0.12,22.11,Shymkent FIR
Nov,9.14,0.54,58.87,Aktobe FIR
Nov,4.82,0.11,22.93,Baku FIR
Nov,0.49,0.01,27.69,Bishkek FIR
Nov,0.46,0.01,24.43,Osh FIR
Nov,0.92,0.03,28.86,Yerevan FIR
Nov,6.55,0.32,48.59,Yakutsk FIR
Nov,2.45,0.1,40.47,Tibilisi FIR
Nov,11.9,0.08,6.99,Khabarovsk FIR
Nov,7.07,0.23,31.83,Magadan FIR
Nov,5.41,0.08,14.14,Petropavlovsk-Kamchatsky FIR
Nov,7.24,0.08,11.26,Irkutsk FIR
Nov,3.48,0.37,105.04,Kiev FIR
Nov,0.58,0.04,73.13,Dnipro FIR
Nov,1.13,0.07,58.31,Simferopol FIR
Nov,3.47,0.48,137.88,Lvov FIR
Nov,1.62,0.26,162.0,Odessa FIR
Nov,2.27,0.37,164.31,Arkhangelsk FIR
Nov,1.24,0.35,280.06,Kotlas FIR
Nov,8.38,1.62,193.61,Sankt-Peterburg FIR
Nov,1.69,0.13,78.38,Murmansk FIR
Nov,4.61,1.46,317.09,Vologda FIR
Nov,1.13,0.16,137.7,Kaliningrad FIR
Nov,10.6,2.11,199.52,Minsk FIR
Nov,12.71,0.48,37.6,Krasnoyarsk FIR
Nov,14.24,0.78,55.1,Novosibirsk FIR
Nov,19.0,1.37,72.23,Rostov-Na-Donu FIR
Nov,14.76,2.05,138.97,Yekaterinburg FIR
Nov,11.49,1.15,100.48,Tyumen FIR
Nov,2.33,0.01,4.06,Ashgabat FIR
Nov,2.27,0.03,15.09,Turkmenbashi FIR
Nov,0.45,0.01,13.26,Dashoguz FIR
Nov,1.32,0.01,7.8,Turkmenabat FIR
Nov,0.31,0.01,16.41,Dushanbe FIR
Nov,1.98,0.05,25.42,Samarkand FIR
Nov,2.93,0.06,18.93,Tashkent FIR
Nov,44.12,5.71,129.44,Moscow FIR
Nov,5.06,0.91,180.13,Syktyvkar FIR
Nov,14.47,1.75,121.14,Samara FIR
Nov,72.76,0.32,4.45,Mumbai FIR
Nov,7.44,0.17,23.11,Colombo FIR
Nov,5.25,0.04,7.91,Phnom Penh FIR
Nov,41.48,0.1,2.45,Kolkata FIR
Nov,5.26,0.01,1.63,Dhaka FIR
Nov,27.95,0.01,0.54,Hong Kong FIR
Nov,29.34,0.08,2.71,Delhi FIR
Nov,8.79,0.04,4.82,Vientiane FIR
Nov,1.05,0.0,0.99,Kathmandu FIR
Nov,54.65,0.35,6.41,Chennai FIR
Nov,1.28,0.01,4.73,Male FIR
Nov,44.19,0.34,7.65,Bangkok FIR
Nov,33.8,0.53,15.6,Ho Chi Minh FIR
Nov,11.49,0.0,0.42,Hanoi FIR
Nov,18.9,0.04,2.26,Yangon FIR
Nov,36.62,0.53,14.53,U-Jung Pandang FIR
Nov,7.72,0.1,13.09,Kota Kinabalu FIR
Nov,42.69,0.63,14.72,Jakarta FIR
Nov,27.02,0.31,11.33,Kuala Lumpur FIR
Nov,24.85,0.44,17.61,Singapore FIR
Nov,52.94,0.09,1.69,Brisbane FIR
Nov,65.11,0.24,3.63,Melbourne FIR
Nov,51.59,0.36,7.06,Beijing FIR
Nov,102.59,0.06,0.58,Guangzhou FIR
Nov,53.33,0.28,5.25,Wuhan FIR
Nov,16.87,0.07,3.93,Sanya FIR
Nov,1.33,0.01,6.3,Pyongyang FIR
Nov,38.06,0.3,7.93,Lanzhou FIR
Nov,13.88,0.27,19.12,Ulaanbaatar FIR
Nov,64.17,0.05,0.8,Kunming FIR
Nov,142.76,0.42,2.91,Shanghai FIR
Nov,13.84,0.31,22.58,Urumqi FIR
Nov,29.84,0.43,14.26,Shenyang FIR
Dec,929.51,30.51,32.82,European Airspace
Dec,201.67,10.2,50.59,North Atlantic
Dec,621.22,18.18,29.26,Continental Europe
Dec,5129.83,109.77,21.4,Global
Dec,1463.56,26.3,17.97,USA
Dec,779.4,2.26,2.9,East Asia
Dec,336.77,3.21,9.54,Southeast Asia
Dec,200.63,2.02,10.07,Latin America
Dec,361.08,4.05,11.22,Africa & Middle East
Dec,851.97,4.0,4.7,China
Dec,222.95,0.86,3.87,India
Dec,2315.97,83.15,35.9,North Pacific
Dec,26.75,2.03,76.04,Arctic
Dec,0.5,0.0,4.81,Honiara FIR
Dec,0.1,0.0,6.59,Nauru FIR
Dec,2.2,0.03,11.96,Port Moresby FIR
Dec,9.81,0.36,36.3,Nuuk FIR
Dec,11.71,0.71,60.48,Reykjavik FIR
Dec,29.87,0.64,21.41,Edmonton FIR
Dec,12.78,0.62,48.5,Moncton FIR
Dec,64.29,2.29,35.64,Gander FIR
Dec,24.91,0.51,20.43,Montreal FIR
Dec,13.0,0.28,21.55,Vancouver FIR
Dec,23.8,0.6,25.26,Winnipeg FIR
Dec,24.19,0.31,12.63,Toronto FIR
Dec,12.95,0.3,23.5,Alger FIR
Dec,3.01,0.03,8.51,Accra FIR
Dec,4.2,0.05,11.78,Kano FIR
Dec,4.3,0.17,39.25,Niamey FIR
Dec,2.64,0.02,7.19,Tunis FIR
Dec,14.31,0.38,26.55,Brussels FIR
Dec,40.48,1.01,24.97,Langen FIR
Dec,25.83,1.14,44.01,Munchen FIR
Dec,23.53,1.25,53.17,Bremen FIR
Dec,4.0,0.41,102.34,Tallinn FIR
Dec,6.55,0.35,53.27,Helsinki FIR
Dec,44.72,3.67,81.99,Shanwick FIR
Dec,10.86,0.44,40.97,Scottish FIR
Dec,58.93,1.15,19.52,London FIR
Dec,18.7,0.68,36.36,Amsterdam FIR
Dec,11.54,0.55,47.64,Shannon FIR
Dec,10.17,0.45,44.5,Copenhagen FIR
Dec,1.02,0.07,73.13,Bodo Oceanic FIR
Dec,12.94,0.38,29.5,Polaris FIR
Dec,27.2,1.7,62.61,Warszawa FIR
Dec,22.47,1.3,57.89,Sweden FIR
Dec,4.74,0.51,107.02,Riga FIR
Dec,3.51,0.33,92.8,Vilnius FIR
Dec,3.59,0.0,1.16,Cape Town FIR
Dec,7.68,0.02,2.54,Johannesburg FIR
Dec,0.83,0.01,9.49,Johannesburg Oceanic FIR
Dec,1.62,0.02,12.38,Gaborone FIR
Dec,3.58,0.1,28.59,Brazzaville FIR
Dec,1.47,0.03,23.59,Mauritius FIR
Dec,0.95,0.02,22.02,Lusaka FIR
Dec,2.12,0.01,3.85,Antananarivo FIR
Dec,2.94,0.09,31.74,Luanda FIR
Dec,1.78,0.01,5.99,Beira FIR
Dec,2.05,0.02,10.85,Seychelles FIR
Dec,2.89,0.06,21.81,N'Djamena FIR
Dec,1.32,0.01,4.17,Harare FIR
Dec,0.53,0.01,10.34,Lilongwe FIR
Dec,1.24,0.01,11.64,Windhoek FIR
Dec,2.04,0.07,31.92,Kinshasa FIR
Dec,13.9,0.06,4.43,Canarias FIR
Dec,0.59,0.01,16.88,Roberts FIR
Dec,23.0,0.35,15.11,Casablanca FIR
Dec,13.57,0.41,30.17,Dakar FIR
Dec,4.13,0.13,31.53,Sal Oceanic FIR
Dec,5.95,0.01,1.83,Addis Abeba FIR
Dec,0.04,0.0,43.2,Bujumbura FIR
Dec,5.48,0.06,10.55,Mogadishu FIR/UIR
Dec,22.34,0.06,2.74,Cairo FIR
Dec,0.73,0.01,7.88,Asmara FIR
Dec,4.3,0.02,3.9,Nairobi FIR
Dec,1.79,0.03,15.15,Tripoli FIR
Dec,0.06,0.0,11.59,Kigali FIR
Dec,7.96,0.11,13.83,Khartoum FIR
Dec,3.1,0.05,15.21,Dar-Es-Salaam FIR
Dec,0.46,0.0,10.55,Entebbe FIR
Dec,79.04,0.59,7.49,Albuquerque FIR
Dec,104.25,1.73,16.62,Oakland Oceanic FIR
Dec,65.43,0.96,14.66,Chicago FIR
Dec,40.96,0.98,23.82,Boston FIR
Dec,94.69,2.2,23.21,Washington FIR
Dec,92.94,1.88,20.26,Denver FIR
Dec,66.11,0.73,11.1,Fort Worth FIR
Dec,69.56,1.11,15.95,Houston FIR
Dec,65.93,1.33,20.11,Indianapolis FIR
Dec,93.54,2.07,22.17,Jacksonville FIR
Dec,71.44,1.7,23.8,Kansas City FIR
Dec,75.25,0.43,5.75,Los Angeles FIR
Dec,65.63,2.04,31.1,Salt Lake City FIR
Dec,75.03,0.48,6.46,Miami FIR/UIR
Dec,67.54,1.08,16.01,Memphis FIR
Dec,66.25,2.15,32.44,Minneapolis FIR
Dec,45.73,0.69,15.0,New York FIR
Dec,49.59,0.48,9.6,Oakland FIR
Dec,53.88,1.24,22.97,Cleveland FIR
Dec,41.92,1.02,24.32,Seattle FIR
Dec,77.3,1.4,18.1,Atlanta FIR
Dec,48.35,1.95,40.35,New York Oceanic FIR
Dec,2.01,0.04,19.45,Tirana FIR
Dec,16.33,0.79,48.42,Sofia FIR
Dec,11.16,0.03,3.12,Nicosia FIR
Dec,9.79,0.27,27.09,Zagreb FIR
Dec,22.06,0.08,3.55,Barcelona FIR
Dec,48.98,0.99,20.25,Madrid FIR
Dec,22.88,0.61,26.73,Bordeaux FIR
Dec,7.94,0.19,23.67,Reims FIR
Dec,39.42,0.97,24.63,Paris FIR
Dec,29.89,0.46,15.53,Marseille FIR
Dec,21.27,0.86,40.36,Brest FIR
Dec,25.78,0.48,18.65,Athinai FIR
Dec,15.03,0.42,27.62,Budapest FIR
Dec,6.22,0.11,18.16,Brindisi FIR
Dec,25.61,0.43,16.97,Milano FIR
Dec,23.78,0.42,17.55,Roma FIR
Dec,2.64,0.06,22.29,Ljubljana FIR
Dec,14.25,0.72,50.84,Praha FIR
Dec,1.83,0.0,0.14,Tel-Aviv FIR
Dec,4.27,0.05,11.65,Malta FIR
Dec,18.4,0.42,22.6,Wien FIR
Dec,26.13,0.74,28.4,Lisboa FIR
Dec,23.08,1.28,55.3,Santa Maria FIR
Dec,5.23,0.14,26.3,Sarajevo FIR
Dec,21.68,0.66,30.38,Bucarest FIR
Dec,9.95,0.2,20.06,Switzerland FIR
Dec,51.76,1.0,19.37,Ankara FIR
Dec,24.4,0.4,16.52,Istanbul FIR
Dec,0.59,0.02,28.59,Chisinau FIR
Dec,1.59,0.05,29.88,Skopje FIR
Dec,11.74,0.34,28.99,Beograd FIR
Dec,5.24,0.21,39.98,Bratislava  FIR
Dec,3.52,0.01,3.56,Santo Domingo FIR
Dec,16.12,0.12,7.54,Central America FIR
Dec,6.51,0.06,9.84,Kingston FIR
Dec,0.25,0.0,18.17,Oceanica Mazatlan FIR
Dec,86.82,0.66,7.65,Mexico FIR
Dec,10.5,0.16,15.19,Panama FIR
Dec,0.75,0.01,7.09,Port-Au-Prince FIR
Dec,12.21,0.1,7.93,Habana FIR/UIR
Dec,6.65,0.05,7.96,Nadi FIR
Dec,1.5,0.01,6.73,Tahiti Oceanic FIR
Dec,10.47,0.01,0.91,New Zealand FIR
Dec,9.94,0.17,16.67,Auckland Oceanic FIR
Dec,6.65,0.05,7.16,Kabul FIR
Dec,17.11,0.05,2.66,Bahrain FIR
Dec,47.68,0.19,3.94,Jeddah FIR
Dec,38.3,0.18,4.63,Tehran FIR
Dec,1.56,0.0,1.71,Amman FIR
Dec,5.01,0.03,5.25,Kuwait FIR
Dec,0.62,0.0,2.08,Beirut FIR
Dec,15.16,0.02,1.22,Emirates FIR
Dec,29.22,0.08,2.73,Muscat FIR
Dec,19.14,0.06,3.1,Karachi FIR
Dec,7.04,0.05,7.43,Lahore FIR
Dec,18.19,0.04,2.43,Baghdad FIR
Dec,2.75,0.01,2.16,Damascus FIR
Dec,3.76,0.07,18.61,Sanaa FIR
Dec,30.97,0.49,15.91,Alaska FIR
Dec,36.0,0.04,1.19,Taipei FIR
Dec,149.89,0.55,3.66,Fukuoka FIR
Dec,36.54,0.08,2.06,Incheon FIR
Dec,44.72,0.42,9.43,Manila FIR
Dec,4.29,0.01,2.0,Cordoba FIR
Dec,6.22,0.0,0.05,Ezeiza FIR
Dec,1.64,0.0,0.11,Mendoza FIR
Dec,1.74,0.01,3.13,Resistencia FIR
Dec,1.75,-0.01,-4.34,Comodoro Rivadavia FIR
Dec,6.87,0.18,25.76,Atlantico FIR
Dec,16.0,0.33,20.66,Amazonica FIR
Dec,26.03,0.24,9.28,Brasilia FIR
Dec,25.52,0.12,4.78,Curitiba FIR
Dec,25.15,0.26,10.14,Recife FIR
Dec,0.51,0.0,6.85,Punta Arenas FIR
Dec,6.92,0.0,0.18,Santiago FIR
Dec,7.34,0.02,2.28,Antofagasta FIR
Dec,0.67,0.01,11.52,Isla De Pascua FIR
Dec,1.63,0.01,7.44,Puerto Montt FIR
Dec,4.95,0.03,5.99,Guayaquil FIR/UIR
Dec,1.1,0.01,5.5,Asuncion FIR/UIR
Dec,6.98,0.21,30.11,Barranquilla FIR
Dec,14.13,0.13,9.31,Bogota FIR
Dec,3.77,0.06,16.3,La Paz FIR
Dec,0.82,0.02,21.84,Paramaribo FIR
Dec,0.63,0.02,33.65,Cayenne FIR
Dec,18.09,0.18,9.9,Lima FIR
Dec,1.77,0.0,1.55,Montevideo FIR
Dec,2.43,0.06,23.23,Maiquetia FIR
Dec,1.39,0.03,21.0,Georgetown FIR
Dec,10.11,0.09,8.97,San Juan Oceanic FIR/UIR
Dec,2.35,0.04,18.55,Curacao FIR
Dec,6.94,0.05,7.82,Piarco FIR
Dec,4.62,0.44,95.06,Almaty FIR
Dec,6.1,0.79,128.87,Nur-Sultan FIR
Dec,5.44,0.37,68.21,Shymkent FIR
Dec,9.43,0.88,93.06,Aktobe FIR
Dec,4.8,0.15,31.49,Baku FIR
Dec,0.52,0.02,39.24,Bishkek FIR
Dec,0.55,0.01,26.56,Osh FIR
Dec,0.93,0.02,19.06,Yerevan FIR
Dec,7.68,0.51,66.86,Yakutsk FIR
Dec,2.51,0.06,25.1,Tibilisi FIR
Dec,12.33,0.11,9.19,Khabarovsk FIR
Dec,8.46,0.47,55.92,Magadan FIR
Dec,5.97,0.09,15.61,Petropavlovsk-Kamchatsky FIR
Dec,7.18,0.33,45.45,Irkutsk FIR
Dec,3.33,0.16,46.98,Kiev FIR
Dec,0.53,0.04,68.1,Dnipro FIR
Dec,1.15,0.04,32.73,Simferopol FIR
Dec,3.35,0.14,41.98,Lvov FIR
Dec,1.53,0.08,49.95,Odessa FIR
Dec,2.44,0.36,147.87,Arkhangelsk FIR
Dec,1.21,0.33,268.2,Kotlas FIR
Dec,8.53,1.41,164.74,Sankt-Peterburg FIR
Dec,1.58,0.19,123.37,Murmansk FIR
Dec,4.63,1.2,259.8,Vologda FIR
Dec,1.17,0.11,90.14,Kaliningrad FIR
Dec,10.87,1.3,119.64,Minsk FIR
Dec,12.09,1.29,107.03,Krasnoyarsk FIR
Dec,14.3,2.69,188.2,Novosibirsk FIR
Dec,18.55,1.29,69.77,Rostov-Na-Donu FIR
Dec,15.06,3.15,209.45,Yekaterinburg FIR
Dec,11.69,2.85,243.79,Tyumen FIR
Dec,2.44,0.07,28.12,Ashgabat FIR
Dec,2.24,0.08,37.0,Turkmenbashi FIR
Dec,0.44,0.03,65.83,Dashoguz FIR
Dec,1.4,0.03,21.88,Turkmenabat FIR
Dec,0.31,0.01,19.95,Dushanbe FIR
Dec,2.07,0.06,29.96,Samarkand FIR
Dec,3.05,0.13,42.76,Tashkent FIR
Dec,44.95,6.31,140.46,Moscow FIR
Dec,5.08,1.21,238.98,Syktyvkar FIR
Dec,14.45,2.22,153.74,Samara FIR
Dec,76.71,0.29,3.72,Mumbai FIR
Dec,8.35,0.18,21.69,Colombo FIR
Dec,5.11,0.02,3.66,Phnom Penh FIR
Dec,42.63,0.12,2.84,Kolkata FIR
Dec,5.21,0.0,0.29,Dhaka FIR
Dec,28.99,0.06,2.22,Hong Kong FIR
Dec,29.23,0.05,1.84,Delhi FIR
Dec,8.96,0.01,1.64,Vientiane FIR
Dec,0.92,0.0,0.89,Kathmandu FIR
Dec,58.38,0.41,7.1,Chennai FIR
Dec,1.53,0.02,12.92,Male FIR
Dec,45.67,0.09,1.93,Bangkok FIR
Dec,37.62,0.56,14.78,Ho Chi Minh FIR
Dec,13.64,0.0,0.24,Hanoi FIR
Dec,19.11,0.03,1.57,Yangon FIR
Dec,36.6,0.58,15.71,U-Jung Pandang FIR
Dec,8.04,0.08,10.35,Kota Kinabalu FIR
Dec,44.84,0.62,13.72,Jakarta FIR
Dec,28.04,0.15,5.44,Kuala Lumpur FIR
Dec,26.11,0.44,16.79,Singapore FIR
Dec,56.37,0.17,2.99,Brisbane FIR
Dec,69.06,0.36,5.27,Melbourne FIR
Dec,49.45,0.25,5.11,Beijing FIR
Dec,106.67,0.0,0.05,Guangzhou FIR
Dec,53.21,0.21,4.03,Wuhan FIR
Dec,17.47,0.12,6.96,Sanya FIR
Dec,1.5,0.01,6.89,Pyongyang FIR
Dec,38.57,0.33,8.53,Lanzhou FIR
Dec,13.6,0.38,28.18,Ulaanbaatar FIR
Dec,67.78,0.04,0.52,Kunming FIR
Dec,146.38,0.24,1.67,Shanghai FIR
Dec,13.07,0.46,35.16,Urumqi FIR
Dec,30.06,0.38,12.56,Shenyang FIR
