Month,Flight distance,Contrail warming,Warming per flight distance ,Region
May,20.88,0.25,12.16,Amsterdam FIR
May,15.72,0.09,5.91,Shannon FIR
May,10.45,0.07,7.04,Copenhagen FIR
May,0.87,0.0,0.69,Bodo Oceanic FIR
May,12.41,0.0,0.38,Polaris FIR
May,30.65,0.43,14.14,Warszawa FIR
May,23.71,0.1,4.39,Sweden FIR
May,5.5,0.09,17.23,Riga FIR
May,4.15,0.07,16.69,Vilnius FIR
May,2.04,0.04,18.53,Cape Town FIR
May,6.13,0.02,3.63,Johannesburg FIR
May,0.71,0.02,29.84,Johannesburg Oceanic FIR
May,1.68,0.0,0.3,Gaborone FIR
May,3.19,0.13,39.42,Brazzaville FIR
May,1.17,0.01,11.39,Mauritius FIR
May,0.97,0.0,3.25,Lusaka FIR
May,1.65,0.0,1.63,Antananarivo FIR
May,2.74,0.04,16.02,Luanda FIR
May,1.38,0.0,1.68,Beira FIR
May,1.54,0.02,14.16,Seychelles FIR
May,2.69,0.08,31.11,N'Djamena FIR
May,1.2,0.0,0.07,Harare FIR
May,0.46,0.0,3.93,Lilongwe FIR
May,0.86,0.0,1.67,Windhoek FIR
May,2.25,0.17,73.67,Kinshasa FIR
May,11.99,0.04,3.48,Canarias FIR
May,0.58,0.02,27.9,Roberts FIR
May,19.61,0.06,2.94,Casablanca FIR
May,11.85,0.14,11.77,Dakar FIR
May,3.97,0.03,8.02,Sal Oceanic FIR
May,4.0,0.03,7.58,Addis Abeba FIR
May,0.03,0.0,14.36,Bujumbura FIR
May,4.03,0.05,12.11,Mogadishu FIR/UIR
May,20.56,0.09,4.43,Cairo FIR
May,0.57,0.0,0.24,Asmara FIR
May,3.13,0.02,5.28,Nairobi FIR
May,2.54,0.01,5.31,Tripoli FIR
May,0.04,0.0,21.89,Kigali FIR
May,4.85,0.02,4.77,Khartoum FIR
May,2.15,0.02,7.0,Dar-Es-Salaam FIR
May,0.38,0.01,16.38,Entebbe FIR
May,72.1,0.28,3.93,Albuquerque FIR
May,89.08,1.36,15.25,Oakland Oceanic FIR
May,60.47,0.77,12.77,Chicago FIR
May,44.4,0.63,14.28,Boston FIR
May,82.4,0.81,9.88,Washington FIR
May,87.4,1.01,11.57,Denver FIR
May,60.68,0.36,5.88,Fort Worth FIR
May,61.29,0.23,3.82,Houston FIR
May,56.53,0.97,17.12,Indianapolis FIR
May,74.58,0.36,4.78,Jacksonville FIR
May,65.11,0.82,12.65,Kansas City FIR
May,69.2,0.1,1.46,Los Angeles FIR
May,62.0,1.39,22.41,Salt Lake City FIR
May,58.61,0.12,2.05,Miami FIR/UIR
May,62.37,0.58,9.26,Memphis FIR
May,67.78,0.98,14.45,Minneapolis FIR
May,42.41,0.34,8.04,New York FIR
May,48.54,0.16,3.31,Oakland FIR
May,49.65,0.9,18.18,Cleveland FIR
May,40.65,0.47,11.6,Seattle FIR
May,69.85,0.43,6.14,Atlanta FIR
May,40.26,1.19,29.63,New York Oceanic FIR
May,3.5,0.03,8.83,Tirana FIR
May,18.88,0.21,11.15,Sofia FIR
May,12.08,0.11,9.22,Nicosia FIR
May,16.55,0.17,10.57,Zagreb FIR
May,32.04,0.1,3.09,Barcelona FIR
May,53.94,0.7,12.99,Madrid FIR
May,31.42,0.33,10.57,Bordeaux FIR
May,10.61,0.07,6.99,Reims FIR
May,47.2,0.35,7.5,Paris FIR
May,41.76,0.16,3.92,Marseille FIR
May,29.13,0.44,14.98,Brest FIR
May,39.52,0.57,14.3,Athinai FIR
May,17.1,0.22,12.94,Budapest FIR
May,8.71,0.1,11.27,Brindisi FIR
May,34.48,0.24,6.97,Milano FIR
May,30.17,0.21,7.07,Roma FIR
May,4.46,0.06,12.39,Ljubljana FIR
May,16.49,0.21,12.43,Praha FIR
May,1.9,0.0,0.43,Tel-Aviv FIR
May,4.59,0.02,3.73,Malta FIR
May,22.71,0.24,10.7,Wien FIR
May,26.34,0.46,17.38,Lisboa FIR
May,20.1,0.63,31.38,Santa Maria FIR
May,8.22,0.07,8.01,Sarajevo FIR
May,23.7,0.46,19.26,Bucarest FIR
May,13.06,0.12,8.95,Switzerland FIR
May,59.24,0.52,8.76,Ankara FIR
May,30.86,0.27,8.66,Istanbul FIR
May,0.81,0.02,23.9,Chisinau FIR
May,3.24,0.02,7.64,Skopje FIR
May,18.12,0.21,11.37,Beograd FIR
May,6.43,0.09,13.74,Bratislava  FIR
May,3.11,0.01,3.37,Santo Domingo FIR
May,12.77,0.07,5.3,Central America FIR
May,5.75,0.06,11.02,Kingston FIR
May,0.16,0.0,2.85,Oceanica Mazatlan FIR
May,76.14,0.16,2.11,Mexico FIR
May,8.79,0.06,7.09,Panama FIR
May,0.61,0.01,8.23,Port-Au-Prince FIR
May,10.7,0.05,4.38,Habana FIR/UIR
May,5.42,0.09,16.1,Nadi FIR
May,1.22,0.01,4.75,Tahiti Oceanic FIR
May,8.98,0.03,3.87,New Zealand FIR
May,7.27,0.14,18.75,Auckland Oceanic FIR
May,2.38,0.01,5.23,Kabul FIR
May,14.35,0.01,0.47,Bahrain FIR
May,46.37,0.03,0.59,Jeddah FIR
May,42.9,0.17,3.85,Tehran FIR
May,1.56,0.0,1.0,Amman FIR
May,4.07,0.0,0.98,Kuwait FIR
May,0.7,0.0,2.78,Beirut FIR
May,13.61,0.0,0.25,Emirates FIR
May,29.41,0.0,0.16,Muscat FIR
May,9.89,0.0,0.37,Karachi FIR
May,4.22,0.01,1.6,Lahore FIR
May,17.21,0.08,4.46,Baghdad FIR
May,2.45,0.02,8.16,Damascus FIR
May,2.77,0.0,1.72,Sanaa FIR
May,33.92,0.44,13.04,Alaska FIR
May,34.77,0.13,3.85,Taipei FIR
May,156.56,1.14,7.31,Fukuoka FIR
May,37.33,0.15,4.09,Incheon FIR
May,45.78,0.44,9.56,Manila FIR
May,3.87,0.05,12.55,Cordoba FIR
May,5.34,0.06,11.6,Ezeiza FIR
May,1.43,0.02,15.01,Mendoza FIR
May,1.55,0.03,20.03,Resistencia FIR
May,0.92,0.03,32.58,Comodoro Rivadavia FIR
May,6.14,0.13,21.0,Atlantico FIR
May,14.72,0.31,21.08,Amazonica FIR
May,21.63,0.19,8.8,Brasilia FIR
May,20.28,0.15,7.59,Curitiba FIR
May,19.03,0.2,10.56,Recife FIR
May,0.35,0.01,36.83,Punta Arenas FIR
May,5.63,0.03,6.02,Santiago FIR
May,6.33,0.06,8.81,Antofagasta FIR
May,0.59,0.03,52.01,Isla De Pascua FIR
May,1.0,0.02,21.32,Puerto Montt FIR
May,4.42,0.04,10.15,Guayaquil FIR/UIR
May,1.02,0.01,10.46,Asuncion FIR/UIR
May,6.82,0.07,10.63,Barranquilla FIR
May,14.7,0.1,7.02,Bogota FIR
May,3.48,0.05,14.29,La Paz FIR
May,0.72,0.01,20.5,Paramaribo FIR
May,0.52,0.02,36.3,Cayenne FIR
May,15.27,0.12,7.95,Lima FIR
May,1.54,0.01,5.84,Montevideo FIR
May,1.78,0.05,29.04,Maiquetia FIR
May,1.36,0.03,20.39,Georgetown FIR
May,6.99,0.1,14.75,San Juan Oceanic FIR/UIR
May,1.98,0.06,30.44,Curacao FIR
May,5.35,0.12,22.51,Piarco FIR
May,4.26,0.05,11.81,Almaty FIR
May,5.45,0.05,9.15,Nur-Sultan FIR
May,4.94,0.07,14.53,Shymkent FIR
May,7.28,0.21,28.63,Aktobe FIR
May,3.83,0.07,18.02,Baku FIR
May,0.43,0.01,23.25,Bishkek FIR
May,0.35,0.01,24.07,Osh FIR
May,0.73,0.01,13.35,Yerevan FIR
May,8.54,0.03,3.7,Yakutsk FIR
May,2.23,0.03,14.78,Tibilisi FIR
May,12.77,0.12,9.17,Khabarovsk FIR
May,8.21,0.07,8.85,Magadan FIR
May,8.8,0.14,15.42,Petropavlovsk-Kamchatsky FIR
May,7.38,0.03,3.99,Irkutsk FIR
May,4.51,0.1,23.19,Kiev FIR
May,1.6,0.05,28.48,Dnipro FIR
May,2.82,0.03,10.33,Simferopol FIR
May,4.36,0.13,29.62,Lvov FIR
May,2.32,0.04,17.58,Odessa FIR
May,2.64,0.04,15.94,Arkhangelsk FIR
May,1.35,0.02,17.08,Kotlas FIR
May,9.21,0.22,23.76,Sankt-Peterburg FIR
May,1.36,0.01,3.99,Murmansk FIR
May,5.02,0.15,30.02,Vologda FIR
May,1.31,0.01,8.86,Kaliningrad FIR
May,11.64,0.35,29.73,Minsk FIR
May,13.0,0.1,7.41,Krasnoyarsk FIR
May,15.74,0.12,7.69,Novosibirsk FIR
May,26.46,0.61,22.88,Rostov-Na-Donu FIR
May,15.76,0.42,26.61,Yekaterinburg FIR
May,12.4,0.22,17.85,Tyumen FIR
May,0.9,0.02,24.21,Ashgabat FIR
May,1.16,0.03,28.49,Turkmenbashi FIR
May,0.49,0.02,32.03,Dashoguz FIR
May,0.85,0.01,16.38,Turkmenabat FIR
May,0.3,0.0,9.02,Dushanbe FIR
May,1.07,0.01,12.23,Samarkand FIR
May,2.82,0.06,21.92,Tashkent FIR
May,50.31,1.56,30.92,Moscow FIR
May,5.55,0.15,27.21,Syktyvkar FIR
May,15.68,0.45,29.02,Samara FIR
May,83.96,0.07,0.8,Mumbai FIR
May,7.45,0.13,17.71,Colombo FIR
May,5.79,0.04,6.29,Phnom Penh FIR
May,33.44,0.03,0.94,Kolkata FIR
May,4.26,0.0,0.4,Dhaka FIR
May,28.89,0.16,5.4,Hong Kong FIR
May,21.35,0.0,0.1,Delhi FIR
May,9.45,0.06,6.21,Vientiane FIR
May,0.89,0.0,0.02,Kathmandu FIR
May,58.97,0.44,7.39,Chennai FIR
May,1.08,0.02,14.26,Male FIR
May,43.51,0.31,7.03,Bangkok FIR
May,37.35,0.36,9.7,Ho Chi Minh FIR
May,14.17,0.02,1.12,Hanoi FIR
May,15.44,0.14,8.95,Yangon FIR
May,34.71,0.38,10.89,U-Jung Pandang FIR
May,7.46,0.07,9.11,Kota Kinabalu FIR
May,40.71,0.54,13.33,Jakarta FIR
May,25.06,0.14,5.57,Kuala Lumpur FIR
May,24.98,0.19,7.54,Singapore FIR
May,51.09,0.25,4.94,Brisbane FIR
May,62.78,0.24,3.87,Melbourne FIR
May,37.98,0.26,6.93,Beijing FIR
May,96.16,0.08,0.83,Guangzhou FIR
May,33.94,0.08,2.47,Wuhan FIR
May,16.57,0.11,6.54,Sanya FIR
May,1.99,0.0,2.46,Pyongyang FIR
May,18.05,0.12,6.49,Lanzhou FIR
May,13.72,0.17,12.26,Ulaanbaatar FIR
May,43.62,0.02,0.42,Kunming FIR
May,137.59,0.16,1.2,Shanghai FIR
May,8.22,0.11,13.92,Urumqi FIR
May,23.85,0.39,16.46,Shenyang FIR
Jun,1191.34,6.99,5.87,European Airspace
Jun,260.68,6.06,23.26,North Atlantic
Jun,797.53,4.51,5.65,Continental Europe
Jun,5204.7,39.27,7.55,Global
Jun,1341.34,10.18,7.59,USA
Jun,651.92,2.18,3.35,East Asia
Jun,312.1,3.04,9.74,Southeast Asia
Jun,164.34,1.65,10.05,Latin America
Jun,567.35,1.31,2.31,Africa & Middle East
Jun,689.08,2.27,3.29,China
Jun,189.37,1.03,5.42,India
Jun,2559.19,24.05,9.4,North Pacific
Jun,29.5,0.14,4.9,Arctic
Jun,0.27,0.0,12.41,Honiara FIR
Jun,0.09,0.0,0.35,Nauru FIR
Jun,1.65,0.03,15.47,Port Moresby FIR
Jun,12.58,0.18,14.2,Nuuk FIR
Jun,16.35,0.01,0.77,Reykjavik FIR
Jun,35.89,0.42,11.71,Edmonton FIR
Jun,17.74,0.77,43.14,Moncton FIR
Jun,89.47,3.06,34.24,Gander FIR
Jun,32.76,0.35,10.68,Montreal FIR
Jun,14.75,0.2,13.62,Vancouver FIR
Jun,27.55,0.43,15.45,Winnipeg FIR
Jun,26.61,0.28,10.57,Toronto FIR
Jun,12.98,0.03,2.06,Alger FIR
Jun,176.24,0.03,0.18,Accra FIR
Jun,3.85,0.05,12.02,Kano FIR
Jun,3.69,0.05,14.64,Niamey FIR
Jun,3.66,0.01,2.21,Tunis FIR
Jun,15.75,0.15,9.49,Brussels FIR
Jun,47.59,0.25,5.23,Langen FIR
Jun,30.5,0.14,4.45,Munchen FIR
Jun,27.03,0.3,10.95,Bremen FIR
Jun,4.9,0.03,6.44,Tallinn FIR
Jun,5.18,0.01,2.45,Helsinki FIR
Jun,56.65,0.65,11.41,Shanwick FIR
Jun,13.13,-0.01,-0.59,Scottish FIR
Jun,68.0,-0.23,-3.34,London FIR
Jun,20.95,0.17,8.2,Amsterdam FIR
Jun,15.37,0.03,2.06,Shannon FIR
Jun,11.34,0.06,5.58,Copenhagen FIR
Jun,0.92,0.0,0.01,Bodo Oceanic FIR
Jun,13.24,0.02,1.2,Polaris FIR
Jun,33.53,0.47,14.03,Warszawa FIR
Jun,24.39,0.09,3.64,Sweden FIR
Jun,5.46,0.04,7.89,Riga FIR
Jun,4.31,0.05,12.65,Vilnius FIR
Jun,2.25,0.01,4.52,Cape Town FIR
Jun,5.99,0.01,1.41,Johannesburg FIR
Jun,0.69,0.02,27.66,Johannesburg Oceanic FIR
Jun,1.64,0.0,1.65,Gaborone FIR
Jun,3.12,0.11,34.66,Brazzaville FIR
Jun,1.22,0.02,17.11,Mauritius FIR
Jun,1.0,0.0,0.49,Lusaka FIR
Jun,1.7,0.0,1.48,Antananarivo FIR
Jun,2.57,0.0,0.56,Luanda FIR
Jun,1.43,0.0,0.15,Beira FIR
Jun,1.57,0.07,46.97,Seychelles FIR
Jun,2.73,0.05,16.62,N'Djamena FIR
Jun,1.22,0.0,0.36,Harare FIR
Jun,0.47,0.0,0.25,Lilongwe FIR
Jun,0.81,0.0,4.34,Windhoek FIR
Jun,2.27,0.07,29.06,Kinshasa FIR
Jun,11.78,0.01,0.59,Canarias FIR
Jun,0.59,0.02,33.31,Roberts FIR
Jun,20.32,0.03,1.28,Casablanca FIR
Jun,11.67,0.18,15.04,Dakar FIR
Jun,3.92,0.02,4.34,Sal Oceanic FIR
Jun,5.1,0.06,12.72,Addis Abeba FIR
Jun,0.03,0.0,10.3,Bujumbura FIR
Jun,4.58,0.14,29.99,Mogadishu FIR/UIR
Jun,23.01,0.0,0.13,Cairo FIR
Jun,0.61,0.0,2.07,Asmara FIR
Jun,3.5,0.04,11.75,Nairobi FIR
Jun,2.27,0.0,0.23,Tripoli FIR
Jun,0.05,0.0,12.45,Kigali FIR
Jun,5.58,0.05,8.59,Khartoum FIR
Jun,2.44,0.01,4.63,Dar-Es-Salaam FIR
Jun,0.44,0.01,15.83,Entebbe FIR
Jun,69.47,0.2,2.9,Albuquerque FIR
Jun,90.04,1.7,18.92,Oakland Oceanic FIR
Jun,63.32,0.73,11.47,Chicago FIR
Jun,46.73,0.91,19.39,Boston FIR
Jun,78.77,0.54,6.8,Washington FIR
Jun,89.87,0.73,8.15,Denver FIR
Jun,60.25,0.15,2.48,Fort Worth FIR
Jun,59.6,0.07,1.16,Houston FIR
Jun,56.9,0.55,9.72,Indianapolis FIR
Jun,70.37,0.46,6.57,Jacksonville FIR
Jun,67.5,0.66,9.74,Kansas City FIR
Jun,67.92,0.18,2.67,Los Angeles FIR
Jun,65.36,1.02,15.56,Salt Lake City FIR
Jun,56.74,0.22,3.88,Miami FIR/UIR
Jun,60.85,0.3,5.01,Memphis FIR
Jun,70.84,0.81,11.37,Minneapolis FIR
Jun,42.39,0.31,7.32,New York FIR
Jun,48.88,0.25,5.2,Oakland FIR
Jun,52.23,0.61,11.64,Cleveland FIR
Jun,42.39,0.26,6.07,Seattle FIR
Jun,67.46,0.27,4.04,Atlanta FIR
Jun,40.38,1.13,27.98,New York Oceanic FIR
Jun,4.15,0.02,5.73,Tirana FIR
Jun,21.77,0.13,6.18,Sofia FIR
Jun,13.07,0.02,1.29,Nicosia FIR
Jun,19.1,0.15,7.8,Zagreb FIR
Jun,35.85,0.04,1.23,Barcelona FIR
Jun,56.6,0.38,6.72,Madrid FIR
Jun,33.41,0.28,8.23,Bordeaux FIR
Jun,11.03,0.06,5.78,Reims FIR
Jun,49.09,0.39,7.9,Paris FIR
Jun,44.63,0.15,3.39,Marseille FIR
Jun,29.82,0.37,12.5,Brest FIR
Jun,47.11,0.07,1.38,Athinai FIR
Jun,19.15,0.27,14.2,Budapest FIR
Jun,11.32,0.02,1.64,Brindisi FIR
Jun,38.42,0.02,0.64,Milano FIR
Jun,33.32,0.07,2.22,Roma FIR
Jun,4.46,0.03,6.66,Ljubljana FIR
Jun,17.56,0.25,14.17,Praha FIR
Jun,2.01,-0.0,-0.0,Tel-Aviv FIR
Jun,5.0,0.0,0.2,Malta FIR
Jun,23.14,0.22,9.64,Wien FIR
Jun,26.34,0.27,10.09,Lisboa FIR
Jun,20.21,0.21,10.48,Santa Maria FIR
Jun,8.55,0.14,16.44,Sarajevo FIR
Jun,28.32,0.28,9.81,Bucarest FIR
Jun,13.73,0.05,3.8,Switzerland FIR
Jun,63.07,0.15,2.44,Ankara FIR
Jun,35.09,0.06,1.6,Istanbul FIR
Jun,0.92,0.01,12.92,Chisinau FIR
Jun,3.58,0.03,8.32,Skopje FIR
Jun,20.23,0.22,10.87,Beograd FIR
Jun,7.68,0.17,21.67,Bratislava  FIR
Jun,3.15,0.0,1.3,Santo Domingo FIR
Jun,12.82,0.06,4.91,Central America FIR
Jun,5.62,0.05,8.77,Kingston FIR
Jun,0.17,0.0,8.01,Oceanica Mazatlan FIR
Jun,73.43,0.17,2.3,Mexico FIR
Jun,8.37,0.05,5.5,Panama FIR
Jun,0.63,0.0,3.25,Port-Au-Prince FIR
Jun,10.52,0.06,6.12,Habana FIR/UIR
Jun,5.36,0.09,16.42,Nadi FIR
Jun,1.37,0.01,6.56,Tahiti Oceanic FIR
Jun,8.49,0.03,3.85,New Zealand FIR
Jun,7.23,0.16,22.02,Auckland Oceanic FIR
Jun,1.71,-0.0,-0.0,Kabul FIR
Jun,16.31,0.0,0.11,Bahrain FIR
Jun,47.75,0.02,0.39,Jeddah FIR
Jun,39.48,0.01,0.16,Tehran FIR
Jun,1.8,0.0,0.04,Amman FIR
Jun,4.93,0.0,0.0,Kuwait FIR
Jun,0.85,0.0,0.53,Beirut FIR
Jun,14.47,0.0,0.06,Emirates FIR
Jun,28.57,0.03,1.21,Muscat FIR
Jun,13.02,0.0,0.03,Karachi FIR
Jun,3.7,0.0,0.01,Lahore FIR
Jun,19.07,0.0,0.11,Baghdad FIR
Jun,3.22,0.0,1.38,Damascus FIR
Jun,2.97,0.05,16.16,Sanaa FIR
Jun,34.04,0.73,21.45,Alaska FIR
Jun,33.37,0.18,5.29,Taipei FIR
Jun,146.89,1.21,8.22,Fukuoka FIR
Jun,35.26,0.06,1.62,Incheon FIR
Jun,42.19,0.31,7.36,Manila FIR
Jun,3.89,0.12,30.22,Cordoba FIR
Jun,5.16,0.09,17.29,Ezeiza FIR
Jun,1.38,0.02,13.53,Mendoza FIR
Jun,1.55,0.07,48.16,Resistencia FIR
Jun,0.82,0.01,13.88,Comodoro Rivadavia FIR
Jun,5.98,0.07,11.33,Atlantico FIR
Jun,13.98,0.24,16.87,Amazonica FIR
Jun,20.61,0.04,2.06,Brasilia FIR
Jun,19.52,0.19,9.81,Curitiba FIR
Jun,18.59,0.08,4.32,Recife FIR
Jun,0.33,0.01,40.22,Punta Arenas FIR
Jun,5.29,0.02,2.91,Santiago FIR
Jun,5.89,0.05,8.08,Antofagasta FIR
Jun,0.57,0.04,70.5,Isla De Pascua FIR
Jun,0.92,0.01,12.26,Puerto Montt FIR
Jun,4.35,0.01,1.69,Guayaquil FIR/UIR
Jun,1.08,0.02,16.97,Asuncion FIR/UIR
Jun,6.79,0.1,14.74,Barranquilla FIR
Jun,14.96,0.09,6.19,Bogota FIR
Jun,3.33,0.05,13.88,La Paz FIR
Jun,0.69,0.02,28.61,Paramaribo FIR
Jun,0.52,0.01,19.89,Cayenne FIR
Jun,14.66,0.04,2.53,Lima FIR
Jun,1.55,0.05,29.78,Montevideo FIR
Jun,1.7,0.06,35.79,Maiquetia FIR
Jun,1.26,0.05,36.9,Georgetown FIR
Jun,7.42,0.05,6.48,San Juan Oceanic FIR/UIR
Jun,1.94,0.05,23.43,Curacao FIR
Jun,5.34,0.18,33.27,Piarco FIR
Jun,3.56,0.07,18.82,Almaty FIR
Jun,5.38,0.05,9.31,Nur-Sultan FIR
Jun,4.24,0.04,9.76,Shymkent FIR
Jun,6.67,0.1,14.64,Aktobe FIR
Jun,3.63,0.02,5.95,Baku FIR
Jun,0.48,0.01,29.41,Bishkek FIR
Jun,0.35,0.0,12.34,Osh FIR
Jun,0.78,0.0,5.62,Yerevan FIR
Jun,8.77,-0.02,-1.87,Yakutsk FIR
Jun,2.34,0.02,8.18,Tibilisi FIR
Jun,13.32,0.22,16.69,Khabarovsk FIR
Jun,8.22,0.11,13.22,Magadan FIR
Jun,7.97,0.2,24.49,Petropavlovsk-Kamchatsky FIR
Jun,7.0,0.07,10.2,Irkutsk FIR
Jun,4.92,0.03,6.98,Kiev FIR
Jun,1.4,0.02,16.76,Dnipro FIR
Jun,2.62,0.01,2.71,Simferopol FIR
Jun,4.77,0.09,19.36,Lvov FIR
Jun,2.43,0.02,8.22,Odessa FIR
Jun,2.61,0.01,3.94,Arkhangelsk FIR
Jun,1.32,0.01,5.46,Kotlas FIR
Jun,9.38,0.09,9.97,Sankt-Peterburg FIR
Jun,1.04,0.0,2.22,Murmansk FIR
Jun,5.12,0.1,18.83,Vologda FIR
Jun,1.23,0.02,14.22,Kaliningrad FIR
Jun,12.89,0.21,16.09,Minsk FIR
Jun,12.48,0.1,8.26,Krasnoyarsk FIR
Jun,16.45,0.12,7.23,Novosibirsk FIR
Jun,29.36,0.44,14.99,Rostov-Na-Donu FIR
Jun,17.05,0.15,8.61,Yekaterinburg FIR
Jun,12.63,0.05,3.57,Tyumen FIR
Jun,0.78,0.0,0.18,Ashgabat FIR
Jun,1.01,0.0,2.87,Turkmenbashi FIR
Jun,0.43,0.0,3.1,Dashoguz FIR
Jun,0.73,0.0,0.17,Turkmenabat FIR
Jun,0.23,0.0,2.18,Dushanbe FIR
Jun,0.97,0.0,1.25,Samarkand FIR
Jun,2.7,0.01,4.55,Tashkent FIR
Jun,51.05,0.61,11.88,Moscow FIR
Jun,5.4,0.03,5.21,Syktyvkar FIR
Jun,17.61,0.26,14.92,Samara FIR
Jun,80.33,0.26,3.23,Mumbai FIR
Jun,7.42,0.37,49.37,Colombo FIR
Jun,5.3,0.03,5.39,Phnom Penh FIR
Jun,32.59,0.08,2.54,Kolkata FIR
Jun,4.17,0.01,2.41,Dhaka FIR
Jun,27.85,0.07,2.35,Hong Kong FIR
Jun,20.43,0.0,0.03,Delhi FIR
Jun,8.72,0.05,5.9,Vientiane FIR
Jun,0.73,0.0,0.01,Kathmandu FIR
Jun,55.88,0.72,12.88,Chennai FIR
Jun,1.1,0.03,26.05,Male FIR
Jun,40.96,0.23,5.5,Bangkok FIR
Jun,36.42,0.44,12.08,Ho Chi Minh FIR
Jun,13.89,0.02,1.44,Hanoi FIR
Jun,14.01,0.12,8.25,Yangon FIR
Jun,34.02,0.23,6.85,U-Jung Pandang FIR
Jun,7.57,0.08,10.77,Kota Kinabalu FIR
Jun,43.09,0.54,12.49,Jakarta FIR
Jun,25.33,0.22,8.49,Kuala Lumpur FIR
Jun,24.51,0.41,16.8,Singapore FIR
Jun,50.48,0.1,1.98,Brisbane FIR
Jun,61.04,0.24,3.93,Melbourne FIR
Jun,29.04,0.11,3.65,Beijing FIR
Jun,90.0,0.08,0.88,Guangzhou FIR
Jun,30.74,0.04,1.41,Wuhan FIR
Jun,15.43,0.04,2.44,Sanya FIR
Jun,1.84,0.01,6.11,Pyongyang FIR
Jun,16.13,0.06,3.55,Lanzhou FIR
Jun,13.21,0.19,14.33,Ulaanbaatar FIR
Jun,40.31,0.03,0.76,Kunming FIR
Jun,134.27,0.1,0.75,Shanghai FIR
Jun,7.6,0.15,19.24,Urumqi FIR
Jun,23.74,0.21,8.73,Shenyang FIR
Jul,5550.32,34.23,6.17,Global
Jul,611.81,1.42,2.31,Africa & Middle East
Jul,177.98,0.07,0.42,Accra FIR
Jul,1290.67,7.67,5.94,European Airspace
Jul,275.98,5.69,20.61,North Atlantic
Jul,859.07,5.31,6.18,Continental Europe
Jul,1419.03,4.26,3.0,USA
Jul,662.19,1.83,2.77,East Asia
Jul,329.77,3.61,10.94,Southeast Asia
Jul,187.14,1.36,7.28,Latin America
Jul,705.54,1.99,2.82,China
Jul,206.91,1.51,7.32,India
Jul,2746.31,17.35,6.32,North Pacific
Jul,31.87,0.32,10.0,Arctic
Jul,0.31,0.01,16.91,Honiara FIR
Jul,0.11,0.0,2.18,Nauru FIR
Jul,1.88,0.06,30.05,Port Moresby FIR
Jul,13.33,0.32,23.76,Nuuk FIR
Jul,17.49,0.2,11.41,Reykjavik FIR
Jul,38.42,0.56,14.57,Edmonton FIR
Jul,19.16,0.39,20.28,Moncton FIR
Jul,93.99,2.59,27.58,Gander FIR
Jul,35.18,0.49,13.91,Montreal FIR
Jul,16.79,0.22,13.4,Vancouver FIR
Jul,30.1,0.27,9.05,Winnipeg FIR
Jul,28.99,0.12,4.12,Toronto FIR
Jul,14.16,0.0,0.06,Alger FIR
Jul,4.4,0.11,25.61,Kano FIR
Jul,4.35,0.07,17.08,Niamey FIR
Jul,4.12,0.0,0.02,Tunis FIR
Jul,16.71,0.15,8.88,Brussels FIR
Jul,50.49,0.49,9.67,Langen FIR
Jul,32.86,0.27,8.18,Munchen FIR
Jul,28.06,0.16,5.6,Bremen FIR
Jul,5.02,0.01,2.64,Tallinn FIR
Jul,5.06,0.01,2.18,Helsinki FIR
Jul,59.73,1.34,22.44,Shanwick FIR
Jul,14.18,0.11,7.78,Scottish FIR
Jul,71.2,0.36,5.13,London FIR
Jul,21.83,0.14,6.25,Amsterdam FIR
Jul,15.84,0.19,12.08,Shannon FIR
Jul,11.86,0.04,3.42,Copenhagen FIR
Jul,0.92,0.0,2.43,Bodo Oceanic FIR
Jul,13.71,0.03,2.53,Polaris FIR
Jul,36.77,0.27,7.41,Warszawa FIR
Jul,24.37,0.11,4.54,Sweden FIR
Jul,5.78,0.02,3.36,Riga FIR
Jul,4.6,0.02,3.59,Vilnius FIR
Jul,2.26,0.0,1.62,Cape Town FIR
Jul,6.37,0.0,0.05,Johannesburg FIR
Jul,0.82,0.01,14.33,Johannesburg Oceanic FIR
Jul,1.81,0.0,0.0,Gaborone FIR
Jul,3.31,0.23,68.87,Brazzaville FIR
Jul,1.42,0.01,7.89,Mauritius FIR
Jul,1.09,0.0,0.03,Lusaka FIR
Jul,2.04,0.0,0.68,Antananarivo FIR
Jul,2.73,0.01,4.24,Luanda FIR
Jul,1.53,-0.0,-0.0,Beira FIR
Jul,1.88,0.16,82.88,Seychelles FIR
Jul,3.33,0.11,32.1,N'Djamena FIR
Jul,1.28,0.0,0.0,Harare FIR
Jul,0.5,0.0,0.0,Lilongwe FIR
Jul,0.83,0.0,0.0,Windhoek FIR
Jul,2.37,0.11,48.38,Kinshasa FIR
Jul,12.85,0.0,0.0,Canarias FIR
Jul,0.59,0.02,36.62,Roberts FIR
Jul,22.19,0.0,0.04,Casablanca FIR
Jul,12.6,0.17,13.39,Dakar FIR
Jul,4.38,0.02,3.46,Sal Oceanic FIR
Jul,5.9,0.15,25.17,Addis Abeba FIR
Jul,0.03,0.0,3.22,Bujumbura FIR
Jul,5.08,0.27,53.53,Mogadishu FIR/UIR
Jul,24.15,0.0,0.04,Cairo FIR
Jul,0.69,0.0,3.77,Asmara FIR
Jul,4.02,0.05,13.58,Nairobi FIR
Jul,2.49,0.0,0.01,Tripoli FIR
Jul,0.05,0.0,7.99,Kigali FIR
