Airport,Latitude,Longitude,Flights Total,Flights Big Hit,Flights Warming,Flights Cooling,Flights No Contrail,Contrail Forcing (10^18 J),Fuel Burn (t),CO2 (Mt),CO2 Forcing 20yr (10^18 J),CO2 Forcing 100yr (10^18 J),GWP20,GWP100,Contrail CO2eq 20yr (Mt),Contrail CO2eq 100yr (Mt)
Caen-Carpiquet Airport,49.173302,-0.45,871,1,0,45,717,0.002960993533785309,1549402.6007531267,0.004908507439185905,0.0018871624430603492,0.006948547907502542,0.6589879364985117,0.17897513275357305,0.0032346471886367137,0.0008785007705501982
Cagliari Elmas Airport,39.251499,9.05428,17016,134,0,1582,12706,0.13786621252531447,48280306.75920972,0.1529520118131764,0.058805104374502544,0.21652088639984202,0.9846731823120229,0.2674282847415608,0.15060774421310652,0.0409036941669687
Calais-Dunkerque Airport,50.962101,1.95476,35,0,0,1,33,1.291142566899592e-07,12949.953379427272,4.1025452306025595e-05,1.5772960265562068e-05,5.8076171689098835e-05,0.003438034896225642,0.0009337390229521913,1.4104693666155675e-07,3.830706575240006e-08
Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,1877,3,0,106,1593,0.006883689221777759,2996081.2664038464,0.009491585451967386,0.0036492077911613884,0.013436413624359924,0.7922677026365025,0.21517270560241372,0.007519876600408251,0.0020423301221563317
Cambridge Airport,52.205002,0.175,240,0,0,36,162,0.0006690362467162115,342580.9557110667,0.0010852964676926595,0.00041726140966292125,0.0015363600021061534,0.6734272978845727,0.18289673203910556,0.0007308682676419391,0.00019849717723457213
Campbeltown Airport,55.437198638916016,-5.686389923095703,243,0,0,0,243,0.0,15404.133110789795,4.880029369498207e-05,1.876213545817893e-05,6.908233976233246e-05,0.0,0.0,0.0,0.0
Cannes-Mandelieu Airport,43.542,6.95348,112,0,0,10,87,0.00010709084239595753,115579.18657387533,0.0003661548630660371,0.00014077470890758883,0.000518333656228779,0.31950450585430046,0.08677451920361115,0.00011698812859006322,3.177291219661944e-05
Caransebeş Airport,45.41999816894531,22.25329971313477,6,0,0,1,4,5.91895560891436e-06,15766.35064952604,4.99477988576985e-05,1.920331410018491e-05,7.070676321406997e-05,0.12945480883011196,0.03515874921635995,6.465982752608244e-06,1.7561021339470114e-06
Carcassonne Airport,43.21599960327149,2.3063199520111084,1109,33,0,176,549,0.026067577993813807,4302780.960440226,0.013631210082674636,0.005240759648467724,0.019296520881387436,2.089083165758775,0.56737599615494,0.02847673151263686,0.007734021399454785
Cardiff International Airport,51.396702,-3.34333,5789,105,0,931,3424,0.09662938995742168,30377942.718284875,0.09623732253152649,0.0370001396457706,0.1362348238003269,1.0968700164556326,0.2978999249237457,0.10555983354880148,0.02866909115700404
Carlisle Airport,54.9375,-2.8091700077056885,174,1,0,3,159,0.0006487455862493133,102527.47107028148,0.0003248070283506517,0.00012487780302662644,0.00045980111574657435,2.1819181601602557,0.5925891366798876,0.0007087023537059741,0.00019247711651787245
Cascais Airport,38.724998,-9.35523,489,0,0,3,479,1.6521475962175868e-05,131486.60720169655,0.0004165495716149747,0.00016014984533771728,0.0005896730706995448,0.04332829600603828,0.01176757130163994,1.8048383140122067e-05,4.901776784646787e-06
Castellón-Costa Azahar Airport,40.213889,0.073333,427,13,0,84,215,0.010771560653847321,2102256.5803087614,0.006659948846418157,0.0025605350488677185,0.00942791147700248,1.766839894113707,0.47985765306042716,0.01176706331460816,0.0031958274229447158
Castres-Mazamet Airport,43.55630111694336,2.289180040359497,217,0,0,4,198,0.00018530738435762527,249426.63886197022,0.0007901835919147216,0.0003038000484382092,0.001118594320609306,0.2561852831502511,0.06957759394648864,0.0002024334072353554,5.4979073101420394e-05
Catania-Fontanarossa Airport,37.466801,15.0664,34386,570,0,3962,22552,0.49672300394091534,128110635.38469395,0.40585449289871045,0.1560379332893054,0.5745329761279865,1.3370060552415888,0.36311869000311336,0.5426299145525803,0.14737335179325758
Chambéry-Savoie Airport,45.63809967041016,5.880229949951172,534,24,0,79,190,0.02346542114717597,1787459.227259229,0.005662670831957238,0.002177113889279422,0.008016151558853102,4.526854075179254,1.2294524135998202,0.025634084532044316,0.006961984321771128
Chania International Airport,35.531700134277344,24.14970016479492,9123,378,0,850,5389,0.3368845948040849,58993800.53578602,0.18689236009737012,0.07185407116937435,0.2645672913349349,1.9691511909491104,0.5348035620873152,0.36801931346502637,0.09995069990697875
Charles de Gaulle International Airport,49.012798,2.55,261761,19370,0,34743,127201,18.356067145248513,4764383441.569423,15.093566742891932,5.802988513700726,21.36665226801941,1.3285478995524982,0.3608215318102808,20.052526393024518,5.446083872650978
Cherbourg-Maupertus Airport,49.65010070800781,-1.4702800512313845,101,0,0,5,90,-4.590212741719912e-06,139274.12190498787,0.0004412204181950016,0.00016963498836360878,0.0006245974466944592,-0.011364927543072514,-0.003086611003175376,-5.014438083310347e-06,-1.361875797626333e-06
Chernivtsi International Airport,48.2593002319336,25.98080062866211,16,0,0,0,9,0.00012555947603658918,53406.819092233614,0.00016919280288419611,6.504916355838788e-05,0.00023951156456644912,0.8106942049767133,0.22017717612435736,0.00013716362482198513,3.725239355960732e-05
Chios Island National Airport,38.34320068359375,26.140600204467773,211,0,0,1,210,-4.414824204053124e-09,136226.71088826924,0.00043156622009403694,0.0001659232612653553,0.0006109308364582121,-1.1175203232878316e-05,-3.035083605293088e-06,-4.822840217995957e-09,-1.3098395592057199e-09
Chişinău International Airport,46.92770004272461,28.93099975585937,5819,396,0,1108,2164,0.3637810916243465,28735231.116479762,0.09103321217700788,0.03499932743711724,0.12886781650486684,4.365456986473169,1.1856184315535083,0.3974015720992134,0.10793065424058182
Cholet Le Pontreau Airport,47.08209991455078,-0.8770639896392822,73,0,0,6,59,-6.78347734440063e-05,30303.093941891682,9.600020160791285e-05,3.6908974315565524e-05,0.000135899152291622,-0.771915377623143,-0.20964519914992177,-7.41040318760699e-05,-2.012598138452353e-05
Châlons-Vatry Airport,48.773333,4.206111,552,21,0,43,361,0.018027317840626392,2726537.8122585802,0.008637671789235182,0.0033209055905658474,0.012227602174468393,2.2799424092549962,0.6192116316044819,0.019693394229502774,0.005348546841876321
"Châteauroux-Déols ""Marcel Dassault"" Airport",46.860278,1.721111,142,11,0,13,101,0.009909959664055966,2592700.037692882,0.008213673719411051,0.003157892038439116,0.011627384911407624,1.3180257615649176,0.35796381478865374,0.0108258335592725,0.00294019797802969
Ciampino–G. B. Pastine International Airport,41.7994,12.5949,17611,413,0,3356,8635,0.3433567033930044,79661462.50979231,0.2523675132310221,0.0970271510675575,0.3572547821734335,1.4862831056912338,0.40366097984114185,0.375089571340577,0.1018709176709067
City of Derry Airport,55.04280090332031,-7.161109924316406,933,0,0,30,808,0.001185954114590241,1151220.9509834007,0.003647067972715414,0.0014021797441827412,0.005162837551802562,0.355233150524663,0.09647809429022097,0.001295559446125292,0.0003518621677544827
Ciudad Real International Airport,38.856479,-3.969944,13,0,0,0,9,1.3686458811987056e-05,35017.07270019321,0.00011093408631421209,4.2650570247911804e-05,0.0001570397565613489,0.13477692484817372,0.03660418754399264,1.495135501427138e-05,4.0606521004668865e-06
Clermont-Ferrand Auvergne Airport,45.7867012024,3.1691699028,1501,13,0,140,1108,0.014392024558303285,3202835.516057638,0.010146582914870597,0.003901033142880885,0.01436363667671623,1.5494998614709152,0.42083007601312356,0.015722128820995145,0.004269987259338455
Cluj-Napoca International Airport,46.785198,23.686199,10259,569,0,1630,4947,0.5150468414939492,42697116.856253155,0.13526446620061,0.05200481483567519,0.19148216341169108,4.159608569148559,1.129711872757393,0.562647232709363,0.15280987342902022
Cognac-Châteaubernard (BA 709) Air Base,45.65829849243164,-0.3174999952316284,19,0,0,0,19,0.0,1843.2064832444198,5.839278138918322e-06,2.2450136899818256e-06,8.266159193238522e-06,0.0,0.0,0.0,0.0
Colmar-Houssen Airport,48.109901428222656,7.359010219573975,1,0,0,0,1,0.0,339.29601405396886,1.0748897725229734e-06,4.1326037176618207e-07,1.5216281470888714e-06,0.0,0.0,0.0,0.0
Cologne Bonn Airport,50.8658981323,7.1427397728,65664,2720,0,6741,37605,2.6859930334707967,453829288.84764826,1.4377311870693497,0.5527611668250523,2.035271241866301,2.040876135596518,0.5542834050085996,2.934231269092689,0.7969105378558551
Comiso Airport,36.994601,14.607182,871,13,0,71,540,0.012174119455741022,3431819.9777224166,0.010872005689424617,0.004179934750434735,0.01539055472963417,1.223255978069858,0.33222520313488185,0.013299245953198171,0.0036119542986526847
Copenhagen Kastrup Airport,55.617900848389,12.656000137329,128387,5575,0,17901,63821,5.346098072934907,829998955.5108721,2.629436691058443,1.0109334112761104,3.7222652800124565,2.2210772396950667,0.6032243866899102,5.840181987729016,1.586140335303676
Copenhagen Roskilde Airport,55.58560180664063,12.131400108337402,29,0,0,2,20,2.9429261282702053e-05,35814.2216625112,0.00011345945422683549,4.362149257789873e-05,0.00016061470070523383,0.28335320522703356,0.07695615460143299,3.2149100018483736e-05,8.731403300474561e-06
Copernicus Wrocław Airport,51.102699,16.885799,13095,394,0,1777,7038,0.3894890956383911,46705065.09229094,0.1479616462123777,0.056886470114363874,0.20945645899849463,2.875647229284118,0.7809996452260274,0.4254854979709409,0.11555799319892596
Cork Airport,51.841301,-8.49111,10722,187,0,1233,7081,0.17846103308187697,32411439.01826047,0.10267943880984917,0.03947692511363465,0.1453543686192406,1.8986695057589635,0.5156613771322639,0.19495431933670407,0.05294782081985485
Coventry Airport,52.3697013855,-1.47971999645,33,0,0,4,18,4.199204520659067e-05,20760.40748062432,6.576897089861785e-05,2.5286043331165023e-05,9.310342314403857e-05,0.6974859117254978,0.18943083284362955,4.58729306304702e-05,1.2458670932593613e-05
Craiova Airport,44.3181,23.888599,1636,142,0,363,630,0.1145130492274762,8210696.1254614685,0.026011485325461933,0.010000575287417428,0.03682220189509346,4.809271396221876,1.306154390564805,0.12509629234898914,0.0339750157629641
Crotone Airport,38.9972,17.0802,494,3,0,90,301,0.0031632259210880886,1672695.9060352403,0.005299100630319641,0.002037332899141991,0.007501476783451683,0.6521049590945638,0.17710577866318264,0.0034555697997725667,0.0009385013433473219
Cuneo International Airport,44.547001,7.62322,299,3,0,46,187,0.0016281488289237652,1103739.3574177907,0.003496646284299561,0.001344347467361907,0.004949898624596144,0.5086650027242487,0.13814879051260845,0.0017786215917289705,0.0004830574550263907
César Manrique-Lanzarote Airport,28.945499,-13.6052,24129,1782,0,2828,13349,1.5530401500947517,153411094.7907546,0.48600634829711054,0.18685373078447057,0.687997000377967,3.4908420629405303,0.9480809693668031,1.6965714034916795,0.4607733698119447
Córdoba Airport,37.841999,-4.84888,44,0,0,0,42,1.3706074921601696e-05,27166.66676673597,8.606400031701956e-05,3.308882610652633e-05,0.00012183333461817227,0.17397267127398358,0.04724939594827509,1.4972784035676861e-05,4.0664720278713295e-06
Dala Airport,60.422001,15.5152,92,8,0,4,64,0.005890651761759981,274620.017941505,0.0008699962168386879,0.0003344854227815661,0.001231578125722921,7.396656390478555,2.008864633323153,0.006435063076972048,0.0017477046311321811
Daugavpils Intrenational Airport,55.9447212219,26.6650009155,3,0,0,0,3,0.0,1974.0658933736527,6.253840750207731e-06,2.4043996133027757e-06,8.853019496679678e-06,0.0,0.0,0.0,0.0
De Kooy Airport,52.92340087890625,4.780620098114014,52,0,0,0,52,0.0,12018.769112508367,3.8075460548426514e-05,1.4638783793130784e-05,5.390012442659034e-05,0.0,0.0,0.0,0.0
Deauville-Saint-Gatien Airport,49.365299,0.154306,680,12,0,60,500,0.009197183404414049,2141418.8238037094,0.006784014833810152,0.002608234410591861,0.00960354092602861,1.4810083841265438,0.40222841341618626,0.010047182846911676,0.0027287235231953297
Debrecen International Airport,47.48889923095703,21.61529922485352,1791,160,0,329,695,0.14201323809878535,8286073.866228827,0.026250282008212927,0.010092384892841966,0.037160245630547824,5.909956926414243,1.6050905743329593,0.1551380359747652,0.042134080224964635
Decimomannu Air Base,39.354198,8.97248,1,0,0,0,1,0.0,1817.2741756349535,5.757124588411534e-06,2.2134283054221993e-06,8.149861542977135e-06,0.0,0.0,0.0,0.0
Diagoras Airport,36.405399322509766,28.086200714111328,12845,693,0,1322,6925,0.5934983992713488,87001398.06596515,0.2756204290729776,0.10596714555921491,0.39017191670338547,2.3523265289303628,0.6388705004708598,0.6483492472235347,0.17608576146184632
Dijon-Bourgogne Airport,47.268902,5.09,43,0,0,1,37,1.1807858673251203e-05,82913.74121915836,0.00026267073218229364,0.00010098840570318096,0.00037184015489037344,0.049107623872601605,0.013337184210854298,1.2899135518348946e-05,3.503287941915225e-06
Dinard-Pleurtuit-Saint-Malo Airport,48.58769989013672,-2.0799601078033447,503,0,0,22,458,-0.00023936608225020824,719789.8067149185,0.002280294107672862,0.0008766993739843966,0.0032280144314069835,-0.11467300824932122,-0.03114414655862247,-0.00026148818502004864,-7.101781388612686e-05
Dnipropetrovsk International Airport,48.357200622558594,35.10060119628906,407,1,0,80,136,0.006059740316521869,1528900.6811514173,0.00484355735788769,0.0018621912363099655,0.006856603715283555,1.366718349497994,0.371188279011387,0.006619778717871129,0.0017978717199672724
Dole-Tavaux Airport,47.042686,5.435063,336,6,0,73,157,0.005599034613113669,1645498.855204609,0.005212940373288201,0.0020042070654402644,0.007379507186558297,1.1733291325321047,0.31866552576724205,0.0061164948061318315,0.0016611843848471676
Donegal Airport,55.0442008972168,-8.340999603271484,782,0,0,1,780,-6.185282583326578e-07,248504.71887753168,0.0007872629494040203,0.0003026771558024969,0.001114459820528022,-0.0008582803938769312,-0.00023310115242793927,-6.756923542991971e-07,-1.8351190076989558e-07
Dortmund Airport,51.518299,7.61224,8343,426,0,1603,3699,0.37810352219711535,31675915.310726203,0.10034929970438061,0.03858106194923538,0.14205579295115955,4.1160992284696745,1.1178951313684682,0.4130476750906732,0.11217999357576236
Dresden Airport,51.134123,13.767831,7622,134,0,542,5977,0.13053932703099996,20230625.70581519,0.06409062223602252,0.024640772522950504,0.09072753062843701,2.2250324052119055,0.6042985736882333,0.1426037113453448,0.03872987160401978
Dublin Airport,53.421299,-6.27007,119052,5013,0,16006,64515,4.213807706056574,898667200.11704,2.8469776899707826,1.0945708933538167,4.03021918891782,1.616888633975103,0.43913225400005634,4.603245868094453,1.2501997300847436
Dubrovnik Airport,42.5614013671875,18.268199920654297,10077,216,0,1428,5768,0.20182770659166493,47064843.72716125,0.14910142492764686,0.057324678187083485,0.2110699447892614,1.4787285240721906,0.40160922415142447,0.22048053002031973,0.059880507585064115
Dundee Airport,56.45249938964844,-3.025830030441284,426,0,0,13,409,-1.0345994519795398e-05,290861.9990460671,0.0009214508129779407,0.0003542680517293467,0.0013044179310536615,-0.012265621122487778,-0.003331231191221112,-1.1302166554995764e-05,-3.0695656893681673e-06
Düsseldorf Airport,51.289501,6.76678,109932,3858,0,15132,63987,3.4635819966740757,649794104.4474376,2.0585477228894824,0.7914450569782056,2.9141073227649414,1.8380359138981528,0.4991938447973392,3.783684645144131,1.0276143524880084
East Midlands Airport,52.8311,-1.32806,20948,879,0,3154,11404,0.6872985600317991,128074465.63983586,0.40573990714700003,0.15599387877175258,0.5743707670256999,1.850491810872436,0.5025767531801274,0.7508183755196661,0.20391544516954566
Eday Airport,59.19060134887695,-2.7722198963165283,1,0,0,0,1,0.0,134.00258894167808,4.245202017672362e-07,1.63214294980961e-07,6.009563999298984e-07,0.0,0.0,0.0,0.0
Edinburgh Airport,55.950145,-3.372288,57849,1450,0,7191,32952,1.2504412524583475,262232844.95471796,0.8307536528165466,0.319397925429365,1.1760258342169088,1.644297862381235,0.44657635126035805,1.36600645549165,0.37099493507102765
Eelde Airport,53.1197013855,6.57944011688,1669,35,0,92,1321,0.030342816173928717,4637839.380100485,0.014692675156158337,0.005648858657406165,0.020799144847353245,2.2560279104065644,0.6127166711217827,0.033147085230830334,0.009002447011555056
Egilsstaðir Airport,65.2833023071289,-14.401399612426758,918,0,0,1,886,0.00018721256122219076,557332.8406058261,0.0017656304390392572,0.0006788278298772776,0.0024994497501757505,0.11583095484982571,0.03145863432853221,0.00020451465966583412,5.554432234106176e-05
Eindhoven Airport,51.4500999451,5.37452983856,23196,980,0,4069,11007,0.9218811940956415,117207964.85176487,0.37131483265039117,0.14275855041696256,0.5256381772674773,2.7122025293005745,0.736609550571406,1.0070810282812104,0.27351405199910145
Eisenach-Kindel Airport,50.991604,10.47973,105,0,0,1,103,1.9329015316982238e-05,25253.729528318287,8.000381514571234e-05,3.075888080340196e-05,0.00011325445651461811,0.26392983818301546,0.07168094468834169,2.1115393985431736e-05,5.734749048316118e-06
El Hierro Airport,27.8148,-17.8871,1617,0,0,0,1616,2.8643848028164004e-05,588046.2204081252,0.0018629304262529408,0.0007162365297427442,0.002637188896123912,0.016796708450698444,0.004561833317860146,3.1291099233706026e-05,8.498378087336068e-06
Emmen Air Base,47.092444,8.305184,2,0,0,0,2,0.0,308.9648859181197,9.788007585886032e-07,3.763172519819486e-07,1.3856032708958777e-06,0.0,0.0,0.0,0.0
Enniskillen/St Angelo Airport,54.398899,-7.65167,3,0,0,0,3,0.0,1003.876536828635,3.180280868673116e-06,1.2227151915529443e-06,4.5020475672242305e-06,0.0,0.0,0.0,0.0
Enontekio Airport,68.362602233887,23.424299240112,65,2,0,0,23,0.002927967977168669,444463.13075130386,0.0014080591982201308,0.0005413532462583802,0.001993267182876044,2.2716157313369107,0.6169501815790018,0.0031985694253304866,0.0008687023780158934
Erfurt Airport,50.97980117797852,10.958100318908691,1004,46,0,103,587,0.04656839252945307,4290837.330797342,0.013593372663965979,0.005226212384067291,0.01924295773213061,3.7424282491843064,1.0164094904034648,0.050872221859316016,0.01381643298224605
Esbjerg Airport,55.525902,8.5534,312,0,0,10,245,0.001494968532695154,249171.7461794308,0.0007893760918964369,0.00030348959078358443,0.0011174512129270054,2.06889067302379,0.5618918986962339,0.0016331328340325085,0.00044354403106110175
Eskilstuna Airport,59.35110092163086,16.70840072631836,22,0,0,1,18,1.54096421769065e-05,18924.842467937997,5.995390093842758e-05,2.3050336903375723e-05,8.487153336807798e-05,0.28077896394446616,0.07625701407128115,1.683379418992085e-05,4.571905467489868e-06
EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.529167,37560,786,0,4788,22352,0.7114423371995113,136029064.24927866,0.4309400755417149,0.16568252892508506,0.6100444579668405,1.8034839494688222,0.4898098453671004,0.7771935094223644,0.2110786917635739
Exeter International Airport,50.734402,-3.41389,4783,30,0,309,3914,0.028956720929650504,10166316.770459779,0.03220689152881658,0.012382508706349582,0.04559250067609888,0.9821776086631615,0.2667505096255632,0.0316328877042469,0.008591204728767055
F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736,4611,54,0,441,3463,0.04544101920024211,12492200.295272663,0.0395752905354238,0.015215419941186904,0.05602330354914007,1.2543346248656289,0.3406658810714605,0.049640657207699085,0.013481951218909181
"Fagernes Airport, Leirin",61.015598,9.28806,1,0,0,0,1,0.0,136.69736895932613,4.3305726486314517e-07,1.664965197811149e-07,6.130415791103814e-07,0.0,0.0,0.0,0.0
Falcone–Borsellino Airport,38.175999,13.091,20698,210,0,2112,14406,0.19408325564485468,63263293.1329676,0.20041811264524134,0.07705428580462077,0.28371452513835266,1.0578901162944878,0.2873133384027075,0.21202034049379614,0.05758279702047418
Farnborough Airport,51.2757987976,-0.776332974434,933,11,0,82,697,0.018621173075073775,2879431.1024115006,0.009122037732439634,0.00350712863861822,0.012913276995749094,2.2299988102553185,0.6056474041488876,0.02034213329044451,0.00552473847320027
Faro Airport,37.0144004822,-7.96590995789,28977,1658,0,4420,13332,1.4325581949517927,160564408.45257103,0.5086680459777451,0.19556642100420346,0.7200771986765652,3.0765733646412676,0.8355693569877987,1.5649545616992502,0.4250274320978644
Federico Fellini International Airport,44.020302,12.6117,1383,114,0,171,622,0.11031044636186914,6729447.869733852,0.021318890851316847,0.008196424400037315,0.030179303230262917,5.652512023629977,1.5351708791449594,0.1205052868675236,0.03272814041061152
Figari Sud-Corse Airport,41.500599,9.09778,3127,14,0,330,2376,0.015536700362338342,6726123.7989410395,0.021308360195045215,0.008192375703103914,0.03016439589427383,0.7965228144639125,0.2163283552919035,0.016972595034168217,0.004609602514961596
Flores Airport,39.455299377441406,-31.13139915466309,131,1,0,1,128,0.0005181601223879818,166206.66781177733,0.0005265427236277106,0.00020243865676237516,0.0007453808282464024,1.075028133872701,0.2919678681767903,0.000566048241585747,0.00015373355652158356
Florø Airport,61.583599090576,5.0247201919556,25,0,0,0,24,4.1235228718166796e-06,10257.449841660502,3.2495601098380475e-05,1.249350820332161e-05,4.6001201752815974e-05,0.1386223611477324,0.03764857308444095,4.5046169511723486e-06,1.223413012875217e-06
"Foggia ""Gino Lisa"" Airport",41.432899,15.535,16,0,0,0,15,1.1778693154583625e-07,7479.1182517780135,2.3693846621632746e-05,9.109518123373502e-06,3.354132196053841e-05,0.005430639752756861,0.0014749123873964657,1.2867274535916267e-07,3.494634788731804e-08
Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865,45666,1713,0,6322,25859,1.4259985220156026,229792532.8319574,0.727982744011641,0.27988583305939513,1.0305419794655553,2.139870291753764,0.5811693178740336,1.557788646819896,0.4230812347613126
Frankfurt am Main Airport,50.033333,8.570556,255209,20445,0,35300,126041,20.086262465580273,4737034511.27438,15.006925331717236,5.7696776917842065,21.244001542971137,1.4621666384513252,0.397111166579394,21.942625565767027,5.959417625248091
Frankfurt-Hahn Airport,49.9487,7.26389,5060,450,0,888,1867,0.4690115372130305,70747029.924537,0.22412659080093325,0.08616942927987625,0.3172765596915946,2.2860177591483253,0.6208616414050566,0.512357366868303,0.13915160304718688
Friedrichshafen Airport,47.6712989807,9.51148986816,1849,41,0,175,1295,0.03426177000172289,4288193.051020775,0.013584995585633816,0.005222991668237296,0.019231099029492976,2.7551151360691457,0.748264224455143,0.03742822696141226,0.010165166186110828
Fritzlar Army Airfield,51.1146,9.286,54,0,0,2,49,-3.565896133721969e-06,37548.48424793272,0.00011895359809745086,4.57338132981695e-05,0.0001683922832735948,-0.032747682035584195,-0.008893972734664343,-3.895454607483993e-06,-1.0579700581689482e-06
Fuerteventura Airport,28.4527,-13.8638,18607,1561,0,1702,10338,1.3738688373514751,122925750.95675702,0.38942877903100626,0.1497227772677169,0.5512805188100036,3.8539554382954746,1.046699261082521,1.5008411607753134,0.4076148152560226
Gdańsk Lech Wałęsa Airport,54.37760162353516,18.46619987487793,19690,873,0,2854,9933,0.8492500086358484,64497533.37023978,0.20432818571691963,0.07855758250772542,0.2892496761790727,4.54042744495071,1.2331388174354767,0.9277373022060876,0.25196501730369875
Geilenkirchen Air Base,50.9608,6.04242,5,0,0,0,2,3.341035322702155e-05,22591.62822663545,7.15702782219811e-05,2.7516458469971025e-05,0.00010131583034968411,0.5099620058541579,0.1385010447717542,3.649812264162164e-05,9.91255830834951e-06
Geneva Cointrin International Airport,46.23809814453125,6.108950138092041,82799,2052,0,9839,49403,1.8946052744195128,382424330.15731573,1.2115202779383762,0.46579038452278215,1.7150440936403695,1.708352601721162,0.46397303614927016,2.0697038188539705,0.5621127417114761
Genoa Cristoforo Colombo Airport,44.4133,8.8375,5399,47,0,525,3781,0.05116979372816349,12582495.225718835,0.03986134487507727,0.015325398588088578,0.05642824584735544,1.4023330774921867,0.38086091536435523,0.055898882431644516,0.015181628296776179
George Best Belfast City Airport,54.618099,-5.8725,10274,15,0,466,8967,0.020860352077192584,14406933.204367597,0.04564116439143655,0.017547552359694046,0.06461023462983582,0.49929173555539946,0.13560309636106868,0.02278825618176965,0.0061890832130033465
Gibraltar Airport,36.151199,-5.34966,1721,121,0,320,683,0.11008813614192166,9559736.117252337,0.030285244019455402,0.011643697356179084,0.04287219110224935,3.97099098037532,1.0784850503519334,0.120262430839723,0.032662182921242955
Girona-Costa Brava Airport,41.901001,2.76055,5676,143,0,977,2957,0.1211074196125195,25024954.799570464,0.07927905680503923,0.030480234649197524,0.11222847904307039,1.6687901790348374,0.4532282418060524,0.13230011139939446,0.035931507527790084
Glasgow International Airport,55.871899,-4.43306,36913,1048,0,4300,23191,0.8190855861585135,194483214.27545965,0.6161228228246562,0.2368793092304774,0.8721915988402517,1.4522836431098212,0.39442703489005365,0.8947850977348987,0.24301549813481904
Glasgow Prestwick Airport,55.502003,-4.587019,2341,131,0,511,825,0.10737368519830282,22146118.371944316,0.07015890300231958,0.02697383032065869,0.09931786896309477,1.67187778847813,0.45406680846167397,0.11729711159356972,0.03185682917143541
Gloucestershire Airport,51.89419937133789,-2.167220115661621,4,0,0,0,4,0.0,2633.790599737278,8.343848619967698e-06,3.207940079804693e-06,1.1811662218527743e-05,0.0,0.0,0.0,0.0
Gomel Airport,52.527000427246094,31.016700744628903,9,1,0,1,6,0.0003898946915652047,40702.22784648624,0.00012894465781766842,4.9575052799987336e-05,0.0001825357592635517,3.303189027716533,0.8971161109366493,0.0004259285788859852,0.0001156783299474437
Gorna Oryahovitsa Airport,43.15140151977539,25.712900161743164,59,0,0,4,46,0.00014264314228179818,40862.80420046652,0.00012945336370707793,4.9770633770567764e-05,0.00018325589003388972,1.2037242691047172,0.32692056854094015,0.0001558261556114495,4.2320967262655024e-05
Gothenburg City Airport,57.7747,11.8704,5,0,0,0,3,9.309172569331441e-07,3176.5748884173945,1.0063389246506306e-05,3.869047866626817e-06,1.4245866621889537e-05,0.10105464222462471,0.027445522149642392,1.0169521998728303e-06,2.761949724654619e-07
Gothenburg-Landvetter Airport,57.662799835205,12.279800415039,30086,808,0,3848,16625,0.7582374160542422,112803278.59922944,0.35736078660235887,0.13739367077547449,0.5058846455331278,2.317863064181472,0.6295105367492863,0.8283133678524448,0.22496238058719809
Graciosa Airport,39.09220123291016,-28.029800415039062,7,0,0,0,7,0.0,26655.718893072608,8.444531745325403e-05,3.2466494869267307e-05,0.00011954190579479177,0.0,0.0,0.0,0.0
Gran Canaria Airport,27.9319,-15.3866,45254,3585,0,4377,26861,3.3825918984159355,298817298.5571773,0.9466532018291378,0.36395755557642046,1.3400947653023014,3.9034458155008402,1.060140397618978,3.6952094794104204,1.0035853017944207
Granville Airport,48.88309860229492,-1.564170002937317,10,0,0,0,10,0.0,2154.4118293964148,6.825176675527843e-06,2.6240598081774258e-06,9.661810172368766e-06,0.0,0.0,0.0,0.0
Graz Airport,46.9911,15.4396,3921,14,0,274,3031,0.018753040596499213,8261721.26042232,0.026173132953017913,0.010062723574959607,0.03705103240989311,0.7827182165799765,0.2125791520029709,0.020486187947296796,0.005563862408413561
Grenoble-Isère Airport,45.3629,5.32937,830,67,0,129,319,0.05676444027912607,3099946.238928488,0.00982062968492545,0.0037757146623920955,0.013902212982866294,6.314318493052782,1.714911499817744,0.06201058363294788,0.016841510782130163
Grosseto Air Base,42.759701,11.0719,108,0,0,1,86,0.00035973751129638154,203512.19601372269,0.0006447266369714735,0.00024787655115278054,0.0009126835356253008,0.6095362955544552,0.1655445166335395,0.000392984285944874,0.00010673095947821008
Guernsey Airport,49.435001,-2.60197,3587,2,0,30,3513,0.0011405805615742504,2745527.4228529627,0.008697830875598186,0.003344034814632362,0.012312764171031292,0.14325324418425667,0.03890627881822425,0.0012459924902954338,0.0003384002331597826
Gällivare Airport,67.13240051269531,20.814599990844727,116,0,0,0,105,0.00012186582234704755,27381.168299303317,8.674354117219291e-05,3.335008759920953e-05,0.00012279530162052045,1.534737959338168,0.41682087759297964,0.0001331286053643777,3.615651895691621e-05
Gävle Sandviken Airport,60.593299865722656,16.951400756835938,1,0,0,0,1,0.0,246.46245625284035,7.807930614089983e-07,3.001896930072815e-07,1.105300961700451e-06,0.0,0.0,0.0,0.0
Hagfors Airport,60.0201,13.5789,80,0,0,0,80,0.0,14437.516417796378,4.5738052011578924e-05,1.7584802517750346e-05,6.474739002351592e-05,0.0,0.0,0.0,0.0
