Airport,Latitude,Longitude,Flights Total,Flights Big Hit,Flights Warming,Flights Cooling,Flights No Contrail,Contrail Forcing (10^18 J),Fuel Burn (t),CO2 (Mt),CO2 Forcing 20yr (10^18 J),CO2 Forcing 100yr (10^18 J),GWP20,GWP100,Contrail CO2eq 20yr (Mt),Contrail CO2eq 100yr (Mt)
London Biggin Hill Airport,51.33079910279999,0.0324999988079,189,2,0,31,117,0.0015801745398060525,553280.60208046,0.0017527929473908975,0.0006738922293098874,0.002481276827584523,0.984835969095815,0.26747249615215873,0.0017262135409680242,0.0004688239048765428
London City Airport,51.505299,0.055278,31585,18,0,2733,21249,0.10905764460705179,67522916.48523337,0.21391259942521934,0.08224247976277692,0.30281749870813257,0.5569410220494447,0.15126011848842874,0.11913670175313512,0.032356445135226466
London Gatwick Airport,51.148102,-0.190278,149517,8508,0,24604,67180,7.612847856248414,1554879880.1431925,4.925859460293634,1.8938337342728826,6.973111657573795,1.688319329073489,0.45853218141882257,8.316423739113247,2.258665083690984
London Heathrow Airport,51.4706,-0.461941,265085,32181,0,36915,105343,30.908215047525317,6780925233.187596,21.48197113873831,8.259123498987098,30.410161837274675,1.5717709417412977,0.42687869895019337,33.76473800719409,9.170195890590211
London Luton Airport,51.874698638916016,-0.3683330118656158,66921,4196,0,10517,31088,4.114760737392209,311923371.01076204,0.9881732393620941,0.37992066787428974,1.398871078365586,4.548843102888427,1.2354244336253792,4.495045024331176,1.2208133645626715
London Stansted Airport,51.8849983215,0.234999999404,98727,4014,0,15664,46465,3.534726319374884,522689213.0954856,1.6558794270864985,0.6366321134785132,2.344084769293271,2.3319355444163543,0.6333324944494416,3.861404093290795,1.0487222480642044
Lorient South Brittany (Bretagne Sud) Airport,47.76060104370117,-3.440000057220459,587,0,0,40,470,0.0013615072223233018,572654.2383076961,0.0018141686269587812,0.0006974891941373516,0.002568161049543387,0.8198450071803975,0.22266245081376704,0.0014873370909954738,0.0004039472326680889
Lugano Airport,46.00429916379999,8.9105796814,22,0,0,2,17,3.50320382454555e-05,15585.106421864668,4.9373617144467274e-05,1.8982559791848413e-05,6.98939440034586e-05,0.7751038966520013,0.21051117193162305,3.826968304048064e-05,1.0393698007585083e-05
Luleå Airport,65.5438,22.122,4653,86,0,707,1942,0.07786200907439746,12865667.354645725,0.040758434179517654,0.015670300427270023,0.057698177305429386,2.0868804630150963,0.5667777621143273,0.08505797999232213,0.023100974111551126
Luxembourg-Findel International Airport,49.6233333,6.2044444,34499,1547,0,2904,22026,1.6961923551779663,524968646.1173939,1.663100670899904,0.6394084482983502,2.354307257332838,1.1141560470003942,0.3025946536739707,1.8529536692535404,0.5032453715359048
