Hour,Region,FL270-290,FL300-320,FL330-350,FL360-380,FL390-410,FL420-440
01-05 20,London FIR,0.002608,0.0,0.0,0.0,0.0,0.0
01-05 20,Lvov FIR,0.074286,0.0,0.161292,0.0,0.0,0.0
01-05 20,Madrid FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Malta FIR,0.0,0.256281,0.098641,0.0,0.0,0.0
01-05 20,Marseille FIR,0.135877,0.107779,0.021074,0.0,0.0,0.0
01-05 20,Milano FIR,0.038453,0.323677,0.171194,0.003378,0.0,0.0
01-05 20,Munchen FIR,0.158227,0.149174,0.0,0.0,0.0,0.0
01-05 20,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,North Atlantic,0.010139,0.072794,0.123577,0.051909,0.01377,0.0
01-05 20,North Pacific,0.067082,0.09174,0.067946,0.018638,0.003637,0.0
01-05 20,Odessa FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Paris FIR,0.005123,0.0,0.0,0.0,0.0,0.0
01-05 20,Polaris FIR,0.051811,0.007765,0.0,0.0,0.0,0.0
01-05 20,Praha FIR,0.270102,0.108678,0.034232,0.0,0.0,0.0
01-05 20,Reims FIR,0.335767,0.172807,0.0,0.0,0.0,0.0
01-05 20,Reykjavik FIR,0.193875,0.061081,0.055282,0.014914,0.0,0.0
01-05 20,Riga FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Roma FIR,0.013486,0.408782,0.499411,0.010066,0.0,0.0
01-05 20,Santa Maria FIR,0.00161,0.060321,0.120459,0.048196,0.017186,0.0
01-05 20,Sarajevo FIR,0.059326,0.353552,0.580615,0.150535,0.0,0.0
01-05 20,Scottish FIR,0.083699,0.007392,0.0,0.0,0.0,0.0
01-05 20,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Shanwick FIR,0.006896,0.133357,0.256845,0.161927,0.041038,0.0
01-05 20,Simferopol FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Skopje FIR,0.0,0.500688,0.946899,0.385614,0.0,0.0
01-05 20,Sofia FIR,0.006506,0.010439,0.045225,0.033328,0.0,0.0
01-05 20,Southeast Asia,0.0,0.0,0.0,0.016585,0.089059,0.138449
01-05 20,Sweden FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Switzerland FIR,0.068864,0.138615,0.0,0.0,0.0,0.0
01-05 20,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Tibilisi FIR,0.129547,0.0,0.0,0.0,0.0,0.0
01-05 20,Tirana FIR,0.0,0.413977,0.672537,0.14668,0.0,0.0
01-05 20,USA,0.019911,0.040131,0.02652,0.00338,0.0,0.0
01-05 20,Vilnius FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 20,Warszawa FIR,0.014324,0.0,0.008384,0.0,0.0,0.0
01-05 20,Wien FIR,0.051326,0.129676,0.319161,0.0,0.0,0.0
01-05 20,Yerevan FIR,0.027006,0.0,0.0,0.0,0.0,0.0
01-05 20,Zagreb FIR,0.056851,0.716961,0.772723,0.188695,0.0,0.0
01-05 21,Africa & Middle East,0.001034,0.006866,0.011553,0.028379,0.035485,0.025821
01-05 21,Amsterdam FIR,0.052863,0.0,0.0,0.0,0.0,0.0
01-05 21,Ankara FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Arctic,0.084568,0.048625,0.018687,0.017405,0.006304,0.001506
01-05 21,Athinai FIR,0.003279,0.289652,0.299152,0.001062,0.0,0.0
01-05 21,Barcelona FIR,0.00293,0.0,0.0,0.0,0.0,0.0
01-05 21,Beograd FIR,0.020472,0.329133,0.546385,0.204316,0.0,0.0
01-05 21,Bodo Oceanic FIR,0.101143,0.031155,0.0,0.0,0.0,0.0
01-05 21,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Bratislava  FIR,0.065327,0.339515,0.5031,0.0,0.0,0.0
01-05 21,Bremen FIR,0.00918,0.000916,0.0,0.0,0.0,0.0
01-05 21,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Brindisi FIR,0.0,0.377629,0.708831,0.108851,0.0,0.0
01-05 21,Brussels FIR,0.013532,0.0,0.0,0.0,0.0,0.0
01-05 21,Bucarest FIR,0.17171,0.562775,0.377801,0.033982,0.0,0.0
01-05 21,Budapest FIR,0.119087,0.704972,0.821512,0.176046,0.0,0.0
01-05 21,Canarias FIR,0.0,0.001783,0.111468,0.079068,0.000161,0.0
01-05 21,China,0.02294,0.043738,0.027242,0.00761,0.000885,1.1e-05
01-05 21,Chisinau FIR,0.024648,0.025604,0.010237,0.0,0.0,0.0
01-05 21,Continental Europe,0.045431,0.095921,0.085417,0.009338,0.000159,0.0
01-05 21,Copenhagen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Dnipro FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,East Asia,0.0,0.0,0.0,0.0,0.0,0.000831
01-05 21,European Airspace,0.043063,0.066104,0.088057,0.039226,0.00775,0.0
01-05 21,Global,0.018313,0.022752,0.022161,0.018191,0.021787,0.021295
01-05 21,Helsinki FIR,0.150236,0.017791,0.0,0.0,0.0,0.0
01-05 21,India,0.0,6.9e-05,0.0,0.007669,0.006571,0.010838
01-05 21,Istanbul FIR,0.016266,0.013712,0.024102,0.0,0.0,0.0
01-05 21,Kiev FIR,0.01304,0.0,0.0,0.0,0.0,0.0
01-05 21,Langen FIR,0.368539,0.159087,0.0,0.0,0.0,0.0
01-05 21,Latin America,0.001343,0.024073,0.031075,0.032126,0.072115,0.060602
01-05 21,Lisboa FIR,0.0,0.042135,0.179723,0.18905,0.023465,0.0
01-05 21,Ljubljana FIR,0.087988,0.804247,0.559257,0.01973,0.0,0.0
01-05 21,London FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Lvov FIR,0.014999,0.0,0.088892,0.001273,0.0,0.0
01-05 21,Madrid FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Malta FIR,0.0,0.145608,0.028672,0.0,0.0,0.0
01-05 21,Marseille FIR,0.173664,0.096711,0.009283,0.0,0.0,0.0
01-05 21,Milano FIR,0.056372,0.308084,0.165038,0.0,0.0,0.0
01-05 21,Munchen FIR,0.219509,0.202069,0.0,0.0,0.0,0.0
01-05 21,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,North Atlantic,0.009725,0.070738,0.126841,0.054496,0.012871,0.0
01-05 21,North Pacific,0.072272,0.091104,0.065738,0.018026,0.003301,0.0
01-05 21,Odessa FIR,0.008913,0.015594,0.002223,0.0,0.0,0.0
01-05 21,Paris FIR,0.001033,0.0,0.0,0.0,0.0,0.0
01-05 21,Polaris FIR,0.049591,0.009598,0.0,0.0,0.0,0.0
01-05 21,Praha FIR,0.299342,0.121118,0.036352,0.0,0.0,0.0
01-05 21,Reims FIR,0.411866,0.125287,0.0,0.0,0.0,0.0
01-05 21,Reykjavik FIR,0.189997,0.080591,0.069607,0.016337,0.0,0.0
01-05 21,Riga FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Roma FIR,0.025419,0.381914,0.384754,0.009522,0.0,0.0
01-05 21,Santa Maria FIR,0.001147,0.061534,0.11407,0.051307,0.01448,0.0
01-05 21,Sarajevo FIR,0.051894,0.439773,0.654883,0.179397,0.0,0.0
01-05 21,Scottish FIR,0.071782,0.002647,0.0,0.0,0.0,0.0
01-05 21,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Shanwick FIR,0.014275,0.145087,0.287852,0.166802,0.039379,0.0
01-05 21,Simferopol FIR,0.009971,0.0,0.0,0.0,0.0,0.0
01-05 21,Skopje FIR,0.0,0.370996,0.802329,0.340304,0.0,0.0
01-05 21,Sofia FIR,0.020842,0.052642,0.139212,0.07183,0.0,0.0
01-05 21,Southeast Asia,0.0,0.0,0.0,0.00951,0.04496,0.092345
01-05 21,Sweden FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Switzerland FIR,0.073011,0.256554,0.0,0.0,0.0,0.0
01-05 21,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Tibilisi FIR,0.088325,0.0,0.0,0.0,0.0,0.0
01-05 21,Tirana FIR,0.0,0.34019,0.398295,0.047343,0.0,0.0
01-05 21,USA,0.033945,0.049153,0.034682,0.00421,0.0,0.0
01-05 21,Vilnius FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 21,Warszawa FIR,0.049836,0.009067,0.01328,0.0,0.0,0.0
01-05 21,Wien FIR,0.018744,0.068488,0.170981,0.0,0.0,0.0
01-05 21,Yerevan FIR,0.026809,0.0,0.0,0.0,0.0,0.0
01-05 21,Zagreb FIR,0.057467,0.695049,0.606882,0.08382,0.0,0.0
01-05 22,Africa & Middle East,0.000967,0.005992,0.011098,0.031547,0.040834,0.027351
01-05 22,Amsterdam FIR,0.054518,0.0,0.0,0.0,0.0,0.0
01-05 22,Ankara FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Arctic,0.081522,0.047378,0.020107,0.016196,0.005501,0.000911
01-05 22,Athinai FIR,0.011326,0.311204,0.288653,0.000707,0.0,0.0
01-05 22,Barcelona FIR,0.003642,0.0,0.0,0.0,0.0,0.0
01-05 22,Beograd FIR,0.03078,0.297131,0.471933,0.186329,0.0,0.0
01-05 22,Bodo Oceanic FIR,0.102232,0.027861,0.0,0.0,0.0,0.0
01-05 22,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Bratislava  FIR,0.007237,0.302052,0.577969,0.0,0.0,0.0
01-05 22,Bremen FIR,0.033731,0.025304,0.0,0.0,0.0,0.0
01-05 22,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Brindisi FIR,0.0,0.278979,0.622379,0.082862,0.0,0.0
01-05 22,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Bucarest FIR,0.191014,0.666618,0.478743,0.053216,0.0,0.0
01-05 22,Budapest FIR,0.115867,0.865024,0.836452,0.167266,0.0,0.0
01-05 22,Canarias FIR,0.0,0.007617,0.148112,0.081262,0.0,0.0
01-05 22,China,0.019958,0.036775,0.020676,0.005547,0.000685,0.0
01-05 22,Chisinau FIR,0.0,0.061286,0.040811,0.0,0.0,0.0
01-05 22,Continental Europe,0.043153,0.085733,0.069845,0.007657,0.000476,0.0
01-05 22,Copenhagen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Dnipro FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,East Asia,0.0,0.0,0.0,0.0,0.0,0.0008
01-05 22,European Airspace,0.042674,0.063676,0.089846,0.042928,0.007815,0.0
01-05 22,Global,0.018551,0.023037,0.02299,0.019092,0.022298,0.020554
01-05 22,Helsinki FIR,0.159107,0.0187,0.0,0.0,0.0,0.0
01-05 22,India,0.0,0.0,0.0,0.004045,0.005225,0.011113
01-05 22,Istanbul FIR,0.029987,0.014605,0.031053,0.0,0.0,0.0
01-05 22,Kiev FIR,0.01575,0.0,0.0,0.0,0.0,0.0
01-05 22,Langen FIR,0.379084,0.182517,0.0,0.0,0.0,0.0
01-05 22,Latin America,0.002915,0.028335,0.032073,0.035238,0.078389,0.064396
01-05 22,Lisboa FIR,0.0,0.017197,0.138826,0.158028,0.029939,0.0
01-05 22,Ljubljana FIR,0.077989,0.72537,0.490379,0.0,0.0,0.0
01-05 22,London FIR,0.000435,0.0,0.0,0.0,0.0,0.0
01-05 22,Lvov FIR,0.008313,0.002547,0.069968,0.010188,0.0,0.0
01-05 22,Madrid FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Malta FIR,0.0,0.055298,0.0,0.0,0.0,0.0
01-05 22,Marseille FIR,0.192295,0.086814,0.004322,0.0,0.0,0.0
01-05 22,Milano FIR,0.037049,0.252147,0.153811,0.0,0.0,0.0
01-05 22,Munchen FIR,0.243367,0.240881,0.0,0.0,0.0,0.0
01-05 22,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,North Atlantic,0.008336,0.063118,0.129245,0.06075,0.012652,0.0
01-05 22,North Pacific,0.07135,0.08582,0.063376,0.018208,0.00321,0.0
01-05 22,Odessa FIR,0.00671,0.060092,0.020011,0.0,0.0,0.0
01-05 22,Paris FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Polaris FIR,0.050638,0.011109,0.0,0.0,0.0,0.0
01-05 22,Praha FIR,0.228179,0.135591,0.010668,0.0,0.0,0.0
01-05 22,Reims FIR,0.345065,0.090908,0.0,0.0,0.0,0.0
01-05 22,Reykjavik FIR,0.19628,0.091332,0.077615,0.012062,0.0,0.0
01-05 22,Riga FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Roma FIR,0.02245,0.34001,0.268451,0.001789,0.0,0.0
01-05 22,Santa Maria FIR,0.000602,0.056785,0.109056,0.056429,0.014626,0.0
01-05 22,Sarajevo FIR,0.051894,0.457995,0.533222,0.107864,0.0,0.0
01-05 22,Scottish FIR,0.053464,0.0,0.0,0.0,0.0,0.0
01-05 22,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Shanwick FIR,0.012503,0.127753,0.317054,0.193551,0.035827,0.0
01-05 22,Simferopol FIR,0.046122,0.003565,0.0,0.0,0.0,0.0
01-05 22,Skopje FIR,0.0,0.317954,0.454,0.18891,0.0,0.0
01-05 22,Sofia FIR,0.096261,0.156347,0.300619,0.094325,0.0,0.0
01-05 22,Southeast Asia,0.0,0.0,0.0,0.002207,0.017786,0.073133
01-05 22,Sweden FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Switzerland FIR,0.068921,0.438267,0.0,0.0,0.0,0.0
01-05 22,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Tibilisi FIR,0.030028,0.0,0.0,0.0,0.0,0.0
01-05 22,Tirana FIR,0.0,0.318784,0.323749,0.0,0.0,0.0
01-05 22,USA,0.03995,0.051301,0.037722,0.003974,0.0,0.0
01-05 22,Vilnius FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Warszawa FIR,0.072469,0.027946,0.015241,0.0,0.0,0.0
01-05 22,Wien FIR,0.066311,0.093641,0.070432,0.0,0.0,0.0
01-05 22,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 22,Zagreb FIR,0.022027,0.465236,0.501173,0.025795,0.0,0.0
01-05 23,Africa & Middle East,0.000989,0.006548,0.011165,0.033349,0.040404,0.025275
01-05 23,Amsterdam FIR,0.045538,0.0,0.0,0.0,0.0,0.0
01-05 23,Ankara FIR,0.001254,0.0,0.0,0.0,0.0,0.0
01-05 23,Arctic,0.07862,0.045621,0.022115,0.01758,0.005263,9.7e-05
01-05 23,Athinai FIR,0.026553,0.343819,0.263197,0.0,0.0,0.0
01-05 23,Barcelona FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Beograd FIR,0.049743,0.28329,0.507912,0.136976,0.0,0.0
01-05 23,Bodo Oceanic FIR,0.102772,0.027889,0.0,0.0,0.0,0.0
01-05 23,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Bratislava  FIR,0.014367,0.182979,0.506044,0.0,0.0,0.0
01-05 23,Bremen FIR,0.052763,0.031776,0.0,0.0,0.0,0.0
01-05 23,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Brindisi FIR,0.013498,0.340175,0.490648,0.052917,0.0,0.0
01-05 23,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Bucarest FIR,0.21227,0.735438,0.558955,0.086297,0.0,0.0
01-05 23,Budapest FIR,0.120789,0.807828,0.740397,0.135506,0.0,0.0
01-05 23,Canarias FIR,0.0,0.008329,0.153076,0.086916,0.000486,0.0
01-05 23,China,0.014756,0.022415,0.013731,0.00394,0.00051,0.0
01-05 23,Chisinau FIR,0.0,0.10686,0.075776,0.0,0.0,0.0
01-05 23,Continental Europe,0.039092,0.081138,0.056795,0.006257,0.000254,0.0
01-05 23,Copenhagen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Dnipro FIR,0.00289,0.0,0.0,0.0,0.0,0.0
01-05 23,East Asia,0.0,0.0,0.0,0.0,0.0,0.000922
01-05 23,European Airspace,0.040423,0.067748,0.092299,0.043831,0.006278,0.0
01-05 23,Global,0.018778,0.023595,0.024181,0.020075,0.022215,0.020235
01-05 23,Helsinki FIR,0.139951,0.015881,0.0,0.0,0.0,0.0
01-05 23,India,0.0,0.0,0.0,0.002019,0.002553,0.010013
01-05 23,Istanbul FIR,0.033431,0.043024,0.045599,0.000836,0.0,0.0
01-05 23,Kiev FIR,0.029914,0.0,0.0,0.0,0.0,0.0
01-05 23,Langen FIR,0.318337,0.211971,0.0,0.0,0.0,0.0
01-05 23,Latin America,0.007038,0.031413,0.032179,0.037953,0.082499,0.067003
01-05 23,Lisboa FIR,0.0,0.020048,0.125552,0.14155,0.031645,0.0
01-05 23,Ljubljana FIR,0.009687,0.508554,0.519354,0.0,0.0,0.0
01-05 23,London FIR,0.000435,0.0,0.0,0.0,0.0,0.0
01-05 23,Lvov FIR,0.009587,0.085989,0.167966,0.015257,0.0,0.0
01-05 23,Madrid FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Malta FIR,0.0,0.023343,0.0,0.0,0.0,0.0
01-05 23,Marseille FIR,0.206419,0.06957,0.0,0.0,0.0,0.0
01-05 23,Milano FIR,0.031091,0.182564,0.107076,0.0,0.0,0.0
01-05 23,Munchen FIR,0.147638,0.347546,0.0,0.0,0.0,0.0
01-05 23,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,North Atlantic,0.008764,0.064615,0.130277,0.059817,0.009771,0.0
01-05 23,North Pacific,0.069171,0.081612,0.061085,0.017474,0.002457,0.0
01-05 23,Odessa FIR,0.004457,0.109115,0.042274,0.0,0.0,0.0
01-05 23,Paris FIR,0.002061,0.0,0.0,0.0,0.0,0.0
01-05 23,Polaris FIR,0.053609,0.011837,0.0,0.0,0.0,0.0
01-05 23,Praha FIR,0.066833,0.062351,0.0,0.0,0.0,0.0
01-05 23,Reims FIR,0.254173,0.075231,0.0,0.0,0.0,0.0
01-05 23,Reykjavik FIR,0.183988,0.081112,0.066576,0.012345,0.0,0.0
01-05 23,Riga FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Roma FIR,0.029427,0.343707,0.210168,0.000883,0.0,0.0
01-05 23,Santa Maria FIR,7.5e-05,0.062409,0.113282,0.055247,0.010518,0.0
01-05 23,Sarajevo FIR,0.026003,0.308531,0.409317,0.018571,0.0,0.0
01-05 23,Scottish FIR,0.044445,0.0,0.0,0.0,0.0,0.0
01-05 23,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Shanwick FIR,0.011676,0.136503,0.339216,0.195894,0.02445,0.0
01-05 23,Simferopol FIR,0.094029,0.063522,0.006223,0.0,0.0,0.0
01-05 23,Skopje FIR,0.0,0.364116,0.310634,0.0,0.0,0.0
01-05 23,Sofia FIR,0.126805,0.265124,0.374147,0.095064,0.0,0.0
01-05 23,Southeast Asia,0.0,0.0,0.0,0.000363,0.011708,0.076522
01-05 23,Sweden FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Switzerland FIR,0.056746,0.344561,0.0,0.0,0.0,0.0
01-05 23,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Tibilisi FIR,0.004281,0.0,0.0,0.0,0.0,0.0
01-05 23,Tirana FIR,0.0,0.265383,0.292237,0.0,0.0,0.0
01-05 23,USA,0.043838,0.056956,0.03749,0.003336,0.0,0.0
01-05 23,Vilnius FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Warszawa FIR,0.077465,0.072448,0.0162,0.0,0.0,0.0
01-05 23,Wien FIR,0.182591,0.211423,0.052187,0.0,0.0,0.0
01-05 23,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-05 23,Zagreb FIR,0.003209,0.32883,0.456455,0.051941,0.0,0.0
01-06 00,Africa & Middle East,0.000928,0.006296,0.010894,0.032537,0.03778,0.020873
01-06 00,Amsterdam FIR,0.040053,0.0,0.0,0.0,0.0,0.0
01-06 00,Ankara FIR,0.001758,0.0,0.0,0.0,0.0,0.0
01-06 00,Arctic,0.075838,0.043866,0.024616,0.01776,0.005314,0.0
01-06 00,Athinai FIR,0.032338,0.367833,0.234504,0.0,0.0,0.0
01-06 00,Barcelona FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Beograd FIR,0.059945,0.249,0.381635,0.052454,0.0,0.0
01-06 00,Bodo Oceanic FIR,0.098553,0.031011,0.0,0.0,0.0,0.0
01-06 00,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Bratislava  FIR,0.0,0.057841,0.294528,0.014385,0.0,0.0
01-06 00,Bremen FIR,0.073617,0.041017,0.0,0.0,0.0,0.0
01-06 00,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Brindisi FIR,0.028105,0.372429,0.479122,0.012471,0.0,0.0
01-06 00,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Bucarest FIR,0.249009,0.718115,0.582844,0.120528,0.0,0.0
01-06 00,Budapest FIR,0.088628,0.585595,0.5035,0.064444,0.0,0.0
01-06 00,Canarias FIR,0.0,0.00992,0.154662,0.090754,0.000324,0.0
01-06 00,China,0.008012,0.010368,0.009879,0.004066,0.000821,0.0
01-06 00,Chisinau FIR,0.00513,0.322612,0.281243,0.0,0.0,0.0
01-06 00,Continental Europe,0.036493,0.074224,0.049891,0.005235,0.0,0.0
01-06 00,Copenhagen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Dnipro FIR,0.00578,0.0,0.0,0.0,0.0,0.0
01-06 00,East Asia,0.0,0.0,0.0,0.0,0.0,0.000813
01-06 00,European Airspace,0.038886,0.071127,0.092885,0.042666,0.004942,0.0
01-06 00,Global,0.018162,0.024435,0.025241,0.020658,0.022502,0.02071
01-06 00,Helsinki FIR,0.09718,0.00794,0.0,0.0,0.0,0.0
01-06 00,India,0.0,2.4e-05,0.0,0.000737,0.001096,0.007116
01-06 00,Istanbul FIR,0.038478,0.084079,0.073514,0.002509,0.0,0.0
01-06 00,Kiev FIR,0.154125,0.0,0.001829,0.0,0.0,0.0
01-06 00,Langen FIR,0.169554,0.219431,0.0,0.0,0.0,0.0
01-06 00,Latin America,0.008643,0.033121,0.032247,0.039354,0.083546,0.069446
01-06 00,Lisboa FIR,0.0,0.028561,0.113936,0.124923,0.035784,0.0
01-06 00,Ljubljana FIR,0.0,0.146291,0.460339,0.0,0.0,0.0
01-06 00,London FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Lvov FIR,0.036584,0.184409,0.270275,0.005069,0.0,0.0
01-06 00,Madrid FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Malta FIR,0.0,0.025511,0.0,0.0,0.0,0.0
01-06 00,Marseille FIR,0.201699,0.036881,0.0,0.0,0.0,0.0
01-06 00,Milano FIR,0.028821,0.174523,0.096969,0.002265,0.0,0.0
01-06 00,Munchen FIR,0.155819,0.334592,0.0,0.0,0.0,0.0
01-06 00,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,North Atlantic,0.008392,0.072949,0.133943,0.058747,0.007781,0.0
01-06 00,North Pacific,0.064091,0.077301,0.059411,0.017099,0.002195,0.0
01-06 00,Odessa FIR,0.00668,0.170994,0.068747,0.0,0.0,0.0
01-06 00,Paris FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Polaris FIR,0.053278,0.012721,0.0,0.0,0.0,0.0
01-06 00,Praha FIR,0.087656,0.063896,0.0,0.0,0.0,0.0
01-06 00,Reims FIR,0.245938,0.062545,0.0,0.0,0.0,0.0
01-06 00,Reykjavik FIR,0.173747,0.061874,0.04193,0.012472,0.0,0.0
01-06 00,Riga FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Roma FIR,0.041418,0.303903,0.139474,0.0,0.0,0.0
01-06 00,Santa Maria FIR,0.000783,0.069574,0.115667,0.052736,0.008142,0.0
01-06 00,Sarajevo FIR,0.05923,0.409248,0.491524,0.05223,0.0,0.0
01-06 00,Scottish FIR,0.039523,0.0,0.0,0.0,0.0,0.0
01-06 00,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Shanwick FIR,0.009349,0.162589,0.354955,0.192214,0.017685,0.0
01-06 00,Simferopol FIR,0.103245,0.083142,0.006212,0.0,0.0,0.0
01-06 00,Skopje FIR,0.0,0.485666,0.318279,0.0,0.0,0.0
01-06 00,Sofia FIR,0.182409,0.351301,0.326158,0.014277,0.0,0.0
01-06 00,Southeast Asia,0.0,0.0,0.0,0.000149,0.013672,0.084784
01-06 00,Sweden FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Switzerland FIR,0.138597,0.235236,0.0,0.0,0.0,0.0
01-06 00,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Tirana FIR,0.0,0.28113,0.324177,0.021445,0.0,0.0
01-06 00,USA,0.045885,0.060758,0.03943,0.002258,0.0,0.0
01-06 00,Vilnius FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Warszawa FIR,0.093152,0.095428,0.013727,0.0,0.0,0.0
01-06 00,Wien FIR,0.144321,0.160537,0.079194,0.0,0.0,0.0
01-06 00,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 00,Zagreb FIR,0.016224,0.386472,0.511223,0.050582,0.0,0.0
01-06 01,Africa & Middle East,0.000815,0.005907,0.010415,0.029402,0.028964,0.013759
01-06 01,Amsterdam FIR,0.034706,0.0,0.0,0.0,0.0,0.0
01-06 01,Ankara FIR,0.000251,0.0,0.0,0.0,0.0,0.0
01-06 01,Arctic,0.073718,0.041119,0.027797,0.018533,0.005476,0.0
01-06 01,Athinai FIR,0.029562,0.381617,0.215707,0.0,0.0,0.0
01-06 01,Barcelona FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 01,Beograd FIR,0.022321,0.125036,0.194867,0.016966,0.0,0.0
01-06 01,Bodo Oceanic FIR,0.096589,0.035339,0.0,0.0,0.0,0.0
01-06 01,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 01,Bratislava  FIR,0.0,0.05433,0.223171,0.010642,0.0,0.0
01-06 01,Bremen FIR,0.020681,0.053582,0.0,0.0,0.0,0.0
01-06 01,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 01,Brindisi FIR,0.04035,0.494057,0.494926,0.0,0.0,0.0
01-06 01,Brussels FIR,0.009005,0.0,0.0,0.0,0.0,0.0
01-06 01,Bucarest FIR,0.251778,0.635513,0.499989,0.097073,0.0,0.0
01-06 01,Budapest FIR,0.047737,0.383316,0.27129,0.001823,0.0,0.0
01-06 01,Canarias FIR,0.0,0.01093,0.160211,0.093831,0.006238,0.0
01-06 01,China,0.006101,0.006768,0.008718,0.004879,0.000865,0.0
01-06 01,Chisinau FIR,0.096577,0.526668,0.399984,0.0,0.0,0.0
01-06 01,Continental Europe,0.037193,0.071486,0.047586,0.005253,0.0,0.0
01-06 01,Copenhagen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-06 01,Dnipro FIR,0.026159,0.0,0.0,0.0,0.0,0.0
01-06 01,East Asia,0.0,0.0,0.0,0.0,1.5e-05,0.000461
