Hour,Region,Very warming,Extremely warming,Cooling,Persistent contrails,Warming
01-05 08,Africa & Middle East,0.001926,0.000151,0.017705,0.032472,0.014767
01-05 08,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Ankara FIR,0.000172,0.0,0.017648,0.028537,0.010889
01-05 08,Arctic,0.051169,0.01864,8.7e-05,0.123902,0.123814
01-05 08,Athinai FIR,0.0,0.0,0.067622,0.067622,0.0
01-05 08,Barcelona FIR,0.001382,0.0,0.044379,0.095766,0.051387
01-05 08,Beograd FIR,0.0,0.0,0.42432,0.42432,0.0
01-05 08,Bodo Oceanic FIR,0.002687,0.000941,8.1e-05,0.020007,0.019926
01-05 08,Bordeaux FIR,0.0,0.0,0.000374,0.001495,0.001121
01-05 08,Bratislava  FIR,0.0,0.0,0.150734,0.15667,0.005936
01-05 08,Bremen FIR,0.0,0.0,0.061514,0.093473,0.031959
01-05 08,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Brindisi FIR,0.0,0.0,0.297494,0.299528,0.002034
01-05 08,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Bucarest FIR,0.0,0.0,0.020268,0.020268,0.0
01-05 08,Budapest FIR,0.0,0.0,0.214237,0.214237,0.0
01-05 08,Canarias FIR,0.0,0.0,0.076639,0.089527,0.012888
01-05 08,China,0.018784,0.003389,0.027948,0.066481,0.038533
01-05 08,Chisinau FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Continental Europe,0.00263,4.3e-05,0.086745,0.111799,0.025054
01-05 08,Copenhagen FIR,0.0,0.0,0.050255,0.07661,0.026355
01-05 08,Dnipro FIR,0.013112,0.0,0.01224,0.100124,0.087884
01-05 08,East Asia,0.000739,2.6e-05,0.001283,0.002613,0.00133
01-05 08,European Airspace,0.005432,0.00105,0.045902,0.085358,0.039455
01-05 08,Global,0.023362,0.005961,0.018942,0.079636,0.060694
01-05 08,Helsinki FIR,0.000646,0.000513,0.003535,0.010173,0.006638
01-05 08,India,0.002976,0.001042,0.019056,0.029066,0.01001
01-05 08,Istanbul FIR,0.0,0.0,0.002733,0.002733,0.0
01-05 08,Kiev FIR,0.0,0.0,0.002051,0.00366,0.001609
01-05 08,Langen FIR,0.0,0.0,0.059772,0.067262,0.007491
01-05 08,Latin America,0.018749,0.002759,0.028198,0.112637,0.084438
01-05 08,Lisboa FIR,0.0,0.0,0.006833,0.012457,0.005624
01-05 08,Ljubljana FIR,0.0,0.0,0.480476,0.485365,0.004888
01-05 08,London FIR,0.000412,0.0,0.004126,0.013386,0.00926
01-05 08,Lvov FIR,0.000196,0.0,0.018511,0.026606,0.008095
01-05 08,Madrid FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Malta FIR,0.0,0.0,0.024562,0.024562,0.0
01-05 08,Marseille FIR,0.015927,0.000847,0.080454,0.290567,0.210113
01-05 08,Milano FIR,0.004075,0.0,0.200183,0.285908,0.085725
01-05 08,Munchen FIR,0.000772,0.0,0.204442,0.242246,0.037804
01-05 08,Nicosia FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,North Atlantic,0.021093,0.000388,0.014094,0.132563,0.118469
01-05 08,North Pacific,0.033261,0.004577,0.032202,0.121631,0.089429
01-05 08,Odessa FIR,0.0,0.0,0.011179,0.011179,0.0
01-05 08,Paris FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Polaris FIR,0.004739,0.000119,0.007734,0.031495,0.023761
01-05 08,Praha FIR,0.0,0.0,0.237034,0.239118,0.002084
01-05 08,Reims FIR,0.0,0.0,0.032985,0.034056,0.001071
01-05 08,Reykjavik FIR,0.033193,0.011564,0.000347,0.059494,0.059147
01-05 08,Riga FIR,0.013536,0.0,0.0,0.014552,0.014552
01-05 08,Roma FIR,0.003969,0.0,0.274515,0.292577,0.018063
01-05 08,Santa Maria FIR,0.004663,0.000139,0.068501,0.157588,0.089087
01-05 08,Sarajevo FIR,0.0,0.0,0.483576,0.483576,0.0
01-05 08,Scottish FIR,0.014703,0.0,0.008648,0.055317,0.046669
01-05 08,Shannon FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Shanwick FIR,0.004844,0.0,0.034833,0.165474,0.130641
01-05 08,Simferopol FIR,0.001441,0.0,0.002312,0.005483,0.003171
01-05 08,Skopje FIR,0.0,0.0,0.431963,0.431963,0.0
01-05 08,Sofia FIR,0.0,0.0,0.129374,0.129374,0.0
01-05 08,Southeast Asia,0.047121,0.021865,0.040506,0.123212,0.082706
01-05 08,Sweden FIR,0.000336,0.0,0.001871,0.003043,0.001171
01-05 08,Switzerland FIR,0.0,0.0,0.291055,0.291737,0.000682
01-05 08,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-05 08,Tibilisi FIR,0.012234,0.000728,0.179872,0.226192,0.04632
01-05 08,Tirana FIR,0.0,0.0,0.422889,0.422889,0.0
01-05 08,USA,0.029021,0.004114,0.000161,0.075979,0.075818
01-05 08,Vilnius FIR,0.005103,0.0,0.002581,0.008656,0.006075
01-05 08,Warszawa FIR,0.0,0.0,0.032576,0.063353,0.030777
01-05 08,Wien FIR,0.0,0.0,0.372177,0.372527,0.00035
01-05 08,Yerevan FIR,0.009912,0.002206,0.18613,0.198247,0.012118
01-05 08,Zagreb FIR,0.0,0.0,0.448387,0.448387,0.0
01-05 09,Africa & Middle East,0.001835,0.000201,0.018192,0.031704,0.013512
01-05 09,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Ankara FIR,0.000347,0.0,0.012125,0.022625,0.0105
01-05 09,Arctic,0.051138,0.017874,1.4e-05,0.122532,0.122519
01-05 09,Athinai FIR,0.0,0.0,0.066873,0.066873,0.0
01-05 09,Barcelona FIR,0.002752,0.0,0.044253,0.084864,0.040611
01-05 09,Beograd FIR,0.0,0.0,0.435404,0.435404,0.0
01-05 09,Bodo Oceanic FIR,0.005818,0.002882,0.00021,0.026686,0.026477
01-05 09,Bordeaux FIR,0.0,0.0,0.000747,0.000747,0.0
01-05 09,Bratislava  FIR,0.0,0.0,0.230676,0.230676,0.0
01-05 09,Bremen FIR,0.000153,0.0,0.049392,0.078014,0.028622
01-05 09,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Brindisi FIR,0.001032,0.0,0.290541,0.305682,0.015142
01-05 09,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Bucarest FIR,0.0,0.0,0.062609,0.062609,0.0
01-05 09,Budapest FIR,0.0,0.0,0.209467,0.209467,0.0
01-05 09,Canarias FIR,0.00017,0.0,0.086545,0.089225,0.00268
01-05 09,China,0.022073,0.00393,0.020266,0.066082,0.045816
01-05 09,Chisinau FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Continental Europe,0.00508,0.000471,0.086755,0.111994,0.025239
01-05 09,Copenhagen FIR,0.001045,0.0,0.055505,0.060178,0.004673
01-05 09,Dnipro FIR,0.018146,0.001029,0.009525,0.079568,0.070043
01-05 09,East Asia,0.000892,2.9e-05,0.000688,0.002478,0.00179
01-05 09,European Airspace,0.006573,0.00135,0.056735,0.086181,0.029446
01-05 09,Global,0.023926,0.005998,0.018659,0.07977,0.061112
01-05 09,Helsinki FIR,0.001942,0.001148,0.00365,0.011174,0.007524
01-05 09,India,0.005634,0.001824,0.015885,0.029522,0.013637
01-05 09,Istanbul FIR,0.0,0.0,0.008809,0.008809,0.0
01-05 09,Kiev FIR,0.0,0.0,0.004116,0.00733,0.003214
01-05 09,Langen FIR,0.0,0.0,0.043107,0.062796,0.01969
01-05 09,Latin America,0.015327,0.00234,0.04069,0.111739,0.07105
01-05 09,Lisboa FIR,0.0,0.0,0.020309,0.02073,0.000421
01-05 09,Ljubljana FIR,0.016413,0.0,0.395414,0.44286,0.047446
01-05 09,London FIR,0.000481,0.0,0.00769,0.01172,0.00403
01-05 09,Lvov FIR,0.0,0.0,0.031829,0.031829,0.0
01-05 09,Madrid FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Malta FIR,0.0,0.0,0.040661,0.040836,0.000175
01-05 09,Marseille FIR,0.033269,0.0056,0.07875,0.284344,0.205594
01-05 09,Milano FIR,0.002431,0.0,0.208062,0.285035,0.076973
01-05 09,Munchen FIR,0.000268,0.0,0.210752,0.246748,0.035995
01-05 09,Nicosia FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,North Atlantic,0.017545,0.000458,0.031411,0.133361,0.10195
01-05 09,North Pacific,0.034524,0.004437,0.031608,0.122695,0.091087
01-05 09,Odessa FIR,0.0,0.0,0.005771,0.005771,0.0
01-05 09,Paris FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Polaris FIR,0.005261,0.000316,0.011934,0.030672,0.018738
01-05 09,Praha FIR,0.0,0.0,0.232398,0.233103,0.000705
01-05 09,Reims FIR,0.0,0.0,0.05456,0.059874,0.005315
01-05 09,Reykjavik FIR,0.03498,0.013311,0.00122,0.061876,0.060656
01-05 09,Riga FIR,0.008905,0.0,0.0,0.008905,0.008905
01-05 09,Roma FIR,0.016757,0.002369,0.261706,0.308881,0.047175
01-05 09,Santa Maria FIR,0.003068,0.000392,0.110407,0.153914,0.043507
01-05 09,Sarajevo FIR,0.0,0.0,0.47475,0.47475,0.0
01-05 09,Scottish FIR,0.020661,9.1e-05,0.016051,0.053691,0.03764
01-05 09,Shannon FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Shanwick FIR,0.002598,0.0,0.084774,0.168618,0.083843
01-05 09,Simferopol FIR,0.000144,0.0,0.001152,0.001727,0.000575
01-05 09,Skopje FIR,0.0,0.0,0.440911,0.440911,0.0
01-05 09,Sofia FIR,0.0,0.0,0.137409,0.137409,0.0
01-05 09,Southeast Asia,0.053789,0.025764,0.024159,0.122697,0.098539
01-05 09,Sweden FIR,0.000363,5.2e-05,0.002572,0.004608,0.002036
01-05 09,Switzerland FIR,0.0,0.0,0.243644,0.243644,0.0
01-05 09,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-05 09,Tibilisi FIR,0.029141,0.003256,0.096733,0.220767,0.124034
01-05 09,Tirana FIR,0.0,0.0,0.442194,0.442194,0.0
01-05 09,USA,0.02597,0.00251,0.001016,0.078762,0.077746
01-05 09,Vilnius FIR,0.000319,0.0,0.000636,0.000954,0.000319
01-05 09,Warszawa FIR,0.0,0.0,0.052912,0.072513,0.019601
01-05 09,Wien FIR,0.0,0.0,0.347341,0.352138,0.004797
01-05 09,Yerevan FIR,0.005592,0.0,0.174008,0.190594,0.016586
01-05 09,Zagreb FIR,0.00688,0.001056,0.417801,0.43194,0.014138
01-05 10,Africa & Middle East,0.002002,0.000307,0.017458,0.030992,0.013534
01-05 10,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Ankara FIR,0.00013,0.0,0.004117,0.016205,0.012088
01-05 10,Arctic,0.051259,0.016674,2e-06,0.123055,0.123053
01-05 10,Athinai FIR,0.0,0.0,0.064264,0.064264,0.0
01-05 10,Barcelona FIR,0.000986,0.0,0.038288,0.073889,0.035601
01-05 10,Beograd FIR,0.0,0.0,0.446591,0.44715,0.000559
01-05 10,Bodo Oceanic FIR,0.009762,0.004965,0.000499,0.029847,0.029349
01-05 10,Bordeaux FIR,0.0,0.0,0.000934,0.000934,0.0
01-05 10,Bratislava  FIR,0.001197,0.0,0.213537,0.218947,0.00541
01-05 10,Bremen FIR,0.0,0.0,0.030808,0.064331,0.033523
01-05 10,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Brindisi FIR,0.019705,0.0,0.246183,0.300112,0.053929
01-05 10,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Bucarest FIR,0.0,0.0,0.106508,0.106508,0.0
01-05 10,Budapest FIR,0.000625,0.0,0.155093,0.164116,0.009023
01-05 10,Canarias FIR,0.001171,0.0,0.080966,0.086948,0.005982
01-05 10,China,0.024398,0.00448,0.010146,0.065793,0.055647
01-05 10,Chisinau FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Continental Europe,0.007839,0.000912,0.070449,0.099688,0.029239
01-05 10,Copenhagen FIR,0.003464,0.0,0.039866,0.0459,0.006034
01-05 10,Dnipro FIR,0.016471,0.001019,0.005877,0.061437,0.05556
01-05 10,East Asia,0.000906,1.3e-05,0.000125,0.002592,0.002467
01-05 10,European Airspace,0.008015,0.001698,0.058265,0.08411,0.025844
01-05 10,Global,0.024614,0.006056,0.016659,0.078118,0.061459
01-05 10,Helsinki FIR,0.002114,0.000979,0.003652,0.012317,0.008665
01-05 10,India,0.008167,0.003118,0.011482,0.029675,0.018194
01-05 10,Istanbul FIR,0.0,0.0,0.006567,0.006567,0.0
01-05 10,Kiev FIR,0.000146,0.0,0.003226,0.005268,0.002042
01-05 10,Langen FIR,0.0,0.0,0.045899,0.057377,0.011477
01-05 10,Latin America,0.013453,0.002143,0.043977,0.0941,0.050123
01-05 10,Lisboa FIR,5.4e-05,0.0,0.05182,0.053145,0.001324
01-05 10,Ljubljana FIR,0.018094,0.00494,0.292376,0.313713,0.021338
01-05 10,London FIR,0.000483,0.0,0.005362,0.007514,0.002152
01-05 10,Lvov FIR,0.0,0.0,0.047712,0.047712,0.0
01-05 10,Madrid FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Malta FIR,0.000175,0.0,0.053567,0.053918,0.000351
01-05 10,Marseille FIR,0.030491,0.007082,0.05097,0.25077,0.1998
01-05 10,Milano FIR,0.012265,0.0,0.119,0.176446,0.057446
01-05 10,Munchen FIR,0.000277,0.0,0.172199,0.219679,0.04748
01-05 10,Nicosia FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,North Atlantic,0.013921,0.000638,0.047116,0.136661,0.089544
01-05 10,North Pacific,0.034454,0.004505,0.029142,0.122161,0.093019
01-05 10,Odessa FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Paris FIR,0.000179,0.0,0.001627,0.001807,0.000179
01-05 10,Polaris FIR,0.00574,0.000657,0.009661,0.024172,0.014512
01-05 10,Praha FIR,0.00561,0.0,0.217625,0.233034,0.015409
01-05 10,Reims FIR,0.005287,0.0,0.064604,0.096823,0.032219
01-05 10,Reykjavik FIR,0.036982,0.015782,0.002241,0.060452,0.058211
01-05 10,Riga FIR,0.002541,0.0,0.000253,0.002794,0.002541
01-05 10,Roma FIR,0.035664,0.007316,0.218217,0.294029,0.075811
01-05 10,Santa Maria FIR,0.003947,0.00049,0.116934,0.144336,0.027402
01-05 10,Sarajevo FIR,0.0,0.0,0.445004,0.450011,0.005007
01-05 10,Scottish FIR,0.026478,0.000224,0.016494,0.049707,0.033213
01-05 10,Shannon FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Shanwick FIR,0.001498,0.0,0.13848,0.182678,0.044197
01-05 10,Simferopol FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Skopje FIR,0.0,0.0,0.459827,0.459827,0.0
01-05 10,Sofia FIR,0.0,0.0,0.16608,0.16608,0.0
01-05 10,Southeast Asia,0.059216,0.027853,0.009928,0.12403,0.114102
01-05 10,Sweden FIR,0.00013,0.000104,0.002269,0.005251,0.002982
01-05 10,Switzerland FIR,0.0,0.0,0.18603,0.205715,0.019685
01-05 10,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Tibilisi FIR,0.034753,0.001083,0.051451,0.220423,0.168971
01-05 10,Tirana FIR,0.0,0.0,0.436891,0.436891,0.0
01-05 10,USA,0.022138,0.001276,0.003685,0.08024,0.076555
01-05 10,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-05 10,Warszawa FIR,0.0,0.0,0.071886,0.085239,0.013353
01-05 10,Wien FIR,0.000337,0.0,0.217616,0.225097,0.007481
01-05 10,Yerevan FIR,0.013413,0.001099,0.133192,0.208691,0.075499
01-05 10,Zagreb FIR,0.017658,0.00132,0.310269,0.363985,0.053716
01-05 11,Africa & Middle East,0.002676,0.000588,0.017576,0.031198,0.013622
01-05 11,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Ankara FIR,0.001835,0.0,0.001257,0.015052,0.013795
01-05 11,Arctic,0.050757,0.015783,6e-06,0.12186,0.121854
01-05 11,Athinai FIR,0.0,0.0,0.058747,0.061454,0.002707
01-05 11,Barcelona FIR,0.0,0.0,0.029982,0.058878,0.028896
01-05 11,Beograd FIR,0.000277,0.0,0.434467,0.46807,0.033603
01-05 11,Bodo Oceanic FIR,0.015129,0.007154,0.000578,0.039475,0.038897
01-05 11,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Bratislava  FIR,0.022635,0.0,0.149565,0.208184,0.058618
01-05 11,Bremen FIR,0.0,0.0,0.015614,0.048321,0.032707
01-05 11,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Brindisi FIR,0.04279,0.0,0.202324,0.315615,0.113291
01-05 11,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Bucarest FIR,0.0,0.0,0.163487,0.167146,0.003659
01-05 11,Budapest FIR,0.014444,0.0,0.157312,0.202036,0.044723
01-05 11,Canarias FIR,0.002947,0.0,0.079383,0.088054,0.008671
01-05 11,China,0.024988,0.004793,0.001065,0.067048,0.065984
01-05 11,Chisinau FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Continental Europe,0.012632,0.001489,0.056549,0.10085,0.044301
01-05 11,Copenhagen FIR,0.007436,0.000176,0.026284,0.037155,0.010871
01-05 11,Dnipro FIR,0.012511,0.003198,0.008316,0.046618,0.038301
01-05 11,East Asia,0.000757,9e-06,0.0,0.00301,0.00301
01-05 11,European Airspace,0.01057,0.00223,0.054048,0.084599,0.03055
01-05 11,Global,0.024684,0.006044,0.015965,0.078787,0.062822
01-05 11,Helsinki FIR,0.002388,0.001307,0.003271,0.010979,0.007708
01-05 11,India,0.009438,0.004216,0.005984,0.029347,0.023363
01-05 11,Istanbul FIR,0.0,0.0,0.005533,0.005533,0.0
01-05 11,Kiev FIR,0.0,0.0,0.002925,0.005539,0.002614
01-05 11,Langen FIR,0.0,0.0,0.025371,0.082978,0.057607
01-05 11,Latin America,0.013728,0.002374,0.047357,0.093214,0.045857
01-05 11,Lisboa FIR,0.000271,0.0,0.083674,0.087543,0.003868
01-05 11,Ljubljana FIR,0.003281,0.003281,0.254906,0.258187,0.003281
01-05 11,London FIR,0.000828,0.0,0.002494,0.004494,0.002
01-05 11,Lvov FIR,0.0,0.0,0.052321,0.052321,0.0
01-05 11,Madrid FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Malta FIR,0.0,0.0,0.068634,0.070395,0.001761
01-05 11,Marseille FIR,0.029438,0.006187,0.035125,0.251729,0.216603
01-05 11,Milano FIR,0.045465,0.003945,0.091336,0.205971,0.114636
01-05 11,Munchen FIR,0.0,0.0,0.156041,0.200724,0.044683
01-05 11,Nicosia FIR,0.0,0.0,0.001263,0.001263,0.0
01-05 11,North Atlantic,0.014408,0.001055,0.053239,0.137046,0.083807
01-05 11,North Pacific,0.034408,0.004753,0.02672,0.12352,0.0968
01-05 11,Odessa FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Paris FIR,0.0,0.0,0.001616,0.001795,0.000179
01-05 11,Polaris FIR,0.007814,0.00081,0.007498,0.02095,0.013452
01-05 11,Praha FIR,0.015402,0.0,0.190426,0.229652,0.039227
01-05 11,Reims FIR,0.012075,0.0,0.01195,0.089178,0.077228
01-05 11,Reykjavik FIR,0.039826,0.018602,0.004603,0.064135,0.059532
01-05 11,Riga FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Roma FIR,0.05145,0.014414,0.184754,0.320047,0.135293
01-05 11,Santa Maria FIR,0.006349,0.000886,0.104862,0.132813,0.027951
01-05 11,Sarajevo FIR,0.011717,0.0,0.267047,0.38691,0.119864
01-05 11,Scottish FIR,0.028978,0.000584,0.014246,0.046308,0.032062
01-05 11,Shannon FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Shanwick FIR,0.005496,0.000199,0.148136,0.188855,0.040719
01-05 11,Simferopol FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Skopje FIR,0.0,0.0,0.473592,0.474866,0.001274
01-05 11,Sofia FIR,0.0,0.0,0.193884,0.193884,0.0
01-05 11,Southeast Asia,0.062844,0.029672,0.003078,0.127277,0.124198
01-05 11,Sweden FIR,2.6e-05,0.0,0.002412,0.006277,0.003865
01-05 11,Switzerland FIR,0.0,0.0,0.137703,0.218694,0.080991
01-05 11,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Tibilisi FIR,0.025426,0.000722,0.024818,0.217532,0.192714
01-05 11,Tirana FIR,0.0,0.0,0.376048,0.450272,0.074224
01-05 11,USA,0.016532,0.000307,0.009173,0.078443,0.069271
01-05 11,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-05 11,Warszawa FIR,0.00254,0.0,0.068771,0.094425,0.025654
01-05 11,Wien FIR,0.0,0.0,0.174827,0.181277,0.006451
01-05 11,Yerevan FIR,0.007871,0.0,0.039821,0.192999,0.153177
01-05 11,Zagreb FIR,0.050583,0.001577,0.223418,0.359166,0.135747
01-05 12,Africa & Middle East,0.00443,0.001109,0.016379,0.031671,0.015291
01-05 12,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Ankara FIR,0.004412,8.8e-05,0.000439,0.015318,0.014879
01-05 12,Arctic,0.048855,0.014295,4e-06,0.118271,0.118267
01-05 12,Athinai FIR,0.001018,0.0,0.044883,0.056519,0.011635
01-05 12,Barcelona FIR,0.00025,0.0,0.018304,0.038609,0.020305
01-05 12,Beograd FIR,0.057962,0.0,0.249629,0.491749,0.242119
01-05 12,Bodo Oceanic FIR,0.018523,0.008053,0.00053,0.04836,0.047829
01-05 12,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Bratislava  FIR,0.084611,0.001176,0.090905,0.219456,0.12855
01-05 12,Bremen FIR,0.001957,0.0,0.01024,0.035928,0.025689
01-05 12,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Brindisi FIR,0.078531,0.000412,0.136449,0.347601,0.211152
01-05 12,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Bucarest FIR,0.005835,0.0,0.183828,0.24364,0.059812
01-05 12,Budapest FIR,0.038188,0.0,0.115302,0.230925,0.115622
01-05 12,Canarias FIR,0.004631,0.000312,0.085112,0.096347,0.011235
01-05 12,China,0.024616,0.004608,0.0,0.068072,0.068072
01-05 12,Chisinau FIR,0.0,0.0,0.004061,0.004061,0.0
01-05 12,Continental Europe,0.021396,0.002433,0.033401,0.102089,0.068688
01-05 12,Copenhagen FIR,0.011389,0.000524,0.014236,0.029411,0.015175
01-05 12,Dnipro FIR,0.006754,0.000338,0.001502,0.033393,0.031891
01-05 12,East Asia,0.000546,7e-06,0.0,0.003033,0.003033
01-05 12,European Airspace,0.015044,0.002857,0.044187,0.085405,0.041219
01-05 12,Global,0.024709,0.005922,0.015119,0.079072,0.063953
01-05 12,Helsinki FIR,0.002121,0.000766,0.001821,0.009514,0.007693
01-05 12,India,0.010178,0.004868,0.002108,0.029009,0.026901
01-05 12,Istanbul FIR,0.0,0.0,0.008226,0.008226,0.0
01-05 12,Kiev FIR,0.002167,0.0,0.003213,0.010024,0.006812
01-05 12,Langen FIR,0.015327,0.0,0.003332,0.108469,0.105138
01-05 12,Latin America,0.014449,0.002502,0.042172,0.090357,0.048185
01-05 12,Lisboa FIR,0.000924,0.0,0.108372,0.123804,0.015432
01-05 12,Ljubljana FIR,0.034514,0.031218,0.15498,0.222392,0.067412
01-05 12,London FIR,0.001388,0.0,0.002679,0.005448,0.002769
01-05 12,Lvov FIR,0.000632,0.0,0.051797,0.055761,0.003964
01-05 12,Madrid FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Malta FIR,0.00282,0.0,0.039808,0.097528,0.05772
01-05 12,Marseille FIR,0.034147,0.002995,0.024309,0.258745,0.234436
01-05 12,Milano FIR,0.078865,0.019315,0.059008,0.214051,0.155043
01-05 12,Munchen FIR,0.00082,0.0,0.074601,0.197495,0.122894
01-05 12,Nicosia FIR,0.0,0.0,0.011535,0.011535,0.0
01-05 12,North Atlantic,0.018216,0.001795,0.058408,0.135923,0.077515
01-05 12,North Pacific,0.03468,0.005033,0.025313,0.123605,0.098292
01-05 12,Odessa FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Paris FIR,0.000179,0.0,0.000358,0.000537,0.000179
01-05 12,Polaris FIR,0.009548,0.00068,0.005878,0.018745,0.012867
01-05 12,Praha FIR,0.012644,0.0,0.171875,0.230263,0.058387
01-05 12,Reims FIR,0.019279,0.0,0.006814,0.057508,0.050695
01-05 12,Reykjavik FIR,0.041998,0.020498,0.008577,0.067544,0.058967
01-05 12,Riga FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Roma FIR,0.075933,0.019644,0.082482,0.343371,0.260889
01-05 12,Santa Maria FIR,0.008593,0.001359,0.092387,0.122718,0.030331
01-05 12,Sarajevo FIR,0.06587,0.0,0.10019,0.363478,0.263287
01-05 12,Scottish FIR,0.031136,0.001526,0.012121,0.045307,0.033186
01-05 12,Shannon FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Shanwick FIR,0.018105,0.002049,0.133453,0.187737,0.054284
01-05 12,Simferopol FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Skopje FIR,0.013985,0.0,0.36704,0.458347,0.091307
01-05 12,Sofia FIR,0.0,0.0,0.227604,0.234333,0.006728
01-05 12,Southeast Asia,0.065509,0.030981,0.000203,0.13075,0.130547
01-05 12,Sweden FIR,0.0,0.0,0.001567,0.00469,0.003123
01-05 12,Switzerland FIR,0.0,0.0,0.114958,0.213292,0.098334
01-05 12,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Tibilisi FIR,0.016857,0.0,0.007555,0.198497,0.190941
01-05 12,Tirana FIR,0.048447,0.0,0.200787,0.438447,0.23766
01-05 12,USA,0.011222,0.000147,0.018479,0.075778,0.057299
01-05 12,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-05 12,Warszawa FIR,0.013481,0.000246,0.051975,0.094543,0.042568
01-05 12,Wien FIR,0.003104,0.0,0.09336,0.124642,0.031282
01-05 12,Yerevan FIR,0.017825,0.0,0.003337,0.182854,0.179517
01-05 12,Zagreb FIR,0.142275,0.013151,0.118692,0.373484,0.254792
01-05 13,Africa & Middle East,0.007607,0.002078,0.014485,0.033072,0.018587
01-05 13,Amsterdam FIR,0.000589,0.0,0.0,0.000589,0.000589
01-05 13,Ankara FIR,0.007206,0.000394,4.3e-05,0.017283,0.01724
01-05 13,Arctic,0.046126,0.012556,0.0,0.113239,0.113239
01-05 13,Athinai FIR,0.006486,0.0,0.026808,0.052061,0.025253
01-05 13,Barcelona FIR,0.0,0.0,0.006799,0.021716,0.014918
01-05 13,Beograd FIR,0.176077,0.00999,0.096935,0.509901,0.412967
01-05 13,Bodo Oceanic FIR,0.021257,0.008725,0.000578,0.05863,0.058052
01-05 13,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-05 13,Bratislava  FIR,0.072864,0.0,0.064744,0.197736,0.132992
01-05 13,Bremen FIR,0.000154,0.0,0.001926,0.023085,0.02116
01-05 13,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-05 13,Brindisi FIR,0.108659,0.0047,0.076479,0.385108,0.308629
01-05 13,Brussels FIR,0.001501,0.0,0.00075,0.002251,0.001501
01-05 13,Bucarest FIR,0.030531,0.000236,0.151213,0.306428,0.155215
01-05 13,Budapest FIR,0.059126,0.004085,0.094982,0.213204,0.118223
01-05 13,Canarias FIR,0.006452,0.001036,0.094172,0.107128,0.012956
01-05 13,China,0.023655,0.004351,1.1e-05,0.068856,0.068845
