Hour,Region,Very warming,Extremely warming,Cooling,Persistent contrails,Warming
01-01 04,Yerevan FIR,0.0,0.0,0.018028,0.020278,0.00225
01-01 04,Zagreb FIR,0.016614,0.000264,0.001334,0.195466,0.194132
01-01 05,Africa & Middle East,0.004746,0.000303,0.033329,0.061998,0.028669
01-01 05,Amsterdam FIR,0.023056,0.0,0.003642,0.062964,0.059322
01-01 05,Ankara FIR,0.0,0.0,0.13064,0.136287,0.005647
01-01 05,Arctic,0.066999,0.025387,1.2e-05,0.157068,0.157056
01-01 05,Athinai FIR,0.0,0.0,0.06335,0.094191,0.03084
01-01 05,Barcelona FIR,0.038284,0.0,0.132878,0.397884,0.265006
01-01 05,Beograd FIR,0.008167,0.0,0.250155,0.495719,0.245565
01-01 05,Bodo Oceanic FIR,0.111061,0.047295,0.0,0.229955,0.229955
01-01 05,Bordeaux FIR,0.025285,0.0,0.043508,0.363827,0.320319
01-01 05,Bratislava  FIR,0.229907,0.022641,0.008919,0.458565,0.449646
01-01 05,Bremen FIR,0.04623,0.00201,0.021851,0.144496,0.122645
01-01 05,Brest FIR,0.018218,0.0,0.006649,0.09672,0.090071
01-01 05,Brindisi FIR,0.0049,0.0,0.022179,0.200538,0.17836
01-01 05,Brussels FIR,0.0,0.0,0.0,0.004664,0.004664
01-01 05,Bucarest FIR,0.026131,0.00505,0.071288,0.235935,0.164647
01-01 05,Budapest FIR,0.186977,0.009128,0.001211,0.289243,0.288032
01-01 05,Canarias FIR,0.015273,0.0,0.014876,0.086946,0.072071
01-01 05,China,0.01232,0.001628,0.045917,0.080073,0.034156
01-01 05,Chisinau FIR,0.023682,0.0,0.160008,0.277361,0.117353
01-01 05,Continental Europe,0.023113,0.000246,0.032511,0.19961,0.167099
01-01 05,Copenhagen FIR,0.05184,0.000548,0.001616,0.151603,0.149987
01-01 05,Dnipro FIR,0.0,0.0,0.022794,0.046491,0.023697
01-01 05,East Asia,0.010518,0.001912,0.02528,0.04912,0.02384
01-01 05,European Airspace,0.0299,0.006374,0.025995,0.165831,0.139837
01-01 05,Global,0.02171,0.005611,0.023358,0.081122,0.057763
01-01 05,Helsinki FIR,0.000894,0.0,0.0,0.014488,0.014488
01-01 05,India,0.000663,1.8e-05,0.009538,0.016133,0.006595
01-01 05,Istanbul FIR,0.0,0.0,0.178778,0.217484,0.038706
01-01 05,Kiev FIR,0.008745,0.0,0.230634,0.504856,0.274222
01-01 05,Langen FIR,0.0,0.0,0.004135,0.026149,0.022014
01-01 05,Latin America,0.040002,0.009525,0.001008,0.100323,0.099315
01-01 05,Lisboa FIR,0.003919,0.0,0.000158,0.044613,0.044455
01-01 05,Ljubljana FIR,0.0,0.0,0.0,0.039513,0.039513
01-01 05,London FIR,0.035233,0.0,0.003161,0.081351,0.07819
01-01 05,Lvov FIR,0.128021,0.0,0.060083,0.71524,0.655157
01-01 05,Madrid FIR,0.003492,0.0,0.03107,0.15214,0.121069
01-01 05,Malta FIR,0.0,0.0,0.0,0.059578,0.059578
01-01 05,Marseille FIR,0.069923,0.000102,0.116681,0.438054,0.321373
01-01 05,Milano FIR,0.073264,0.000185,0.052408,0.321447,0.26904
01-01 05,Munchen FIR,0.013225,0.0,0.009365,0.047607,0.038241
01-01 05,Nicosia FIR,0.0,0.0,0.315448,0.334521,0.019073
01-01 05,North Atlantic,0.023758,0.000238,0.000707,0.095086,0.094379
01-01 05,North Pacific,0.035156,0.005934,0.046773,0.152255,0.105482
01-01 05,Odessa FIR,0.0,0.0,0.02771,0.065203,0.037492
01-01 05,Paris FIR,0.024206,0.0,0.042473,0.27647,0.233997
01-01 05,Polaris FIR,0.041989,0.00723,0.0,0.362091,0.362091
01-01 05,Praha FIR,0.007601,0.0,0.012685,0.233165,0.22048
01-01 05,Reims FIR,0.0,0.0,0.000529,0.11881,0.118281
01-01 05,Reykjavik FIR,0.125859,0.049285,0.0,0.243756,0.243756
01-01 05,Riga FIR,0.061116,0.0,0.069251,0.66704,0.597788
01-01 05,Roma FIR,0.029014,0.0,0.053749,0.261748,0.207999
01-01 05,Santa Maria FIR,0.027217,0.000998,0.001352,0.109599,0.108247
01-01 05,Sarajevo FIR,0.000618,0.0,0.022481,0.259688,0.237207
01-01 05,Scottish FIR,0.000561,0.0,0.000381,0.01791,0.017529
01-01 05,Shannon FIR,0.038383,0.001665,0.0,0.057855,0.057855
01-01 05,Shanwick FIR,0.023717,0.000637,0.000567,0.171314,0.170747
01-01 05,Simferopol FIR,0.0,0.0,0.0,0.002319,0.002319
01-01 05,Skopje FIR,0.0,0.0,0.027732,0.047897,0.020165
01-01 05,Sofia FIR,0.004906,0.0,0.042016,0.091811,0.049795
01-01 05,Southeast Asia,0.014181,0.004472,0.065397,0.105711,0.040314
01-01 05,Sweden FIR,0.030363,0.000522,0.003745,0.220898,0.217152
01-01 05,Switzerland FIR,0.0,0.0,0.0,0.015768,0.015768
01-01 05,Tallinn FIR,0.004459,0.0,0.0,0.138537,0.138537
01-01 05,Tibilisi FIR,0.0,0.0,0.00217,0.00217,0.0
01-01 05,Tirana FIR,0.005296,0.0,0.120229,0.365943,0.245714
01-01 05,USA,0.019215,0.002183,1.9e-05,0.058031,0.058013
01-01 05,Vilnius FIR,0.012639,0.0,0.162794,0.698836,0.536042
01-01 05,Warszawa FIR,0.069466,0.001636,0.005951,0.51243,0.50648
01-01 05,Wien FIR,0.00067,0.0,0.006059,0.027652,0.021593
01-01 05,Yerevan FIR,0.0,0.0,0.010165,0.010165,0.0
01-01 05,Zagreb FIR,0.0,0.0,0.017343,0.160471,0.143128
01-01 06,Africa & Middle East,0.003879,0.00044,0.035122,0.05972,0.024598
01-01 06,Amsterdam FIR,0.012458,0.0,0.004429,0.055526,0.051097
01-01 06,Ankara FIR,0.0,0.0,0.130738,0.130962,0.000224
01-01 06,Arctic,0.069617,0.026497,3e-05,0.157966,0.157936
01-01 06,Athinai FIR,0.0,0.0,0.077356,0.08498,0.007624
01-01 06,Barcelona FIR,0.0,0.0,0.199263,0.385222,0.185959
01-01 06,Beograd FIR,0.007351,0.0,0.289632,0.395475,0.105843
01-01 06,Bodo Oceanic FIR,0.106166,0.045561,0.0,0.22741,0.22741
01-01 06,Bordeaux FIR,0.006438,0.0,0.080737,0.325482,0.244745
01-01 06,Bratislava  FIR,0.140497,0.017855,0.019638,0.362643,0.343005
01-01 06,Bremen FIR,0.033563,0.001435,0.044195,0.163369,0.119174
01-01 06,Brest FIR,0.001523,0.0,0.009922,0.083719,0.073797
01-01 06,Brindisi FIR,0.002853,0.0,0.065,0.167577,0.102577
01-01 06,Brussels FIR,0.0,0.0,0.0,0.01628,0.01628
01-01 06,Bucarest FIR,0.05586,0.012925,0.154667,0.308572,0.153905
01-01 06,Budapest FIR,0.136159,0.008217,0.009768,0.194691,0.184924
01-01 06,Canarias FIR,0.005399,0.0,0.032667,0.089737,0.05707
01-01 06,China,0.016951,0.002819,0.039343,0.078443,0.039099
01-01 06,Chisinau FIR,0.094978,0.01888,0.248362,0.367953,0.119591
01-01 06,Continental Europe,0.008562,0.000263,0.069569,0.198306,0.128737
01-01 06,Copenhagen FIR,0.034927,0.000182,0.004311,0.163135,0.158824
01-01 06,Dnipro FIR,0.0,0.0,0.095664,0.095985,0.000321
01-01 06,East Asia,0.014617,0.002879,0.017727,0.046798,0.02907
01-01 06,European Airspace,0.02439,0.006714,0.04431,0.167536,0.123226
01-01 06,Global,0.021703,0.005745,0.022642,0.080881,0.058239
01-01 06,Helsinki FIR,0.000665,0.000145,0.0,0.017669,0.017669
01-01 06,India,0.000893,4.6e-05,0.01019,0.01725,0.00706
01-01 06,Istanbul FIR,0.0,0.0,0.2002,0.203448,0.003248
01-01 06,Kiev FIR,0.016133,0.000313,0.394029,0.571261,0.177232
01-01 06,Langen FIR,0.0,0.0,0.003687,0.029132,0.025445
01-01 06,Latin America,0.033921,0.006357,0.002824,0.100464,0.09764
01-01 06,Lisboa FIR,0.005467,0.0,0.0,0.051498,0.051498
01-01 06,Ljubljana FIR,0.0,0.0,0.006592,0.046082,0.039491
01-01 06,London FIR,0.008383,0.0,0.003734,0.068956,0.065222
01-01 06,Lvov FIR,0.137861,0.000613,0.129775,0.734585,0.60481
01-01 06,Madrid FIR,0.00405,0.0,0.045173,0.119565,0.074392
01-01 06,Malta FIR,0.0,0.0,0.045878,0.071569,0.025691
01-01 06,Marseille FIR,0.007943,0.000205,0.245157,0.449256,0.204099
01-01 06,Milano FIR,0.002433,0.000741,0.160782,0.378195,0.217413
01-01 06,Munchen FIR,0.002333,0.0,0.028048,0.04202,0.013972
01-01 06,Nicosia FIR,0.0,0.0,0.308654,0.309889,0.001235
01-01 06,North Atlantic,0.020269,8e-05,0.001617,0.09584,0.094223
01-01 06,North Pacific,0.03516,0.006815,0.047681,0.150644,0.102963
01-01 06,Odessa FIR,0.003194,0.000355,0.08393,0.092097,0.008167
01-01 06,Paris FIR,0.006078,0.0,0.114804,0.322422,0.207618
01-01 06,Polaris FIR,0.02868,0.007146,0.0,0.355672,0.355672
01-01 06,Praha FIR,0.010912,0.0,0.035887,0.182111,0.146224
01-01 06,Reims FIR,0.0,0.0,0.042631,0.251827,0.209196
01-01 06,Reykjavik FIR,0.13231,0.054835,0.0,0.235475,0.235475
01-01 06,Riga FIR,0.007733,0.000247,0.176721,0.656408,0.479688
01-01 06,Roma FIR,0.015322,0.001173,0.151795,0.298282,0.146487
01-01 06,Santa Maria FIR,0.021743,0.000544,0.002874,0.110705,0.107831
01-01 06,Sarajevo FIR,0.0,0.0,0.102346,0.210177,0.107831
01-01 06,Scottish FIR,0.0,0.0,0.002057,0.016386,0.014329
01-01 06,Shannon FIR,0.056225,0.0,0.0,0.102774,0.102774
01-01 06,Shanwick FIR,0.017309,0.000125,0.002271,0.167368,0.165097
01-01 06,Simferopol FIR,0.0,0.0,0.004314,0.004314,0.0
01-01 06,Skopje FIR,0.0,0.0,0.148761,0.175282,0.026521
01-01 06,Sofia FIR,0.001091,0.0,0.073186,0.093789,0.020602
01-01 06,Southeast Asia,0.020257,0.007571,0.061558,0.105061,0.043503
01-01 06,Sweden FIR,0.018438,0.000845,0.008165,0.204833,0.196668
01-01 06,Switzerland FIR,0.0,0.0,0.022581,0.086656,0.064075
01-01 06,Tallinn FIR,0.003858,0.0,0.007146,0.131418,0.124272
01-01 06,Tibilisi FIR,0.0,0.0,0.001083,0.001083,0.0
01-01 06,Tirana FIR,0.0,0.0,0.17085,0.46191,0.29106
01-01 06,USA,0.019283,0.002445,3.9e-05,0.058035,0.057997
01-01 06,Vilnius FIR,0.008046,0.0,0.292091,0.650935,0.358844
01-01 06,Warszawa FIR,0.054524,0.002451,0.01642,0.468525,0.452104
01-01 06,Wien FIR,0.0,0.0,0.001007,0.010795,0.009788
01-01 06,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 06,Zagreb FIR,0.0,0.0,0.06375,0.214885,0.151135
01-01 07,Africa & Middle East,0.004172,0.000711,0.035951,0.057195,0.021244
01-01 07,Amsterdam FIR,0.003381,0.0,0.010036,0.049018,0.038982
01-01 07,Ankara FIR,0.0,0.0,0.119932,0.120066,0.000134
01-01 07,Arctic,0.072794,0.027547,6e-06,0.158373,0.158367
01-01 07,Athinai FIR,0.0,0.0,0.075553,0.078102,0.002549
01-01 07,Barcelona FIR,0.0,0.0,0.305268,0.357818,0.05255
01-01 07,Beograd FIR,0.004839,0.000569,0.225123,0.254815,0.029692
01-01 07,Bodo Oceanic FIR,0.106256,0.042901,6e-05,0.224248,0.224188
01-01 07,Bordeaux FIR,0.000906,0.0,0.134687,0.276786,0.142099
01-01 07,Bratislava  FIR,0.088034,0.001783,0.014854,0.301098,0.286243
01-01 07,Bremen FIR,0.030303,0.003591,0.075729,0.191447,0.115717
01-01 07,Brest FIR,0.0,0.0,0.01751,0.080426,0.062915
01-01 07,Brindisi FIR,0.00406,0.0,0.139628,0.177047,0.037419
01-01 07,Brussels FIR,0.0,0.0,0.006209,0.0469,0.040691
01-01 07,Bucarest FIR,0.075227,0.016858,0.18869,0.361229,0.172539
01-01 07,Budapest FIR,0.092584,0.006738,0.019262,0.122786,0.103524
01-01 07,Canarias FIR,0.003034,0.0,0.051541,0.089521,0.03798
01-01 07,China,0.020216,0.003966,0.032859,0.076095,0.043235
01-01 07,Chisinau FIR,0.161841,0.082403,0.267531,0.493639,0.226108
01-01 07,Continental Europe,0.005684,0.000519,0.113494,0.199717,0.086223
01-01 07,Copenhagen FIR,0.028631,0.000182,0.015687,0.169964,0.154276
01-01 07,Dnipro FIR,0.0,0.0,0.162434,0.162602,0.000169
01-01 07,East Asia,0.016295,0.003482,0.010341,0.045412,0.035072
01-01 07,European Airspace,0.022519,0.007348,0.063709,0.168964,0.105256
01-01 07,Global,0.02205,0.006014,0.022005,0.08079,0.058785
01-01 07,Helsinki FIR,0.000327,0.000327,0.000106,0.022648,0.022542
01-01 07,India,0.001422,0.000249,0.011457,0.017978,0.006521
01-01 07,Istanbul FIR,0.0,0.0,0.185527,0.186691,0.001164
01-01 07,Kiev FIR,0.029975,0.002027,0.461023,0.651383,0.190361
01-01 07,Langen FIR,0.0,0.0,0.015998,0.034849,0.018851
01-01 07,Latin America,0.026338,0.0032,0.007293,0.099965,0.092672
01-01 07,Lisboa FIR,0.0,0.0,0.0013,0.059605,0.058305
01-01 07,Ljubljana FIR,0.0,0.0,0.046134,0.074166,0.028033
01-01 07,London FIR,0.0,0.0,0.020506,0.064489,0.043984
01-01 07,Lvov FIR,0.171188,0.003681,0.152333,0.7067,0.554368
01-01 07,Madrid FIR,0.0,0.0,0.050374,0.099848,0.049474
01-01 07,Malta FIR,0.0,0.0,0.080924,0.080924,0.0
01-01 07,Marseille FIR,0.003235,0.0,0.346214,0.433734,0.08752
01-01 07,Milano FIR,0.002614,0.001113,0.324312,0.430625,0.106314
01-01 07,Munchen FIR,0.000516,0.0,0.030333,0.0337,0.003368
01-01 07,Nicosia FIR,0.0,0.0,0.272956,0.274652,0.001696
01-01 07,North Atlantic,0.016194,7.3e-05,0.004334,0.096684,0.09235
01-01 07,North Pacific,0.036282,0.007878,0.048073,0.148569,0.100496
01-01 07,Odessa FIR,0.019555,0.004621,0.115153,0.140042,0.024889
01-01 07,Paris FIR,0.002317,0.0,0.167841,0.341106,0.173266
01-01 07,Polaris FIR,0.017137,0.008004,0.001003,0.333922,0.332919
01-01 07,Praha FIR,0.016145,0.0,0.042081,0.121798,0.079718
01-01 07,Reims FIR,0.0,0.0,0.224215,0.309992,0.085776
01-01 07,Reykjavik FIR,0.140361,0.06081,0.0,0.236642,0.236642
01-01 07,Riga FIR,0.01504,0.00123,0.30214,0.62496,0.322821
01-01 07,Roma FIR,0.007064,0.00294,0.266933,0.335531,0.068598
01-01 07,Santa Maria FIR,0.013084,0.000112,0.010025,0.113813,0.103788
01-01 07,Sarajevo FIR,0.001241,0.0,0.191808,0.22475,0.032941
01-01 07,Scottish FIR,0.0,0.0,0.002186,0.013859,0.011673
01-01 07,Shannon FIR,0.047036,0.0,0.002588,0.162572,0.159985
01-01 07,Shanwick FIR,0.01035,0.0,0.005915,0.158411,0.152496
01-01 07,Simferopol FIR,0.0,0.0,0.012397,0.012397,0.0
01-01 07,Skopje FIR,0.0,0.0,0.338131,0.344462,0.006331
01-01 07,Sofia FIR,0.008082,0.00043,0.102704,0.122691,0.019987
01-01 07,Southeast Asia,0.029696,0.012695,0.052316,0.10576,0.053444
01-01 07,Sweden FIR,0.011495,0.002128,0.018428,0.197204,0.178776
01-01 07,Switzerland FIR,0.0,0.0,0.176865,0.265901,0.089037
01-01 07,Tallinn FIR,0.0,0.0,0.046769,0.124593,0.077825
01-01 07,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 07,Tirana FIR,0.0,0.0,0.21548,0.339113,0.123632
01-01 07,USA,0.019106,0.002723,9.6e-05,0.058755,0.058659
01-01 07,Vilnius FIR,0.015124,0.0,0.322644,0.580288,0.257644
01-01 07,Warszawa FIR,0.044511,0.002103,0.058708,0.444147,0.385439
01-01 07,Wien FIR,0.0,0.0,0.001346,0.004034,0.002688
01-01 07,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 07,Zagreb FIR,0.004573,0.00027,0.172425,0.274257,0.101832
01-01 08,Africa & Middle East,0.004939,0.001126,0.035587,0.055436,0.019849
01-01 08,Amsterdam FIR,0.005999,0.0,0.017383,0.042183,0.024801
01-01 08,Ankara FIR,0.0,0.0,0.109633,0.109723,9e-05
01-01 08,Arctic,0.075801,0.029035,1.2e-05,0.158076,0.158064
01-01 08,Athinai FIR,0.0,0.0,0.064028,0.064152,0.000124
01-01 08,Barcelona FIR,0.000127,0.0,0.32732,0.330634,0.003314
01-01 08,Beograd FIR,0.007622,0.004199,0.133473,0.162578,0.029105
01-01 08,Bodo Oceanic FIR,0.106592,0.041284,0.000906,0.224179,0.223272
01-01 08,Bordeaux FIR,0.001609,0.0,0.17128,0.216715,0.045435
01-01 08,Bratislava  FIR,0.062413,0.007724,0.007733,0.247802,0.240069
01-01 08,Bremen FIR,0.030471,0.003728,0.085667,0.193287,0.107621
01-01 08,Brest FIR,0.000178,0.0,0.056747,0.094202,0.037455
01-01 08,Brindisi FIR,0.012326,0.003634,0.185423,0.239695,0.054272
01-01 08,Brussels FIR,0.0,0.0,0.05656,0.107193,0.050633
01-01 08,Bucarest FIR,0.116234,0.023914,0.161313,0.374207,0.212893
01-01 08,Budapest FIR,0.05276,0.011979,0.017767,0.076579,0.058812
01-01 08,Canarias FIR,0.003248,0.0,0.06045,0.08353,0.02308
01-01 08,China,0.021686,0.004906,0.025805,0.074918,0.049113
01-01 08,Chisinau FIR,0.17281,0.099018,0.241375,0.550795,0.309419
01-01 08,Continental Europe,0.005606,0.001456,0.143231,0.201477,0.058246
01-01 08,Copenhagen FIR,0.017194,0.0,0.044278,0.17051,0.126231
01-01 08,Dnipro FIR,0.001861,0.0,0.218833,0.225946,0.007113
01-01 08,East Asia,0.015703,0.003515,0.003596,0.044357,0.040761
01-01 08,European Airspace,0.022865,0.008269,0.078568,0.16914,0.090573
01-01 08,Global,0.022255,0.006338,0.021795,0.080561,0.058766
01-01 08,Helsinki FIR,0.000437,0.000437,0.001272,0.027456,0.026183
01-01 08,India,0.00238,0.000824,0.011387,0.017954,0.006567
01-01 08,Istanbul FIR,0.000276,0.0,0.191503,0.19557,0.004067
01-01 08,Kiev FIR,0.048398,0.005773,0.478237,0.738544,0.260306
01-01 08,Langen FIR,0.0,0.0,0.043655,0.045304,0.001649
01-01 08,Latin America,0.017627,0.001287,0.016036,0.09833,0.082294
01-01 08,Lisboa FIR,0.0,0.0,0.042316,0.068875,0.026559
01-01 08,Ljubljana FIR,0.0,0.0,0.082108,0.162762,0.080655
01-01 08,London FIR,0.0,0.0,0.035614,0.065745,0.030131
01-01 08,Lvov FIR,0.196157,0.005083,0.13568,0.688498,0.552818
01-01 08,Madrid FIR,5e-05,0.0,0.055131,0.083472,0.028341
01-01 08,Malta FIR,0.0,0.0,0.083174,0.083174,0.0
01-01 08,Marseille FIR,0.010089,0.001931,0.351012,0.411143,0.060131
01-01 08,Milano FIR,0.006323,0.003343,0.433766,0.494743,0.060977
01-01 08,Munchen FIR,0.000516,0.0,0.02649,0.027006,0.000516
01-01 08,Nicosia FIR,0.0,0.0,0.234909,0.23953,0.00462
01-01 08,North Atlantic,0.012448,0.000196,0.015238,0.097587,0.082349
01-01 08,North Pacific,0.037452,0.008813,0.047403,0.147022,0.09962
01-01 08,Odessa FIR,0.050209,0.030292,0.137468,0.200504,0.063036
01-01 08,Paris FIR,0.003742,0.000537,0.250537,0.315363,0.064826
01-01 08,Polaris FIR,0.015369,0.008548,0.011368,0.296879,0.285512
01-01 08,Praha FIR,0.012274,0.000348,0.023104,0.062799,0.039694
01-01 08,Reims FIR,0.0,0.0,0.356364,0.363221,0.006857
01-01 08,Reykjavik FIR,0.145429,0.064673,0.0,0.23661,0.23661
01-01 08,Riga FIR,0.036101,0.004175,0.344559,0.567716,0.223157
01-01 08,Roma FIR,0.009866,0.008243,0.326013,0.358206,0.032193
01-01 08,Santa Maria FIR,0.007006,0.000398,0.030006,0.119968,0.089961
01-01 08,Sarajevo FIR,0.006838,0.0,0.22234,0.263299,0.040959
01-01 08,Scottish FIR,0.0,0.0,0.003107,0.010393,0.007286
01-01 08,Shannon FIR,0.000225,0.0,0.041447,0.218484,0.177037
01-01 08,Shanwick FIR,0.003542,7.6e-05,0.02224,0.151969,0.129729
01-01 08,Simferopol FIR,0.000609,0.0,0.023799,0.024713,0.000914
01-01 08,Skopje FIR,0.0,0.0,0.393799,0.393799,0.0
01-01 08,Sofia FIR,0.019009,0.00174,0.133743,0.163697,0.029954
01-01 08,Southeast Asia,0.039453,0.018253,0.038276,0.104177,0.065901
01-01 08,Sweden FIR,0.010821,0.004681,0.047938,0.176661,0.128723
01-01 08,Switzerland FIR,0.0,0.0,0.333319,0.347668,0.014349
01-01 08,Tallinn FIR,0.0,0.0,0.088064,0.125414,0.03735
01-01 08,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 08,Tirana FIR,0.0,0.0,0.160519,0.171044,0.010524
01-01 08,USA,0.018433,0.002106,0.000233,0.059461,0.059228
01-01 08,Vilnius FIR,0.016353,0.0,0.332308,0.486562,0.154255
01-01 08,Warszawa FIR,0.05414,0.003719,0.110146,0.431825,0.321678
01-01 08,Wien FIR,0.0,0.0,0.019703,0.019703,0.0
01-01 08,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 08,Zagreb FIR,0.007344,0.00027,0.236039,0.324585,0.088546
01-01 09,Africa & Middle East,0.005824,0.001464,0.033881,0.053953,0.020071
01-01 09,Amsterdam FIR,0.005425,0.000568,0.021002,0.035143,0.014141
01-01 09,Ankara FIR,8.8e-05,0.0,0.109939,0.111752,0.001813
01-01 09,Arctic,0.078048,0.028534,4e-06,0.158645,0.158641
01-01 09,Athinai FIR,0.0,0.0,0.048697,0.049902,0.001205
01-01 09,Barcelona FIR,0.0,0.0,0.286288,0.293614,0.007327
01-01 09,Beograd FIR,0.012076,0.009533,0.078154,0.123582,0.045428
01-01 09,Bodo Oceanic FIR,0.107491,0.040178,0.004022,0.222955,0.218933
01-01 09,Bordeaux FIR,0.000731,0.0,0.152194,0.157569,0.005376
01-01 09,Bratislava  FIR,0.049896,0.002368,0.016052,0.191813,0.175761
01-01 09,Bremen FIR,0.0405,0.005631,0.073879,0.183865,0.109987
01-01 09,Brest FIR,0.0,0.0,0.129668,0.145717,0.016049
01-01 09,Brindisi FIR,0.024509,0.014953,0.23384,0.314177,0.080337
01-01 09,Brussels FIR,0.0,0.0,0.158827,0.179433,0.020606
01-01 09,Bucarest FIR,0.169507,0.050081,0.131611,0.377099,0.245488
01-01 09,Budapest FIR,0.029222,0.009503,0.011284,0.045329,0.034045
01-01 09,Canarias FIR,0.00335,0.0,0.052645,0.072666,0.020021
01-01 09,China,0.022595,0.005314,0.016916,0.072902,0.055986
01-01 09,Chisinau FIR,0.146764,0.060461,0.218537,0.533598,0.315061
01-01 09,Continental Europe,0.008564,0.0024,0.157073,0.202739,0.045666
01-01 09,Copenhagen FIR,0.015411,0.000366,0.058024,0.167499,0.109475
01-01 09,Dnipro FIR,0.005425,0.00068,0.285816,0.297738,0.011922
01-01 09,East Asia,0.014501,0.002764,0.00052,0.043447,0.042927
01-01 09,European Airspace,0.025526,0.008577,0.087852,0.168102,0.08025
01-01 09,Global,0.022679,0.006397,0.021541,0.080169,0.058628
01-01 09,Helsinki FIR,0.000475,0.000475,0.00282,0.029335,0.026516
01-01 09,India,0.003925,0.001717,0.009337,0.017663,0.008326
01-01 09,Istanbul FIR,0.000965,0.000137,0.189694,0.206418,0.016724
01-01 09,Kiev FIR,0.075634,0.009514,0.430347,0.817349,0.387002
01-01 09,Langen FIR,0.0,0.0,0.080552,0.081725,0.001174
01-01 09,Latin America,0.012019,0.000675,0.028415,0.094421,0.066006
01-01 09,Lisboa FIR,0.0,0.0,0.075005,0.07665,0.001646
01-01 09,Ljubljana FIR,0.0,0.0,0.157357,0.300005,0.142648
01-01 09,London FIR,0.0,0.0,0.066297,0.078561,0.012264
01-01 09,Lvov FIR,0.215152,0.006993,0.090274,0.669082,0.578807
01-01 09,Madrid FIR,0.0,0.0,0.06816,0.075707,0.007547
01-01 09,Malta FIR,0.0,0.0,0.067998,0.067998,0.0
01-01 09,Marseille FIR,0.019553,0.000202,0.325508,0.3915,0.065992
01-01 09,Milano FIR,0.019003,0.003571,0.404207,0.507387,0.10318
01-01 09,Munchen FIR,0.0,0.0,0.026212,0.026469,0.000258
01-01 09,Nicosia FIR,0.002273,0.0,0.202571,0.210671,0.0081
01-01 09,North Atlantic,0.010704,0.000249,0.032101,0.098186,0.066085
01-01 09,North Pacific,0.039526,0.009105,0.045309,0.144422,0.099114
01-01 09,Odessa FIR,0.094738,0.06415,0.149178,0.25819,0.109012
01-01 09,Paris FIR,0.008912,0.00108,0.217257,0.26789,0.050633
01-01 09,Polaris FIR,0.016392,0.008496,0.044888,0.25476,0.209872
01-01 09,Praha FIR,0.007005,0.001049,0.010111,0.0252,0.015089
01-01 09,Reims FIR,0.0,0.0,0.35902,0.360592,0.001572
01-01 09,Reykjavik FIR,0.149727,0.06207,3e-05,0.234114,0.234084
01-01 09,Riga FIR,0.063115,0.008344,0.309509,0.517011,0.207502
01-01 09,Roma FIR,0.010383,0.00905,0.348044,0.375034,0.02699
01-01 09,Santa Maria FIR,0.007242,0.000507,0.06767,0.125363,0.057693
01-01 09,Sarajevo FIR,0.024913,0.004352,0.222738,0.277122,0.054383
01-01 09,Scottish FIR,0.0,0.0,0.005878,0.008869,0.002991
01-01 09,Shannon FIR,0.0,0.0,0.119419,0.272746,0.153327
01-01 09,Shanwick FIR,0.002809,0.000274,0.047652,0.142648,0.094996
01-01 09,Simferopol FIR,0.002886,0.000756,0.030993,0.03464,0.003647
01-01 09,Skopje FIR,0.0,0.0,0.221119,0.221119,0.0
01-01 09,Sofia FIR,0.034086,0.006986,0.14904,0.199997,0.050958
01-01 09,Southeast Asia,0.046745,0.022278,0.026644,0.105375,0.07873
01-01 09,Sweden FIR,0.015951,0.008579,0.057064,0.154796,0.097732
01-01 09,Switzerland FIR,0.0,0.0,0.333216,0.342778,0.009562
01-01 09,Tallinn FIR,0.00119,0.0,0.102849,0.133977,0.031128
01-01 09,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 09,Tirana FIR,0.0,0.0,0.055899,0.062836,0.006937
01-01 09,USA,0.01662,0.001037,0.000808,0.060463,0.059654
01-01 09,Vilnius FIR,0.013472,0.0,0.274693,0.386197,0.111504
01-01 09,Warszawa FIR,0.077395,0.008007,0.116472,0.414287,0.297815
01-01 09,Wien FIR,0.0,0.0,0.055703,0.057798,0.002095
01-01 09,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 09,Zagreb FIR,0.016222,0.00669,0.263997,0.38928,0.125283
01-01 10,Africa & Middle East,0.008199,0.002232,0.031337,0.054805,0.023468
01-01 10,Amsterdam FIR,0.005069,0.0,0.003479,0.018271,0.014792
01-01 10,Ankara FIR,0.002137,0.00021,0.117124,0.130627,0.013503
01-01 10,Arctic,0.080166,0.029138,0.000123,0.159291,0.159167
01-01 10,Athinai FIR,6.2e-05,0.0,0.031165,0.034135,0.002971
01-01 10,Barcelona FIR,0.000868,0.0,0.203552,0.217784,0.014232
01-01 10,Beograd FIR,0.015206,0.005051,0.076291,0.122554,0.046263
01-01 10,Bodo Oceanic FIR,0.112515,0.042386,0.011247,0.228105,0.216859
01-01 10,Bordeaux FIR,0.000186,0.0,0.075533,0.075718,0.000186
