Date,Airport,Big Hits
2019-07-14 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,6
2019-07-14 00:00:00,Düsseldorf Airport,6
2019-07-14 00:00:00,Manchester Airport,5
2019-07-14 00:00:00,Adolfo Suárez Madrid–Barajas Airport,6
2019-07-14 00:00:00,Vienna International Airport,4
2019-07-14 00:00:00,Dublin Airport,5
2019-07-14 00:00:00,Brussels Airport,5
2019-07-14 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,3
2019-07-14 00:00:00,Helsinki Vantaa Airport,3
2019-07-14 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),2
2019-07-13 00:00:00,London Heathrow Airport,80
2019-07-13 00:00:00,Charles de Gaulle International Airport,31
2019-07-13 00:00:00,Frankfurt am Main Airport,33
2019-07-13 00:00:00,Amsterdam Airport Schiphol,26
2019-07-13 00:00:00,Munich Airport,13
2019-07-13 00:00:00,Adolfo Suárez Madrid–Barajas Airport,15
2019-07-13 00:00:00,Zürich Airport,8
2019-07-13 00:00:00,Dublin Airport,12
2019-07-13 00:00:00,Helsinki Vantaa Airport,10
2019-07-13 00:00:00,Vienna International Airport,9
2019-07-13 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,6
2019-07-13 00:00:00,London Gatwick Airport,8
2019-07-13 00:00:00,Manchester Airport,6
2019-07-13 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-07-13 00:00:00,Brussels Airport,6
2019-07-13 00:00:00,Copenhagen Kastrup Airport,7
2019-07-13 00:00:00,Malpensa International Airport,4
2019-07-13 00:00:00,Düsseldorf Airport,5
2019-07-13 00:00:00,Paris-Orly Airport,1
2019-07-13 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),1
2019-07-12 00:00:00,London Heathrow Airport,36
2019-07-12 00:00:00,Frankfurt am Main Airport,21
2019-07-12 00:00:00,Amsterdam Airport Schiphol,20
2019-07-12 00:00:00,Charles de Gaulle International Airport,20
2019-07-12 00:00:00,Malpensa International Airport,12
2019-07-12 00:00:00,Munich Airport,11
2019-07-12 00:00:00,Brussels Airport,8
2019-07-12 00:00:00,Zürich Airport,6
2019-07-12 00:00:00,Vienna International Airport,10
2019-07-12 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,5
2019-07-12 00:00:00,Copenhagen Kastrup Airport,6
2019-07-12 00:00:00,Manchester Airport,5
2019-07-12 00:00:00,Adolfo Suárez Madrid–Barajas Airport,2
2019-07-12 00:00:00,Helsinki Vantaa Airport,3
2019-07-12 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,3
2019-07-12 00:00:00,Düsseldorf Airport,2
2019-07-12 00:00:00,Paris-Orly Airport,2
2019-07-12 00:00:00,London Gatwick Airport,1
2019-07-11 00:00:00,London Heathrow Airport,34
2019-07-11 00:00:00,Charles de Gaulle International Airport,25
2019-07-11 00:00:00,Frankfurt am Main Airport,21
2019-07-11 00:00:00,Amsterdam Airport Schiphol,14
2019-07-11 00:00:00,Zürich Airport,6
2019-07-11 00:00:00,Munich Airport,5
2019-07-11 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,4
2019-07-11 00:00:00,Malpensa International Airport,4
2019-07-11 00:00:00,Brussels Airport,4
2019-07-11 00:00:00,Vienna International Airport,4
2019-07-11 00:00:00,Helsinki Vantaa Airport,4
2019-07-11 00:00:00,Adolfo Suárez Madrid–Barajas Airport,2
2019-07-11 00:00:00,Manchester Airport,4
2019-07-11 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),3
2019-07-11 00:00:00,London Gatwick Airport,5
2019-07-11 00:00:00,Dublin Airport,2
2019-07-11 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,1
2019-07-10 00:00:00,Charles de Gaulle International Airport,21
2019-07-10 00:00:00,London Heathrow Airport,27
2019-07-10 00:00:00,Frankfurt am Main Airport,25
2019-07-10 00:00:00,Amsterdam Airport Schiphol,21
2019-07-10 00:00:00,Adolfo Suárez Madrid–Barajas Airport,9
2019-07-10 00:00:00,Munich Airport,7
2019-07-10 00:00:00,Copenhagen Kastrup Airport,7
2019-07-10 00:00:00,Vienna International Airport,4
2019-07-10 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,4
2019-07-10 00:00:00,Zürich Airport,6
2019-07-10 00:00:00,Dublin Airport,16
2019-07-10 00:00:00,London Gatwick Airport,10
2019-07-10 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),9
2019-07-10 00:00:00,Brussels Airport,3
2019-07-10 00:00:00,Manchester Airport,5
2019-07-10 00:00:00,Malpensa International Airport,5
2019-07-10 00:00:00,Helsinki Vantaa Airport,3
2019-07-10 00:00:00,Paris-Orly Airport,2
2019-07-10 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,11
2019-07-09 00:00:00,London Heathrow Airport,42
2019-07-09 00:00:00,Charles de Gaulle International Airport,28
2019-07-09 00:00:00,Amsterdam Airport Schiphol,21
2019-07-09 00:00:00,Frankfurt am Main Airport,22
2019-07-09 00:00:00,Adolfo Suárez Madrid–Barajas Airport,14
2019-07-09 00:00:00,Munich Airport,7
2019-07-09 00:00:00,Malpensa International Airport,5
2019-07-09 00:00:00,Brussels Airport,6
2019-07-09 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,5
2019-07-09 00:00:00,London Gatwick Airport,8
2019-07-09 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,8
2019-07-09 00:00:00,Zürich Airport,2
2019-07-09 00:00:00,Düsseldorf Airport,4
2019-07-09 00:00:00,Vienna International Airport,4
2019-07-09 00:00:00,Dublin Airport,8
2019-07-09 00:00:00,Copenhagen Kastrup Airport,1
2019-07-09 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),2
2019-07-09 00:00:00,Manchester Airport,3
2019-07-08 00:00:00,London Heathrow Airport,63
2019-07-08 00:00:00,Frankfurt am Main Airport,39
2019-07-08 00:00:00,Charles de Gaulle International Airport,35
2019-07-08 00:00:00,Amsterdam Airport Schiphol,27
2019-07-08 00:00:00,Munich Airport,19
2019-07-08 00:00:00,Adolfo Suárez Madrid–Barajas Airport,14
2019-07-08 00:00:00,London Gatwick Airport,17
2019-07-08 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,12
2019-07-08 00:00:00,Manchester Airport,8
2019-07-08 00:00:00,Vienna International Airport,6
2019-07-08 00:00:00,Brussels Airport,9
2019-07-08 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),8
2019-07-08 00:00:00,Dublin Airport,8
2019-07-08 00:00:00,Zürich Airport,3
2019-07-08 00:00:00,Düsseldorf Airport,6
2019-07-08 00:00:00,Copenhagen Kastrup Airport,3
2019-07-08 00:00:00,Malpensa International Airport,3
2019-07-08 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,6
2019-07-08 00:00:00,Helsinki Vantaa Airport,3
2019-07-08 00:00:00,Paris-Orly Airport,4
2019-07-07 00:00:00,London Heathrow Airport,83
2019-07-07 00:00:00,Charles de Gaulle International Airport,30
2019-07-07 00:00:00,Frankfurt am Main Airport,27
2019-07-07 00:00:00,Amsterdam Airport Schiphol,19
2019-07-07 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,21
2019-07-07 00:00:00,Dublin Airport,30
2019-07-07 00:00:00,Zürich Airport,12
2019-07-07 00:00:00,London Gatwick Airport,17
2019-07-07 00:00:00,Adolfo Suárez Madrid–Barajas Airport,11
2019-07-07 00:00:00,Manchester Airport,11
2019-07-07 00:00:00,Munich Airport,9
2019-07-07 00:00:00,Düsseldorf Airport,7
2019-07-07 00:00:00,Malpensa International Airport,6
2019-07-07 00:00:00,Brussels Airport,7
2019-07-07 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-07-07 00:00:00,Paris-Orly Airport,5
2019-07-07 00:00:00,Copenhagen Kastrup Airport,6
2019-07-07 00:00:00,Vienna International Airport,2
2019-07-07 00:00:00,Helsinki Vantaa Airport,4
2019-07-07 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),3
2019-07-06 00:00:00,London Heathrow Airport,56
2019-07-06 00:00:00,Charles de Gaulle International Airport,20
2019-07-06 00:00:00,Frankfurt am Main Airport,10
2019-07-06 00:00:00,Adolfo Suárez Madrid–Barajas Airport,11
2019-07-06 00:00:00,London Gatwick Airport,9
2019-07-06 00:00:00,Amsterdam Airport Schiphol,8
2019-07-06 00:00:00,Munich Airport,10
2019-07-06 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-07-06 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,5
2019-07-06 00:00:00,Dublin Airport,7
2019-07-06 00:00:00,Malpensa International Airport,4
2019-07-06 00:00:00,Manchester Airport,3
2019-07-06 00:00:00,Paris-Orly Airport,3
2019-07-06 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),5
2019-07-06 00:00:00,Brussels Airport,4
2019-07-06 00:00:00,Zürich Airport,3
2019-07-06 00:00:00,Düsseldorf Airport,2
2019-07-06 00:00:00,Helsinki Vantaa Airport,1
2019-07-06 00:00:00,Vienna International Airport,1
2019-07-05 00:00:00,London Heathrow Airport,39
2019-07-05 00:00:00,Amsterdam Airport Schiphol,23
2019-07-05 00:00:00,Charles de Gaulle International Airport,21
2019-07-05 00:00:00,Frankfurt am Main Airport,18
2019-07-05 00:00:00,Adolfo Suárez Madrid–Barajas Airport,19
2019-07-05 00:00:00,Munich Airport,8
2019-07-05 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,9
2019-07-05 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),10
2019-07-05 00:00:00,Manchester Airport,7
2019-07-05 00:00:00,Malpensa International Airport,5
2019-07-05 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-07-05 00:00:00,London Gatwick Airport,6
2019-07-05 00:00:00,Dublin Airport,10
2019-07-05 00:00:00,Zürich Airport,3
2019-07-05 00:00:00,Brussels Airport,5
2019-07-05 00:00:00,Düsseldorf Airport,2
2019-07-05 00:00:00,Vienna International Airport,2
2019-07-05 00:00:00,Paris-Orly Airport,1
2019-07-05 00:00:00,Helsinki Vantaa Airport,1
2019-07-04 00:00:00,London Heathrow Airport,36
2019-07-04 00:00:00,Charles de Gaulle International Airport,20
2019-07-04 00:00:00,Adolfo Suárez Madrid–Barajas Airport,15
2019-07-04 00:00:00,Frankfurt am Main Airport,11
2019-07-04 00:00:00,Amsterdam Airport Schiphol,12
2019-07-04 00:00:00,Munich Airport,3
2019-07-04 00:00:00,Manchester Airport,7
2019-07-04 00:00:00,Malpensa International Airport,3
2019-07-04 00:00:00,Zürich Airport,2
2019-07-04 00:00:00,Dublin Airport,5
2019-07-04 00:00:00,Brussels Airport,4
2019-07-04 00:00:00,Helsinki Vantaa Airport,6
2019-07-04 00:00:00,Paris-Orly Airport,2
2019-07-04 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),3
2019-07-04 00:00:00,Vienna International Airport,2
2019-07-04 00:00:00,London Gatwick Airport,6
2019-07-04 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,1
2019-07-04 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,4
2019-07-04 00:00:00,Copenhagen Kastrup Airport,8
2019-07-03 00:00:00,London Heathrow Airport,63
2019-07-03 00:00:00,Frankfurt am Main Airport,29
2019-07-03 00:00:00,Amsterdam Airport Schiphol,23
2019-07-03 00:00:00,Charles de Gaulle International Airport,17
2019-07-03 00:00:00,Adolfo Suárez Madrid–Barajas Airport,16
2019-07-03 00:00:00,Dublin Airport,15
2019-07-03 00:00:00,Munich Airport,9
2019-07-03 00:00:00,Manchester Airport,11
2019-07-03 00:00:00,Brussels Airport,7
2019-07-03 00:00:00,Vienna International Airport,4
2019-07-03 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,3
2019-07-03 00:00:00,Zürich Airport,2
2019-07-03 00:00:00,London Gatwick Airport,5
2019-07-03 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),12
2019-07-03 00:00:00,Malpensa International Airport,3
2019-07-03 00:00:00,Paris-Orly Airport,3
2019-07-03 00:00:00,Düsseldorf Airport,2
2019-07-03 00:00:00,Helsinki Vantaa Airport,1
2019-07-03 00:00:00,Copenhagen Kastrup Airport,1
2019-07-02 00:00:00,London Heathrow Airport,44
2019-07-02 00:00:00,Charles de Gaulle International Airport,27
2019-07-02 00:00:00,Adolfo Suárez Madrid–Barajas Airport,21
2019-07-02 00:00:00,London Gatwick Airport,16
2019-07-02 00:00:00,Amsterdam Airport Schiphol,11
2019-07-02 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,10
2019-07-02 00:00:00,Munich Airport,6
2019-07-02 00:00:00,Frankfurt am Main Airport,8
2019-07-02 00:00:00,Malpensa International Airport,5
2019-07-02 00:00:00,Zürich Airport,6
2019-07-02 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,5
2019-07-02 00:00:00,Brussels Airport,5
2019-07-02 00:00:00,Dublin Airport,5
2019-07-02 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),4
2019-07-02 00:00:00,Düsseldorf Airport,2
2019-07-02 00:00:00,Paris-Orly Airport,3
2019-07-02 00:00:00,Manchester Airport,1
2019-07-02 00:00:00,Helsinki Vantaa Airport,2
2019-07-02 00:00:00,Vienna International Airport,1
2019-07-01 00:00:00,London Heathrow Airport,30
2019-07-01 00:00:00,Frankfurt am Main Airport,22
2019-07-01 00:00:00,Amsterdam Airport Schiphol,18
2019-07-01 00:00:00,Charles de Gaulle International Airport,11
2019-07-01 00:00:00,Adolfo Suárez Madrid–Barajas Airport,11
2019-07-01 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,11
2019-07-01 00:00:00,Munich Airport,7
2019-07-01 00:00:00,Malpensa International Airport,7
2019-07-01 00:00:00,Zürich Airport,6
2019-07-01 00:00:00,London Gatwick Airport,7
2019-07-01 00:00:00,Dublin Airport,10
2019-07-01 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,5
2019-07-01 00:00:00,Vienna International Airport,5
2019-07-01 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),4
2019-07-01 00:00:00,Brussels Airport,3
2019-07-01 00:00:00,Helsinki Vantaa Airport,5
2019-07-01 00:00:00,Copenhagen Kastrup Airport,6
2019-07-01 00:00:00,Manchester Airport,4
2019-07-01 00:00:00,Düsseldorf Airport,4
2019-06-30 00:00:00,London Heathrow Airport,38
2019-06-30 00:00:00,Charles de Gaulle International Airport,21
2019-06-30 00:00:00,Adolfo Suárez Madrid–Barajas Airport,21
2019-06-30 00:00:00,Frankfurt am Main Airport,17
2019-06-30 00:00:00,Amsterdam Airport Schiphol,17
2019-06-30 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,10
2019-06-30 00:00:00,Zürich Airport,8
2019-06-30 00:00:00,Düsseldorf Airport,7
2019-06-30 00:00:00,Munich Airport,6
2019-06-30 00:00:00,London Gatwick Airport,5
2019-06-30 00:00:00,Manchester Airport,5
2019-06-30 00:00:00,Dublin Airport,7
2019-06-30 00:00:00,Malpensa International Airport,4
2019-06-30 00:00:00,Vienna International Airport,3
2019-06-30 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,2
2019-06-30 00:00:00,Brussels Airport,2
2019-06-30 00:00:00,Copenhagen Kastrup Airport,1
2019-06-30 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),2
2019-06-30 00:00:00,Helsinki Vantaa Airport,1
2019-06-30 00:00:00,Paris-Orly Airport,1
2019-06-29 00:00:00,Frankfurt am Main Airport,27
2019-06-29 00:00:00,Charles de Gaulle International Airport,17
2019-06-29 00:00:00,London Heathrow Airport,18
2019-06-29 00:00:00,Amsterdam Airport Schiphol,17
2019-06-29 00:00:00,Adolfo Suárez Madrid–Barajas Airport,10
2019-06-29 00:00:00,Munich Airport,5
2019-06-29 00:00:00,Manchester Airport,6
2019-06-29 00:00:00,Vienna International Airport,4
2019-06-29 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,4
2019-06-29 00:00:00,London Gatwick Airport,4
2019-06-29 00:00:00,Malpensa International Airport,3
2019-06-29 00:00:00,Zürich Airport,1
2019-06-29 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,3
2019-06-29 00:00:00,Brussels Airport,2
2019-06-29 00:00:00,Helsinki Vantaa Airport,3
2019-06-29 00:00:00,Dublin Airport,2
2019-06-29 00:00:00,Copenhagen Kastrup Airport,1
2019-06-29 00:00:00,Düsseldorf Airport,1
2019-06-29 00:00:00,Paris-Orly Airport,1
2019-06-28 00:00:00,London Heathrow Airport,24
2019-06-28 00:00:00,Adolfo Suárez Madrid–Barajas Airport,17
2019-06-28 00:00:00,Frankfurt am Main Airport,11
2019-06-28 00:00:00,Amsterdam Airport Schiphol,13
2019-06-28 00:00:00,Charles de Gaulle International Airport,13
2019-06-28 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,6
2019-06-28 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,8
2019-06-28 00:00:00,London Gatwick Airport,4
2019-06-28 00:00:00,Copenhagen Kastrup Airport,6
2019-06-28 00:00:00,Manchester Airport,3
2019-06-28 00:00:00,Munich Airport,4
2019-06-28 00:00:00,Düsseldorf Airport,3
2019-06-28 00:00:00,Vienna International Airport,2
2019-06-28 00:00:00,Brussels Airport,3
2019-06-28 00:00:00,Zürich Airport,3
2019-06-28 00:00:00,Paris-Orly Airport,1
2019-06-28 00:00:00,Malpensa International Airport,1
2019-06-28 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),2
2019-06-28 00:00:00,Dublin Airport,1
2019-06-27 00:00:00,London Heathrow Airport,27
2019-06-27 00:00:00,Frankfurt am Main Airport,21
2019-06-27 00:00:00,Charles de Gaulle International Airport,17
2019-06-27 00:00:00,Adolfo Suárez Madrid–Barajas Airport,14
2019-06-27 00:00:00,Amsterdam Airport Schiphol,11
2019-06-27 00:00:00,London Gatwick Airport,10
2019-06-27 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,8
2019-06-27 00:00:00,Zürich Airport,6
2019-06-27 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),14
2019-06-27 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-06-27 00:00:00,Copenhagen Kastrup Airport,6
2019-06-27 00:00:00,Brussels Airport,3
2019-06-27 00:00:00,Manchester Airport,3
2019-06-27 00:00:00,Malpensa International Airport,2
2019-06-27 00:00:00,Vienna International Airport,3
2019-06-27 00:00:00,Munich Airport,2
2019-06-27 00:00:00,Düsseldorf Airport,1
2019-06-26 00:00:00,London Heathrow Airport,25
2019-06-26 00:00:00,Frankfurt am Main Airport,22
2019-06-26 00:00:00,Charles de Gaulle International Airport,20
2019-06-26 00:00:00,Amsterdam Airport Schiphol,11
2019-06-26 00:00:00,Munich Airport,6
2019-06-26 00:00:00,Malpensa International Airport,5
2019-06-26 00:00:00,Zürich Airport,5
2019-06-26 00:00:00,Adolfo Suárez Madrid–Barajas Airport,4
2019-06-26 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,6
2019-06-26 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,4
2019-06-26 00:00:00,Brussels Airport,3
2019-06-26 00:00:00,Manchester Airport,2
2019-06-26 00:00:00,Copenhagen Kastrup Airport,3
2019-06-26 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),3
2019-06-26 00:00:00,Vienna International Airport,3
2019-06-26 00:00:00,London Gatwick Airport,2
2019-06-26 00:00:00,Dublin Airport,2
2019-06-26 00:00:00,Paris-Orly Airport,1
2019-06-26 00:00:00,Helsinki Vantaa Airport,1
2019-06-25 00:00:00,London Heathrow Airport,46
2019-06-25 00:00:00,Frankfurt am Main Airport,36
2019-06-25 00:00:00,Charles de Gaulle International Airport,24
2019-06-25 00:00:00,Munich Airport,23
2019-06-25 00:00:00,Amsterdam Airport Schiphol,23
2019-06-25 00:00:00,Adolfo Suárez Madrid–Barajas Airport,17
2019-06-25 00:00:00,Zürich Airport,10
2019-06-25 00:00:00,Manchester Airport,19
2019-06-25 00:00:00,Brussels Airport,13
2019-06-25 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,9
2019-06-25 00:00:00,London Gatwick Airport,14
2019-06-25 00:00:00,Malpensa International Airport,8
2019-06-25 00:00:00,Vienna International Airport,12
2019-06-25 00:00:00,Düsseldorf Airport,10
2019-06-25 00:00:00,Copenhagen Kastrup Airport,25
2019-06-25 00:00:00,Helsinki Vantaa Airport,22
2019-06-25 00:00:00,Dublin Airport,13
2019-06-25 00:00:00,Paris-Orly Airport,4
2019-06-25 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,9
2019-06-25 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),5
2019-06-24 00:00:00,London Heathrow Airport,72
2019-06-24 00:00:00,Charles de Gaulle International Airport,44
2019-06-24 00:00:00,Frankfurt am Main Airport,34
2019-06-24 00:00:00,Adolfo Suárez Madrid–Barajas Airport,32
2019-06-24 00:00:00,Amsterdam Airport Schiphol,39
2019-06-24 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,24
2019-06-24 00:00:00,Munich Airport,18
2019-06-24 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),29
2019-06-24 00:00:00,Zürich Airport,12
2019-06-24 00:00:00,Dublin Airport,32
2019-06-24 00:00:00,London Gatwick Airport,44
2019-06-24 00:00:00,Manchester Airport,22
2019-06-24 00:00:00,Malpensa International Airport,11
2019-06-24 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,28
2019-06-24 00:00:00,Vienna International Airport,8
2019-06-24 00:00:00,Brussels Airport,23
2019-06-24 00:00:00,Copenhagen Kastrup Airport,22
2019-06-24 00:00:00,Helsinki Vantaa Airport,9
2019-06-24 00:00:00,Paris-Orly Airport,9
2019-06-24 00:00:00,Düsseldorf Airport,3
2019-06-23 00:00:00,London Heathrow Airport,75
2019-06-23 00:00:00,Charles de Gaulle International Airport,50
2019-06-23 00:00:00,Adolfo Suárez Madrid–Barajas Airport,48
2019-06-23 00:00:00,Frankfurt am Main Airport,37
2019-06-23 00:00:00,Amsterdam Airport Schiphol,44
2019-06-23 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,15
2019-06-23 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),67
2019-06-23 00:00:00,Munich Airport,22
2019-06-23 00:00:00,Malpensa International Airport,20
2019-06-23 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,47
2019-06-23 00:00:00,London Gatwick Airport,56
2019-06-23 00:00:00,Dublin Airport,50
2019-06-23 00:00:00,Paris-Orly Airport,23
2019-06-23 00:00:00,Manchester Airport,37
2019-06-23 00:00:00,Düsseldorf Airport,13
2019-06-23 00:00:00,Brussels Airport,19
2019-06-23 00:00:00,Vienna International Airport,10
2019-06-23 00:00:00,Copenhagen Kastrup Airport,23
2019-06-23 00:00:00,Zürich Airport,7
2019-06-23 00:00:00,Helsinki Vantaa Airport,12
2019-06-22 00:00:00,London Heathrow Airport,61
2019-06-22 00:00:00,Frankfurt am Main Airport,58
2019-06-22 00:00:00,Charles de Gaulle International Airport,34
2019-06-22 00:00:00,Amsterdam Airport Schiphol,32
2019-06-22 00:00:00,Adolfo Suárez Madrid–Barajas Airport,36
2019-06-22 00:00:00,London Gatwick Airport,52
2019-06-22 00:00:00,Munich Airport,19
2019-06-22 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),54
2019-06-22 00:00:00,Malpensa International Airport,11
2019-06-22 00:00:00,Zürich Airport,13
2019-06-22 00:00:00,Vienna International Airport,16
2019-06-22 00:00:00,Brussels Airport,21
2019-06-22 00:00:00,Manchester Airport,25
2019-06-22 00:00:00,Dublin Airport,29
2019-06-22 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,28
2019-06-22 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,13
2019-06-22 00:00:00,Paris-Orly Airport,17
2019-06-22 00:00:00,Copenhagen Kastrup Airport,17
2019-06-22 00:00:00,Düsseldorf Airport,13
2019-06-22 00:00:00,Helsinki Vantaa Airport,9
2019-06-21 00:00:00,London Heathrow Airport,48
2019-06-21 00:00:00,Frankfurt am Main Airport,39
2019-06-21 00:00:00,Charles de Gaulle International Airport,42
2019-06-21 00:00:00,Adolfo Suárez Madrid–Barajas Airport,32
2019-06-21 00:00:00,Amsterdam Airport Schiphol,20
2019-06-21 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,35
2019-06-21 00:00:00,Munich Airport,17
2019-06-21 00:00:00,London Gatwick Airport,16
2019-06-21 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,23
2019-06-21 00:00:00,Malpensa International Airport,7
2019-06-21 00:00:00,Copenhagen Kastrup Airport,10
2019-06-21 00:00:00,Zürich Airport,8
2019-06-21 00:00:00,Düsseldorf Airport,9
2019-06-21 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),17
2019-06-21 00:00:00,Vienna International Airport,9
2019-06-21 00:00:00,Manchester Airport,6
2019-06-21 00:00:00,Dublin Airport,5
2019-06-21 00:00:00,Paris-Orly Airport,11
2019-06-21 00:00:00,Helsinki Vantaa Airport,6
2019-06-21 00:00:00,Brussels Airport,6
2019-06-20 00:00:00,Frankfurt am Main Airport,38
2019-06-20 00:00:00,London Heathrow Airport,42
2019-06-20 00:00:00,Charles de Gaulle International Airport,24
2019-06-20 00:00:00,Amsterdam Airport Schiphol,25
2019-06-20 00:00:00,Adolfo Suárez Madrid–Barajas Airport,17
2019-06-20 00:00:00,Munich Airport,13
2019-06-20 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,12
2019-06-20 00:00:00,Zürich Airport,7
2019-06-20 00:00:00,London Gatwick Airport,9
2019-06-20 00:00:00,Malpensa International Airport,5
2019-06-20 00:00:00,Vienna International Airport,8
2019-06-20 00:00:00,Copenhagen Kastrup Airport,5
2019-06-20 00:00:00,Dublin Airport,7
2019-06-20 00:00:00,Manchester Airport,6
2019-06-20 00:00:00,Brussels Airport,5
2019-06-20 00:00:00,Paris-Orly Airport,3
2019-06-20 00:00:00,Helsinki Vantaa Airport,6
2019-06-20 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-06-20 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),1
2019-06-19 00:00:00,London Heathrow Airport,83
2019-06-19 00:00:00,Frankfurt am Main Airport,47
2019-06-19 00:00:00,Charles de Gaulle International Airport,49
2019-06-19 00:00:00,Amsterdam Airport Schiphol,20
2019-06-19 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,20
2019-06-19 00:00:00,Munich Airport,20
2019-06-19 00:00:00,Malpensa International Airport,12
2019-06-19 00:00:00,Adolfo Suárez Madrid–Barajas Airport,13
2019-06-19 00:00:00,London Gatwick Airport,15
2019-06-19 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,21
2019-06-19 00:00:00,Zürich Airport,12
2019-06-19 00:00:00,Dublin Airport,12
2019-06-19 00:00:00,Vienna International Airport,18
2019-06-19 00:00:00,Düsseldorf Airport,9
2019-06-19 00:00:00,Manchester Airport,8
2019-06-19 00:00:00,Paris-Orly Airport,6
2019-06-19 00:00:00,Helsinki Vantaa Airport,14
2019-06-19 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),5
2019-06-19 00:00:00,Copenhagen Kastrup Airport,4
2019-06-19 00:00:00,Brussels Airport,6
2019-06-18 00:00:00,London Heathrow Airport,62
2019-06-18 00:00:00,Charles de Gaulle International Airport,27
2019-06-18 00:00:00,Adolfo Suárez Madrid–Barajas Airport,20
2019-06-18 00:00:00,Frankfurt am Main Airport,29
2019-06-18 00:00:00,Munich Airport,20
