name,entries,exits,mean_count,timestamp
REIMS FIR,195,140,40.53846153846154,adsb_2024_06_01_15_00_00_3600
RIGA FIR,46,32,9.692307692307692,adsb_2024_06_01_15_00_00_3600
ROMA FIR,348,139,141.23076923076923,adsb_2024_06_01_15_00_00_3600
SANTA MARIA OCEANIC FIR,3,1,1.4,adsb_2024_06_01_15_00_00_3600
SARAJEVO FIR,125,93,26.53846153846154,adsb_2024_06_01_15_00_00_3600
SCOTTISH FIR,251,74,106.76923076923077,adsb_2024_06_01_15_00_00_3600
SHANNON FIR,150,48,60.92307692307692,adsb_2024_06_01_15_00_00_3600
SHANWICK FIR,77,16,21.153846153846153,adsb_2024_06_01_15_00_00_3600
SIMFEROPOL' FIR,15,7,1.6,adsb_2024_06_01_15_00_00_3600
SKOPJE FIR,75,60,12.153846153846153,adsb_2024_06_01_15_00_00_3600
SWEDEN FIR,172,62,70.46153846153847,adsb_2024_06_01_15_00_00_3600
SWITZERLAND FIR,350,178,100.15384615384616,adsb_2024_06_01_15_00_00_3600
TALLINN FIR,44,31,10.692307692307692,adsb_2024_06_01_15_00_00_3600
TBILISI FIR,43,5,9.923076923076923,adsb_2024_06_01_15_00_00_3600
TEL AVIV FIR,31,14,7.153846153846154,adsb_2024_06_01_15_00_00_3600
TIRANA FIR,92,66,16.76923076923077,adsb_2024_06_01_15_00_00_3600
VILNIUS FIR,40,23,8.76923076923077,adsb_2024_06_01_15_00_00_3600
WARSZAWA FIR,261,89,127.61538461538461,adsb_2024_06_01_15_00_00_3600
WIEN FIR,404,247,99.15384615384616,adsb_2024_06_01_15_00_00_3600
YEREVAN FIR,17,6,2.769230769230769,adsb_2024_06_01_15_00_00_3600
ZAGREB FIR/UIR,269,196,70.84615384615384,adsb_2024_06_01_15_00_00_3600
AMSTERDAM FIR,282,148,81.38461538461539,adsb_2024_06_01_16_00_00_3600
ANKARA FIR,212,63,69.23076923076923,adsb_2024_06_01_16_00_00_3600
ATHINAI FIR,387,127,163.15384615384616,adsb_2024_06_01_16_00_00_3600
BARCELONA FIR,352,114,144.15384615384616,adsb_2024_06_01_16_00_00_3600
BEOGRAD FIR,283,200,70.76923076923077,adsb_2024_06_01_16_00_00_3600
BODO OCEANIC FIR,2,0,1.0,adsb_2024_06_01_16_00_00_3600
BORDEAUX FIR,294,160,102.3076923076923,adsb_2024_06_01_16_00_00_3600
BRATISLAVA FIR,159,125,30.153846153846153,adsb_2024_06_01_16_00_00_3600
BREMEN FIR,340,123,117.6923076923077,adsb_2024_06_01_16_00_00_3600
BREST FIR,249,137,96.6923076923077,adsb_2024_06_01_16_00_00_3600
BRINDISI FIR,135,86,42.84615384615385,adsb_2024_06_01_16_00_00_3600
BRUSSELS FIR,248,155,56.76923076923077,adsb_2024_06_01_16_00_00_3600
BUCURESTI FIR,206,103,80.0,adsb_2024_06_01_16_00_00_3600
BUDAPEST FIR,251,181,65.3076923076923,adsb_2024_06_01_16_00_00_3600
CANARIAS FIR,119,23,42.23076923076923,adsb_2024_06_01_16_00_00_3600
CHISINAU FIR,10,4,3.4615384615384617,adsb_2024_06_01_16_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_16_00_00_3600
FINLAND FIR,50,15,19.846153846153847,adsb_2024_06_01_16_00_00_3600
FIR PRAHA,233,109,74.0,adsb_2024_06_01_16_00_00_3600
FIR SOFIA,253,152,81.92307692307692,adsb_2024_06_01_16_00_00_3600
ISTANBUL FIR,334,129,104.76923076923077,adsb_2024_06_01_16_00_00_3600
KOEBENHAVN FIR,145,59,57.30769230769231,adsb_2024_06_01_16_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_16_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_16_00_00_3600
LANGEN FIR,547,273,172.15384615384616,adsb_2024_06_01_16_00_00_3600
LISBOA FIR,245,83,104.07692307692308,adsb_2024_06_01_16_00_00_3600
LJUBLJANA FIR,144,120,20.384615384615383,adsb_2024_06_01_16_00_00_3600
LONDON FIR,1113,252,523.1538461538462,adsb_2024_06_01_16_00_00_3600
MADRID FIR,435,178,189.84615384615384,adsb_2024_06_01_16_00_00_3600
MALTA FIR,51,23,22.46153846153846,adsb_2024_06_01_16_00_00_3600
MARSEILLE FIR,415,202,134.07692307692307,adsb_2024_06_01_16_00_00_3600
MILANO FIR,493,213,163.15384615384616,adsb_2024_06_01_16_00_00_3600
MUNICH FIR,429,283,94.84615384615384,adsb_2024_06_01_16_00_00_3600
NICOSIA FIR,42,22,10.23076923076923,adsb_2024_06_01_16_00_00_3600
NORWAY FIR,99,20,40.76923076923077,adsb_2024_06_01_16_00_00_3600
ODESA FIR,1,0,1.0,adsb_2024_06_01_16_00_00_3600
PARIS FIR,419,228,143.92307692307693,adsb_2024_06_01_16_00_00_3600
REIMS FIR,179,131,42.53846153846154,adsb_2024_06_01_16_00_00_3600
RIGA FIR,42,35,9.23076923076923,adsb_2024_06_01_16_00_00_3600
ROMA FIR,328,133,134.46153846153845,adsb_2024_06_01_16_00_00_3600
SANTA MARIA OCEANIC FIR,2,0,1.1428571428571428,adsb_2024_06_01_16_00_00_3600
SARAJEVO FIR,123,102,28.615384615384617,adsb_2024_06_01_16_00_00_3600
SCOTTISH FIR,185,58,70.84615384615384,adsb_2024_06_01_16_00_00_3600
SHANNON FIR,148,38,60.46153846153846,adsb_2024_06_01_16_00_00_3600
SHANWICK FIR,62,20,21.0,adsb_2024_06_01_16_00_00_3600
SIMFEROPOL' FIR,7,6,1.4285714285714286,adsb_2024_06_01_16_00_00_3600
SKOPJE FIR,71,59,11.538461538461538,adsb_2024_06_01_16_00_00_3600
SWEDEN FIR,140,60,53.46153846153846,adsb_2024_06_01_16_00_00_3600
SWITZERLAND FIR,286,162,73.6923076923077,adsb_2024_06_01_16_00_00_3600
TALLINN FIR,45,26,10.384615384615385,adsb_2024_06_01_16_00_00_3600
TBILISI FIR,36,3,7.769230769230769,adsb_2024_06_01_16_00_00_3600
TEL AVIV FIR,16,6,4.076923076923077,adsb_2024_06_01_16_00_00_3600
TIRANA FIR,100,68,19.0,adsb_2024_06_01_16_00_00_3600
VILNIUS FIR,36,23,7.153846153846154,adsb_2024_06_01_16_00_00_3600
WARSZAWA FIR,244,81,114.61538461538461,adsb_2024_06_01_16_00_00_3600
WIEN FIR,401,276,94.46153846153847,adsb_2024_06_01_16_00_00_3600
YEREVAN FIR,12,4,2.25,adsb_2024_06_01_16_00_00_3600
ZAGREB FIR/UIR,258,179,64.46153846153847,adsb_2024_06_01_16_00_00_3600
AMSTERDAM FIR,275,132,83.92307692307692,adsb_2024_06_01_17_00_00_3600
ANKARA FIR,192,58,58.15384615384615,adsb_2024_06_01_17_00_00_3600
ATHINAI FIR,399,164,176.0,adsb_2024_06_01_17_00_00_3600
BARCELONA FIR,372,119,156.30769230769232,adsb_2024_06_01_17_00_00_3600
BEOGRAD FIR,251,186,60.84615384615385,adsb_2024_06_01_17_00_00_3600
BODO OCEANIC FIR,0,0,,adsb_2024_06_01_17_00_00_3600
BORDEAUX FIR,230,138,81.53846153846153,adsb_2024_06_01_17_00_00_3600
BRATISLAVA FIR,111,80,20.615384615384617,adsb_2024_06_01_17_00_00_3600
BREMEN FIR,268,113,82.3076923076923,adsb_2024_06_01_17_00_00_3600
BREST FIR,216,139,81.3076923076923,adsb_2024_06_01_17_00_00_3600
BRINDISI FIR,114,75,38.92307692307692,adsb_2024_06_01_17_00_00_3600
BRUSSELS FIR,228,150,52.92307692307692,adsb_2024_06_01_17_00_00_3600
BUCURESTI FIR,182,100,73.84615384615384,adsb_2024_06_01_17_00_00_3600
BUDAPEST FIR,219,157,60.07692307692308,adsb_2024_06_01_17_00_00_3600
CANARIAS FIR,112,32,42.0,adsb_2024_06_01_17_00_00_3600
CHISINAU FIR,10,4,3.5384615384615383,adsb_2024_06_01_17_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_17_00_00_3600
FINLAND FIR,52,16,16.846153846153847,adsb_2024_06_01_17_00_00_3600
FIR PRAHA,229,106,76.0,adsb_2024_06_01_17_00_00_3600
FIR SOFIA,219,122,71.3076923076923,adsb_2024_06_01_17_00_00_3600
ISTANBUL FIR,276,95,92.61538461538461,adsb_2024_06_01_17_00_00_3600
KOEBENHAVN FIR,124,51,45.46153846153846,adsb_2024_06_01_17_00_00_3600
KYIV FIR,1,1,1.0,adsb_2024_06_01_17_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_17_00_00_3600
LANGEN FIR,498,253,154.84615384615384,adsb_2024_06_01_17_00_00_3600
LISBOA FIR,237,77,106.07692307692308,adsb_2024_06_01_17_00_00_3600
LJUBLJANA FIR,116,98,17.692307692307693,adsb_2024_06_01_17_00_00_3600
LONDON FIR,843,250,402.2307692307692,adsb_2024_06_01_17_00_00_3600
MADRID FIR,427,156,179.23076923076923,adsb_2024_06_01_17_00_00_3600
MALTA FIR,42,21,17.53846153846154,adsb_2024_06_01_17_00_00_3600
MARSEILLE FIR,404,209,141.3846153846154,adsb_2024_06_01_17_00_00_3600
MILANO FIR,450,222,145.76923076923077,adsb_2024_06_01_17_00_00_3600
MUNICH FIR,400,275,95.6923076923077,adsb_2024_06_01_17_00_00_3600
NICOSIA FIR,46,23,10.538461538461538,adsb_2024_06_01_17_00_00_3600
NORWAY FIR,86,24,34.23076923076923,adsb_2024_06_01_17_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_17_00_00_3600
PARIS FIR,374,185,132.07692307692307,adsb_2024_06_01_17_00_00_3600
REIMS FIR,151,106,33.15384615384615,adsb_2024_06_01_17_00_00_3600
RIGA FIR,30,24,7.230769230769231,adsb_2024_06_01_17_00_00_3600
ROMA FIR,302,99,121.0,adsb_2024_06_01_17_00_00_3600
SANTA MARIA OCEANIC FIR,8,2,1.5,adsb_2024_06_01_17_00_00_3600
SARAJEVO FIR,117,88,24.307692307692307,adsb_2024_06_01_17_00_00_3600
SCOTTISH FIR,136,41,47.15384615384615,adsb_2024_06_01_17_00_00_3600
SHANNON FIR,126,36,49.30769230769231,adsb_2024_06_01_17_00_00_3600
SHANWICK FIR,48,12,14.076923076923077,adsb_2024_06_01_17_00_00_3600
SIMFEROPOL' FIR,5,0,1.0,adsb_2024_06_01_17_00_00_3600
SKOPJE FIR,73,57,11.461538461538462,adsb_2024_06_01_17_00_00_3600
SWEDEN FIR,134,54,49.53846153846154,adsb_2024_06_01_17_00_00_3600
SWITZERLAND FIR,243,144,58.53846153846154,adsb_2024_06_01_17_00_00_3600
TALLINN FIR,40,30,9.692307692307692,adsb_2024_06_01_17_00_00_3600
TBILISI FIR,36,3,7.3076923076923075,adsb_2024_06_01_17_00_00_3600
TEL AVIV FIR,22,8,6.076923076923077,adsb_2024_06_01_17_00_00_3600
TIRANA FIR,109,84,22.692307692307693,adsb_2024_06_01_17_00_00_3600
VILNIUS FIR,35,21,7.153846153846154,adsb_2024_06_01_17_00_00_3600
WARSZAWA FIR,220,62,102.23076923076923,adsb_2024_06_01_17_00_00_3600
WIEN FIR,329,231,81.23076923076923,adsb_2024_06_01_17_00_00_3600
YEREVAN FIR,11,2,2.75,adsb_2024_06_01_17_00_00_3600
ZAGREB FIR/UIR,244,164,62.30769230769231,adsb_2024_06_01_17_00_00_3600
AMSTERDAM FIR,240,111,73.92307692307692,adsb_2024_06_01_18_00_00_3600
ANKARA FIR,210,58,62.15384615384615,adsb_2024_06_01_18_00_00_3600
ATHINAI FIR,357,141,152.23076923076923,adsb_2024_06_01_18_00_00_3600
BARCELONA FIR,358,126,153.0,adsb_2024_06_01_18_00_00_3600
BEOGRAD FIR,228,156,57.38461538461539,adsb_2024_06_01_18_00_00_3600
BODO OCEANIC FIR,0,0,,adsb_2024_06_01_18_00_00_3600
BORDEAUX FIR,218,117,75.92307692307692,adsb_2024_06_01_18_00_00_3600
BRATISLAVA FIR,115,90,19.23076923076923,adsb_2024_06_01_18_00_00_3600
BREMEN FIR,207,104,66.23076923076923,adsb_2024_06_01_18_00_00_3600
BREST FIR,155,95,55.15384615384615,adsb_2024_06_01_18_00_00_3600
BRINDISI FIR,122,76,38.61538461538461,adsb_2024_06_01_18_00_00_3600
BRUSSELS FIR,205,126,46.0,adsb_2024_06_01_18_00_00_3600
BUCURESTI FIR,153,74,57.61538461538461,adsb_2024_06_01_18_00_00_3600
BUDAPEST FIR,201,153,52.61538461538461,adsb_2024_06_01_18_00_00_3600
CANARIAS FIR,131,27,43.84615384615385,adsb_2024_06_01_18_00_00_3600
CHISINAU FIR,3,0,1.3846153846153846,adsb_2024_06_01_18_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_18_00_00_3600
FINLAND FIR,37,14,13.384615384615385,adsb_2024_06_01_18_00_00_3600
FIR PRAHA,183,94,62.0,adsb_2024_06_01_18_00_00_3600
FIR SOFIA,206,120,65.92307692307692,adsb_2024_06_01_18_00_00_3600
ISTANBUL FIR,295,118,101.92307692307692,adsb_2024_06_01_18_00_00_3600
KOEBENHAVN FIR,94,32,34.84615384615385,adsb_2024_06_01_18_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_18_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_18_00_00_3600
LANGEN FIR,420,182,130.3846153846154,adsb_2024_06_01_18_00_00_3600
LISBOA FIR,227,87,97.53846153846153,adsb_2024_06_01_18_00_00_3600
LJUBLJANA FIR,96,89,13.076923076923077,adsb_2024_06_01_18_00_00_3600
LONDON FIR,619,180,290.7692307692308,adsb_2024_06_01_18_00_00_3600
MADRID FIR,437,181,212.46153846153845,adsb_2024_06_01_18_00_00_3600
MALTA FIR,30,16,9.538461538461538,adsb_2024_06_01_18_00_00_3600
MARSEILLE FIR,347,185,112.0,adsb_2024_06_01_18_00_00_3600
MILANO FIR,393,231,126.38461538461539,adsb_2024_06_01_18_00_00_3600
MUNICH FIR,341,220,83.0,adsb_2024_06_01_18_00_00_3600
NICOSIA FIR,44,25,10.153846153846153,adsb_2024_06_01_18_00_00_3600
NORWAY FIR,66,14,28.53846153846154,adsb_2024_06_01_18_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_18_00_00_3600
PARIS FIR,312,161,106.46153846153847,adsb_2024_06_01_18_00_00_3600
REIMS FIR,128,100,27.307692307692307,adsb_2024_06_01_18_00_00_3600
RIGA FIR,36,19,7.153846153846154,adsb_2024_06_01_18_00_00_3600
ROMA FIR,307,116,133.30769230769232,adsb_2024_06_01_18_00_00_3600
SANTA MARIA OCEANIC FIR,5,0,1.2222222222222223,adsb_2024_06_01_18_00_00_3600
SARAJEVO FIR,122,92,27.692307692307693,adsb_2024_06_01_18_00_00_3600
SCOTTISH FIR,98,32,35.23076923076923,adsb_2024_06_01_18_00_00_3600
SHANNON FIR,97,26,35.84615384615385,adsb_2024_06_01_18_00_00_3600
SHANWICK FIR,32,15,10.846153846153847,adsb_2024_06_01_18_00_00_3600
SIMFEROPOL' FIR,2,0,1.0,adsb_2024_06_01_18_00_00_3600
SKOPJE FIR,69,56,11.461538461538462,adsb_2024_06_01_18_00_00_3600
SWEDEN FIR,113,53,42.30769230769231,adsb_2024_06_01_18_00_00_3600
SWITZERLAND FIR,222,126,58.69230769230769,adsb_2024_06_01_18_00_00_3600
TALLINN FIR,33,21,7.384615384615385,adsb_2024_06_01_18_00_00_3600
TBILISI FIR,33,4,6.3076923076923075,adsb_2024_06_01_18_00_00_3600
TEL AVIV FIR,18,4,3.5384615384615383,adsb_2024_06_01_18_00_00_3600
TIRANA FIR,96,67,19.923076923076923,adsb_2024_06_01_18_00_00_3600
VILNIUS FIR,37,24,9.461538461538462,adsb_2024_06_01_18_00_00_3600
WARSZAWA FIR,233,87,111.92307692307692,adsb_2024_06_01_18_00_00_3600
WIEN FIR,322,213,84.38461538461539,adsb_2024_06_01_18_00_00_3600
YEREVAN FIR,6,1,1.875,adsb_2024_06_01_18_00_00_3600
ZAGREB FIR/UIR,248,175,59.84615384615385,adsb_2024_06_01_18_00_00_3600
AMSTERDAM FIR,240,123,72.3076923076923,adsb_2024_06_01_19_00_00_3600
ANKARA FIR,197,73,58.46153846153846,adsb_2024_06_01_19_00_00_3600
ATHINAI FIR,345,139,148.92307692307693,adsb_2024_06_01_19_00_00_3600
BARCELONA FIR,334,121,141.3846153846154,adsb_2024_06_01_19_00_00_3600
BEOGRAD FIR,217,172,52.07692307692308,adsb_2024_06_01_19_00_00_3600
BODO OCEANIC FIR,0,0,,adsb_2024_06_01_19_00_00_3600
BORDEAUX FIR,269,163,97.53846153846153,adsb_2024_06_01_19_00_00_3600
BRATISLAVA FIR,98,78,15.307692307692308,adsb_2024_06_01_19_00_00_3600
BREMEN FIR,206,105,61.84615384615385,adsb_2024_06_01_19_00_00_3600
BREST FIR,160,91,52.84615384615385,adsb_2024_06_01_19_00_00_3600
BRINDISI FIR,110,71,34.84615384615385,adsb_2024_06_01_19_00_00_3600
BRUSSELS FIR,206,134,47.92307692307692,adsb_2024_06_01_19_00_00_3600
BUCURESTI FIR,162,104,64.0,adsb_2024_06_01_19_00_00_3600
BUDAPEST FIR,183,137,45.30769230769231,adsb_2024_06_01_19_00_00_3600
CANARIAS FIR,103,22,36.15384615384615,adsb_2024_06_01_19_00_00_3600
CHISINAU FIR,3,2,1.1666666666666667,adsb_2024_06_01_19_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_19_00_00_3600
FINLAND FIR,49,10,16.692307692307693,adsb_2024_06_01_19_00_00_3600
FIR PRAHA,159,89,49.53846153846154,adsb_2024_06_01_19_00_00_3600
FIR SOFIA,249,147,78.38461538461539,adsb_2024_06_01_19_00_00_3600
ISTANBUL FIR,336,125,117.76923076923077,adsb_2024_06_01_19_00_00_3600
KOEBENHAVN FIR,109,42,41.07692307692308,adsb_2024_06_01_19_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_19_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_19_00_00_3600
LANGEN FIR,413,215,135.84615384615384,adsb_2024_06_01_19_00_00_3600
LISBOA FIR,219,81,90.46153846153847,adsb_2024_06_01_19_00_00_3600
LJUBLJANA FIR,90,74,11.76923076923077,adsb_2024_06_01_19_00_00_3600
LONDON FIR,477,151,212.69230769230768,adsb_2024_06_01_19_00_00_3600
MADRID FIR,418,176,180.07692307692307,adsb_2024_06_01_19_00_00_3600
MALTA FIR,27,10,11.384615384615385,adsb_2024_06_01_19_00_00_3600
MARSEILLE FIR,304,192,102.6923076923077,adsb_2024_06_01_19_00_00_3600
MILANO FIR,315,153,102.84615384615384,adsb_2024_06_01_19_00_00_3600
MUNICH FIR,326,213,74.84615384615384,adsb_2024_06_01_19_00_00_3600
NICOSIA FIR,52,23,15.692307692307692,adsb_2024_06_01_19_00_00_3600
NORWAY FIR,58,8,25.846153846153847,adsb_2024_06_01_19_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_19_00_00_3600
PARIS FIR,352,167,128.69230769230768,adsb_2024_06_01_19_00_00_3600
REIMS FIR,125,101,28.0,adsb_2024_06_01_19_00_00_3600
RIGA FIR,42,22,11.76923076923077,adsb_2024_06_01_19_00_00_3600
ROMA FIR,241,106,101.3076923076923,adsb_2024_06_01_19_00_00_3600
SANTA MARIA OCEANIC FIR,0,0,,adsb_2024_06_01_19_00_00_3600
SARAJEVO FIR,104,81,23.0,adsb_2024_06_01_19_00_00_3600
SCOTTISH FIR,77,25,31.076923076923077,adsb_2024_06_01_19_00_00_3600
SHANNON FIR,76,23,25.692307692307693,adsb_2024_06_01_19_00_00_3600
SHANWICK FIR,18,8,6.666666666666667,adsb_2024_06_01_19_00_00_3600
SIMFEROPOL' FIR,1,0,1.0,adsb_2024_06_01_19_00_00_3600
SKOPJE FIR,74,63,12.0,adsb_2024_06_01_19_00_00_3600
SWEDEN FIR,95,50,36.38461538461539,adsb_2024_06_01_19_00_00_3600
SWITZERLAND FIR,205,107,57.0,adsb_2024_06_01_19_00_00_3600
TALLINN FIR,35,22,9.0,adsb_2024_06_01_19_00_00_3600
TBILISI FIR,29,3,5.461538461538462,adsb_2024_06_01_19_00_00_3600
TEL AVIV FIR,18,6,4.538461538461538,adsb_2024_06_01_19_00_00_3600
TIRANA FIR,93,70,18.76923076923077,adsb_2024_06_01_19_00_00_3600
VILNIUS FIR,31,18,6.0,adsb_2024_06_01_19_00_00_3600
WARSZAWA FIR,211,74,98.23076923076923,adsb_2024_06_01_19_00_00_3600
WIEN FIR,294,187,75.38461538461539,adsb_2024_06_01_19_00_00_3600
YEREVAN FIR,13,2,2.3846153846153846,adsb_2024_06_01_19_00_00_3600
ZAGREB FIR/UIR,189,132,47.07692307692308,adsb_2024_06_01_19_00_00_3600
AMSTERDAM FIR,114,68,32.69230769230769,adsb_2024_06_01_21_00_00_3600
ANKARA FIR,157,55,52.07692307692308,adsb_2024_06_01_21_00_00_3600
ATHINAI FIR,238,113,104.07692307692308,adsb_2024_06_01_21_00_00_3600
BARCELONA FIR,233,81,98.92307692307692,adsb_2024_06_01_21_00_00_3600
BEOGRAD FIR,150,103,38.53846153846154,adsb_2024_06_01_21_00_00_3600
BODO OCEANIC FIR,1,1,1.0,adsb_2024_06_01_21_00_00_3600
BORDEAUX FIR,123,85,44.92307692307692,adsb_2024_06_01_21_00_00_3600
BRATISLAVA FIR,96,78,16.76923076923077,adsb_2024_06_01_21_00_00_3600
BREMEN FIR,102,61,29.384615384615383,adsb_2024_06_01_21_00_00_3600
BREST FIR,138,85,57.84615384615385,adsb_2024_06_01_21_00_00_3600
BRINDISI FIR,47,32,13.692307692307692,adsb_2024_06_01_21_00_00_3600
BRUSSELS FIR,122,65,31.0,adsb_2024_06_01_21_00_00_3600
BUCURESTI FIR,158,72,62.84615384615385,adsb_2024_06_01_21_00_00_3600
BUDAPEST FIR,183,134,45.46153846153846,adsb_2024_06_01_21_00_00_3600
CANARIAS FIR,54,28,19.846153846153847,adsb_2024_06_01_21_00_00_3600
CHISINAU FIR,4,3,1.4615384615384615,adsb_2024_06_01_21_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_21_00_00_3600
FINLAND FIR,22,5,8.384615384615385,adsb_2024_06_01_21_00_00_3600
FIR PRAHA,107,57,38.69230769230769,adsb_2024_06_01_21_00_00_3600
FIR SOFIA,175,85,58.15384615384615,adsb_2024_06_01_21_00_00_3600
ISTANBUL FIR,231,101,80.92307692307692,adsb_2024_06_01_21_00_00_3600
KOEBENHAVN FIR,75,24,31.076923076923077,adsb_2024_06_01_21_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_21_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_21_00_00_3600
LANGEN FIR,250,133,68.3076923076923,adsb_2024_06_01_21_00_00_3600
LISBOA FIR,189,56,83.76923076923077,adsb_2024_06_01_21_00_00_3600
LJUBLJANA FIR,65,57,8.461538461538462,adsb_2024_06_01_21_00_00_3600
LONDON FIR,392,121,169.69230769230768,adsb_2024_06_01_21_00_00_3600
MADRID FIR,300,121,134.46153846153845,adsb_2024_06_01_21_00_00_3600
MALTA FIR,22,5,5.3076923076923075,adsb_2024_06_01_21_00_00_3600
MARSEILLE FIR,198,124,68.84615384615384,adsb_2024_06_01_21_00_00_3600
MILANO FIR,199,99,62.0,adsb_2024_06_01_21_00_00_3600
MUNICH FIR,215,161,49.53846153846154,adsb_2024_06_01_21_00_00_3600
NICOSIA FIR,39,21,8.846153846153847,adsb_2024_06_01_21_00_00_3600
NORWAY FIR,55,10,19.692307692307693,adsb_2024_06_01_21_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_21_00_00_3600
PARIS FIR,181,101,64.38461538461539,adsb_2024_06_01_21_00_00_3600
REIMS FIR,68,46,15.23076923076923,adsb_2024_06_01_21_00_00_3600
RIGA FIR,32,25,6.846153846153846,adsb_2024_06_01_21_00_00_3600
ROMA FIR,164,63,69.23076923076923,adsb_2024_06_01_21_00_00_3600
SANTA MARIA OCEANIC FIR,8,2,2.7142857142857144,adsb_2024_06_01_21_00_00_3600
SARAJEVO FIR,70,54,14.615384615384615,adsb_2024_06_01_21_00_00_3600
SCOTTISH FIR,70,16,25.153846153846153,adsb_2024_06_01_21_00_00_3600
SHANNON FIR,52,19,19.23076923076923,adsb_2024_06_01_21_00_00_3600
SHANWICK FIR,30,10,9.23076923076923,adsb_2024_06_01_21_00_00_3600
SIMFEROPOL' FIR,8,3,1.4285714285714286,adsb_2024_06_01_21_00_00_3600
SKOPJE FIR,47,36,7.538461538461538,adsb_2024_06_01_21_00_00_3600
SWEDEN FIR,85,28,35.30769230769231,adsb_2024_06_01_21_00_00_3600
SWITZERLAND FIR,131,72,36.30769230769231,adsb_2024_06_01_21_00_00_3600
TALLINN FIR,30,11,7.769230769230769,adsb_2024_06_01_21_00_00_3600
TBILISI FIR,26,4,5.538461538461538,adsb_2024_06_01_21_00_00_3600
TEL AVIV FIR,25,13,4.6923076923076925,adsb_2024_06_01_21_00_00_3600
TIRANA FIR,47,31,10.538461538461538,adsb_2024_06_01_21_00_00_3600
VILNIUS FIR,30,19,8.0,adsb_2024_06_01_21_00_00_3600
WARSZAWA FIR,180,60,85.61538461538461,adsb_2024_06_01_21_00_00_3600
WIEN FIR,205,151,50.84615384615385,adsb_2024_06_01_21_00_00_3600
YEREVAN FIR,11,2,3.5454545454545454,adsb_2024_06_01_21_00_00_3600
ZAGREB FIR/UIR,139,109,33.0,adsb_2024_06_01_21_00_00_3600
AMSTERDAM FIR,100,54,28.923076923076923,adsb_2024_06_01_22_00_00_3600
ANKARA FIR,159,46,43.53846153846154,adsb_2024_06_01_22_00_00_3600
ATHINAI FIR,191,109,79.3076923076923,adsb_2024_06_01_22_00_00_3600
BARCELONA FIR,162,55,69.92307692307692,adsb_2024_06_01_22_00_00_3600
BEOGRAD FIR,139,105,35.76923076923077,adsb_2024_06_01_22_00_00_3600
BODO OCEANIC FIR,3,3,1.25,adsb_2024_06_01_22_00_00_3600
BORDEAUX FIR,70,44,25.692307692307693,adsb_2024_06_01_22_00_00_3600
BRATISLAVA FIR,73,61,13.153846153846153,adsb_2024_06_01_22_00_00_3600
BREMEN FIR,63,47,15.307692307692308,adsb_2024_06_01_22_00_00_3600
BREST FIR,89,59,37.15384615384615,adsb_2024_06_01_22_00_00_3600
BRINDISI FIR,33,22,8.615384615384615,adsb_2024_06_01_22_00_00_3600
BRUSSELS FIR,78,56,17.23076923076923,adsb_2024_06_01_22_00_00_3600
BUCURESTI FIR,137,69,55.84615384615385,adsb_2024_06_01_22_00_00_3600
BUDAPEST FIR,147,101,35.15384615384615,adsb_2024_06_01_22_00_00_3600
CANARIAS FIR,29,8,8.846153846153847,adsb_2024_06_01_22_00_00_3600
CHISINAU FIR,3,0,1.5,adsb_2024_06_01_22_00_00_3600
DNIPROPETROVSK FIR,1,0,1.0,adsb_2024_06_01_22_00_00_3600
FINLAND FIR,20,5,5.923076923076923,adsb_2024_06_01_22_00_00_3600
FIR PRAHA,88,48,32.07692307692308,adsb_2024_06_01_22_00_00_3600
FIR SOFIA,166,91,55.69230769230769,adsb_2024_06_01_22_00_00_3600
ISTANBUL FIR,216,108,71.38461538461539,adsb_2024_06_01_22_00_00_3600
KOEBENHAVN FIR,60,21,25.076923076923077,adsb_2024_06_01_22_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_22_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_22_00_00_3600
LANGEN FIR,162,97,45.38461538461539,adsb_2024_06_01_22_00_00_3600
LISBOA FIR,151,51,70.38461538461539,adsb_2024_06_01_22_00_00_3600
LJUBLJANA FIR,35,30,5.615384615384615,adsb_2024_06_01_22_00_00_3600
LONDON FIR,303,68,127.92307692307692,adsb_2024_06_01_22_00_00_3600
