,origin_airport,total_fuel_burn,total_contrail_energy_forcing,total_co2,total_co2_forcing_20,total_co2_forcing_100,gwp20,gwp100,contrail_co2_eq_20,contrail_co2_eq_100,contrail_impact_category,id,name,city,country,iata,lat,lon,altitude,tz_offset,dst,tz,type,source
240,EKVG,6905655.477125124,1.6287171016532428e+16,21877116.551532395,8411044137146762.0,3.0969534898280964e+16,0.8132892558169511,0.2208819683411947,0.008896211919808243,0.0024161302827661025,Low contrail climate impact,625.0,Vagar Airport,Vagar,Faroe Islands,FAE,62.0635986328125,-7.277219772338867,280.0,0,E,Atlantic/Faeroe,airport,OurAirports
241,EKVJ,1739.8121445583333,0.0,5511.7248739608,2119080047751.846,7802470468709.726,0.0,0.0,0.0,0.0,Low contrail climate impact,627.0,Stauning Airport,Stauning,Denmark,STA,55.9901008605957,8.353910446166992,17.0,1,E,Europe/Copenhagen,airport,OurAirports
242,EKYT,14930980.103752311,7.803949667258424e+16,47301344.968687326,1.8185838126376216e+16,6.6960408164063064e+16,1.8023138870320836,0.48949206704621356,0.04262593545618017,0.011576816561394386,Average contrail climate impact,628.0,Aalborg Airport,Aalborg,Denmark,AAL,57.0927589138,9.84924316406,10.0,1,E,Europe/Copenhagen,airport,OurAirports
243,ELLX,524968646.1173939,1.6961923551779663e+18,1663100670.899904,6.394084482983502e+17,2.354307257332838e+18,1.1141560470003942,0.3025946536739707,0.9264768346267702,0.2516226857679524,Low contrail climate impact,629.0,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,49.6233333,6.2044444,1234.0,1,E,Europe/Luxembourg,airport,OurAirports
244,ENAL,8765975.272842156,6.319855919999479e+16,27770609.66436395,1.0676901732101362e+16,3.931244152405523e+16,2.486057803097688,0.6751906987958493,0.034519670426436035,0.00937522867263433,High contrail climate impact,630.0,Ålesund Airport,Alesund,Norway,AES,62.5625,6.119699954986572,69.0,1,E,Europe/Oslo,airport,OurAirports
245,ENAN,237116.925915359,226022841817653.1,751186.4212998573,288806896918774.06,1063389411249042.8,0.32869572914012823,0.08927077189146664,0.00012345588423466006,3.352949583191336e-05,Low contrail climate impact,631.0,Andøya Airport,Andoya,Norway,ANX,69.292503356934,16.144199371338,43.0,1,E,Europe/Oslo,airport,OurAirports
246,ENAT,2499144.1540473173,1.0766573871754728e+16,7917288.680021902,3043941571428531.0,1.1207818338314258e+16,1.4855610464345463,0.4034648751112006,0.005880807828208862,0.0015971739442521794,Average contrail climate impact,632.0,Alta Airport,Alta,Norway,ALF,69.976097106934,23.371700286865,9.0,1,E,Europe/Oslo,airport,OurAirports
247,ENBL,24806.09196391434,0.0,78585.69934168064,30213661117288.41,111246953067840.17,0.0,0.0,0.0,0.0,Low contrail climate impact,14112.0,Bringeland Airport,Førde,Norway,FDE,61.391,5.7569,104.0,1,E,Europe/Oslo,airport,OurAirports
248,ENBN,129342.21444014795,35705738281965.48,409756.13534638874,157537988690001.62,580056192666114.9,0.0951923418797416,0.025853374669611632,1.950282306160755e-05,5.2967894451411415e-06,Low contrail climate impact,634.0,Brønnøysund Airport,Bronnoysund,Norway,BNN,65.461097717285,12.217499732971,25.0,1,E,Europe/Oslo,airport,OurAirports
249,ENBO,17460077.56535019,9.359559496664211e+16,55313525.727029406,2.126626263453622e+16,7.830255698071914e+16,1.8484747678301667,0.502028942626602,0.051122828313069316,0.01388449541684496,Average contrail climate impact,635.0,Bodø Airport,Bodo,Norway,BOO,67.26920318603516,14.365300178527832,42.0,1,E,Europe/Oslo,airport,OurAirports
250,ENBR,57918533.4637964,2.994997566871708e+17,183485914.013307,7.0544402763285496e+16,2.5974508130414746e+17,1.7831308067162275,0.48428211682406624,0.16358969293780626,0.04442947342288146,Average contrail climate impact,636.0,Bergen Airport Flesland,Bergen,Norway,BGO,60.29339981,5.218140125,170.0,1,E,Europe/Oslo,airport,OurAirports
251,ENBS,656.0100411761231,0.0,2078.239810445958,799016028097.7278,2941983701782.4287,0.0,0.0,0.0,0.0,Low contrail climate impact,637.0,Båtsfjord Airport,Batsfjord,Norway,BJF,70.60050201416,29.691400527954,490.0,1,E,Europe/Oslo,airport,OurAirports
252,ENBV,1930.7338809943453,0.0,6116.564934990086,2351621499786.827,8658690041056.101,0.0,0.0,0.0,0.0,Low contrail climate impact,4350.0,Berlevåg Airport,Berlevag,Norway,BVG,70.871399,29.034201,42.0,1,E,Europe/Oslo,airport,OurAirports
253,ENCN,7786150.188046168,1.3206201482525704e+16,24666523.79573026,9483481055063248.0,3.4918256604416984e+16,0.5848701115609287,0.158845405298934,0.0072133562621145295,0.0019590819848242865,Low contrail climate impact,638.0,Kristiansand Airport,Kristiansand,Norway,KRS,58.204201,8.08537,57.0,1,E,Europe/Oslo,airport,OurAirports
254,ENDU,3228511.5917319665,1.2475268698724692e+16,10227924.72260687,3932306438584800.5,1.4478785213199266e+16,1.332452832783311,0.36188207617637647,0.006814113635065991,0.0018506513167963316,Low contrail climate impact,640.0,Bardufoss Airport,Bardufoss,Norway,BDU,69.055801391602,18.540399551392,252.0,1,E,Europe/Oslo,airport,OurAirports
255,ENEN,236.98978192815306,0.0,750.783629148389,288652036356.77466,1062819213363.8566,0.0,0.0,0.0,0.0,Low contrail climate impact,13712.0,Engeløy Airport,Engeløy,Norway,\N,67.967222,14.9925,0.0,\N,\N,\N,airport,OurAirports
256,ENEV,8467247.093512176,4.983981877494238e+16,26824238.792246573,1.0313052723172818e+16,3.7972746428418744e+16,2.029731103617963,0.5512565156416966,0.027222995903749204,0.007393518205677339,Average contrail climate impact,641.0,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,68.491302490234,16.678100585938,84.0,1,E,Europe/Oslo,airport,OurAirports
257,ENFG,136.69736895932613,0.0,433.0572648631452,166496519781.1149,613041579110.3813,0.0,0.0,0.0,0.0,Low contrail climate impact,642.0,Leirin Airport,Fagernes,Norway,VDB,61.015598297119,9.2880601882935,2697.0,1,E,Europe/Oslo,airport,OurAirports
258,ENFL,10257.449841660502,4123522871816.6797,32495.601098380474,12493508203321.61,46001201752815.98,0.1386223611477324,0.03764857308444095,2.2523084755861743e-06,6.117065064376084e-07,Low contrail climate impact,643.0,Florø Airport,Floro,Norway,FRO,61.583599090576,5.0247201919556,37.0,1,E,Europe/Oslo,airport,OurAirports
259,ENGM,531028088.32283044,3.1674221812736614e+18,1682296983.806727,6.467888100909768e+17,2.3814818112136387e+18,2.056803233729131,0.5586090600696162,1.73007693819322,0.46987316844111304,Average contrail climate impact,644.0,Oslo Lufthavn,Oslo,Norway,OSL,60.121,11.0502,681.0,1,E,Europe/Oslo,airport,OurAirports
260,ENHD,5568957.76049644,2.1727554702163284e+16,17642458.185252722,6782954880474532.0,2.4974896631035936e+16,1.3453683734765103,0.3653898196146431,0.0118678026364104,0.0032231873069341883,Average contrail climate impact,645.0,Haugesund Airport,Haugesund,Norway,HAU,59.34529876709,5.2083601951599,86.0,1,E,Europe/Oslo,airport,OurAirports
261,ENHF,4311.47381516539,0.0,13658.749046443956,5251347489841.125,19335505401925.48,0.0,0.0,0.0,0.0,Low contrail climate impact,4325.0,Hammerfest Airport,Hammerfest,Norway,HFT,70.679702758789,23.668600082397,266.0,1,E,Europe/Oslo,airport,OurAirports
262,ENHK,2102.3046505396032,0.0,6660.101132909464,2560593598100.971,9428127055769.268,0.0,0.0,0.0,0.0,Low contrail climate impact,646.0,Hasvik Airport,Hasvik,Norway,HAA,70.486701965332,22.139699935913,21.0,1,E,Europe/Oslo,airport,OurAirports
263,ENKB,1680734.7512095545,4244631067525855.5,5324567.691831869,2047124161071697.8,7537528291812110.0,0.8708534060911907,0.23651586824522108,0.002318458955197446,0.0006296723753320336,Low contrail climate impact,647.0,Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,63.111801147461,7.824520111084,204.0,1,E,Europe/Oslo,airport,OurAirports
264,ENKR,4001345.6949754176,1.6544409025195734e+16,12676263.161682123,4873613425967126.0,1.7944685417786906e+16,1.4257699951249845,0.3872261691305356,0.009036717833117271,0.00245429041149435,Average contrail climate impact,649.0,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN,69.725799560547,29.891300201416,283.0,1,E,Europe/Oslo,airport,OurAirports
265,ENLK,190983.90947259977,98443687082183.53,605037.0252091961,232617178395297.5,856498397438752.4,0.1777441754720937,0.048273702202079986,5.377090358794847e-05,1.4603688588090548e-05,Low contrail climate impact,5580.0,Leknes Airport,Leknes,Norway,LKN,68.152496337891,13.609399795532,78.0,1,E,Europe/Oslo,airport,OurAirports
266,ENML,3083423.340628396,9584922283036446.0,9768285.143110758,3755589878099567.0,1.3828113358692966e+16,1.0719134648729023,0.29112195239161776,0.005235378186809173,0.0014218811211902185,Low contrail climate impact,651.0,Molde Airport,Molde,Norway,MOL,62.744701385498,7.2624998092651,10.0,1,E,Europe/Oslo,airport,OurAirports
267,ENMS,97083.52469177658,7286336148544.657,307560.6062235482,118247111208660.53,435386852985863.06,0.025880219407547096,0.007028832316367905,3.979867985091811e-06,1.0808959641328896e-06,Low contrail climate impact,652.0,Mosjøen Airport (Kjærstad),Mosjoen,Norway,MJF,65.783996582031,13.214900016785,237.0,1,E,Europe/Oslo,airport,OurAirports
268,ENNA,119826.69118636238,258099167823885.12,379610.957678396,145948142318320.75,537382281339423.75,0.7427408719571225,0.20172166863380936,0.0001409762868552651,3.828787790728221e-05,Low contrail climate impact,653.0,Banak Airport,Lakselv,Norway,LKL,70.068801879883,24.973499298096,25.0,1,E,Europe/Oslo,airport,OurAirports
269,ENNM,39803.238438942506,0.0,126096.65937456986,48480089460051.695,178504095083035.53,0.0,0.0,0.0,0.0,Low contrail climate impact,5581.0,Namsos Høknesøra Airport,Namsos,Norway,OSY,64.472198486328,11.57859992981,7.0,1,E,Europe/Oslo,airport,OurAirports
270,ENNO,1362.1737278244707,0.0,4315.366369747923,1659118875122.789,6108889582042.069,0.0,0.0,0.0,0.0,Low contrail climate impact,654.0,Notodden Airport,Notodden,Norway,NTB,59.565701,9.21222,63.0,1,E,Europe/Oslo,airport,OurAirports
271,ENOL,177693.00731231167,-861160531931844.6,562931.4471654034,216428944698585.25,796893185501067.0,-1.671160130245458,-0.453871899009846,-0.00047037429528209984,-0.0001277493824686612,Low contrail climate impact,655.0,Ørland Airport,Orland,Norway,OLA,63.69889831542969,9.604000091552734,28.0,1,E,Europe/Oslo,airport,OurAirports
272,ENOP,202.6112578588243,0.0,641.8724648967554,246779214251.04956,908643131970.3917,0.0,0.0,0.0,0.0,Low contrail climate impact,,,,,,,,,,,,,
273,ENOV,33514.35778925868,0.0,106173.48547637151,40820273111993.766,150300587190604.66,0.0,0.0,0.0,0.0,Low contrail climate impact,4345.0,"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,HOV,62.180000305176,6.0741000175476,243.0,1,E,Europe/Oslo,airport,OurAirports
274,ENRA,134148.35148332547,93030604164610.8,424981.9774991751,163391832823009.44,601610095749993.0,0.2391359046168564,0.06494713773116895,5.081422481756288e-05,1.3800681512951734e-05,Low contrail climate impact,5582.0,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,MQN,66.363899230957,14.301400184631,229.0,1,E,Europe/Oslo,airport,OurAirports
275,ENRM,47845.99810923588,0.0,151576.12201005928,58276119220786.86,214573158637206.88,0.0,0.0,0.0,0.0,Low contrail climate impact,5583.0,"Rørvik Airport, Ryum",Rørvik,Norway,RVK,64.838302612305,11.14610004425,14.0,1,E,Europe/Oslo,airport,OurAirports
276,ENRO,44103.74677379886,0.0,139720.6697793948,53718081065115.51,197790424005446.25,0.0,0.0,0.0,0.0,Low contrail climate impact,656.0,Røros Airport,Roros,Norway,RRS,62.578399658203,11.342300415039,2054.0,1,E,Europe/Oslo,airport,OurAirports
277,ENRS,4780.607088099766,0.0,15144.96325510006,5822748811254.55,21439409848970.73,0.0,0.0,0.0,0.0,Low contrail climate impact,5584.0,Røst Airport,Røst,Norway,RET,67.527801513672,12.103300094604,7.0,1,E,Europe/Oslo,airport,OurAirports
278,ENRY,9719.752293516138,0.0,30792.175265859125,11838596033889.053,43589809664528.73,0.0,0.0,0.0,0.0,Low contrail climate impact,657.0,"Moss Airport, Rygge",Rygge,Norway,RYG,59.378817,10.785439,174.0,1,E,Europe/Oslo,airport,OurAirports
279,ENSB,2701578.2376723574,1.3792267971202452e+16,8558599.856946029,3290504988597716.0,1.211566690362339e+16,1.760444845997232,0.47812081612879365,0.007533471503556642,0.002046022374261406,Average contrail climate impact,658.0,"Svalbard Airport, Longyear",Svalbard,Norway,LYR,78.246101379395,15.465600013733,88.0,1,E,Arctic/Longyearbyen,airport,OurAirports
280,ENSD,11914.853172768106,163439568639.50537,37746.25485132936,14512214844157.92,53434096497317.87,0.004730126969986668,0.0012846594838941065,8.927228904413155e-08,2.4245542138122093e-08,Low contrail climate impact,5585.0,Sandane Airport (Anda),Sandane,Norway,SDN,61.830001831055,6.1058301925659,196.0,1,E,Europe/Oslo,airport,OurAirports
281,ENSG,10271.72915043888,0.0,32540.83794859037,12510900309947.943,46065239634954.77,0.0,0.0,0.0,0.0,Low contrail climate impact,5586.0,Sogndal Airport,Sogndal,Norway,SOG,61.156101,7.13778,1633.0,1,E,Europe/Oslo,airport,OurAirports
282,ENSH,83344.43939059695,27441875825066.074,264035.18398941116,101512993317167.53,373771690874926.5,0.11353805527650206,0.03083590364895908,1.4989020657365578e-05,4.070881746716332e-06,Low contrail climate impact,5587.0,Svolvær Helle Airport,Svolvær,Norway,SVJ,68.243301391602,14.669199943542,27.0,1,E,Europe/Oslo,airport,OurAirports
283,ENSK,99899.85926856687,7249579388085.829,316482.7541628199,121677388683235.23,448017163352497.94,0.02502374003869106,0.006796220305962686,3.959791083449688e-06,1.0754432601641767e-06,Low contrail climate impact,4252.0,Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,68.578826904297,15.033416748047,11.0,1,E,Europe/Oslo,airport,OurAirports
284,ENSN,13533.510686878191,0.0,42874.161856030114,16483729328076.549,60693229325135.414,0.0,0.0,0.0,0.0,Low contrail climate impact,659.0,Skien Airport,Skien,Norway,SKE,59.185001373291016,9.566940307617188,463.0,1,E,Europe/Oslo,airport,OurAirports
285,ENSO,22102.37284258553,0.0,70020.31716531096,26920548546110.508,99121685023335.77,0.0,0.0,0.0,0.0,Low contrail climate impact,660.0,Stord Airport,Stord,Norway,SRP,59.791900634765625,5.340849876403809,160.0,1,E,Europe/Oslo,airport,OurAirports
286,ENSR,843.5095652847177,0.0,2672.238302821986,1027389247438.8043,3782855806469.2383,0.0,0.0,0.0,0.0,Low contrail climate impact,5588.0,Sørkjosen Airport,Sorkjosen,Norway,SOJ,69.786796569824,20.959400177002,16.0,1,E,Europe/Oslo,airport,OurAirports
287,ENSS,1937.4107277453502,0.0,6137.717185497269,2359753856361.1875,8688633446016.089,0.0,0.0,0.0,0.0,Low contrail climate impact,5589.0,"Vardø Airport, Svartnes",Vardø,Norway,VAW,70.355400085449,31.044900894165,42.0,1,E,Europe/Oslo,airport,OurAirports
288,ENST,141673.52270035757,137142843412851.08,448821.7199147328,172557443163071.38,635357949721769.1,0.3338018527486173,0.09065754864422673,7.49087608306794e-05,2.0344538452877697e-05,Low contrail climate impact,662.0,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,65.956802368164,12.468899726868,56.0,1,E,Europe/Oslo,airport,OurAirports
289,ENTC,25451960.87516303,1.702741461292141e+17,80631812.05251648,3.1000325314093264e+16,1.1414345722343963e+17,2.306915835549569,0.6265373689731217,0.09300540203650344,0.02525942168945946,High contrail climate impact,663.0,"Tromsø Airport,",Tromso,Norway,TOS,69.68329620361328,18.91889953613281,31.0,1,E,Europe/Oslo,airport,OurAirports
290,ENTO,22372865.776872378,2.5634633460286982e+17,70877238.7811317,2.7250007207436628e+16,1.0033475457131478e+17,3.9510250295942315,1.0730624796284334,0.14001887222638915,0.03802785279784887,Very high contrail climate impact,664.0,"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,59.1866989136,10.258600235,286.0,1,E,Europe/Oslo,airport,OurAirports
291,ENVA,39968224.282512076,1.7341431445914413e+17,126619334.52699827,4.868104116070702e+16,1.7924400092645264e+17,1.4961473776289858,0.4063400264242359,0.09472059265484788,0.02572525186875982,Average contrail climate impact,665.0,Trondheim Airport Værnes,Trondheim,Norway,TRD,63.4578018,10.9239998,56.0,1,E,Europe/Oslo,airport,OurAirports
292,ENVD,84081.40849417383,255518258002399.66,266369.9021095427,102410616964688.27,377076748656592.8,1.0479154558556323,0.2846043113062455,0.00013956656869767078,3.790501127129922e-05,Low contrail climate impact,4328.0,Vadsø Airport,Vadsø,Norway,VDS,70.065299987793,29.844699859619,127.0,1,E,Europe/Oslo,airport,OurAirports
293,ENXV,30633.234187116475,-4072167072689.177,97046.085904785,37311083019544.805,137379719904600.12,-0.04583919929725803,-0.01244950980914167,-2.224257436404131e-06,-6.04088099205213e-07,Low contrail climate impact,,,,,,,,,,,,,
294,ENZV,39299795.55468616,1.759475773483681e+17,124501752.31724575,4.786689925181741e+16,1.7624632360501808e+17,1.5438222162157045,0.4192880791767652,0.09610428559257453,0.026101050291619673,Average contrail climate impact,666.0,Stavanger Airport Sola,Stavanger,Norway,SVG,58.876701354,5.6377801895,29.0,1,E,Europe/Oslo,airport,OurAirports
295,EPBY,5566305.049623978,4.757208993508215e+16,17634054.397208765,6779723895623742.0,2.4963000117777796e+16,2.9470636386286486,0.8003956927639171,0.02598434025780679,0.007057110592745254,High contrail climate impact,5591.0,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,53.0968017578,17.9776992798,235.0,1,E,Europe/Warsaw,airport,OurAirports
296,EPCE,1549.8550255015655,0.0,4909.94072078896,1887713493505.9531,6950576879854.556,0.0,0.0,0.0,0.0,Low contrail climate impact,11791.0,Cewice Air Base,Lębork,Poland,\N,54.416,17.7633,495.0,\N,\N,\N,airport,OurAirports
297,EPDE,1944.8329540932455,0.0,6161.2307985674015,2368794080510.052,8721919626982.617,0.0,0.0,0.0,0.0,Low contrail climate impact,11792.0,Deblin Military Air Base,Dęblin,Poland,\N,51.551399231,21.8936004639,392.0,\N,\N,\N,airport,OurAirports
298,EPGD,64497533.37023978,8.492500086358484e+17,204328185.71691963,7.855758250772542e+16,2.892496761790727e+17,4.54042744495071,1.2331388174354767,0.4638686511030438,0.12598250865184937,Very high contrail climate impact,668.0,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,54.37760162353516,18.46619987487793,489.0,1,E,Europe/Warsaw,airport,OurAirports
299,EPIR,22061.81624785702,0.0,69891.83387321104,26871150873515.367,98939802379470.81,0.0,0.0,0.0,0.0,Low contrail climate impact,8633.0,Inowroclaw Military Air Base,Inowroclaw,Poland,\N,52.8293991089,18.3306007385,259.0,1,E,Europe/Warsaw,airport,OurAirports
300,EPKK,138689243.58157042,1.1707279552452657e+18,439367523.6664151,1.689226103121088e+17,6.219744647475136e+17,2.91083437731938,0.7905561547492408,0.6394630460829437,0.1736723500157086,High contrail climate impact,669.0,Kraków John Paul II International Airport,Krakow,Poland,KRK,50.077702,19.7848,791.0,1,E,Europe/Warsaw,airport,OurAirports
301,EPKR,1479.1644305310986,0.0,4685.99291592252,1801612801638.6416,6633553411891.233,0.0,0.0,0.0,0.0,Low contrail climate impact,,,,,,,,,,,,,
302,EPKS,840021.0973329516,2693007542847435.0,2661186.8363507907,1023140315818841.5,3767211204688621.5,1.1054819661667894,0.30023885217484386,0.001470947028093125,0.0003994958405843827,Low contrail climate impact,7816.0,Krzesiny Military Air Base,Poznan,Poland,\N,52.3316993713,16.9664001465,265.0,1,E,Europe/Warsaw,airport,OurAirports
303,EPKT,52901789.16944186,6.345674380212795e+17,167592868.08879182,6.443404034738319e+16,2.372466757560553e+17,4.136296940748358,1.1233806464077924,0.34660693378345636,0.09413529224346141,Very high contrail climate impact,671.0,Katowice International Airport,Katowice,Poland,KTW,50.4743,19.08,995.0,1,E,Europe/Warsaw,airport,OurAirports
304,EPLB,5101940.369954388,1.1734403962731232e+17,16162947.092015501,6214130690261729.0,2.288048120263733e+16,7.931036391092603,2.153997383489923,0.06409446078703965,0.017407472872843725,Very high contrail climate impact,8832.0,Lublin Airport,Lublin,Poland,LUZ,51.240278,22.713611,633.0,1,E,Europe/Warsaw,airport,OurAirports
305,EPLK,33723.17059978262,214192081639298.8,106835.00446011135,41074605777667.04,151237042193920.5,2.190177424354457,0.5948322777508127,0.0001169938074496718,3.1774454523263134e-05,Average contrail climate impact,7814.0,Lask Military Air Base,Lask,Poland,\N,51.551700592,19.1791000366,633.0,1,E,Europe/Warsaw,airport,OurAirports
306,EPLL,3464994.0647302205,3.808286456080129e+16,10977101.197065338,4220340575914511.5,1.5539329317174772e+16,3.789931837922963,1.0293110332540774,0.020801232657430096,0.0056494256876429465,Very high contrail climate impact,5592.0,Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,51.7219009399,19.3980998993,604.0,1,E,Europe/Warsaw,airport,OurAirports
307,EPLS,14156.805443019128,22245059132402.37,44848.7596434846,17242898348558.303,63488496011428.06,0.5418419019091514,0.1471593347230536,1.2150468611746043e-05,3.2999568161446637e-06,Low contrail climate impact,,,,,,,,,,,,,
308,EPLY,8708.129011410721,-4817417348387.054,27587.352708149167,10606445356210.559,39053020558432.18,-0.19076280680009527,-0.05180944411957133,-2.631320417395372e-06,-7.146427042698794e-07,Low contrail climate impact,11793.0,Leczyca Military Air Base,Leczyca,Poland,\N,52.004699707,19.1455993652,377.0,\N,\N,\N,airport,OurAirports
309,EPMI,39786.94268553846,6377615270544.992,126045.03442778584,48460241336787.58,178431014127084.0,0.05527414514948968,0.015011955330372764,3.4835157641669292e-06,9.460912132226091e-07,Low contrail climate impact,7815.0,Miroslawiec Military Air Base,Miroslawiec,Poland,\N,53.3950996399,16.0827999115,459.0,1,E,Europe/Warsaw,airport,OurAirports
310,EPMO,44743203.23214167,4.021068537758056e+17,141746467.83942482,5.449693493535579e+16,2.0065817047327658e+17,3.0989793973949067,0.8416546317924802,0.21963469174393863,0.05965078559863787,High contrail climate impact,8414.0,Modlin Airport,Warsaw,Poland,WMI,52.451099,20.6518,341.0,1,E,Europe/Warsaw,airport,OurAirports
311,EPPO,30938832.331731446,2.610724813265733e+17,98014220.82692523,3.768329960218509e+16,1.3875022447666477e+17,2.9097887741975397,0.7902721784468317,0.14260033973695288,0.038728955905831516,High contrail climate impact,674.0,Poznań-Ławica Airport,Poznan,Poland,POZ,52.4210014343,16.8262996674,308.0,1,E,Europe/Warsaw,airport,OurAirports
312,EPPW,599562.2045343956,2678756155741693.5,1899413.0639649653,730262924643213.0,2688834199523127.5,1.5406472757208565,0.41842579420145987,0.0014631627812331145,0.00039738170990308443,Average contrail climate impact,11795.0,Powidz Military Air Base,,Poland,\N,52.379398,17.853901,371.0,\N,\N,\N,airport,OurAirports
313,EPRA,8719.290625435697,-349875704420.991,27622.71270138029,10620040130597.557,39103076631488.914,-0.013836839978922749,-0.0037579599488210638,-1.91105527716378e-07,-5.190252400478901e-08,Low contrail climate impact,8029.0,Radom Airport,RADOM,Poland,RDO,51.3891983032,21.213300705,610.0,1,E,Europe/Warsaw,airport,OurAirports
314,EPRZ,11906032.220902875,8.618242774351955e+16,37718310.07582031,1.450147098128844e+16,5.339453750432564e+16,2.496065378400818,0.6779086652702221,0.047073683956020906,0.01278478461987386,High contrail climate impact,675.0,Rzeszów-Jasionka Airport,Rzeszow,Poland,RZE,50.1100006104,22.0189990997,675.0,1,E,Europe/Warsaw,airport,OurAirports
315,EPSC,4663060.578739279,3.701934849342471e+16,14772575.913446037,5679577915794502.0,2.0912253413804024e+16,2.737549620368821,0.7434935900774411,0.020220329791861894,0.005491657750289764,High contrail climate impact,676.0,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,SZZ,53.584701538100006,14.9021997452,154.0,1,E,Europe/Warsaw,airport,OurAirports
316,EPSN,16140.553051198702,8183701517617.782,51133.27206619749,19659090228478.727,72384934732473.97,0.17483792980512938,0.04748439229934764,4.47001771610821e-06,1.214016175170298e-06,Low contrail climate impact,678.0,Swidwin Military Air Base,Shapaja,Poland,\N,53.790599823,15.8262996674,385.0,1,E,Europe/Warsaw,airport,OurAirports
317,EPSY,1925301.7898924742,5.350613107486898e+16,6099356.070379359,2345005247619862.5,8634328945211210.0,9.583166210077449,2.6027008229642163,0.02922557149844512,0.007937399531964073,Very high contrail climate impact,11103.0,Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY,53.481899,20.9377,463.0,1,E,\N,airport,OurAirports
318,EPTM,4885.719865694268,369567241199.6591,15477.960534519443,5950775501067.565,21910805192215.305,0.02608369972552498,0.007084095720909625,2.0186123747296562e-07,5.482367699549862e-08,Low contrail climate impact,11796.0,Tomaszow Mazowiecki Military Air Base,Tomaszów Mazowiecki,Poland,\N,51.584400177,20.0977993011,571.0,\N,\N,\N,airport,OurAirports
319,EPWA,511866936.25487983,3.4268376550765225e+18,1621594454.0554595,6.234506496084605e+17,2.2955505090185997e+18,2.308557727922861,0.6269832920154134,1.8717722042332918,0.5083563145588145,High contrail climate impact,679.0,Warsaw Chopin Airport,Warsaw,Poland,WAW,52.1656990051,20.9671001434,362.0,1,E,Europe/Warsaw,airport,OurAirports
320,EPWR,46705065.09229094,3.894890956383911e+17,147961646.2123777,5.688647011436387e+16,2.0945645899849462e+17,2.875647229284118,0.7809996452260274,0.21274274898547044,0.05777899659946298,High contrail climate impact,680.0,Copernicus Wrocław Airport,Wroclaw,Poland,WRO,51.1026992798,16.885799408,404.0,1,E,Europe/Warsaw,airport,OurAirports
321,EPZG,393111.11600199033,2584916772877246.0,1245376.0154943054,478806821227674.6,1762970722511940.2,2.267438550321331,0.6158156971895433,0.0014119067935886816,0.00038346104962238057,High contrail climate impact,681.0,Zielona Góra-Babimost Airport,Zielona Gora,Poland,IEG,52.1385002136,15.7986001968,194.0,1,E,Europe/Warsaw,airport,OurAirports
322,ESCF,203741.6982559786,111865196127364.88,645453.7000749402,248156083413777.75,913712775749474.6,0.18932996413854872,0.05142029707853766,6.110186294414101e-05,1.6594710504147383e-05,Low contrail climate impact,682.0,Malmen Air Base,Linkoeping,Sweden,\N,58.40230178833008,15.525699615478516,308.0,1,E,Europe/Stockholm,airport,OurAirports
323,ESDF,1909124.572764549,6607871880331870.0,6048106.646518092,2325301500780781.5,8561779584464803.0,1.1935253079256616,0.32415062340253764,0.003609284173826373,0.0009802487699369354,Low contrail climate impact,685.0,Ronneby Airport,Ronneby,Sweden,RNB,56.266700744629,15.265000343323,191.0,1,E,Europe/Stockholm,airport,OurAirports
324,ESGG,112803278.59922944,7.582374160542422e+17,357360786.6023589,1.373936707754745e+17,5.058846455331279e+17,2.317863064181472,0.6295105367492863,0.4141566839262224,0.11248119029359904,High contrail climate impact,687.0,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,57.662799835205,12.279800415039,506.0,1,E,Europe/Stockholm,airport,OurAirports
325,ESGJ,1507523.453932507,1.0121589956238184e+16,4775834.302058183,1836153910488590.5,6760734063723681.0,2.3152023135625113,0.6287879010698184,0.005528511312658153,0.0015014934133242028,High contrail climate impact,688.0,Jönköping Airport,Joenkoeping,Sweden,JKG,57.757598876953125,14.068699836730955,741.0,1,E,Europe/Stockholm,airport,OurAirports
326,ESGP,3176.5748884173945,930917256933.144,10063.389246506305,3869047866626.817,14245866621889.537,0.10105464222462471,0.027445522149642392,5.084760999364151e-07,1.3809748623273094e-07,Low contrail climate impact,691.0,Gothenburg City Airport,Gothenborg,Sweden,GSE,57.7747,11.8704,59.0,1,E,Europe/Stockholm,airport,OurAirports
