,time,file,region_id,area_km2,pt in mask,vol_km3,width_km,length_km,thickness_m,std_thickness,mean_FL,mean_lat,mean_lon,mean_forcing,max_forcing,std_forcing
1377891,2024-12-30 18:00:00,20241230T18.nc,103,572.01794,1,174.35106943359375,20.577126,27.79873,304.8,0.0,360.0,42.25,-28.499996,507062140.0,507062140.0,0.0
1253054,2024-12-10 14:00:00,20241210T14.nc,35,17518.695,27,26698.49165625001,140.04617,111.19492,1524.000000000001,431.0522938113196,360.0,32.897503,-40.21358,851944960.0,1473178400.0,252096110.0
774334,2024-09-25 15:00:00,20240925T15.nc,288,406.64206,1,123.9444996826172,14.628081,27.79873,304.8,0.0,340.0,58.25,-77.24999,651702200.0,651702200.0,0.0
1049893,2024-11-10 04:00:00,20241110T04.nc,127,527.02747,1,160.63797158203127,18.958689,27.79873,304.8,0.0,330.0,47.0,-78.99999,516799870.0,516799870.0,0.0
1325367,2024-12-22 23:00:00,20241222T23.nc,64,2376.5498,4,724.3723804687501,85.49131,27.79873,304.8,0.0,290.0,39.75,35.125,686729500.0,786586000.0,69935800.0
1010617,2024-11-04 04:00:00,20241104T04.nc,21,1213.7379,2,369.9473165039063,43.66163,27.79873,304.8,0.0,330.0,38.25,1.8749998,615462000.0,649642000.0,34179936.0
1082599,2024-11-14 22:00:00,20241114T22.nc,262,415.2087,1,126.5556147216797,14.936251,27.79873,304.8,0.0,280.0,57.499996,33.999996,754655000.0,754655000.0,0.0
791858,2024-09-27 14:00:00,20240927T14.nc,266,897.499,2,273.55770234375,32.285614,27.79873,304.8,0.0,320.0,54.5,-34.374996,528400540.0,533433400.0,5032864.0
1181730,2024-11-29 15:00:00,20241129T15.nc,36,633.0157,1,192.94318110351568,22.771389,27.79873,304.8,0.0,330.0,35.0,-18.249998,505159100.0,505159100.0,0.0
494828,2024-07-11 06:00:00,20240711T06.nc,84,413.0273,2,125.8907250732422,14.857776,27.79873,304.8,0.0,300.0,74.5,-57.625,522655600.0,525704300.0,3048688.0
668271,2024-09-11 08:00:00,20240911T08.nc,177,392.21017,1,119.54566120605467,14.108924,27.79873,304.8,0.0,300.0,59.5,-62.25,510905660.0,510905660.0,0.0
884981,2024-10-12 07:00:00,20241012T07.nc,92,459.66086,1,140.1046295654297,16.535318,27.79873,304.8,0.0,280.0,53.5,-75.99999,511986620.0,511986620.0,0.0
725550,2024-09-19 03:00:00,20240919T03.nc,16,660.6498,1,201.36605302734372,23.765465,27.79873,304.8,0.0,380.0,31.249998,-72.49999,1279987000.0,1279987000.0,0.0
998890,2024-11-01 12:00:00,20241101T12.nc,138,830.4174,2,253.1112294433594,29.872501,27.79873,304.8,0.0,390.0,57.499996,-21.124996,646509440.0,671818240.0,25308768.0
408614,2024-06-07 14:00:00,20240607T14.nc,46,600.5547,1,183.04906875,21.603672,27.79873,304.8,0.0,370.0,39.0,-70.24999,724461400.0,724461400.0,0.0
306061,2024-05-07 01:00:00,20240507T01.nc,36,585.4231,1,178.4369595703125,21.059347,27.79873,304.8,0.0,290.0,40.75,39.749996,528900480.0,528900480.0,0.0
597257,2024-08-19 19:00:00,20240819T19.nc,99,305.04605,1,92.97803635253908,10.97338,27.79873,304.8,0.0,310.0,66.75,36.999996,1081830300.0,1081830300.0,0.0
885935,2024-10-12 11:00:00,20241012T11.nc,62,585.4231,1,178.4369595703125,21.059347,27.79873,304.8,0.0,390.0,40.75,2.4999998,1735791600.0,1735791600.0,0.0
108644,2024-02-16 14:00:00,20240216T14.nc,82,71051.28,119,64969.291575000025,365.1465,166.79239,914.4000000000004,248.86815786677104,380.0,39.40587,-18.71456,1003212740.0,1992752100.0,406122240.0
611785,2024-08-26 16:00:00,20240826T16.nc,69,512.05255,1,156.07361762695314,18.419998,27.79873,304.8,0.0,360.0,48.5,-18.249998,515824350.0,515824350.0,0.0
1370867,2024-12-29 18:00:00,20241229T18.nc,11,10545.731,16,9643.016833593734,71.1312,138.99367,914.3999999999984,248.8681578667703,320.0,31.468094,-50.515743,879129200.0,1260292600.0,189904200.0
724055,2024-09-18 17:00:00,20240918T17.nc,342,572.7109,2,174.56227514648438,20.602053,27.79873,304.8,0.0,300.0,68.25,-78.87499,671312100.0,704062000.0,32749920.0
175351,2024-03-14 08:00:00,20240314T08.nc,52,501.87363,1,152.97108142089843,18.053833,27.79873,304.8,0.0,300.0,49.5,-21.999996,571534600.0,571534600.0,0.0
672975,2024-09-12 00:00:00,20240912T00.nc,26,658.8943,1,200.83097871093756,23.702314,27.79873,304.8,0.0,370.0,31.5,-63.5,644526600.0,644526600.0,0.0
1346696,2024-12-26 00:00:00,20241226T00.nc,348,5875.294,14,1790.78959453125,120.77848,111.19492,304.8,0.0,290.0,57.10553,28.122229,653200450.0,809745200.0,80835760.0
444149,2024-06-20 06:00:00,20240620T06.nc,83,983.0836,2,299.6438868164063,35.364334,27.79873,304.8,0.0,360.0,50.5,-78.62499,576212500.0,621529500.0,45316960.0
1303925,2024-12-19 05:00:00,20241219T05.nc,195,512.05255,1,156.07361762695314,18.419998,27.79873,304.8,0.0,330.0,48.5,6.2499995,547525760.0,547525760.0,0.0
1064259,2024-11-12 03:00:00,20241112T03.nc,129,565.1678,1,172.26314106445315,20.330706,27.79873,304.8,0.0,300.0,43.0,6.75,534361570.0,534361570.0,0.0
652578,2024-09-08 20:00:00,20240908T20.nc,197,869.837,2,265.12631000976563,31.29053,27.79873,304.8,0.0,340.0,55.75,31.374994,546204540.0,580823300.0,34618750.0
612113,2024-08-26 23:00:00,20240826T23.nc,11,49034.62,78,29891.505018750053,339.23898,250.1886,609.600000000001,152.40000000000057,375.0,35.55479,-50.213512,1547037200.0,2479166700.0,518837950.0
508046,2024-07-16 19:00:00,20240716T19.nc,26,594.13745,1,181.09309511718752,21.372828,27.79873,304.8,0.0,430.0,39.75,-83.24999,751348100.0,751348100.0,0.0
993248,2024-10-31 08:00:00,20241031T08.nc,97,426.52005,1,130.00331125488282,15.343149,27.79873,304.8,0.0,400.0,56.5,4.5,845145000.0,845145000.0,0.0
557244,2024-08-03 18:00:00,20240803T18.nc,41,2062105.2,4313,5028237.441600001,1501.6715,1278.7416,2438.4000000000005,698.3845359112702,365.0,51.61717,-9.138627,1163964800.0,2851974700.0,469762500.0
989650,2024-10-30 14:00:00,20241030T14.nc,217,665.37177,2,202.80531401367188,23.935328,27.79873,304.8,0.0,300.0,64.5,-15.624999,746508600.0,922529660.0,176021060.0
932659,2024-10-20 02:00:00,20241020T02.nc,210,2084.563,5,635.374798828125,59.99098,55.59746,304.8,0.0,300.0,57.349586,-4.149387,796017540.0,1013304400.0,177409870.0
328424,2024-05-13 11:00:00,20240513T11.nc,65,548.80963,1,167.27717563476563,19.742254,27.79873,304.8,0.0,320.0,44.75,38.5,559808830.0,559808830.0,0.0
1062486,2024-11-11 20:00:00,20241111T20.nc,184,5325.743,11,1623.28651640625,34.83729,194.59114,304.8,0.0,280.0,51.20039,12.385857,595571700.0,660780860.0,50330556.0
963984,2024-10-25 02:00:00,20241025T02.nc,85,569.7454,1,173.65840473632815,20.495375,27.79873,304.8,0.0,340.0,42.5,8.75,762979200.0,762979200.0,0.0
1258904,2024-12-11 12:00:00,20241211T12.nc,212,864.2544,2,263.42473945312497,31.089708,27.79873,304.8,0.0,280.0,56.0,32.624996,577385800.0,606717300.0,29331520.0
493129,2024-07-10 15:00:00,20240710T15.nc,113,743.38684,2,226.58430908203124,26.741755,27.79873,304.8,0.0,330.0,61.25,-86.37499,514346940.0,516687700.0,2340752.0
978979,2024-10-28 09:00:00,20241028T09.nc,114,17217.568,36,15743.744507812477,154.84683,111.19492,914.3999999999984,248.8681578667703,320.0,51.762657,25.825338,815014400.0,1279426400.0,218035150.0
514968,2024-07-19 11:00:00,20240719T11.nc,105,566.4419,2,172.651489453125,20.37654,27.79873,304.8,0.0,320.0,68.5,6.624999,564330560.0,625641700.0,61311184.0
1056675,2024-11-11 05:00:00,20241111T05.nc,110,6758.5537,14,2060.00717109375,173.662,55.59746,304.8,0.0,290.0,51.338955,-63.51692,651973250.0,734912640.0,56167190.0
203268,2024-03-27 00:00:00,20240327T00.nc,22,3199929.8,6570,10728724.4658,1667.8263,2279.496,3352.8,963.862230819322,360.0,50.33777,-70.41109,1024115800.0,4350439400.0,564013500.0
1130703,2024-11-22 00:00:00,20241122T00.nc,288,459.66086,1,140.1046295654297,16.535318,27.79873,304.8,0.0,280.0,53.5,-71.0,1280868400.0,1280868400.0,0.0
898129,2024-10-14 14:00:00,20241014T14.nc,110,153363.88,362,280471.8546,488.80054,639.3708,1828.8,520.5450989107475,325.0,56.668236,-14.123857,779209200.0,1916295300.0,255602580.0
1087620,2024-11-15 14:00:00,20241115T14.nc,268,412.361,1,125.68763049316406,14.833806,27.79873,304.8,0.0,350.0,57.75,-50.749996,538208900.0,538208900.0,0.0
416279,2024-06-10 08:00:00,20240610T08.nc,23,12596.138,20,7678.605539062513,249.21664,55.59746,609.600000000001,152.40000000000057,355.0,35.412315,-87.112915,633260400.0,804771460.0,86020296.0
109576,2024-02-16 23:00:00,20240216T23.nc,108,483.69455,1,147.4300987060547,17.399878,27.79873,304.8,0.0,330.0,51.25,26.499998,530674500.0,530674500.0,0.0
600679,2024-08-21 18:00:00,20240821T18.nc,71,4563.2876,15,1390.890059765625,120.38269,55.59746,304.8,0.0,300.0,66.816154,-8.33457,707899800.0,844273400.0,105466184.0
187214,2024-03-19 08:00:00,20240319T08.nc,74,580.99884,1,177.08844653320313,20.900194,27.79873,304.8,0.0,310.0,41.25,22.75,539158850.0,539158850.0,0.0
1256068,2024-12-10 21:00:00,20241210T21.nc,170,494.13892,1,150.6135416015625,17.77559,27.79873,304.8,0.0,380.0,50.25,-27.999998,2062709100.0,2062709100.0,0.0
445639,2024-06-21 00:00:00,20240621T00.nc,25,74150.83,115,113005.86206250003,278.35217,222.38985,1524.000000000001,431.0522938113196,370.0,33.443783,-36.20793,1847980700.0,3686930000.0,897050240.0
1298341,2024-12-18 13:00:00,20241218T13.nc,6,665.8407,1,202.9482448242188,23.9522,27.79873,304.8,0.0,340.0,30.499998,-25.000002,552423300.0,552423300.0,0.0
990639,2024-10-30 21:00:00,20241030T21.nc,218,725.5867,2,221.1588169921875,26.101427,27.79873,304.8,0.0,310.0,62.000004,15.624999,716498200.0,755671230.0,39173090.0
279911,2024-04-28 14:00:00,20240428T14.nc,61,560.5471,1,170.85476191406252,20.164488,27.79873,304.8,0.0,320.0,43.5,5.9999995,555998300.0,555998300.0,0.0
700542,2024-09-15 11:00:00,20240915T11.nc,146,443.24237,1,135.1002745605469,15.944699,27.79873,304.8,0.0,350.0,55.0,-14.499999,552997800.0,552997800.0,0.0
322755,2024-05-11 12:00:00,20240511T12.nc,149,454.2225,1,138.44701911621095,16.339685,27.79873,304.8,0.0,370.0,54.0,-3.0000002,1242724100.0,1242724100.0,0.0
999694,2024-11-01 15:00:00,20241101T15.nc,10,7777.101,12,7111.381222265627,46.62839,138.99367,914.4000000000004,248.86815786677104,380.0,32.99918,-28.645891,683644200.0,886706750.0,98928824.0
957911,2024-10-24 03:00:00,20241024T03.nc,22,46560.867,73,42575.256956250014,206.51794,305.78607,914.4000000000004,248.86815786677104,370.0,34.365944,-49.88709,899105900.0,1590761000.0,298201250.0
78484,2024-02-04 23:00:00,20240204T23.nc,71,488.93536,1,149.02749887695313,17.588408,27.79873,304.8,0.0,350.0,50.749996,24.249996,554559740.0,554559740.0,0.0
756669,2024-09-23 02:00:00,20240923T02.nc,241,456.94604,1,139.27715449218752,16.43766,27.79873,304.8,0.0,290.0,53.75,-51.249996,681961150.0,681961150.0,0.0
1338704,2024-12-24 23:00:00,20241224T23.nc,276,816.14746,2,248.76174609375,14.679796,55.59746,304.8,0.0,290.0,58.124565,-65.74999,619326700.0,652720600.0,33393824.0
1235393,2024-12-08 01:00:00,20241208T01.nc,101,574.2796,1,175.04042270507813,20.658485,27.79873,304.8,0.0,310.0,42.0,-38.249996,650179650.0,650179650.0,0.0
923405,2024-10-18 16:00:00,20241018T16.nc,297,356.82523,1,108.76032883300782,12.836025,27.79873,304.8,0.0,340.0,62.5,14.249999,526228580.0,526228580.0,0.0
539698,2024-07-28 05:00:00,20240728T05.nc,102,4909.26,22,1496.3423765625002,72.25605,83.396194,304.8,0.0,280.0,73.21349,-11.862921,626711100.0,813126140.0,92101490.0
939165,2024-10-20 23:00:00,20241020T23.nc,71,89409.875,169,109008.51959999996,571.0482,222.38985,1219.1999999999996,340.7767597709678,325.0,46.784737,-73.95976,805130300.0,1593579400.0,251739280.0
391052,2024-06-01 22:00:00,20240601T22.nc,54,21867.16,38,19995.331246874965,186.31761,194.59114,914.3999999999984,248.8681578667703,320.0,41.865913,14.780283,844028540.0,1334980400.0,231706020.0
669297,2024-09-11 12:00:00,20240911T12.nc,145,440.47607,1,134.257107421875,15.845186,27.79873,304.8,0.0,390.0,55.25,-39.249996,529056900.0,529056900.0,0.0
783186,2024-09-26 15:00:00,20240926T15.nc,369,1321.6038,4,402.8248259765625,35.657047,55.59746,304.8,0.0,290.0,64.687065,16.562927,568919500.0,604143360.0,29430452.0
704591,2024-09-15 21:00:00,20240915T21.nc,194,11787.431,25,10778.426599218754,169.61784,138.99367,914.4000000000004,248.86815786677104,330.0,52.39864,-38.030098,757119550.0,1476842900.0,267375340.0
548783,2024-08-01 00:00:00,20240801T00.nc,47,24224.04,50,22150.461318750007,174.28494,83.396194,914.4000000000004,248.86815786677104,340.0,51.174335,-0.13488853,781845440.0,1123412000.0,177948430.0
908391,2024-10-16 03:00:00,20241016T03.nc,248,311.23035,1,94.86300966796875,11.195848,27.79873,304.8,0.0,300.0,66.25,20.499998,530377400.0,530377400.0,0.0
218875,2024-04-02 12:00:00,20240402T12.nc,65,916.60693,2,279.381793359375,16.486675,55.59746,304.8,0.0,320.0,53.624626,34.499996,736745340.0,743107900.0,6362592.0
343,2024-01-01 13:00:00,20240101T13.nc,53,1144.0359,2,348.7021388671875,41.15425,27.79873,304.8,0.0,290.0,42.25,11.375,532087940.0,533983580.0,1895648.0
528968,2024-07-24 20:00:00,20240724T20.nc,104,14261.66,66,4346.954015625,77.8245,250.1886,304.8,0.0,310.0,73.74236,11.417449,619364300.0,756474600.0,78218930.0
87431,2024-02-08 13:00:00,20240208T13.nc,115,1435.2507,3,437.46442324218754,51.63009,27.79873,304.8,0.0,380.0,51.749996,-0.75,770808260.0,959814400.0,165510060.0
1060420,2024-11-11 15:00:00,20241111T15.nc,133,483.69455,1,147.4300987060547,17.399878,27.79873,304.8,0.0,300.0,51.25,-79.74999,643693100.0,643693100.0,0.0
233029,2024-04-07 13:00:00,20240407T13.nc,141,737.46747,2,224.78008432617187,26.528818,27.79873,304.8,0.0,310.0,61.5,37.374996,517354700.0,534044380.0,16689696.0
817730,2024-10-01 11:00:00,20241001T11.nc,338,183.67642,1,55.98457346191407,6.6073675,27.79873,304.8,0.0,280.0,76.25,-65.0,549737500.0,549737500.0,0.0
992220,2024-10-31 01:00:00,20241031T01.nc,198,755.18317,2,230.17982915039065,27.166098,27.79873,304.8,0.0,290.0,60.750004,-54.374996,537029800.0,541200500.0,4170672.0
1181277,2024-11-29 12:00:00,20241129T12.nc,344,380.5299,1,115.98551572265626,13.688752,27.79873,304.8,0.0,300.0,60.499996,-28.75,608678400.0,608678400.0,0.0
246984,2024-04-15 09:00:00,20240415T09.nc,8,585.4231,1,178.4369595703125,21.059347,27.79873,304.8,0.0,390.0,40.75,-47.5,508319170.0,508319170.0,0.0
715266,2024-09-17 11:00:00,20240917T11.nc,6,660.6498,1,201.36605302734372,23.765465,27.79873,304.8,0.0,420.0,31.249998,-36.249996,513636480.0,513636480.0,0.0
934480,2024-10-20 05:00:00,20241020T05.nc,12,1324.7854,2,403.7945900390625,47.65633,27.79873,304.8,0.0,400.0,31.0,-48.125,531599520.0,552577150.0,20977632.0
255533,2024-04-18 22:00:00,20240418T22.nc,38,6780.6323,11,4133.473464843757,110.87269,55.59746,609.600000000001,152.40000000000057,355.0,37.09072,-65.86384,702124800.0,961153700.0,130033310.0
72908,2024-02-02 10:00:00,20240202T10.nc,16,2486.772,4,757.968097265625,44.728767,83.396194,304.8,0.0,330.0,36.436947,-51.687344,597408100.0,644737700.0,35826644.0
42996,2024-01-20 12:00:00,20240120T12.nc,19,602.6709,1,183.69408984375,21.6798,27.79873,304.8,0.0,330.0,38.75,30.0,531893060.0,531893060.0,0.0
474795,2024-07-03 05:00:00,20240703T05.nc,63,5085.0635,10,3099.854695312505,91.462906,55.59746,609.600000000001,152.40000000000057,375.0,48.849705,-51.325397,515179420.0,535246340.0,10526341.0
836774,2024-10-04 23:00:00,20241004T23.nc,104,514.573,1,156.8418498046875,18.510666,27.79873,304.8,0.0,380.0,48.25,28.249998,836352000.0,836352000.0,0.0
618054,2024-08-28 17:00:00,20240828T17.nc,99,819.01086,2,249.63451142578128,29.462168,27.79873,304.8,0.0,340.0,58.0,-35.374996,508069380.0,512136670.0,4067280.0
1021614,2024-11-05 21:00:00,20241105T21.nc,137,499.3049,1,152.1881338623047,17.96143,27.79873,304.8,0.0,310.0,49.75,-58.249996,525538750.0,525538750.0,0.0
1274307,2024-12-14 20:00:00,20241214T20.nc,214,481.06033,1,146.6271895751953,17.305119,27.79873,304.8,0.0,330.0,51.5,-37.999996,699575700.0,699575700.0,0.0
328407,2024-05-13 11:00:00,20240513T11.nc,48,1118.768,2,341.00046943359376,20.122782,55.59746,304.8,0.0,410.0,43.62474,-0.75,1429732400.0,1859050600.0,429318240.0
352047,2024-05-20 16:00:00,20240520T16.nc,233,905.7128,2,276.0612704589844,16.29073,55.59746,304.8,0.0,290.0,54.124626,-17.75,709910660.0,862578100.0,152667460.0
1152666,2024-11-25 08:00:00,20241125T08.nc,120,481.06033,1,146.6271895751953,17.305119,27.79873,304.8,0.0,290.0,51.5,-72.49999,530363520.0,530363520.0,0.0
406289,2024-06-06 23:00:00,20240606T23.nc,95,16901.549,34,15454.776248437503,160.94289,83.396194,914.4000000000004,248.86815786677104,330.0,49.962692,-2.3008199,753098700.0,1044530100.0,156607360.0
591129,2024-08-17 15:00:00,20240817T15.nc,166,1080195.8,5226,1975461.9876,679.30597,1084.1505,1828.8,520.5450989107475,315.0,74.06371,-29.592855,891361600.0,1754719900.0,288885400.0
714907,2024-09-17 08:00:00,20240917T08.nc,137,897.499,2,273.55770234375,32.285614,27.79873,304.8,0.0,340.0,54.5,-70.62499,559242100.0,573623300.0,14381184.0
681562,2024-09-12 18:00:00,20240912T18.nc,377,622.4607,2,189.7260193359375,22.391697,27.79873,304.8,0.0,300.0,66.25,-50.124996,543698050.0,582207740.0,38509680.0
911244,2024-10-16 16:00:00,20241016T16.nc,221,267.4687,1,81.52445639648438,9.621615,27.79873,304.8,0.0,310.0,69.75,-67.74999,600584060.0,600584060.0,0.0
71024,2024-02-01 12:00:00,20240201T12.nc,54,509.5223,1,155.30239958496094,18.328978,27.79873,304.8,0.0,300.0,48.75,16.999998,696796740.0,696796740.0,0.0
489750,2024-07-09 11:00:00,20240709T11.nc,80,383.46094,1,116.87889375,13.794189,27.79873,304.8,0.0,330.0,60.25,-56.499996,521640350.0,521640350.0,0.0
188053,2024-03-19 19:00:00,20240319T19.nc,80,546.43054,1,166.55202919921877,19.656672,27.79873,304.8,0.0,340.0,45.0,-49.749996,708908600.0,708908600.0,0.0
417652,2024-06-10 23:00:00,20240610T23.nc,96,374.64603,1,114.19210891113282,13.477092,27.79873,304.8,0.0,320.0,61.0,-44.249996,915569540.0,915569540.0,0.0
1370622,2024-12-29 17:00:00,20241229T17.nc,11,1978.4384,3,603.0280104492188,47.446907,55.59746,304.8,0.0,330.0,31.416521,-41.33326,686145300.0,797526800.0,91460910.0
961149,2024-10-24 15:00:00,20241024T15.nc,57,3267967.2,5700,10956840.5958,3057.984,1389.9366,3352.8,963.8622308193222,340.0,41.989002,17.628729,1045513800.0,3093961700.0,440420400.0
120685,2024-02-21 21:00:00,20240221T21.nc,4,662.3927,1,201.89729501953124,23.828165,27.79873,304.8,0.0,390.0,31.0,-56.75,1373091300.0,1373091300.0,0.0
510672,2024-07-17 16:00:00,20240717T16.nc,6,634.94366,1,193.5308289550781,22.840742,27.79873,304.8,0.0,390.0,34.75,-77.0,635966600.0,635966600.0,0.0
798335,2024-09-28 07:00:00,20240928T07.nc,260,868.4481,3,264.70298701171873,10.414398,83.396194,304.8,0.0,300.0,67.9982,27.25,581211600.0,588044500.0,7477580.0
987691,2024-10-30 05:00:00,20241030T05.nc,37,583.21655,1,177.7644052734375,20.97997,27.79873,304.8,0.0,330.0,41.0,-69.24999,528653980.0,528653980.0,0.0
633324,2024-09-02 22:00:00,20240902T22.nc,71,9556.073,19,5825.382248437492,108.55652,55.59746,609.5999999999992,152.39999999999964,325.0,49.39442,19.592175,612948740.0,747754900.0,56781676.0
338783,2024-05-16 18:00:00,20240516T18.nc,21,5125.2397,8,3124.3461492187557,115.23097,27.79873,609.600000000001,152.40000000000057,355.0,34.0,-32.40625,550312300.0,615494000.0,40439830.0
1367136,2024-12-29 03:00:00,20241229T03.nc,24,658.8943,1,200.83097871093756,23.702314,27.79873,304.8,0.0,330.0,31.5,-38.999996,1300067700.0,1300067700.0,0.0
559538,2024-08-04 17:00:00,20240804T17.nc,28,560.5471,1,170.85476191406252,20.164488,27.79873,304.8,0.0,350.0,43.5,-34.499996,694305900.0,694305900.0,0.0
440595,2024-06-18 23:00:00,20240618T23.nc,14,108442.54,173,165266.4295312499,338.44223,611.57214,1523.9999999999989,431.0522938113192,400.0,35.742638,-83.753,1600142500.0,3346342000.0,718253250.0
700176,2024-09-15 10:00:00,20240915T10.nc,261,764.3246,3,232.96613349609376,27.494963,27.79873,304.8,0.0,290.0,70.74999,-3.25,619501250.0,665705150.0,60732880.0
828239,2024-10-03 08:00:00,20241003T08.nc,201,335.72604,1,102.3292981201172,12.077028,27.79873,304.8,0.0,320.0,64.25,-65.0,504381900.0,504381900.0,0.0
809626,2024-09-30 11:00:00,20240930T11.nc,128,496.72662,1,151.40227485351565,17.868681,27.79873,304.8,0.0,360.0,50.0,32.5,516401630.0,516401630.0,0.0
48092,2024-01-22 15:00:00,20240122T15.nc,7,1992.3691,3,607.2741140625001,71.67122,27.79873,304.8,0.0,360.0,30.75,-56.0,522503140.0,555870140.0,23754412.0
1355917,2024-12-27 13:00:00,20241227T13.nc,94,30924.79,53,28277.62711875001,293.88336,222.38985,914.4000000000004,248.86815786677104,290.0,40.963234,24.721924,620573800.0,787711550.0,77265420.0
237736,2024-04-09 16:00:00,20240409T16.nc,140,406.64206,1,123.9444996826172,14.628081,27.79873,304.8,0.0,330.0,58.25,-77.24999,600830700.0,600830700.0,0.0
67050,2024-01-30 17:00:00,20240130T17.nc,5,1992.3564,3,607.27024453125,23.890516,83.396194,304.8,0.0,350.0,30.749565,-55.999996,1031915700.0,1124584100.0,82079110.0
336085,2024-05-16 03:00:00,20240516T03.nc,85,1079.438,3,329.012698828125,38.83048,27.79873,304.8,0.0,290.0,62.25,-63.749996,513207970.0,519242020.0,5275981.5
488264,2024-07-08 18:00:00,20240708T18.nc,59,264317.06,528,322255.3625999999,792.7846,555.9747,1219.1999999999996,340.77675977096794,335.0,49.59751,0.77310437,871320900.0,1650683600.0,265768530.0
1283885,2024-12-16 08:00:00,20241216T08.nc,155,2033.0094,4,619.6612649414063,54.850353,55.59746,304.8,0.0,300.0,48.87469,-84.24968,552192500.0,576522300.0,23485596.0
650039,2024-09-08 12:00:00,20240908T12.nc,56,4182.8457,9,2549.8627406250043,33.438972,111.19492,609.600000000001,152.40000000000057,375.0,53.026344,-62.916607,629427650.0,739165200.0,83497864.0
1373178,2024-12-30 02:00:00,20241230T02.nc,55,640.65497,1,195.2716343261719,23.046194,27.79873,304.8,0.0,350.0,34.0,-43.999996,605226000.0,605226000.0,0.0
167519,2024-03-11 08:00:00,20240311T08.nc,80,467.75272,1,142.5710278564453,16.826406,27.79873,304.8,0.0,300.0,52.75,-67.25,559381950.0,559381950.0,0.0
235601,2024-04-08 23:00:00,20240408T23.nc,91,494.13892,1,150.6135416015625,17.77559,27.79873,304.8,0.0,350.0,50.25,30.750002,513260300.0,513260300.0,0.0
475590,2024-07-04 01:00:00,20240704T01.nc,12,7215.8877,11,4398.805139062494,47.19628,111.19492,609.5999999999992,152.39999999999964,395.0,31.908564,-73.590935,972878200.0,1345826200.0,232070620.0
650582,2024-09-08 14:00:00,20240908T14.nc,5,9826.5625,15,11980.544999999996,117.8309,83.396194,1219.1999999999996,340.7767597709678,395.0,32.032978,8.333088,708314000.0,1170464100.0,178314860.0
1308636,2024-12-19 20:00:00,20241219T20.nc,177,1034.1674,2,315.21421083984376,37.20196,27.79873,304.8,0.0,280.0,48.0,-24.874998,549140200.0,585197950.0,36057710.0
675697,2024-09-12 05:00:00,20240912T05.nc,270,640.9246,2,195.35382465820317,23.055897,27.79873,304.8,0.0,300.0,65.5,-48.374996,565840900.0,590350000.0,24509120.0
1319057,2024-12-21 15:00:00,20241221T15.nc,91,572.01794,1,174.35106943359375,20.577126,27.79873,304.8,0.0,340.0,42.25,-52.749996,517691900.0,517691900.0,0.0
444609,2024-06-20 13:00:00,20240620T13.nc,10,649.92926,1,198.09843852539063,23.37982,27.79873,304.8,0.0,370.0,32.75,-42.999996,503459330.0,503459330.0,0.0
478727,2024-07-05 00:00:00,20240705T00.nc,63,488.93536,1,149.02749887695313,17.588408,27.79873,304.8,0.0,350.0,50.749996,-13.5,578384700.0,578384700.0,0.0
982868,2024-10-29 06:00:00,20241029T06.nc,9,4444.5815,7,1354.708454296875,68.5226,83.396194,304.8,0.0,330.0,34.749565,35.571426,590508500.0,762099600.0,99164170.0
1133659,2024-11-22 13:00:00,20241122T13.nc,122,3144.848,6,958.5496400390626,56.565453,83.396194,304.8,0.0,330.0,47.291107,-15.999606,588041800.0,651369400.0,52422120.0
200542,2024-03-25 12:00:00,20240325T12.nc,127,883.71844,2,269.3573819824219,15.895139,55.59746,304.8,0.0,290.0,55.124607,-5.499999,584284540.0,597789400.0,13504800.0
1059424,2024-11-11 11:00:00,20241111T11.nc,100,1092.8611,2,333.1040583984376,39.313343,27.79873,304.8,0.0,300.0,45.0,26.374998,869688200.0,983525000.0,113836800.0
1014527,2024-11-04 22:00:00,20241104T22.nc,29,1266.0314,2,385.8863622070313,45.542778,27.79873,304.8,0.0,330.0,35.0,2.3749998,1132452600.0,1149643800.0,17191232.0
816549,2024-10-01 09:00:00,20241001T09.nc,77,519.58453,1,158.36936586914064,18.690943,27.79873,304.8,0.0,370.0,47.75,8.0,502445760.0,502445760.0,0.0
695672,2024-09-14 18:00:00,20240914T18.nc,245,459.66086,1,140.1046295654297,16.535318,27.79873,304.8,0.0,340.0,53.5,18.499998,556353150.0,556353150.0,0.0
833174,2024-10-04 02:00:00,20241004T02.nc,269,522.2635,2,159.18591137695313,18.787315,27.79873,304.8,0.0,300.0,70.25,-50.874996,619051650.0,628372740.0,9321120.0
911085,2024-10-16 16:00:00,20241016T16.nc,39,596.2879,1,181.74855278320317,21.450186,27.79873,304.8,0.0,370.0,39.5,-54.499996,514906660.0,514906660.0,0.0
941514,2024-10-21 12:00:00,20241021T12.nc,20,125508.29,202,153019.70602499993,536.4532,222.38985,1219.1999999999996,340.77675977096794,375.0,36.47915,-39.692642,786786600.0,1433683300.0,203335680.0
866757,2024-10-09 08:00:00,20241009T08.nc,179,2076.0435,5,632.778045703125,74.68124,27.79873,304.8,0.0,290.0,57.5,-70.24999,520809300.0,535333950.0,8692915.0
1119659,2024-11-20 10:00:00,20241120T10.nc,289,4753.3994,11,7244.180707031252,77.72427,27.79873,1524.000000000001,431.0522938113194,320.0,55.999996,32.659092,748319400.0,969252100.0,144487300.0
