date,fir_code,fir_name,big_hit_count
2019-11-25,EDGG,Langen FIR,279
2019-11-25,EDMM,Munchen FIR,91
2019-11-25,EDWW,Bremen FIR,93
2019-11-25,EETT,Tallinn FIR,10
2019-11-25,EFIN,Helsinki FIR,65
2019-11-25,EGPX,Scottish FIR,32
2019-11-25,EGTT,London FIR,449
2019-11-25,EHAA,Amsterdam FIR,157
2019-11-25,EISN,Shannon FIR,55
2019-11-25,EKDK,Copenhagen FIR,85
2019-11-25,ENOB,Bodo Oceanic FIR,1
2019-11-25,ENOR,Polaris FIR,144
2019-11-25,EPWW,Warszawa FIR,122
2019-11-25,ESAA,Sweden FIR,137
2019-11-25,EVRR,Riga FIR,16
2019-11-25,EYVL,Vilnius FIR,16
2019-11-25,GCCC,Canarias FIR,149
2019-11-25,GMMM,Casablanca FIR,0
2019-11-25,LAAA,Tirana FIR,0
2019-11-25,LBSR,Sofia FIR,13
2019-11-25,LDZO,Zagreb FIR,5
2019-11-25,LECB,Barcelona FIR,107
2019-11-25,LECM,Madrid FIR,177
2019-11-25,LFBB,Bordeaux FIR,11
2019-11-25,LFEE,Reims FIR,16
2019-11-25,LFFF,Paris FIR,170
2019-11-25,LFMM,Marseille FIR,15
2019-11-25,LFRR,Brest FIR,3
2019-11-25,LGGG,Athinai FIR,20
2019-11-25,LHCC,Budapest FIR,39
2019-11-25,LIBB,Brindisi FIR,2
2019-11-25,LIMM,Milano FIR,59
2019-11-25,LIRR,Roma FIR,31
2019-11-25,LJLA,Ljubljana FIR,2
2019-11-25,LKAA,Praha FIR,48
2019-11-25,LMMM,Malta FIR,1
2019-11-25,LOVV,Wien FIR,55
2019-11-25,LPPC,Lisboa FIR,173
2019-11-25,LPPO,Santa Maria FIR,2
2019-11-25,LQSB,Sarajevo FIR,2
2019-11-25,LRBB,Bucarest FIR,37
2019-11-25,LSAS,Switzerland FIR,46
2019-11-25,LUUU,Chisinau FIR,0
2019-11-25,LWSS,Skopje FIR,1
2019-11-25,LYBA,Beograd FIR,6
2019-11-25,LZBB,Bratislava  FIR,5
2019-11-25,UKBV,Kiev FIR,11
2019-11-25,UKDV,Dnipro FIR,0
2019-11-25,UKLV,Lvov FIR,2
2019-11-25,UKOV,Odessa FIR,0
2019-11-25,ULLL,Sankt-Peterburg FIR,7
2019-11-25,UMKK,Kaliningrad FIR,0
2019-11-25,UMMV,Minsk FIR,0
2019-11-25,UNNT,Novosibirsk FIR,1
2019-11-25,URRV,Rostov-Na-Donu FIR,0
2019-11-25,UUWV,Moscow FIR,85
2019-11-25,UWWW,Samara FIR,0
2019-11-26,BIRD,Reykjavik FIR,17
2019-11-26,EBBU,Brussels FIR,108
2019-11-26,EDGG,Langen FIR,245
2019-11-26,EDMM,Munchen FIR,97
2019-11-26,EDWW,Bremen FIR,91
2019-11-26,EETT,Tallinn FIR,11
2019-11-26,EFIN,Helsinki FIR,112
2019-11-26,EGPX,Scottish FIR,29
2019-11-26,EGTT,London FIR,521
2019-11-26,EHAA,Amsterdam FIR,161
2019-11-26,EISN,Shannon FIR,42
2019-11-26,EKDK,Copenhagen FIR,96
2019-11-26,ENOR,Polaris FIR,78
2019-11-26,EPWW,Warszawa FIR,97
2019-11-26,ESAA,Sweden FIR,107
2019-11-26,EVRR,Riga FIR,16
2019-11-26,EYVL,Vilnius FIR,17
2019-11-26,GCCC,Canarias FIR,127
2019-11-26,GMMM,Casablanca FIR,0
2019-11-26,LAAA,Tirana FIR,2
2019-11-26,LBSR,Sofia FIR,8
2019-11-26,LDZO,Zagreb FIR,2
2019-11-26,LECB,Barcelona FIR,86
2019-11-26,LECM,Madrid FIR,117
2019-11-26,LFBB,Bordeaux FIR,8
2019-11-26,LFEE,Reims FIR,19
2019-11-26,LFFF,Paris FIR,178
2019-11-26,LFMM,Marseille FIR,29
2019-11-26,LFRR,Brest FIR,2
2019-11-26,LGGG,Athinai FIR,21
2019-11-26,LHCC,Budapest FIR,36
2019-11-26,LIBB,Brindisi FIR,1
2019-11-26,LIMM,Milano FIR,71
2019-11-26,LIRR,Roma FIR,42
2019-11-26,LJLA,Ljubljana FIR,0
2019-11-26,LKAA,Praha FIR,28
2019-11-26,LMMM,Malta FIR,7
2019-11-26,LOVV,Wien FIR,40
2019-11-26,LPPC,Lisboa FIR,78
2019-11-26,LPPO,Santa Maria FIR,0
2019-11-26,LQSB,Sarajevo FIR,3
2019-11-26,LRBB,Bucarest FIR,42
2019-11-26,LSAS,Switzerland FIR,49
2019-11-26,LUUU,Chisinau FIR,3
2019-11-26,LWSS,Skopje FIR,4
2019-11-26,LYBA,Beograd FIR,6
2019-11-26,LZBB,Bratislava  FIR,5
2019-11-26,UKBV,Kiev FIR,7
2019-11-26,UKDV,Dnipro FIR,0
2019-11-26,UKLV,Lvov FIR,0
2019-11-26,UKOV,Odessa FIR,0
2019-11-26,ULLL,Sankt-Peterburg FIR,11
2019-11-26,UMKK,Kaliningrad FIR,0
2019-11-26,UMMV,Minsk FIR,0
2019-11-26,UNKL,Krasnoyarsk FIR,1
2019-11-26,UNNT,Novosibirsk FIR,3
2019-11-26,USSV,Yekaterinburg FIR,0
2019-11-26,UUWV,Moscow FIR,38
2019-11-27,BIRD,Reykjavik FIR,2
2019-11-27,EBBU,Brussels FIR,47
2019-11-27,EDGG,Langen FIR,148
2019-11-27,EDMM,Munchen FIR,56
2019-11-27,EDWW,Bremen FIR,25
2019-11-27,EETT,Tallinn FIR,5
2019-11-27,EFIN,Helsinki FIR,88
2019-11-27,EGPX,Scottish FIR,2
2019-11-27,EGTT,London FIR,159
2019-11-27,EHAA,Amsterdam FIR,54
2019-11-27,EISN,Shannon FIR,3
2019-11-27,EKDK,Copenhagen FIR,31
2019-11-27,ENOR,Polaris FIR,28
2019-11-27,EPWW,Warszawa FIR,68
2019-11-27,ESAA,Sweden FIR,65
2019-11-27,EVRR,Riga FIR,13
2019-11-27,EYVL,Vilnius FIR,19
2019-11-27,GCCC,Canarias FIR,11
2019-11-27,GMMM,Casablanca FIR,0
2019-11-27,LAAA,Tirana FIR,2
2019-11-27,LBSR,Sofia FIR,18
2019-11-27,LDZO,Zagreb FIR,3
2019-11-27,LECB,Barcelona FIR,21
2019-11-27,LECM,Madrid FIR,42
2019-11-27,LFBB,Bordeaux FIR,1
2019-11-27,LFEE,Reims FIR,14
2019-11-27,LFFF,Paris FIR,77
2019-11-27,LFMM,Marseille FIR,9
2019-11-27,LFRR,Brest FIR,0
2019-11-27,LGGG,Athinai FIR,38
2019-11-27,LHCC,Budapest FIR,31
2019-11-27,LIBB,Brindisi FIR,6
2019-11-27,LIMM,Milano FIR,70
2019-11-27,LIRR,Roma FIR,35
2019-11-27,LJLA,Ljubljana FIR,1
2019-11-27,LKAA,Praha FIR,15
2019-11-27,LMMM,Malta FIR,1
2019-11-27,LOVV,Wien FIR,35
2019-11-27,LPPC,Lisboa FIR,12
2019-11-27,LPPO,Santa Maria FIR,2
2019-11-27,LQSB,Sarajevo FIR,0
2019-11-27,LRBB,Bucarest FIR,45
2019-11-27,LSAS,Switzerland FIR,33
2019-11-27,LUUU,Chisinau FIR,2
2019-11-27,LWSS,Skopje FIR,7
2019-11-27,LYBA,Beograd FIR,10
2019-11-27,LZBB,Bratislava  FIR,0
2019-11-27,UKBV,Kiev FIR,11
2019-11-27,UKDV,Dnipro FIR,1
2019-11-27,UKLV,Lvov FIR,4
2019-11-27,UKOV,Odessa FIR,1
2019-11-27,ULLL,Sankt-Peterburg FIR,20
2019-11-27,UMKK,Kaliningrad FIR,0
2019-11-27,UMMV,Minsk FIR,1
2019-11-27,UNKL,Krasnoyarsk FIR,1
2019-11-27,UNNT,Novosibirsk FIR,2
2019-11-27,URRV,Rostov-Na-Donu FIR,0
2019-11-27,USSV,Yekaterinburg FIR,1
2019-11-27,UUWV,Moscow FIR,68
2019-11-27,UWWW,Samara FIR,1
2019-11-28,BIRD,Reykjavik FIR,2
2019-11-28,EBBU,Brussels FIR,20
2019-11-28,EDGG,Langen FIR,81
2019-11-28,EDMM,Munchen FIR,31
2019-11-28,EDWW,Bremen FIR,19
2019-11-28,EETT,Tallinn FIR,8
2019-11-28,EFIN,Helsinki FIR,58
2019-11-28,EGPX,Scottish FIR,4
2019-11-28,EGTT,London FIR,92
2019-11-28,EHAA,Amsterdam FIR,39
2019-11-28,EISN,Shannon FIR,4
2019-11-28,EKDK,Copenhagen FIR,16
2019-11-28,ENOR,Polaris FIR,7
2019-11-28,EPWW,Warszawa FIR,11
2019-11-28,ESAA,Sweden FIR,25
2019-11-28,EVRR,Riga FIR,10
2019-11-28,EYVL,Vilnius FIR,11
2019-11-28,GCCC,Canarias FIR,22
2019-11-28,GMMM,Casablanca FIR,0
2019-11-28,LAAA,Tirana FIR,1
2019-11-28,LBSR,Sofia FIR,4
2019-11-28,LDZO,Zagreb FIR,2
2019-11-28,LECB,Barcelona FIR,27
2019-11-28,LECM,Madrid FIR,51
2019-11-28,LFBB,Bordeaux FIR,1
2019-11-28,LFEE,Reims FIR,0
2019-11-28,LFFF,Paris FIR,59
2019-11-28,LFMM,Marseille FIR,5
2019-11-28,LFRR,Brest FIR,0
2019-11-28,LGGG,Athinai FIR,16
2019-11-28,LHCC,Budapest FIR,8
2019-11-28,LIBB,Brindisi FIR,0
2019-11-28,LIMM,Milano FIR,24
2019-11-28,LIRR,Roma FIR,22
2019-11-28,LJLA,Ljubljana FIR,1
2019-11-28,LKAA,Praha FIR,17
2019-11-28,LMMM,Malta FIR,3
2019-11-28,LOVV,Wien FIR,17
2019-11-28,LPPC,Lisboa FIR,35
2019-11-28,LPPO,Santa Maria FIR,5
2019-11-28,LQSB,Sarajevo FIR,0
2019-11-28,LRBB,Bucarest FIR,9
2019-11-28,LSAS,Switzerland FIR,16
2019-11-28,LUUU,Chisinau FIR,0
2019-11-28,LWSS,Skopje FIR,0
2019-11-28,LYBA,Beograd FIR,0
2019-11-28,LZBB,Bratislava  FIR,1
2019-11-28,UKBV,Kiev FIR,9
2019-11-28,UKDV,Dnipro FIR,0
2019-11-28,UKLV,Lvov FIR,0
2019-11-28,UKOV,Odessa FIR,1
2019-11-28,ULLL,Sankt-Peterburg FIR,18
2019-11-28,UMKK,Kaliningrad FIR,0
2019-11-28,UMMV,Minsk FIR,0
2019-11-28,UNKL,Krasnoyarsk FIR,0
2019-11-28,UNNT,Novosibirsk FIR,4
2019-11-28,URRV,Rostov-Na-Donu FIR,0
2019-11-28,USSV,Yekaterinburg FIR,1
2019-11-28,UUWV,Moscow FIR,155
2019-11-28,UWWW,Samara FIR,1
2019-11-29,BIRD,Reykjavik FIR,1
2019-11-29,EBBU,Brussels FIR,13
2019-11-29,EDGG,Langen FIR,43
2019-11-29,EDMM,Munchen FIR,19
2019-11-29,EDWW,Bremen FIR,2
2019-11-29,EETT,Tallinn FIR,0
2019-11-29,EFIN,Helsinki FIR,14
2019-11-29,EGPX,Scottish FIR,0
2019-11-29,EGTT,London FIR,76
2019-11-29,EHAA,Amsterdam FIR,24
2019-11-29,EISN,Shannon FIR,3
2019-11-29,EKDK,Copenhagen FIR,5
2019-11-29,ENOB,Bodo Oceanic FIR,0
2019-11-29,ENOR,Polaris FIR,2
2019-11-29,EPWW,Warszawa FIR,4
2019-11-29,ESAA,Sweden FIR,2
2019-11-29,EVRR,Riga FIR,2
2019-11-29,EYVL,Vilnius FIR,0
2019-11-29,GCCC,Canarias FIR,29
2019-11-29,GMMM,Casablanca FIR,0
2019-11-29,LAAA,Tirana FIR,0
2019-11-29,LBSR,Sofia FIR,0
2019-11-29,LDZO,Zagreb FIR,0
2019-11-29,LECB,Barcelona FIR,12
2019-11-29,LECM,Madrid FIR,57
2019-11-29,LFBB,Bordeaux FIR,0
2019-11-29,LFEE,Reims FIR,0
2019-11-29,LFFF,Paris FIR,43
2019-11-29,LFMM,Marseille FIR,0
2019-11-29,LFRR,Brest FIR,0
2019-11-29,LGGG,Athinai FIR,2
2019-11-29,LHCC,Budapest FIR,0
2019-11-29,LIBB,Brindisi FIR,0
2019-11-29,LIMM,Milano FIR,9
2019-11-29,LIRR,Roma FIR,10
2019-11-29,LJLA,Ljubljana FIR,0
2019-11-29,LKAA,Praha FIR,3
2019-11-29,LMMM,Malta FIR,1
2019-11-29,LOVV,Wien FIR,5
2019-11-29,LPPC,Lisboa FIR,24
2019-11-29,LPPO,Santa Maria FIR,0
2019-11-29,LQSB,Sarajevo FIR,0
2019-11-29,LRBB,Bucarest FIR,0
2019-11-29,LSAS,Switzerland FIR,6
2019-11-29,LUUU,Chisinau FIR,0
2019-11-29,LWSS,Skopje FIR,0
2019-11-29,LYBA,Beograd FIR,0
2019-11-29,LZBB,Bratislava  FIR,0
2019-11-29,UKBV,Kiev FIR,0
2019-11-29,UKDV,Dnipro FIR,0
2019-11-29,UKLV,Lvov FIR,0
2019-11-29,UKOV,Odessa FIR,0
2019-11-29,ULLL,Sankt-Peterburg FIR,0
2019-11-29,UMMV,Minsk FIR,0
2019-11-29,UNNT,Novosibirsk FIR,1
2019-11-29,URRV,Rostov-Na-Donu FIR,0
2019-11-29,USSV,Yekaterinburg FIR,0
2019-11-29,UUWV,Moscow FIR,15
2019-11-29,UWWW,Samara FIR,0
2019-11-30,BIRD,Reykjavik FIR,11
2019-11-30,EBBU,Brussels FIR,21
2019-11-30,EDGG,Langen FIR,77
2019-11-30,EDMM,Munchen FIR,25
2019-11-30,EDWW,Bremen FIR,3
2019-11-30,EETT,Tallinn FIR,0
2019-11-30,EFIN,Helsinki FIR,11
2019-11-30,EGPX,Scottish FIR,3
2019-11-30,EGTT,London FIR,146
2019-11-30,EHAA,Amsterdam FIR,48
2019-11-30,EISN,Shannon FIR,11
2019-11-30,EKDK,Copenhagen FIR,8
2019-11-30,ENOR,Polaris FIR,3
2019-11-30,EPWW,Warszawa FIR,6
2019-11-30,ESAA,Sweden FIR,1
2019-11-30,EVRR,Riga FIR,0
2019-11-30,EYVL,Vilnius FIR,0
2019-11-30,GCCC,Canarias FIR,8
2019-11-30,GMMM,Casablanca FIR,0
2019-11-30,LAAA,Tirana FIR,0
2019-11-30,LBSR,Sofia FIR,0
2019-11-30,LDZO,Zagreb FIR,0
2019-11-30,LECB,Barcelona FIR,23
2019-11-30,LECM,Madrid FIR,44
2019-11-30,LFBB,Bordeaux FIR,1
2019-11-30,LFEE,Reims FIR,2
2019-11-30,LFFF,Paris FIR,74
2019-11-30,LFMM,Marseille FIR,2
2019-11-30,LFRR,Brest FIR,0
2019-11-30,LGGG,Athinai FIR,8
2019-11-30,LHCC,Budapest FIR,2
2019-11-30,LIBB,Brindisi FIR,0
2019-11-30,LIMM,Milano FIR,15
2019-11-30,LIRR,Roma FIR,21
2019-11-30,LJLA,Ljubljana FIR,0
2019-11-30,LKAA,Praha FIR,2
2019-11-30,LMMM,Malta FIR,1
2019-11-30,LOVV,Wien FIR,7
2019-11-30,LPPC,Lisboa FIR,21
2019-11-30,LPPO,Santa Maria FIR,0
2019-11-30,LQSB,Sarajevo FIR,0
2019-11-30,LRBB,Bucarest FIR,2
2019-11-30,LSAS,Switzerland FIR,22
2019-11-30,LUUU,Chisinau FIR,0
2019-11-30,LWSS,Skopje FIR,0
2019-11-30,LYBA,Beograd FIR,0
2019-11-30,LZBB,Bratislava  FIR,0
2019-11-30,UKBV,Kiev FIR,0
2019-11-30,UKDV,Dnipro FIR,0
2019-11-30,UKLV,Lvov FIR,0
2019-11-30,UKOV,Odessa FIR,0
2019-11-30,ULLL,Sankt-Peterburg FIR,0
2019-11-30,UMMV,Minsk FIR,0
2019-11-30,UNNT,Novosibirsk FIR,3
2019-11-30,URRV,Rostov-Na-Donu FIR,0
2019-11-30,USSV,Yekaterinburg FIR,1
2019-11-30,UUWV,Moscow FIR,4
2019-12-01,BIRD,Reykjavik FIR,10
2019-12-01,EBBU,Brussels FIR,24
2019-12-01,EDGG,Langen FIR,124
2019-12-01,EDMM,Munchen FIR,51
2019-12-01,EDWW,Bremen FIR,28
2019-12-01,EETT,Tallinn FIR,2
2019-12-01,EFIN,Helsinki FIR,23
2019-12-01,EGPX,Scottish FIR,3
2019-12-01,EGTT,London FIR,192
2019-12-01,EHAA,Amsterdam FIR,60
2019-12-01,EISN,Shannon FIR,28
2019-12-01,EKDK,Copenhagen FIR,26
2019-12-01,ENOR,Polaris FIR,5
2019-12-01,EPWW,Warszawa FIR,25
2019-12-01,ESAA,Sweden FIR,16
2019-12-01,EVRR,Riga FIR,3
2019-12-01,EYVL,Vilnius FIR,1
2019-12-01,GCCC,Canarias FIR,0
2019-12-01,GMMM,Casablanca FIR,0
2019-12-01,LAAA,Tirana FIR,0
2019-12-01,LBSR,Sofia FIR,9
2019-12-01,LDZO,Zagreb FIR,1
2019-12-01,LECB,Barcelona FIR,24
2019-12-01,LECM,Madrid FIR,47
2019-12-01,LFBB,Bordeaux FIR,0
2019-12-01,LFEE,Reims FIR,1
2019-12-01,LFFF,Paris FIR,88
2019-12-01,LFMM,Marseille FIR,7
2019-12-01,LFRR,Brest FIR,0
2019-12-01,LGGG,Athinai FIR,15
2019-12-01,LHCC,Budapest FIR,12
2019-12-01,LIBB,Brindisi FIR,2
2019-12-01,LIMM,Milano FIR,37
2019-12-01,LIRR,Roma FIR,41
2019-12-01,LJLA,Ljubljana FIR,1
2019-12-01,LKAA,Praha FIR,8
2019-12-01,LMMM,Malta FIR,9
2019-12-01,LOVV,Wien FIR,18
2019-12-01,LPPC,Lisboa FIR,12
2019-12-01,LPPO,Santa Maria FIR,0
2019-12-01,LQSB,Sarajevo FIR,0
2019-12-01,LRBB,Bucarest FIR,17
2019-12-01,LSAS,Switzerland FIR,31
2019-12-01,LUUU,Chisinau FIR,0
2019-12-01,LWSS,Skopje FIR,1
2019-12-01,LYBA,Beograd FIR,2
2019-12-01,LZBB,Bratislava  FIR,1
2019-12-01,UKBV,Kiev FIR,0
2019-12-01,UKDV,Dnipro FIR,0
2019-12-01,UKLV,Lvov FIR,1
2019-12-01,UKOV,Odessa FIR,0
2019-12-01,ULLL,Sankt-Peterburg FIR,2
2019-12-01,UMMV,Minsk FIR,0
2019-12-01,UNKL,Krasnoyarsk FIR,0
2019-12-01,UNNT,Novosibirsk FIR,1
2019-12-01,URRV,Rostov-Na-Donu FIR,0
2019-12-01,USSV,Yekaterinburg FIR,2
2019-12-01,UUWV,Moscow FIR,8
2019-12-01,UWWW,Samara FIR,0
2019-12-02,BIRD,Reykjavik FIR,23
2019-12-02,EBBU,Brussels FIR,28
2019-12-02,EDGG,Langen FIR,102
2019-12-02,EDMM,Munchen FIR,46
2019-12-02,EDWW,Bremen FIR,14
2019-12-02,EETT,Tallinn FIR,0
2019-12-02,EFIN,Helsinki FIR,10
2019-12-02,EGPX,Scottish FIR,5
2019-12-02,EGTT,London FIR,166
2019-12-02,EHAA,Amsterdam FIR,50
2019-12-02,EISN,Shannon FIR,23
2019-12-02,EKDK,Copenhagen FIR,14
2019-12-02,ENOB,Bodo Oceanic FIR,0
2019-12-02,ENOR,Polaris FIR,8
2019-12-02,EPWW,Warszawa FIR,18
2019-12-02,ESAA,Sweden FIR,9
2019-12-02,EVRR,Riga FIR,1
2019-12-02,EYVL,Vilnius FIR,2
2019-12-02,GCCC,Canarias FIR,0
2019-12-02,GMMM,Casablanca FIR,0
2019-12-02,LAAA,Tirana FIR,0
2019-12-02,LBSR,Sofia FIR,5
2019-12-02,LDZO,Zagreb FIR,3
2019-12-02,LECB,Barcelona FIR,11
2019-12-02,LECM,Madrid FIR,32
2019-12-02,LFBB,Bordeaux FIR,1
2019-12-02,LFEE,Reims FIR,0
2019-12-02,LFFF,Paris FIR,75
2019-12-02,LFMM,Marseille FIR,2
2019-12-02,LFRR,Brest FIR,0
2019-12-02,LGGG,Athinai FIR,33
2019-12-02,LHCC,Budapest FIR,13
2019-12-02,LIBB,Brindisi FIR,3
2019-12-02,LIMM,Milano FIR,39
2019-12-02,LIRR,Roma FIR,23
2019-12-02,LJLA,Ljubljana FIR,0
2019-12-02,LKAA,Praha FIR,3
2019-12-02,LMMM,Malta FIR,1
2019-12-02,LOVV,Wien FIR,20
2019-12-02,LPPC,Lisboa FIR,14
2019-12-02,LPPO,Santa Maria FIR,1
2019-12-02,LQSB,Sarajevo FIR,0
2019-12-02,LRBB,Bucarest FIR,21
2019-12-02,LSAS,Switzerland FIR,31
2019-12-02,LUUU,Chisinau FIR,0
2019-12-02,LWSS,Skopje FIR,1
2019-12-02,LYBA,Beograd FIR,3
2019-12-02,LZBB,Bratislava  FIR,1
2019-12-02,UKBV,Kiev FIR,0
2019-12-02,UKDV,Dnipro FIR,1
2019-12-02,UKLV,Lvov FIR,0
2019-12-02,UKOV,Odessa FIR,0
2019-12-02,ULLL,Sankt-Peterburg FIR,0
2019-12-02,UMKK,Kaliningrad FIR,0
2019-12-02,UMMV,Minsk FIR,0
2019-12-02,UNNT,Novosibirsk FIR,3
2019-12-02,UUWV,Moscow FIR,2
2019-12-02,UWWW,Samara FIR,0
2019-12-03,BIRD,Reykjavik FIR,22
2019-12-03,EBBU,Brussels FIR,25
2019-12-03,EDGG,Langen FIR,65
2019-12-03,EDMM,Munchen FIR,24
2019-12-03,EDWW,Bremen FIR,11
2019-12-03,EETT,Tallinn FIR,1
2019-12-03,EFIN,Helsinki FIR,16
2019-12-03,EGPX,Scottish FIR,3
2019-12-03,EGTT,London FIR,84
2019-12-03,EHAA,Amsterdam FIR,32
2019-12-03,EISN,Shannon FIR,7
2019-12-03,EKDK,Copenhagen FIR,13
2019-12-03,ENOR,Polaris FIR,22
2019-12-03,EPWW,Warszawa FIR,12
2019-12-03,ESAA,Sweden FIR,11
2019-12-03,EVRR,Riga FIR,3
2019-12-03,EYVL,Vilnius FIR,1
2019-12-03,GCCC,Canarias FIR,6
2019-12-03,GMMM,Casablanca FIR,0
2019-12-03,LAAA,Tirana FIR,0
2019-12-03,LBSR,Sofia FIR,3
2019-12-03,LDZO,Zagreb FIR,1
2019-12-03,LECB,Barcelona FIR,5
2019-12-03,LECM,Madrid FIR,20
2019-12-03,LFBB,Bordeaux FIR,0
2019-12-03,LFEE,Reims FIR,0
2019-12-03,LFFF,Paris FIR,53
2019-12-03,LFMM,Marseille FIR,1
2019-12-03,LFRR,Brest FIR,0
2019-12-03,LGGG,Athinai FIR,20
2019-12-03,LHCC,Budapest FIR,4
2019-12-03,LIBB,Brindisi FIR,0
2019-12-03,LIMM,Milano FIR,13
2019-12-03,LIRR,Roma FIR,12
2019-12-03,LJLA,Ljubljana FIR,0
2019-12-03,LKAA,Praha FIR,5
2019-12-03,LMMM,Malta FIR,0
2019-12-03,LOVV,Wien FIR,12
2019-12-03,LPPC,Lisboa FIR,13
2019-12-03,LPPO,Santa Maria FIR,2
2019-12-03,LQSB,Sarajevo FIR,0
2019-12-03,LRBB,Bucarest FIR,4
2019-12-03,LSAS,Switzerland FIR,15
2019-12-03,LUUU,Chisinau FIR,0
2019-12-03,LWSS,Skopje FIR,0
2019-12-03,LYBA,Beograd FIR,0
2019-12-03,LZBB,Bratislava  FIR,0
2019-12-03,UKBV,Kiev FIR,0
2019-12-03,UKDV,Dnipro FIR,0
2019-12-03,UKLV,Lvov FIR,0
2019-12-03,UKOV,Odessa FIR,0
2019-12-03,ULLL,Sankt-Peterburg FIR,0
2019-12-03,UMKK,Kaliningrad FIR,0
2019-12-03,UMMV,Minsk FIR,0
2019-12-03,UNKL,Krasnoyarsk FIR,0
2019-12-03,UNNT,Novosibirsk FIR,1
2019-12-03,USSV,Yekaterinburg FIR,0
2019-12-03,UUWV,Moscow FIR,4
2019-12-03,UWWW,Samara FIR,0
2019-12-04,BIRD,Reykjavik FIR,1
2019-12-04,EBBU,Brussels FIR,20
2019-12-04,EDGG,Langen FIR,49
2019-12-04,EDMM,Munchen FIR,21
2019-12-04,EDWW,Bremen FIR,1
2019-12-04,EETT,Tallinn FIR,0
2019-12-04,EFIN,Helsinki FIR,16
2019-12-04,EGPX,Scottish FIR,2
2019-12-04,EGTT,London FIR,110
2019-12-04,EHAA,Amsterdam FIR,33
2019-12-04,EISN,Shannon FIR,13
2019-12-04,EKDK,Copenhagen FIR,6
2019-12-04,ENOR,Polaris FIR,3
2019-12-04,EPWW,Warszawa FIR,4
2019-12-04,ESAA,Sweden FIR,4
2019-12-04,EVRR,Riga FIR,1
2019-12-04,EYVL,Vilnius FIR,0
2019-12-04,GCCC,Canarias FIR,7
2019-12-04,GMMM,Casablanca FIR,0
2019-12-04,LAAA,Tirana FIR,0
2019-12-04,LBSR,Sofia FIR,0
2019-12-04,LDZO,Zagreb FIR,1
2019-12-04,LECB,Barcelona FIR,11
2019-12-04,LECM,Madrid FIR,33
2019-12-04,LFBB,Bordeaux FIR,1
2019-12-04,LFEE,Reims FIR,0
2019-12-04,LFFF,Paris FIR,49
2019-12-04,LFMM,Marseille FIR,0
2019-12-04,LFRR,Brest FIR,0
2019-12-04,LGGG,Athinai FIR,3
2019-12-04,LHCC,Budapest FIR,4
2019-12-04,LIBB,Brindisi FIR,6
2019-12-04,LIMM,Milano FIR,19
2019-12-04,LIRR,Roma FIR,27
2019-12-04,LJLA,Ljubljana FIR,0
2019-12-04,LKAA,Praha FIR,2
2019-12-04,LMMM,Malta FIR,0
2019-12-04,LOVV,Wien FIR,3
2019-12-04,LPPC,Lisboa FIR,6
2019-12-04,LPPO,Santa Maria FIR,0
2019-12-04,LQSB,Sarajevo FIR,0
2019-12-04,LRBB,Bucarest FIR,6
2019-12-04,LSAS,Switzerland FIR,13
2019-12-04,LUUU,Chisinau FIR,0
2019-12-04,LWSS,Skopje FIR,0
2019-12-04,LYBA,Beograd FIR,0
2019-12-04,LZBB,Bratislava  FIR,0
2019-12-04,UKBV,Kiev FIR,0
2019-12-04,UKDV,Dnipro FIR,0
2019-12-04,UKLV,Lvov FIR,0
2019-12-04,UKOV,Odessa FIR,0
2019-12-04,ULLL,Sankt-Peterburg FIR,0
2019-12-04,UMKK,Kaliningrad FIR,0
2019-12-04,UMMV,Minsk FIR,0
2019-12-04,UNNT,Novosibirsk FIR,2
2019-12-04,URRV,Rostov-Na-Donu FIR,0
2019-12-04,USSV,Yekaterinburg FIR,1
2019-12-04,UUWV,Moscow FIR,6
2019-12-04,UWWW,Samara FIR,0
2019-12-05,BIRD,Reykjavik FIR,17
2019-12-05,EBBU,Brussels FIR,30
2019-12-05,EDGG,Langen FIR,84
2019-12-05,EDMM,Munchen FIR,39
2019-12-05,EDWW,Bremen FIR,14
2019-12-05,EETT,Tallinn FIR,1
2019-12-05,EFIN,Helsinki FIR,56
2019-12-05,EGPX,Scottish FIR,20
2019-12-05,EGTT,London FIR,235
2019-12-05,EHAA,Amsterdam FIR,53
2019-12-05,EISN,Shannon FIR,40
2019-12-05,EKDK,Copenhagen FIR,34
2019-12-05,ENOR,Polaris FIR,55
2019-12-05,EPWW,Warszawa FIR,25
2019-12-05,ESAA,Sweden FIR,38
2019-12-05,EVRR,Riga FIR,5
2019-12-05,EYVL,Vilnius FIR,4
2019-12-05,GCCC,Canarias FIR,81
2019-12-05,GMMM,Casablanca FIR,0
2019-12-05,LAAA,Tirana FIR,0
2019-12-05,LBSR,Sofia FIR,1
2019-12-05,LDZO,Zagreb FIR,0
2019-12-05,LECB,Barcelona FIR,21
2019-12-05,LECM,Madrid FIR,45
2019-12-05,LFBB,Bordeaux FIR,0
2019-12-05,LFEE,Reims FIR,0
2019-12-05,LFFF,Paris FIR,75
2019-12-05,LFMM,Marseille FIR,1
2019-12-05,LFRR,Brest FIR,0
2019-12-05,LGGG,Athinai FIR,2
2019-12-05,LHCC,Budapest FIR,4
2019-12-05,LIBB,Brindisi FIR,1
2019-12-05,LIMM,Milano FIR,11
2019-12-05,LIRR,Roma FIR,21
